question,subject,choices,answer,c,b,a,d,sol,e,the,output,all,?,f,'},}',option,cd,ab,ad,s,none,db,solution,ac,analysis,analy,bd,.,',abc,da,bc,an,,input,dc,**,p,options,}},},g,target,object
In what ways does the idea of 'victim' impact on the way in which gender security is regarded?,security_studies,"[""Woman as 'victim' is, and continues to be, an important narrative of war stories. In 1990 an estimated 90% of war casualties were civilian, the majority women and children. Reports that women are the primary casualties of war has contributed to the enduring perception that women are dependent on men for protection, and that men are responsible for sacrificing their own well bring for the protection of women and the state (often confused with one another through propaganda and imagery).""
 'The role of men as intrinsically heroic has been marginalized as the traumas of war, desertion, and conscription become more apparent. When imagining victims, there is no longer a gender divide. Instead, there is a growing perception that those who fight are courageous and heroic, whilst those who do not take on female characteristics.'
 ""Increasing awareness regarding the barbaric nature of warfare and the problems of trauma in war has led to a reversal in the belief that the idea of war is a natural place for males. In contemporary societies across the globe, men are regarded as the victims of gender stereotypes that coerce them into violent behaviour as 'protectors' or aggressors on behalf of the state.""
 'All of these options.']",0,0.010821041425359066,0.01226184635171767,0.2173673425402463,0.7586578847232972,,0.0006104813826292107,,,3.4441019269622266e-05,,,,,,,1.8434949173908084e-05,3.0394092827298014e-05,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways is gender applicable to the field of Security Studies?,security_studies,"['Women and children are dependent on the state for protection and Security Studies should include them and account for their needs.'
 'Biological differences between men and women determine their suitability for different roles in protecting the state or referent object.'
 ""Gender is not applicable to Security Studies - to create a 'gender neutral' security arena we should disregard gender issues.""
 ""Social constructions of 'masculinity' or 'femininity' determine the roles in which men and women are expected to act, by considering these artificial roles we can ask important questions about the ways in which we conceptualize security.""]",3,0.006310990830856485,0.16276261814489235,0.09888871221751641,0.7295670584231251,,0.0005180376736662925,,9.00214923344688e-05,,0.0004034481459117975,,0.00011558988420561863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the function of sanctions?,security_studies,"['As a means of exerting economic power to advance peace and freedom.'
 'To end economic support for morally unacceptable regimes.'
 'To isolate dangerous regimes and weaken threats to regional or global security.'
 'All of these options.']",4.526858460773405e-05,0.0002605027181226582,0.00017904072526160966,0.0014990889239939423,0.9971064849322915,9.583359436660525e-05,0.0003790290376180007,,3.111261286693764e-05,8.052379374877148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Given current patterns of industrial development, what are the future prospects for energy security?",security_studies,"['Whilst energy consumption is correlated to levels of industrialisation, developed states of the North continue to increase their demands for energy. This is balanced by a lesser demand from states in the South; due to their lack of industrialisation their demands on energy are forecast to remain low.'
 'Energy demand in the industrialised states has peaked in recent years and data indicates that consumption levels in the North have become constant and are not likely to increase.'
 'Whilst forecasts predict that energy consumption in the industrialised states of the North will continue to increase, the major increase in demand will come from the developing states of the South, posing major challenges to global energy security.'
 'Although demand from developing states is set to increase the global consumption of dwindling energy resources, technological advancements in alternative energy sources, coupled with comprehensive understanding of current resource levels and access, will secure energy supply in the foreseeable future.']",2,0.1252474840227581,0.035884004967190214,0.021764749205881295,0.8167255635966795,,0.00018830206609104748,,,,4.201587016317564e-05,1.3640555916683042e-05,2.2489474684009816e-05,1.751482049477138e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a correct definition?,security_studies,"['Acting subjects: who or what is acting to produce security or insecurity.'
 'Substantive content: what being secure looks like and what conditions must exist for us to be able to say we are secure.'
 'Referent object: whom or what we act to make secure.'
 'Objective security: when a matter is objectively considered a security issue, regardless of interpretation.']",3,0.000334341259850622,0.0014984142845350303,0.0009399327860289209,0.9967162885370612,,0.00022978916335279903,,1.664587116238068e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.109858150705532e-05
What external strategies do elites employ?,security_studies,"['An increasingly popular means of bolstering regime security has been the expulsion of foreign workers and non-ethnic nationals and restricting borders to refugees and migrants.'
 'Weak states seek to avoid alliances with powerful states because alliances and assistance frequently are conditional on democratization and risk penalties if they are not met.'
 'An increasingly prevalent strategy among weak states has been the employment of private military or security companies and foreign mercenaries as force multipliers to secure the weak state from internal threats.'
 'Weak states may sometimes militarily engage in action to bolster their regional position and to mobilize internal support against the construction of an imagined external threat. This frequently coincides with economic or social crises as a policy of distraction.']",2,0.199090166395273,0.0940435355847701,0.22559871407162063,0.4775924814374189,,0.0022116919692831724,,,0.0004944480944833746,5.8939594567463005e-05,,,,,5.201400964537795e-05,,5.8939594567463005e-05,,,,,,,,,,,,,,,,,,,,,,,,,
"What problems has the post-Cold War security literature revealed on women, war, development, and security?",security_studies,"[""Technological advancements have to some extent rendered the battlefield gender-neutral. 'Virtual' warfare has resolved the historical tension between the citizen and the state security apparatus; if actual combat could be avoided then male and female soldiers could wage war on equal terms. However, technological advancement remains unequal and so the gender situation is different in different contexts, depending on development and security issues.""
 ""The technological capacity to wage war with minimal civilian costs has abolished the threat of physical and biological gender victimization. The contemporary gender divide is structured on 'soft' issues associated with socio-economic hardship.""
 ""Conflict in warfare and the gender divide between men and women is centred on the historical contract between the individual and the state. The 'right to fight' debate has equal meaning and saliency across the globe, and is universally applicable in all situations.""
 'Nuclear armaments and the threat of mass destruction have rendered the battlefield gender neutral in terms of its destructive capabilities. Whilst historically conventional warfare was conducted on the battlefield in which women were particularly vulnerable to violence, and post-conflict sexual violence, these threats no longer exist.']",0,0.002117890348192157,0.009491726025667268,0.9682205815240582,0.020093984154020562,,1.832333302894144e-05,,,,,,,,,,,5.249722807258479e-06,,2.101100362650294e-05,,,,,,,,,,,,,,,,,,,,,,,
How might weapons belonging to state military or police forces arrive on the illicit arms market?,security_studies,"['States are strong enough to ensure that their weaponry is kept within their control and not traded illegally.'
 'There is no evidence to suggest that state-owned weapons could be traded illicitly as part of the black or grey arms markets.'
 'Illegal trading by states is the primary way in which weapons purchased legally might end up on the illegal arms market.'
 'Looting and theft, especially where corruption is endemic, states are weak, and weapons stockpiles are not properly secured.']",0.0001391314111937306,0.0027945290967068817,0.0004285549169726718,0.00048561634122176517,0.9949211464465026,2.1336492950702664e-05,0.00022938891705762953,,0.00048561634122176517,,,,,2.4177413980959968e-05,,,,,,,,,,,,,2.1336492950702664e-05,,,,,,,,,,,,,,,,
In what ways has human security been significant as a concept?,security_studies,"['Human security has put particular emphasis on the nexus between conflict and development, a concept which is very useful. The significance of the nexus between development and conflict is not just that it raises ethical issues about human suffering and inequalities, but that its frequent outcomes, so called state future, has dire local, regional, and global effects.'
 'From a normative perspective, the concept serves to highlight good global norms. Human security often serves as an umbrella norm. Developing good global norms is not only important for moral and ethical reasons but also because they serve to enhance state and international society.'
 'The development of the human security concept highlights the view that the threats to humans as well as to state entities are changing and increasing. These changes have spurred debates about the meaning of security and the arguments for its broadening and deepening. Like internal violence, these transnational issues have serious local, regional, and global effects.'
 'All of these options.']",3,0.0031653361354694273,0.0008003223090782483,0.001027634186398693,0.994532213821174,4.515109503694367e-05,0.0002292961805851418,,,4.620730012730186e-05,,,,,,,,,,,,,,,,,1.46584144076751e-05,,,,,,,,,,,,,,,,
Which of these statements is not accurately applied to Critical Security Studies?,security_studies,"['The referent object can be objectively studied and should be considered accordingly.'
 'The security analyst and the object of the security should not be regarded as separate.'
 'Critical Security Studies is a post-positivist approach.'
 'Critical Security studies questions the epistemological principles of other approaches in Security Studies.']",0,0.0002609759187173355,0.0001793659509570489,0.9989606672062236,0.0004302765483297787,9.600767513693714e-05,6.137565330932787e-06,,3.7226215492000504e-06,,,,,,,,,6.9547726603430715e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Can armed forces be linked to environmental security and in what ways?,security_studies,"[""Military warfare enhances the ability of people's access to resources and to aid the development in ecologically sustainable ways; it can secure access routes and rights that would otherwise be denied; rebuild infrastructure and equitable access of resources; benefit the management of environmental problems; and also to bolster social institutions and cohesion.""
 'It is when considering the military and the security institutions that some of the greatest contradictions with the concept of environmental security are raised. War impacts negatively on the sustainable growth of the nation but armed forces may be required to manage the effects.'
 'Stronger militaries and technological advances have reduced the negative impact on the environment having greater impact with fewer materials, whilst the spectre of mass destruction warfare has been reduced with the ending of the Cold War.'
 'All of these options.']",1,0.003158123635272816,0.8756681660413964,0.016048326806397183,0.10458271645794737,,0.0004274055566758875,,,1.005161525934962e-05,,1.1389972281954928e-05,,,,,,,,,,,,,,1.2906529471771256e-05,,,,,,,,,,,,,,,,,
"When considering economic tools for security policy, which of the following is the odd one out?",security_studies,"['Withdrawal of economic trade rights with the domestic market.'
 'Export controls protecting technological advantage and further foreign policy objectives.'
 'Control of munitions and arms sales.'
 'Import restrictions to protect a domestic market from foreign goods.']",0,0.10419206954740823,0.11800748356551362,0.7696620021882444,0.006657526655321729,,0.0006192464412511275,,,4.485804035857096e-05,7.395840530110074e-05,,,,,,8.380585255823168e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the market vision of transnational organized crime?,security_studies,"['Market place scholars argue that transnational crime operates like a capitalist marketplace in its scope and extensity of operations. Criminal organizations are thus very resilient to law enforcement efforts by virtue of their sheer size. Of comparative difference is the development of highly sophisticated networks of collaboration between criminal groups that has enabled them to survive under the conditions of the competitive logic of the marketplace.'
 'Market analysts argue that the criminal alliances create organizations with a high level of wealth and power that far underestimates what government and official estimates attribute to them. Within this perspective the threat to the licit economy is vastly increased.'
 'Market analysts believe that white-collar and corporate crimes contribute significantly to undermining the licit market. Those organized crime groups are more prone to use violence and corruption than ordinary criminal groups as a result of the extent of profits invested in their activities.'
 'Market analysts claim that organized crime is highly disorganized, and resembles more a market for illicit goods and services than an organization. Proponents of this view minimize the threat posed by organized criminals to states and societies.']",3,0.0024114884214823666,0.022879559660549147,0.9729079000470803,0.0016573901380133958,,3.439801851061056e-05,,,,,3.1995141216233886e-06,,,,,6.773371448629201e-06,,,2.8678454938543667e-05,,,,,,,,,,,,,,,,,,,,,,,
What impact did the end of the Cold War have on warlord politics?,security_studies,"['Within the context of state collapse, elites deliberately engender disorder for the pursuit of commercial activities and the exploitation of neo-liberal globalized shadow markets which would not otherwise be permissible in normal conditions. Warlord politics represented a new form of regime security forced upon weak state elites.'
 'Warlord politics represented the entrenchment of traditional patterns of redistributive networks within society but maintained by alternative political sources. Assistance derived from superpowers was superseded by US hegemonic endorsement at the end of the Cold War.'
 'Warlord politics in response to the rapid global changes inaugurated by the end of the Cold War and by globalization, was a temporary aberration in the normal function of the state and was reflective of the immediate need to secure infrastructural survival.'
 'Warlord politics was a new phenomenon which represented the opportunistic exploitation of hollowed out state institutions and fragmented armed forces. Commercial activities accumulated in a shadow economy facilitated by the end of the Cold War, not of strategic design.']",0,0.018280171282721375,0.8808120476402698,0.09286183082450475,0.007620309120984302,,0.00017921240779638134,,,,3.114244681802648e-05,1.8888848813603205e-05,3.528901543656262e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways might the effects of chemical weapons affect the decision to deploy them against a target?,security_studies,"['Chemical weapons are a highly complicated means to conduct an assault. The unpredictability of chemicals (the degree of evaporation, stability and concentration) frequently proves to be incommensurate with political objectives.'
 'Analysts are concerned with the potential ease of chemical manufacturing. Weapons could be quickly and effectively deployed being light, concealable and rapidly deployed. Most weapons can be delivered in a line source for example a crop duster or administered through an aerosol. Dispersal in areas of poor ventilation or closed venues where people are in close proximity could have potentially catastrophic effects.'
 'Chemical weapons have the potential to cause mass casualties. Moderate exposure to chemicals produces serious side effects and would generate serious casualties if weaponized.'
 'Wind, temperature and terrain can affect the lethality and persistence of an agent and is dependent on the extensity and degree of contact with the target.']",3,0.013183807998513333,0.11038667287470443,0.8157318094669008,0.05908572821237276,,0.0001659596503822249,,,0.00011406228841960125,,,,,,,0.0004511251018914182,0.00021309640923538822,,,,,,,,,,,8.883179954010188e-05,,,,,,,,,,,,,,
"What is the relationship between war, military security, and security studies?",security_studies,"['War is best regarded as a rational instrument of political policy; it is a continuation of politics by other means.'
 'War is best regarded as a social aberration, and is the result of catastrophic failure in social cohesion.'
 'War is an anarchic state in which state or other actors must draw upon exceptional (military) means in order to ensure the protection of their interests.'
 'War is a state of mass conflict which is inflicted upon state actors as a result of their failure to effectively control the behaviour of their population.']",0,0.9895434895019333,0.002779204472274847,0.00588357591397587,0.0013128032359308803,0.0001077614518148362,5.7680548637689556e-05,,3.964322267346525e-05,,2.1219487999295434e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How has coercive diplomacy featured in contemporary security studies?,security_studies,"[""Compellence and coercion through diplomacy are linked with the 'pre-emptive use of force'.""
 'Coercive diplomacy is a softly-softly approach to international power bargaining, that has been side-lined in recent years.'
 'Deterrence as a strategy has dominated contemporary instances of coercive diplomacy.'
 'All of these options.']",0,0.02859467085930356,0.0018279961499450437,0.022278017358510302,0.9469612876756357,,0.00017003012816619768,,,,1.2316941172861995e-05,9.59244343046935e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways is defining coercive diplomacy success problematic?,security_studies,"['Isolation of the effect that the threat of force or the limited use of force, in a given case is dependent on the sufficiency of the ""stick"" for success. The question to ask is whether the stick employed was sufficient to produce compliance.'
 'Success is an independent function from the amount of coercion required to produce compliance. Ideally, coercion should be required to solve all disputes. If the threshold from persuasion to coercion is crossed, the degree of success is equated to the production intended outcome: to stop or undo an action.'
 'In protracted diplomatic affairs involving a series of inconclusive exchanges which results in tactical/temporary successes followed by new acts of non-compliance, the production of the intended outcome (compliance and ceasing of actions) is regarded as a success from a policy goal perspective.'
 'Coercive diplomacy success resulting from the use of threats and sanctions (inducements may, but need not, be employed) are classified as cheap successes. Successes resulting from the use of limited force count as costly ones. Compliance can only be considered a success if the outcome is lasting.']",3,0.06108768637967108,0.2132169505254799,0.5115146614990131,0.2132169505254799,,0.0005988826042027669,,,,2.0492626033761048e-05,4.338288965390947e-05,,,,,2.9816594942103768e-05,2.3221187489433304e-05,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways, if any, can the environment be considered a security concern?",security_studies,"['Environmental security entails a consideration of the security of the global environment, as well as its nested sub-systems and social systems beyond the boundaries of the nation state.'
 'Environmental security is a critical security project in that it questions who and what is to be secured and from what threat by orthodox security policies, or whether linkages between environmental, security and development issues can be made.'
 'Environmental security is a practical endeavour to assess how environmental change causes violent conflict within and between countries, and the ways in which environmental security can undermine national security.'
 'All of these options. The environment is both an object to be secured and a source of risk, although it may mean different things to different people. Whilst deepening the concept of security it has both critical and practical dimensions although the utility of the concept is contested.']",3,0.0007996356816410158,0.002791002769950919,0.0021736351427922357,0.9936821870667758,3.703047858113007e-06,0.00048500355751548665,,,1.1406190404909511e-05,,8.883150019205073e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the liberalist attitude towards international organisations?,security_studies,"['Liberalism holds that international organisations can enhance national and international security. It advocates the inclusion of non-governmental organisations and other actors to encourage cooperation and build communities.'
 'The liberalist advocacy of cooperation as enhancing security is undermined by the failure of international organisations such as the league of nations in preventing global conflicts.'
 ""Under liberalism's different schools of thought, there is a general consensus that the involvement of international organisations in the political system ultimately undermines security by disempowering the state as a unitary actor.""
 'All of these options.']",0,0.007333196588825772,0.08933662315602128,0.6601339766574283,0.24286032547561848,,0.0002509283081310589,,,,,1.4156406436968646e-05,,,,,7.577378332147266e-06,9.729546370336057e-06,,,,,,,,,,,,,,,,,,,,,,,,,
What is the relationship between culture and social constructivism?,security_studies,"['All of the below.'
 'Culture is the product of shared identity and interaction, although it is important in understanding the dynamics of social identity, its wider reference to security studies is largely disputed.'
 'Social constructivism does not regard culture as being an important feature to study, instead focusing on individualistic aspects of identity such as personal interests and ambition.'
 'Culture is commonly regarded as a set of practices that give meaning to shared experiences and actions; it can impact on how states see security and is crucial in constructing the values and rules that inform identity.']",3,0.0015755561868888248,0.09747623287381696,0.6356575448405838,0.26498770585293036,,4.757767427888795e-05,,,4.757767427888795e-05,,,,,,,4.198715018329739e-05,1.983332539150345e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is an impact of common structural adjustment policies on the poor?,security_studies,"['Cost of imports soar, including vital resources such as imported medicines. Basic food prices rise, putting even greater pressure on already stretched household budgets.'
 'Reduced health, education, and social welfare spending and the introduction of cost-recovery and user-fees put healthcare and education beyond the reach of many ordinary people. Public sector redundancies and salary freezes lead to fewer teachers and doctors.'
 'Massive redundancies and increased unemployment with no social security provision push families deeper into poverty. Farmers and small companies can no longer afford to borrow money and are forced to reduce production or go out of business.'
 'All of these options.']",2.666479289091329e-05,0.001133815845029215,0.02924150301851972,0.0006876940724782068,0.9683781441827349,,0.00025298851108019607,,,2.666479289091329e-05,,,,,,,,,,,,,,,,,2.0766561583880097e-05,,,,,,,,,,,,,,,,
How might the diversity of the current global international system impact upon the case for humanitarian intervention?,security_studies,"['The global political arena is dominated by a paradigm of human-security which promotes human security based on core assumptions of what it is to be secure, and which transcend cultural or political diversity.'
 'Despite the inclusion of a diverse range of political actors, whose cultural, ethical and religious values are often at odds with one another, there exists a general consensus amongst all states that humanitarian intervention is sometimes justified.'
 'The diversity of states, in terms of their cultural, political, ideological and religious values, results in a global system characterised by radical disagreements on how states should govern themselves and each other. In order to protect this diversity there exist rules of engagement that prohibit interference in the sovereign state, such as humanitarian intervention.'
 'Within the contemporary global arena there are a number of radically different views on how states should govern themselves and each other. In order to protect this diversity, there exists a need for unifying principles of humanitarian intervention.']",2,0.936183686103495,0.00630747392199291,0.028268130197989752,0.028268130197989752,5.4570341874714554e-05,0.00011552541465533004,,,,0.00031403063538277995,,0.00010195082060312978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are economic objectives of IMF adjustment policies?,security_studies,"['Devaluation to promote exports and reduce demand for imports by raising their prices.'
 'Tighter monetary and credit policies with higher interest rates to reduce overall demand, and thus demand for imports; to limit or reduce the rate of inflation.'
 'All of these options.'
 'Public spending cuts to reduce the budget deficit and slow the growth of government debt.']",1.4705025626016778e-05,0.9977315340534911,0.0006252736004568841,0.00029535833516778086,0.0009097677204521778,1.6662977040428954e-05,0.00029535833516778086,,,,,8.919048894039137e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To what extent have biological agents been weaponized?,security_studies,"['Military professionals believe that the majority of biological agents can be sufficiently stable in their effects to be used as a weapon. Resource requirements would be minimal as fermenters used to make vaccines could be converted for military production and relatively small quantities of the agent are required to produce highly lethal effects, making them an efficient and effective weapon.'
 'Construction of the means to transmit biological weapons in warfare has focused on the use of vectors, for example lice, fleas, or mosquitoes, as a mode of transmission as a military weapon. These are favoured because the target would find it difficult to contain the source of the outbreak, placing the infrastructure of the target country under strain.'
 ""Biological agents comprise bacteria, viral, and toxin agents. However, not every disease provides the basis for an effective biological weapon. An agent's storage, delivery, mode of transmission and its very resilience can shape its effects on a target population.""
 'Inoculation programs against naturally occurring disease have eradicated the potential for viral agents to cause a global pandemic. Vaccination capabilities have undermined calls for the weaponization of viral agents made by some military strategists as most public health authorities have in place programs to deal with a possible outbreak.']",2,0.35627698785313217,0.07015509851486454,0.45748491000956937,0.11566620316952014,,0.00013543126468412668,,,4.982237796913821e-05,,,1.4274350279139554e-05,,,,1.8328628565118945e-05,2.0769057105400975e-05,,,,,,,,,,,,,,,,,,,,,,,,,
"According to Buzan, Waever, and de Wilde, in what ways does the Copenhagen School's approach to Security Studies differ from that of Critical Security Studies?",security_studies,"['The theory and knowledge that underpin each approach are fundamentally at odds with one another. Whilst Critical Security Studies is post-structuralist and constructivist, the Copenhagen School is based on an objectivist epistemology.'
 'Whilst Critical Security Studies regards security to be a social construction, based on the changeable ideas that form human society, the Copenhagen school disregards this epistemological approach and instead considers security as an issue to be studied objectively from a positivist approach.'
 'Critical Security Studies regards security to be an empirically definable state, which should be studied from a positivist approach. However, the Copenhagen School views security as a socially constructed entity that denies the validity of an objective approach.'
 'Neither Critical Security Studies nor the Copenhagen School account for the changing nature of society and its impact on the construction of security.']",0,0.013982059169259518,0.9797584951173056,0.0051412027182170545,0.0010123628398084762,,3.464113490871638e-05,,,,,4.137293566275877e-06,,,,,,,,,,,,,,,,,,,6.019726618686521e-06,,,,,,,,,,,,
What are Fission Nuclear Weapons?,security_studies,"['Fission nuclear weapons are gun-type devices that require a relatively small amount of fissile uranium-235 material to produce a comparatively large explosion because mass and energy becomes interchangeable in the barrel. Implosion devices however are unable to sustain the reaction; the neutron generator is unable to set off the interchange being destroyed in the explosion.'
 'Implosion fissure devices are constructed with relative ease because unlike the gun-type fissure device it uses high-explosive shaped lenses to compress the fissile material to critical tolerance. Detonation is highly volatile with a high potential of ""going critical"".'
 'Fissile weapons are produced by the rapid rearrangement of hydrogen, oxygen, carbon and nitrogen in a chamber, striking each other at high velocities the friction sparking a chemical explosion.'
 'Gun-type devices are of rugged design using two sub-critical masses fired down a barrel at very high velocities with a high probability of producing a reaction. Implosion devices are more complex, requiring the assembling of shaped charges to compress the fissile material to critical tolerances, and are detonated with more than split-second timing.']",3,0.010394209717619838,0.6430845385803627,0.0015940036866248237,0.344208870486613,,8.992753435416145e-05,,3.7487373595584186e-05,,,,7.003563417470159e-05,4.2478759399374414e-05,,,,,,,,,,,,0.0001680067525190094,,,,,,,,,,,,,,,,,
Why is HIV/AIDS considered to be a non-traditional security issue?,security_studies,"['HIV/AIDS is a newly emergent disease that did not exist until relatively late in the 20th century.'
 'Ill health can threaten the state indirectly, but can also be a threat to other referent objects such as the economy.'
 'The overwhelming scale of HIV/AIDS requires a new approach in order to theorize its impact on security.'
 'None of the above - HIV/AIDS is better defined as a traditional security issue.']",1,0.14679830807428337,0.8447658861254126,0.0014391596290801376,0.0050231606760232535,,0.0002833874685780594,,6.323229124788052e-05,0.00013488386425928735,,,,,,,,,,0.00015168638125547253,,,,,,,,,,,0.000467226724503394,,,,,,,,,,,,
Which of the following is an important reason to advocate the process of desecuritization?,security_studies,"['To prevent the erosion of established civil liberties through the removal of special rights and the cessation of extraordinary measures.'
 'To prevent stagnation of the security realm and facilitate the recognition and securitization of new or more urgent existential threats.'
 'To prevent the securitization of irrelevant threats and to challenge the legitimacy of currently securitized threats.'
 'To ensure that securitizing actors conceptualise security threats in terms of those that can be addressed using extraordinary measures.']",0,0.04568320490079849,0.035555831955468395,0.917195520249143,0.001378649546566741,9.289267575079913e-06,2.525084724903355e-05,,,,7.234488861632047e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the process of 'medicalization'?,security_studies,"[""The term 'medicalization' refers to the process whereby a medical or health issue becomes securitized.""
 ""'Medicalization' is the outcome of security dialogue that discusses threats or risks to national security in terms of medical language.""
 ""An issue is said to be 'medicalized' when it is dismissed as a security threat, instead deemed to be a medical issue concerning health as mutually exclusive from security.""
 ""The perceived 'medicalization' of societies occurs when social issues are increasingly considered and responded to as medical problems.""]",3,0.021439756158681447,0.031194661142389214,0.0353634079831691,0.9116731265050401,,0.00018549023551414035,,2.510337356093218e-05,,,1.9550526986987984e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How has the conceptualization of health as a security issue changed during the twentieth century?,security_studies,"['Health has long been regarded as a security issue. During the 20th century there was an increasingly sense of panic about the potential damage of a serious pandemic disease outbreak in the newly globalised world. Medical advances and a series of successful contained outbreaks have largely allayed these fears.'
 'Since the early 20th century there has been growing recognition of the success in medical and technological advancements that have the ability to keep infectious diseases at bay in the modern population.'
 'Pandemic disease is a relatively new threat to security, emerging only in the early 19th century. Therefore, human populations are still formulating and testing new ways of controlling outbreaks and minimising their impact on security.'
 'During the 20th century, security analysts were predisposed to focus on the potential threat of nuclear confrontation and military combat. Since the reduction in these threats, there has emerged a series of pandemic diseases, and a sense of growing unease at the future impact of more serious outbreaks in an increasingly globalised population.']",3,0.0007956288008853129,0.008553815729540117,0.0016843461846917298,0.9887073228407391,,0.00015666867472845895,,3.084989119280183e-05,,,1.1349040732207738e-05,,4.175078762396519e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the circumstances that have shaped the emergence of peace studies as a field of research?,security_studies,"['Peace studies developed after the Second World War as a response to the failure of International Relations to prevent global conflict following World War I. Initially, the field was conditioned by the nuclear arms race and East-West divide that characterised the Cold War, but was quick to embrace environmental concerns and the issues surrounding the North-South wealth/poverty divide.'
 'Peace studies developed as a discipline following the Cold War when the security studies paradigm shifted to include areas of concern such as environmental, societal and economic security. As a field of research peace studies adopts a Euro-centric approach to security and has thus been defined by developments within the West and wealthier nations.'
 'Peace studies emerged as a response to the developing nuclear capability of states during the Cold War. The aim of peace studies is to secure the state as a referent object and does this through the study of weapons accumulation. The approach is particularly focused on the nuclear arms race between East and West.'
 'Developed as a response to World War I, peace studies focuses on disparities in wealth and resource allocation that exist within the global system, with the aim of promoting peace through the equal distribution of these resources.']",0,0.0006226405000902726,0.004060126078080553,0.9935042210195286,0.0016925123570580407,4.753918882667316e-06,2.1305586297723854e-05,,6.916911160072297e-06,,,,,,,,4.753918882667316e-06,,,,,,,,,,6.916911160072297e-06,,,,,,,,,,,,,,,,
Which of these statements is commonly regarded as a tangible benefit of the securitization process?,security_studies,"['Securitizing injects urgency into an issue and leads to a sustained mobilization of political support and deployment of resources.'
 'Securitization encourages more efficient handling of complex problems.'
 'Securitization mobilizes popular support for policies in specific areas by calling them security relevant and encourages the allocation of more resources.'
 'All of these options.']",3,0.05954972542760889,0.006276496379375082,0.11128646981085717,0.8221129659812185,,0.0005152061966639094,,,7.055818804127864e-05,,,,,,,,,,,,,,,,,1.3729773536322271e-05,,,,,,,,,,,,,,,,
In what ways might a society be threatened?,security_studies,"['Societies are threatened when their linguistic heritage and traditions are under attack. The inability to use and develop traditional language signifies the destruction of a society.'
 ""Threats to societal security exist when a society regards its collective identity as being under question. Such circumstances include the suppression of expression and interference with a society's ability to reproduce itself across generations.""
 'Military threats to societies in the form of external aggression, mainly through de-population policies with the intent of preventing collective identities from being reproduced over generations.'
 'Migratory influxes into a host receiving state results in a shift in the composition of the population resulting in horizontal competition or vertical competition. This is not an outright threat to survival but part of wider uncontrollable processes of evolutionary identity.']",1,0.03878972319190116,0.7791123825821213,0.07246874354318426,0.10544139968350132,,0.0028099181234471893,,,0.00047643113005469247,,0.00010895229735614738,,,,,5.831796232327725e-05,,,,,,,,,,,,7.488174587252607e-05,,,,,,,,,,,,,,
Which of these statements best defines the concepts of corporate and social identity?,security_studies,"['An actor can have only one social identity, and this forms the basis for developing other identities. In contrast, an actor may have multiple corporate identities which vary in importance.'
 ""Corporate identity refers to the intrinsic, self-realized identity of an actor. Social identity refers to 'sets of meanings that an actor attributes to itself while taking the perspective of others'. Actors can have multiple social identities.""
 'Corporate identity is a type of social identity that is constructed through the interaction of an actor with others within the international system.'
 ""Social identity can also be described as 'role' identity. Like corporate identity, an actor's social identity is formed through interaction and does not exist as an intrinsic concept.""]",1,0.055418433382201315,0.7650493654413085,0.008498689987679527,0.170700771895379,,0.00019987003123925627,,,,,9.950942909995955e-06,,,,,,,,2.9183594855676444e-05,,,,,,,,,,,,,,,,,,,,,,,
