question,subject,choices,answer,c,d,a,output,b,?,sol,'},solution,the,e,.,none,f,}',all,ac,',r,ad,db,w,wood,Ð°,ab,Unnamed: 29,1,n,input,what,cho,choose,**,p,not,square,an,man,ex,s,states,da,t,g,which,support,bd,m
"This question refers to the following information.
The 1980s have been born in turmoil, strife, and change. This is a time of challenge to our interests and our values and it's a time that tests our wisdom and skills.
At this time in Iran, 50 Americans are still held captive, innocent victims of terrorism and anarchy. Also at this moment, massive Soviet troops are attempting to subjugate the fiercely independent and deeply religious people of Afghanistan. These two actsâone of international terrorism and one of military aggressionâpresent a serious challenge to the United States of America and indeed to all the nations of the world. Together we will meet these threats to peace.â¦
Three basic developments have helped to shape our challenges: the steady growth and increased projection of Soviet military power beyond its own borders; the overwhelming dependence of the Western democracies on oil supplies from the Middle East; and the press of social and religious and economic and political change in the many nations of the developing world, exemplified by the revolution in Iran.
Each of these factors is important in its own right. Each interacts with the others. All must be faced together, squarely and courageously. We will face these challenges, and we will meet them with the best that is in us. And we will not fail.
âJimmy Carter, State of the Union Address, January 23, 1980
The problems that Carter faced in 1980 can best be compared to those of which of the following?",high_school_us_history,"['Abraham Lincoln in the 1860s' 'Theodore Roosevelt in the 1900s'
 'Warren Harding in the 1920s' 'Franklin D. Roosevelt in the 1930s']",3,0.0003312496981064,0.0715677196563062,0.8721281567338446,,0.055707660214961,,,,,,3.081102147055782e-05,,,,,,,,,,,,,,1.649195136646006e-05,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Some men look at constitutions with sanctimonious reverence, and deem them like the ark of the covenant, too sacred to be touched. They ascribe to the men of the preceding age a wisdom more than human, and suppose what they did to be beyond amendmentâ¦.But I know also, that laws and institutions must go hand in hand with the progress of the human mind. As that becomes more developed, more enlightened, as new discoveries are made, new truths disclosed, and manners and opinions change with the change of circumstances, institutions must advance also, and keep pace with the times.""
Thomas Jefferson, 1816
Which of following Amendments to the Constitution is most directly an example of the sentiments expressed above?",high_school_us_history,"['The First Amendment, which guaranteed the right to free speech'
 'The Tenth Amendment, which allows powers not granted to the federal government be granted to the states'
 'The Nineteenth Amendment, which guaranteed all women the right to vote'
 'The Twenty-first Amendment, which repealed the prohibition of alcohol']",3,0.0080970956169529,0.9359345354903972,0.0194496939088349,,0.0362886649279803,,,,,2.0070693385197813e-05,3.3090979101875995e-05,1.2173490899814015e-05,2.2743075161415485e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""One-half of the people of this nation to-day are utterly powerless to blot from the statute books an unjust law, or to write there a new and a just one. The women, dissatisfied as they are with this form of government, that enforces taxation without representation,âthat compels them to obey laws to which they have never given their consent,âthat imprisons and hangs them without a trial by a jury of their peers, that robs them, in marriage, of the custody of their own persons, wages and children,âare this half of the people left wholly at the mercy of the other half, in direct violation of the spirit and letter of the declarations of the framers of this government, every one of which was based on the immutable principle of equal rights to all.""
âSusan B. Anthony, ""I Stand Before You Under Indictment"" (speech), 1873
Which of the following was another common criticism of Andrew Carnegie?",high_school_us_history,"['As an immigrant, Carnegie had no right to own controlling interests in major American industries.'
 'Carnegie did nothing to prevent the use of violence against his workers when they asked for better wages and working conditions.'
 'Carnegie was seen as the epitome of American success, but he was not even the richest man in America.'
 ""Too much of Carnegie's philanthropic efforts were concentrated on his homeland of Scotland, denying Americans the benefits of his charity.""]",1,0.0098694333780193,0.0567946677278102,0.0442720658191419,1.9052488486821207e-05,0.8885159127821949,3.5594734594527675e-05,,,,,0.0001407799062533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have readâ¦the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy groundâ¦""
Roger Williams, The Hireling Ministry None of Christ's, 1652
The ""First Great Awakening"" can be seen as a direct response to which of the following?",high_school_us_history,['Puritanism' 'The Enlightenment' 'Transcendentalism' 'Existentialism'],1,7.46601947072129e-05,6.588739057547818e-05,0.997519944336937,6.9444798750600895e-06,0.0021818907172858,,,,,1.8877053452475386e-05,1.6658941201733368e-05,,6.128481979801587e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
Which of the following best explains why South Carolina chose to secede from the Union in 1860?",high_school_us_history,"[""The failures of the Compromise of 1850 hindered South Carolina's trade relationships with Western states, leading to severe economic recession.""
 'The Battle of Fort Sumter occurred in Charleston, prompting public outrage over Union aggression.'
 'President Lincoln signed the Emancipation Proclamation, thus undermining slavery in the South.'
 ""Lincoln's election on a Free-Soil platform led Southern politicians to conclude that secession was necessary.""]",3,0.000486571305816,0.9968775561804464,0.0008022204616112,0.0002604428522274,0.0010300714624957,,1.886641693666276e-05,,,,0.0001394050131308,,,2.137845116669317e-05,2.745047466745174e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
In ""The March of the Flag,"" Albert Beveridge supported which of the following?",high_school_us_history,"['Populism' 'War with Great Britain'
 'Constitutional reform in the United States'
 'The creation of an American overseas empire']",3,5.139234198648357e-05,0.9989922941241666,7.47754163674561e-05,,0.0001232838194904,,2.1423515476494143e-05,,,1.6684650629236002e-05,0.00055251974636,,,1.2994018975321803e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The law of love, peace and liberty in the states extending to Jews, Turks and Egyptians, as they are considered sonnes of Adam, which is the glory of the outward state of Holland, soe love, peace and liberty, extending to all in Christ Jesus, condemns hatred, war and bondage. And because our Saviour sayeth it is impossible but that offences will come, but woe unto him by whom they cometh, our desire is not to offend one of his little ones, in whatsoever form, name or title hee appears in, whether Presbyterian, Independent, Baptist or Quaker, but shall be glad to see anything of God in any of them, desiring to doe unto all men as we desire all men should doe unto us, which is the true law both of Church and State; for our Saviour sayeth this is the law and the prophets.
""Therefore if any of these said persons come in love unto us, we cannot in conscience lay violent hands upon them, but give them free egresse and regresse unto our Town, and houses, as God shall persuade our consciences, for we are bounde by the law of God and man to doe good unto all men and evil to noe man. And this is according to the patent and charter of our Towne, given unto us in the name of the States General, which we are not willing to infringe, and violate, but shall houlde to our patent and shall remaine, your humble subjects, the inhabitants of Vlishing (Flushing, part of the colony of New Netherlands).""
âThe Flushing Remonstrance, 1657
Which of the following most accurately describes the context in which the above document was written?",high_school_us_history,"['The Dutch West India Company had sought to establish a model community in the New World, based on Enlightenment principles; the document grew out of this mandate.'
 'The policies of the Dutch West Indian company had discouraged non-Dutch immigrants from settling in New Netherlands; the document was an attempt to diversify the colony.'
 'Religious toleration had become the norm in the neighboring New England colonies in the seventeenth century; the document was an attempt to bring New Amsterdam to the same levels of toleration.'
 'The director-general of the colony of New Netherlands, Peter Stuyvesant, was attempting to enforce conformity in New Netherlands despite the multi-ethnic makeup of the colony; the document was an attempt to accommodate the diverse population.']",3,0.0298617018705653,0.6798861203284605,0.283359592686959,,0.0066630463206839,,,,,,0.000138287180548,,,1.2862711463058389e-05,,,,,,7.801628869382057e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""As a means of effecting this end I suggest for your consideration the propriety of setting apart an ample district west of the Mississippi, and without the limit of any State or Territory now formed, to be guaranteed to the Indian tribes as long as they shall occupy it. . . . There they may be secured in the enjoyment of governments of their own choice, subject to no other control from the United States than such as may be necessary to preserve peace on the frontier and between the several tribes. There the benevolent may endeavor to teach them the arts of civilization. . . .
""This emigration would be voluntary, for it would be as cruel and unjust to compel the aborigines to abandon the graves of their fathers and seek a home in a distant land. But they should be distinctly informed that if they remain within the limits of the States they must be subject to their laws. . . .""
âPresident Andrew Jackson, 1829
Based on this quotation, what can you infer about the efforts of Martin Luther King and others in the civil rights movement of the 1950s?",high_school_us_history,"['The civil rights movement was not finding success through nonviolent methods.'
 'Advocates for civil rights were coordinating their efforts to raise awareness of racial segregation across the country.'
 'King was focused on ending segregation in Birmingham only.'
 'King was willing to compromise his principles and would be a violent agitator if necessary.']",1,0.0004862011502991,0.0003341608379364,0.002469133177578,7.456136128409244e-05,0.9961708402920552,8.44890911976261e-05,,,,,3.52202931974441e-05,2.742959192217394e-05,3.52202931974441e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
As Prescott makes clear in the passage above, an important reason for Cortes's military success was which of the following?",high_school_us_history,"['The advantage of superior numbers'
 'The superior military skill of mercenaries'
 'Taking advantage of divisions among the Indians'
 'Effective use of European artillery']",2,0.958382986866012,0.0030500194618947,0.0289641667889575,,0.009394721336056,,,,,,8.128026551781133e-05,,1.100008775540008e-05,8.566876957759756e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have readâ¦the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy groundâ¦""
Roger Williams, The Hireling Ministry None of Christ's, 1652
Consistent with the excerpt above, Roger Williams was banished from Massachusetts Bay in 1636 for advocating",high_school_us_history,"['the separation of church and state' ""women's suffrage"" 'bigamy'
 'the export of tobacco']",0,5.825214973648599e-05,3.533171480934995e-05,0.9992922817318888,,0.000379851731802,8.933256491484618e-06,2.1429768292093645e-05,6.9572271509459305e-06,1.2997811499692431e-05,,,,,,,,,,,,,,,,,,1.012270577417498e-05,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Yesterday, December 7, 1941âa date which will live in infamyâthe United States of America was suddenly and deliberately attacked by naval and air forces of the Empire of Japan. The United States was at peace with that nation and, at the solicitation of Japan, was still in conversation with its Government and its Emperor looking toward the maintenance of peace in the Pacific. Indeed, one hour after Japanese air squadrons had commenced bombingâ¦the Japanese Ambassador to the United States and his colleague delivered to the Secretary of State a formal reply to a recent American message. While this reply stated that it seemed useless to continue the existing diplomatic negotiations, it contained no threat or hint of war or armed attackâ¦.The attack yesterdayâ¦has caused severe damage to American naval and military forces. Very many American lives have been lost. In addition American ships have been reported torpedoed on the high seasâ¦.As Commander-in-Chief of the Army and Navy, I have directed that all measures be taken for our defense.""
President Franklin D. Roosevelt, radio address, December 8, 1941
Which of the following was the most immediate consequence of the events described in the excerpt above?",high_school_us_history,"['Trade embargoes with Japan extending up through the 1980s'
 'The Battle of Normandy' 'The internment of Japanese-Americans'
 'The bombing of Nagasaki']",2,0.9922616799203045,0.002786460273855,0.0036176325353449,,0.0010250814483922,,,1.877502164029224e-05,,,1.877502164029224e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The conscience of the people, in a time of grave national problems, has called into being a new party, born of the nation's sense of justice. We of the Progressive party here dedicate ourselves to the fulfillment of the duty laid upon us by our fathers to maintain the government of the people, by the people and for the people whose foundations they laid. We hold with Thomas Jefferson and Abraham Lincoln that the people are the masters of their Constitution, to fulfill its purposes and to safeguard it from those who, by perversion of its intent, would convert it into an instrument of injustice. In accordance with the needs of each generation the people must use their sovereign powers to establish and maintain equal opportunity and industrial justice, to secure which this Government was founded and without which no republic can endure.
""This country belongs to the people who inhabit it. Its resources, its business, its institutions and its laws should be utilized, maintained or altered in whatever manner will best promote the general interest. It is time to set the public welfare in the first place.""
Progressive Party Platform, 1912
Progressive Theodore Roosevelt's ""Big Stick"" policy in Latin America was best characterized by his",high_school_us_history,"['repudiation of the Monroe Doctrine'
 'belief that European nations had the right to protect their economic interests in any remaining colonies throughout the region'
 'recognition of the sovereignty of newly independent nations in the Western hemisphere'
 'belief that the United States had an obligation to protect security and stability by assuming a protective role throughout the Western hemisphere']",3,0.0066551810716662,0.9877903060385412,0.0004820996998504,0.0011564970592002,0.0016826932921674,,,8.377636597928929e-05,,,0.0001565148570691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001218938932477,,,
"This question refers to the following information.
""The power . . . given to the commanding officer over all the people of each district is that of an absolute monarch. His mere will is to take the place of all law. . . . It reduces the whole population of the ten statesâall persons, of every color, sex, and condition, and every stranger within their limitsâto the most abject and degrading slavery.""
The excerpt from the presidential veto message above is from",high_school_us_history,"[""President Thomas Jefferson's veto of the Alien and Sedition Acts.""
 ""President James Monroe's veto of an act for the preservation and repair of the Cumberland Road.""
 ""President Andrew Jackson's veto of the bill rechartering the Second Bank of the United States.""
 ""President Andrew Johnson's veto of one of the Reconstruction Acts of 1867.""]",3,0.0202477984502231,0.0035179089454681,0.9754628832167308,,0.0006927173436679,,,3.635045273004548e-06,,,5.288959663970094e-06,,,,,,,,,9.881077511234213e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The only force which is strong enough to break down social convention is economic necessity. . . . The economic necessity which has forced women out of the home and into the world of business has completely annihilated the old idea that a woman should eat only in the privacy of her household or in the homes of her friends, has created the absolutely new social phenomenon of women eating in public, unescorted by men, by the tens of thousands, and has given rise to a wholly new phase of the restaurant business.""
âThe New York Times, October 15, 1905
The scenario described in the passage above is most directly reflected in the ideas of which of the following?",high_school_us_history,"['Civil Rights Act of 1964.' 'Equal Rights Amendment.'
 'Pure Food and Drug Act.' 'Interstate Commerce Act.']",1,0.0098823742520239,0.0268630847559659,0.0731458358812748,,0.8896047572810837,,,,,4.576447205548421e-05,0.0001097832613553,,6.260028046076182e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The challenge of the next half century is whether we have the wisdom to use wealth to enrich and elevate our national life, and to advance the quality of our American civilizationâ¦.The Great Society rests on abundance and liberty for all. It demands an end to poverty and racial injustice, to which we are totally committed in our time. But that is just the beginning. The Great Society is a place where every child can find knowledge to enrich his mind and to enlarge his talents. It is a place where leisure is a welcome chance to build and reflect, not a feared cause of boredom and restlessness. It is a place where the city of man serves not only the needs of the body and the demands of commerce but the desire for beauty and the hunger for community. It is a place where man can renew contact with nature. It is a place which honors creation for its own sake and for what it adds to the understanding of the race. It is a place where men are more concerned with the quality of their goals than the quantity of their goods. But most of all, the Great Society is not a safe harbor, a resting place, a final objective, a finished work. It is a challenge constantly renewed, beckoning us toward a destiny where the meaning of our lives matches the marvelous products of our labor.""
Lyndon Johnson, Remarks at the University of Michigan, Ann Arbor, 1964
Johnson's Great Society most represented an extension of which of the following initiatives?",high_school_us_history,"['The New Deal' 'The Square Deal' 'The Truman Doctrine'
 'The Monroe Doctrine']",0,0.0001087641840643,5.821727253397537e-05,0.9986956605924752,1.47196316563451e-05,0.0010319253547989,,3.116146046101503e-05,,,5.415049867985708e-06,6.136055381187727e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.â¦ His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
âHenry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
Although Jefferson believed that government should be small and limited, once in office he",high_school_us_history,"['created a spoils system that bloated the size of the bureaucracy'
 'laid the foundations of the welfare state'
 'called for an ambitious program of road building and public works'
 'vigorously exercised federal power in foreign affairs']",3,0.1915261087756478,0.5897820356355917,0.1690336379926256,0.000119968173298,0.0483986154111699,,,,,,0.0002877886869871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Our leaders talk about stopping aggression from the north, but this was a struggle among groups of Vietnamese until we intervened. We seem bent upon saving the Vietnamese from Ho Chi Minh even if we have to kill them and demolish their country to do it. As the native people survey bombed-out villages, women and children burned by napalm, rice crops destroyed and cities overrun with our military personnel, they are doubtless saying secretly of the Vietcong guerillas and of the American forces, ""A plague on both your houses."" â¦ Stop the bombing, north and south, end search and destroy offensive sweeps, and confine our military action to holding operations on the ground. Bombing the north has failed to halt or seriously check the flow of troops to the south and may, in fact, have prompted a much greater war effort by Hanoi.
âSenator George McGovern, ""The Lessons of Vietnam,"" April 25, 1967
Political discord during the Vietnam War most closely resembled the political dissensions during which of the following?",high_school_us_history,['The Spanish-American War' 'The Mexican War' 'World War I' 'World War II'],1,0.0030972644739977,0.0003264492738223,0.0229684002540384,,0.9732025889909603,,,,,7.284067874832529e-05,,,2.3647906079700712e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
Prescott's interpretation of the conquest of Mexico resembles which contemporary nineteenth-century American political movement?",high_school_us_history,"['Support for Manifest Destiny' 'Support for Southern secessionism'
 'Support for abolitionism' 'Support for Know-Nothingism']",0,0.0001232210516995,0.0004300837300104,0.998545122123744,,0.0007090881938502,,8.926103046617611e-06,,,1.2987403298825994e-05,,,1.0114599859189832e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.121531975305542e-05,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
Given the perspective of the passage above, William Hickling Prescott believed which of the following about the conquest of the Aztec Empire?",high_school_us_history,"['The actions of Hernando Cortes were irrational.'
 'The conquest of Mexico was a racist atrocity.'
 'Cortes was chiefly motivated by a desire for wealth.'
 'The Aztec Empire had to give way to the superior civilization of Spain.']",3,0.542648760711392,0.2262096448830446,0.2262412784157307,,0.0041431751566364,2.791649461334407e-05,,,,,0.0001606483346066,,0.0001842122683509,,,,,,,,,,,,,,,7.588490002172801e-05,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
In the excerpt above, the reference to ""the sanctions of a more erroneous religious belief"" most probably refers to",high_school_us_history,"['Southern Baptist justification of slavery on the grounds of white racial superiority'
 'the Puritan abolition of slavery in New England states'
 'Jewish acceptance of slavery in the Torah'
 'Christian abolitionist rejection of slavery on moral grounds']",3,0.0026416670562704,0.9408314061772224,0.0468867838506826,,0.0092203240058125,2.9346270183297152e-05,,2.9346270183297152e-05,,,9.039287587149272e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
BECAUSE no People can be truly happy, though under the greatest Enjoyment of Civil Liberties, if abridged of the Freedom of their Consciences, as to their Religious Profession and Worship: And Almighty God being the only Lord of Conscience, Father of Lights and Spirits; and the Author as well as Object of all divine Knowledge, Faith and Worship, who only doth enlighten the Minds, and persuade and convince the Understanding of People, I do hereby grant and declare, That no Person or Persons, inhabiting in this Province or Territories, who shall confess and acknowledge One almighty God, the Creator, Upholder and Ruler of the World; and profess him or themselves obliged to live quietly under the Civil Government, shall be in any Case molested or prejudiced, in his or their Person or Estate, because of his or their conscientious Persuasion or Practice, nor be compelled to frequent or maintain any religious Worship, Place or Ministry, contrary to his or their Mind.â¦
âWilliam Penn, Charter of Privileges Granted by William Penn,
esq. to the Inhabitants of Pennsylvania and Territories, October 28, 1701
William Penn was a member of which of the following persecuted religious groups?",high_school_us_history,['Roman Catholics' 'Puritans' 'Quakers' 'Anglicans'],2,0.9904341360880408,0.0045860090506827,0.0002587250497385,5.77293617825825e-05,0.0040471387824524,,0.0002555934746325,,,,2.1237445351760468e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""In one view the slaveholders have a decided advantage over all opposition. It is well to notice this advantageâthe advantage of complete organization. They are organized; and yet were not at the pains of creating their organizations. The State governments, where the system of slavery exists, are complete slavery organizations. The church organizations in those States are equally at the service of slavery; while the Federal Government, with its army and navy, from the chief magistracy in Washington, to the Supreme Court, and thence to the chief marshalship at New York, is pledged to support, defend, and propagate the crying curse of human bondage. The pen, the purse, and the sword, are united against the simple truth, preached by humble men in obscure places.""
Frederick Douglass, 1857
In his opinion on the case Dred Scott v. Sandford, Chief Justice Roger Taney upheld the sentiment above by stating that",high_school_us_history,"['separate but equal facilities for people of different races was constitutional'
 'corporations were entitled to the same protections guaranteed to individuals under the Fourteenth Amendment'
 'school prayer violated the principle of ""separation of church and state""'
 'Congress had no right to regulate slavery in United States territories']",3,0.0003989049173829,0.6365434511956106,0.3407171366947685,0.0002419481780727,0.0217794705282343,,,,,,1.364978216683756e-05,,,,,,,,,2.8896589073954505e-05,,,,,1.5467229547051132e-05,,,,,,,,,,,,,,,,,,,,,,,
