question,subject,choices,answer,b,c,d,a,e,?,'},none,',all,sol,Unnamed: 15,the,ab,bd,output,}},f,solution,aff,.,disc,ad,ac,aug,an,cont,con,},}',response,g,cd,da,function,part,cho,**,<b>,acc,4,sal,1,conf,Ð°
Bowlby's maternal deprivation thesis claimed that:,sociology,"['mothers who are living in poverty cannot afford to give their children the resources that other children enjoy'
 'children deprived of an early, secure attachment to their mother are prone to suffer physically, intellectually and socially in later life'
 ""'mothering' is a socially constructed activity identified in the narratives of new mothers""
 ""deprivation is something children inherit, usually through their mother's side""]",1,0.9988735079846456,0.0002956869516597,5.822421298734877e-05,8.471573001949404e-05,3.1165175418002244e-05,,,,,,0.0001232606598614,,,,,3.1165175418002244e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
War became possible between nation states in the nineteenth century because:,sociology,"['the world was divided into several rival overseas empires'
 'industrialization provided better transport, technology and administration'
 'there was intense economic, political and military competition'
 'all of the above']",3,0.0011633759540311,0.0021734724230924,0.9935912795958476,0.0005495398889474,0.0004279820958412,5.111514769772589e-05,,,,0.0001784093957863,0.0002021643308479,,,,,0.0002021643308479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not identified by Fulcher & Scott as a criterion of community?,sociology,"['a shared sense of identity and belonging together'
 'common activities involving all-round relationships'
 'a fixed geographical location'
 'collective action based on common interests']",2,0.099186774076241,0.0681925423407307,0.7327959206912884,0.0992478389070647,0.0003576174921897,,,,,,,,,,,,,1.5712616016910592e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:,sociology,"[""assimilation: all racial boundaries were dissolved by the 'ethnic melting pot'""
 'multiculturalism: all ethnic identities were celebrated equally'
 ""most ethnic groups were integrated into mainstream society, but the black population remained in the city's ghettos""
 'racism: the white host population were hostile and prejudiced towards migrants']",2,0.0663658241556401,0.2625293858504792,0.4904315891173275,0.1804009923275096,4.713130860976385e-05,,,,,,,,,,,,,,,,,,2.2263253774167052e-05,,,,,,,,,,,,,,,,,,,,,,
"According to Scott (1990), a document is 'authentic' if it:",sociology,"['is a sincere and accurate account, free from political bias'
 'is representative of all the similar documents that did not survive'
 'has both a literal and an interpretable meaning'
 ""is a 'sound' original, or reliable copy, of known authorship""]",3,0.0013192762634704,0.0009067244316466,0.9944226346240772,0.0027929078716836,2.7380718376958992e-05,,,,,,,,,,,3.10264186727095e-05,,,,,2.4163399158207425e-05,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a consequence of global tourism?,sociology,"['decreased rates of prostitution and sex tourism'
 'developing countries can depend on it as a crucial source of income'
 'the exploitation of cheap, unregulated labour in poor countries'
 ""we have become more aware of 'other' societies and ways of living""]",0,0.0014991868577111,0.0003790537991394,0.0003345138036535,0.9973655438275356,4.527152036400537e-05,,,,,,0.0002028928780129,,,,,,,,1.297050774544132e-05,,,,7.867010619650344e-06,,,,,,,,,,,,,,,,,,,,,,
Which of the following did Thatcher's government not strive to achieve:,sociology,"['marketization and privatization'
 'individual freedom, choice and responsibility'
 'generous financial benefits for single parents, students and the unemployed'
 'the rolling back of the welfare state']",2,0.0040567955561754,0.9928832612074966,0.0007988304089274,0.0014924116821526,5.786710832745648e-05,,,,,,0.0002866768734009,,,,,3.9771443148096624e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One of the ethical problems with covert participant observation is:,sociology,"['not being able to write comprehensive fieldnotes or record conversations'
 'deceiving the respondents as to the reason for your presence'
 'observing people outside of their natural setting'
 'subjecting the participants to physical harm']",1,0.9992017025305776,0.0003351914436384,3.532891823926826e-05,9.603395646891822e-05,1.891020724478133e-05,,,,,,4.536322896330357e-05,,,,,2.751418918980776e-05,,,8.93254940783552e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
The embourgeoisement thesis suggests that:,sociology,"['capitalists are being replaced by salaried managers with bureaucratic authority'
 'the affluent working class is adopting middle class values and ways of life'
 ""white collar occupations are being 'deskilled' by the introduction of new technologies into the workplace""
 'the class structure has fragmented and there are no longer any distinct social classes']",1,0.9969092201250068,0.0004293968512589,0.0001085685263121,0.0021806571439383,3.524703994469345e-05,3.524703994469345e-05,,,,,3.524703994469345e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women have been excluded from the public sphere because:,sociology,"['industrial capitalism separated the middle class home from the workplace'
 ""those who enter paid employment have been 'sidelined' into particular fields""
 ""it is difficult to succeed in 'malestream' politics without compromising their femininity""
 'all of the above']",3,0.001320483390723,0.0003338703275754,0.9952888572422736,0.0016955342360023,0.0002025025900428,,,,,0.0002946395299502,4.518443534672678e-05,,,,,0.0001787079084781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Economic aid has largely failed to promote modernization in the developing countries because:,sociology,"['there are no clearly defined projects into which the money can be directed'
 'the United Nations has refused to call on rich countries to provide it'
 'debt repayments with interest can be greater than the amount of money received'
 'debt repayments with interest can be greater than the amount of money received']",2,0.0012980358547277,0.0429850439878981,0.7619280901507245,0.1927026335437539,0.0002896309481438,,,,,,3.919728640113188e-05,,,,,5.03303120042421e-05,,,,,,,0.0001368119725418,,,,,,,,,,,,,,,,,,,,,,
How is terrorism different from the types of crime described by the Chicago School?,sociology,"['it is committed on a larger, often global, scale, and is well organized'
 'it is associated with political conflict between states and their citizens'
 'it can have far-reaching effects upon international relations'
 'all of the above']",3,0.0016895256718767,0.0007042990838772,0.9917781225506236,0.0024582453473577,0.0013158039162768,4.5024334082114574e-05,,,,0.0013158039162768,5.7812389330875246e-05,,,,,7.423257730029103e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The human relations approach emphasized the importance of:,sociology,"['scrutinizing employees as they interacted with customers'
 'teamwork, communication and employee satisfaction'
 'strict control and discipline to ensure high productivity'
 'providing therapy and counselling in the workplace']",1,0.9973780392531676,0.0006250422759966,0.0001790776103134,0.0002605563855563,,0.0002029215171055,,,5.130659436505967e-05,,5.813798803689451e-05,,,,,,8.459027345685722e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did Domhoff not identify as a process of decision-making in the USA?,sociology,"['the ideology process' 'the exploitation process'
 'the policy-formation process' 'the candidate-selection process']",1,0.6149416349062026,0.0393105135649927,0.0163941186831934,0.3291889281645366,4.602787921608503e-05,,,7.058603891125092e-06,,,,,,2.791731994610546e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
