question,subject,choices,answer,c,a,b,sol,d,the,ca,e,.,solution,options,option,is,isn,are,',{',"{""",cannot,can,output,none,or,single,Unnamed: 28,letter,ac,ad,?,ab,either,choice,ba,not,Ñ,f,g,'},all,bd,abc,an,4,cd,artic,considered,accepted,held,regarded,valid,recognized,art,aa,social,Ð°,peace,pe,},that,which,",",among,without,from,based,when,wrong,clos,1,global,**,cho,correct,specific,ref,(,ach,false,band,cur,curities,cury,curr,curity,curb,ur,curs,bur,commercial,incorrect,input,energy,task,agents,}',both,{,possibly,aan,bc,da,impl,bad,\,and,non,bb,nations,"""",what,'',â,dd,co,to
How might weapons belonging to state military or police forces arrive on the illicit arms market?,security_studies,"['States are strong enough to ensure that their weaponry is kept within their control and not traded illegally.'
 'There is no evidence to suggest that state-owned weapons could be traded illicitly as part of the black or grey arms markets.'
 'Illegal trading by states is the primary way in which weapons purchased legally might end up on the illegal arms market.'
 'Looting and theft, especially where corruption is endemic, states are weak, and weapons stockpiles are not properly secured.']",3,0.9985510410180158,0.0001582305811605,3.115744880485502e-05,2.1414180518055448e-05,0.0011691740832558,,,4.7781495284410985e-06,,,,,,,,,,,,,1.2988357036821593e-05,,,,,,,,,,,,,,8.926758540516761e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways has human security been significant as a concept?,security_studies,"['Human security has put particular emphasis on the nexus between conflict and development, a concept which is very useful. The significance of the nexus between development and conflict is not just that it raises ethical issues about human suffering and inequalities, but that its frequent outcomes, so called state future, has dire local, regional, and global effects.'
 'From a normative perspective, the concept serves to highlight good global norms. Human security often serves as an umbrella norm. Developing good global norms is not only important for moral and ethical reasons but also because they serve to enhance state and international society.'
 'The development of the human security concept highlights the view that the threats to humans as well as to state entities are changing and increasing. These changes have spurred debates about the meaning of security and the arguments for its broadening and deepening. Like internal violence, these transnational issues have serious local, regional, and global effects.'
 'All of these options.']",3,0.0002031009904293,0.0001792359949657,0.0004872139481212,0.0002301435731213,0.9981945032125372,,,0.0003794426043201,5.135197232770909e-05,,,,,,,,1.1458173809419468e-05,,,,,,,,,,,,1.1458173809419468e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements is not accurately applied to Critical Security Studies?,security_studies,"['The referent object can be objectively studied and should be considered accordingly.'
 'The security analyst and the object of the security should not be regarded as separate.'
 'Critical Security Studies is a post-positivist approach.'
 'Critical Security studies questions the epistemological principles of other approaches in Security Studies.']",0,4.222456627468923e-06,0.999914952405724,1.4737821752874233e-05,6.96165405631674e-06,2.144340412060538e-05,2.9020491702192767e-06,,,,,,,,,,,,,,,,,,,,,,2.9020491702192767e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4.784670195558178e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can armed forces be linked to environmental security and in what ways?,security_studies,"[""Military warfare enhances the ability of people's access to resources and to aid the development in ecologically sustainable ways; it can secure access routes and rights that would otherwise be denied; rebuild infrastructure and equitable access of resources; benefit the management of environmental problems; and also to bolster social institutions and cohesion.""
 'It is when considering the military and the security institutions that some of the greatest contradictions with the concept of environmental security are raised. War impacts negatively on the sustainable growth of the nation but armed forces may be required to manage the effects.'
 'Stronger militaries and technological advances have reduced the negative impact on the environment having greater impact with fewer materials, whilst the spectre of mass destruction warfare has been reduced with the ending of the Cold War.'
 'All of these options.']",1,0.0058560204211779,0.0058560204211779,0.003134501856076,,0.9848491777170862,,,0.0002270626611494,6.856698239621903e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,5.340001958301861e-06,,,,,6.051014958423577e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When considering economic tools for security policy, which of the following is the odd one out?",security_studies,"['Withdrawal of economic trade rights with the domestic market.'
 'Export controls protecting technological advantage and further foreign policy objectives.'
 'Control of munitions and arms sales.'
 'Import restrictions to protect a domestic market from foreign goods.']",0,4.538105630488373e-05,0.999595368497792,2.429072902545279e-05,8.478297498560309e-05,5.827042973160818e-05,,,,9.512386162448751e-06,,,,,,,,,,,,,,,,,,,1.0125882361013618e-05,,,,,,,,,,,,,,1.6694757633210383e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.886045112046332e-06,,,,,,,,,,,,,,,,
What is the market vision of transnational organized crime?,security_studies,"['Market place scholars argue that transnational crime operates like a capitalist marketplace in its scope and extensity of operations. Criminal organizations are thus very resilient to law enforcement efforts by virtue of their sheer size. Of comparative difference is the development of highly sophisticated networks of collaboration between criminal groups that has enabled them to survive under the conditions of the competitive logic of the marketplace.'
 'Market analysts argue that the criminal alliances create organizations with a high level of wealth and power that far underestimates what government and official estimates attribute to them. Within this perspective the threat to the licit economy is vastly increased.'
 'Market analysts believe that white-collar and corporate crimes contribute significantly to undermining the licit market. Those organized crime groups are more prone to use violence and corruption than ordinary criminal groups as a result of the extent of profits invested in their activities.'
 'Market analysts claim that organized crime is highly disorganized, and resembles more a market for illicit goods and services than an organization. Proponents of this view minimize the threat posed by organized criminals to states and societies.']",3,0.0011356983118081,0.9699530604590486,0.0258483744346497,4.403578137828455e-05,0.0018724499637763,3.0265320424478108e-05,,,,0.0003099514878929,,,,,,,,,,,,,,,,,,,8.226967054234925e-05,0.0002236321504685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What impact did the end of the Cold War have on warlord politics?,security_studies,"['Within the context of state collapse, elites deliberately engender disorder for the pursuit of commercial activities and the exploitation of neo-liberal globalized shadow markets which would not otherwise be permissible in normal conditions. Warlord politics represented a new form of regime security forced upon weak state elites.'
 'Warlord politics represented the entrenchment of traditional patterns of redistributive networks within society but maintained by alternative political sources. Assistance derived from superpowers was superseded by US hegemonic endorsement at the end of the Cold War.'
 'Warlord politics in response to the rapid global changes inaugurated by the end of the Cold War and by globalization, was a temporary aberration in the normal function of the state and was reflective of the immediate need to secure infrastructural survival.'
 'Warlord politics was a new phenomenon which represented the opportunistic exploitation of hollowed out state institutions and fragmented armed forces. Commercial activities accumulated in a shadow economy facilitated by the end of the Cold War, not of strategic design.']",0,0.021734537995095,0.0020250631908239,0.923988506884389,,0.052126427962759,4.421270575390248e-06,,4.753313825523194e-05,3.443288986284485e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways might the effects of chemical weapons affect the decision to deploy them against a target?,security_studies,"['Chemical weapons are a highly complicated means to conduct an assault. The unpredictability of chemicals (the degree of evaporation, stability and concentration) frequently proves to be incommensurate with political objectives.'
 'Analysts are concerned with the potential ease of chemical manufacturing. Weapons could be quickly and effectively deployed being light, concealable and rapidly deployed. Most weapons can be delivered in a line source for example a crop duster or administered through an aerosol. Dispersal in areas of poor ventilation or closed venues where people are in close proximity could have potentially catastrophic effects.'
 'Chemical weapons have the potential to cause mass casualties. Moderate exposure to chemicals produces serious side effects and would generate serious casualties if weaponized.'
 'Wind, temperature and terrain can affect the lethality and persistence of an agent and is dependent on the extensity and degree of contact with the target.']",3,0.0015585650283777,0.7124896993071379,0.0089689224830314,0.0020012371099976,0.1092638439835476,,,0.1092638439835476,,,,,,,,,,,,,,0.0377404752777302,,,,,,,,,,,,,,,,,0.0029339938383977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What is the relationship between war, military security, and security studies?",security_studies,"['War is best regarded as a rational instrument of political policy; it is a continuation of politics by other means.'
 'War is best regarded as a social aberration, and is the result of catastrophic failure in social cohesion.'
 'War is an anarchic state in which state or other actors must draw upon exceptional (military) means in order to ensure the protection of their interests.'
 'War is a state of mass conflict which is inflicted upon state actors as a result of their failure to effectively control the behaviour of their population.']",0,0.9891932461191408,0.0058819573587506,0.0009020273757344,0.0010221309254374,0.0004260875619537,5.766470837727377e-05,,0.0004828204616988,,,,,,,,,,,,,,0.0010796471820661,,,,,,,0.0001220761885926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How has coercive diplomacy featured in contemporary security studies?,security_studies,"[""Compellence and coercion through diplomacy are linked with the 'pre-emptive use of force'.""
 'Coercive diplomacy is a softly-softly approach to international power bargaining, that has been side-lined in recent years.'
 'Deterrence as a strategy has dominated contemporary instances of coercive diplomacy.'
 'All of these options.']",0,0.0005525031485067,0.0001793715959169,0.0001232801747933,8.472914242296632e-05,0.9989535399434024,,,4.535224181050593e-05,5.416552856978749e-06,,,4.780091118969487e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4.218415606562705e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways is defining coercive diplomacy success problematic?,security_studies,"['Isolation of the effect that the threat of force or the limited use of force, in a given case is dependent on the sufficiency of the ""stick"" for success. The question to ask is whether the stick employed was sufficient to produce compliance.'
 'Success is an independent function from the amount of coercion required to produce compliance. Ideally, coercion should be required to solve all disputes. If the threshold from persuasion to coercion is crossed, the degree of success is equated to the production intended outcome: to stop or undo an action.'
 'In protracted diplomatic affairs involving a series of inconclusive exchanges which results in tactical/temporary successes followed by new acts of non-compliance, the production of the intended outcome (compliance and ceasing of actions) is regarded as a success from a policy goal perspective.'
 'Coercive diplomacy success resulting from the use of threats and sanctions (inducements may, but need not, be employed) are classified as cheap successes. Successes resulting from the use of limited force count as costly ones. Compliance can only be considered a success if the outcome is lasting.']",3,0.081189670163787,0.8728711754836813,0.0045804077582258,0.0002012490716413,0.0338448898815081,,,,,,,,,,,,,,,,0.0016051244657453,,,,,,0.0005470516944368,0.0035672251488926,,0.0002012490716413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways, if any, can the environment be considered a security concern?",security_studies,"['Environmental security entails a consideration of the security of the global environment, as well as its nested sub-systems and social systems beyond the boundaries of the nation state.'
 'Environmental security is a critical security project in that it questions who and what is to be secured and from what threat by orthodox security policies, or whether linkages between environmental, security and development issues can be made.'
 'Environmental security is a practical endeavour to assess how environmental change causes violent conflict within and between countries, and the ways in which environmental security can undermine national security.'
 'All of these options. The environment is both an object to be secured and a source of risk, although it may mean different things to different people. Whilst deepening the concept of security it has both critical and practical dimensions although the utility of the concept is contested.']",3,5.1416265192525766e-05,7.481022442685766e-05,0.0002033552736424,9.605822959219936e-05,0.999452546690941,,,7.481022442685766e-05,6.14079716913217e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3.724581758155207e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the liberalist attitude towards international organisations?,security_studies,"['Liberalism holds that international organisations can enhance national and international security. It advocates the inclusion of non-governmental organisations and other actors to encourage cooperation and build communities.'
 'The liberalist advocacy of cooperation as enhancing security is undermined by the failure of international organisations such as the league of nations in preventing global conflicts.'
 ""Under liberalism's different schools of thought, there is a general consensus that the involvement of international organisations in the political system ultimately undermines security by disempowering the state as a unitary actor.""
 'All of these options.']",0,2.143606381869124e-05,0.999568274812488,7.481921438527156e-05,2.5601727298211274e-06,0.0002959157332423,,,,2.259344504148693e-06,,,,,,,,,,,,,1.3703617126194196e-06,,,,,,1.1473898141416914e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the relationship between culture and social constructivism?,security_studies,"['All of the below.'
 'Culture is the product of shared identity and interaction, although it is important in understanding the dynamics of social identity, its wider reference to security studies is largely disputed.'
 'Social constructivism does not regard culture as being an important feature to study, instead focusing on individualistic aspects of identity such as personal interests and ambition.'
 'Culture is commonly regarded as a set of practices that give meaning to shared experiences and actions; it can impact on how states see security and is crucial in constructing the values and rules that inform identity.']",3,0.0001414591406243,9.722335073809066e-05,0.8927240666526295,2.785495635328368e-05,0.1066184010325134,,,0.0001602942063706,2.169346182035713e-05,,,,,,,,,,,,,,,,,,,2.169346182035713e-05,,,,,,,,,,,,6.682056661042407e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is an impact of common structural adjustment policies on the poor?,security_studies,"['Cost of imports soar, including vital resources such as imported medicines. Basic food prices rise, putting even greater pressure on already stretched household budgets.'
 'Reduced health, education, and social welfare spending and the introduction of cost-recovery and user-fees put healthcare and education beyond the reach of many ordinary people. Public sector redundancies and salary freezes lead to fewer teachers and doctors.'
 'Massive redundancies and increased unemployment with no social security provision push families deeper into poverty. Farmers and small companies can no longer afford to borrow money and are forced to reduce production or go out of business.'
 'All of these options.']",3,2.4254016402061684e-05,0.0001581560538993,0.0002301157005934,0.0011686245118913,0.998073838098011,,,4.531246809464656e-05,9.592649570912805e-05,,,,,,,,,,,,,,,,,,,,1.2982239466690555e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How might the diversity of the current global international system impact upon the case for humanitarian intervention?,security_studies,"['The global political arena is dominated by a paradigm of human-security which promotes human security based on core assumptions of what it is to be secure, and which transcend cultural or political diversity.'
 'Despite the inclusion of a diverse range of political actors, whose cultural, ethical and religious values are often at odds with one another, there exists a general consensus amongst all states that humanitarian intervention is sometimes justified.'
 'The diversity of states, in terms of their cultural, political, ideological and religious values, results in a global system characterised by radical disagreements on how states should govern themselves and each other. In order to protect this diversity there exist rules of engagement that prohibit interference in the sovereign state, such as humanitarian intervention.'
 'Within the contemporary global arena there are a number of radically different views on how states should govern themselves and each other. In order to protect this diversity, there exists a need for unifying principles of humanitarian intervention.']",2,0.9876074585500866,0.0002579935164981,0.0016823290553025,0.0001380939781894,0.0096811352835659,,,,,,,,,,,,,,,,0.0001667000587643,,,,,,,,,,,4.483255074653545e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are economic objectives of IMF adjustment policies?,security_studies,"['Devaluation to promote exports and reduce demand for imports by raising their prices.'
 'Tighter monetary and credit policies with higher interest rates to reduce overall demand, and thus demand for imports; to limit or reduce the rate of inflation.'
 'All of these options.'
 'Public spending cuts to reduce the budget deficit and slow the growth of government debt.']",2,0.9978838061426316,0.0001581207637653,0.0001231445746403,2.424860448473742e-05,0.0011683631938682,,,0.000551895694237,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1454229709235726e-05,7.872369275966749e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To what extent have biological agents been weaponized?,security_studies,"['Military professionals believe that the majority of biological agents can be sufficiently stable in their effects to be used as a weapon. Resource requirements would be minimal as fermenters used to make vaccines could be converted for military production and relatively small quantities of the agent are required to produce highly lethal effects, making them an efficient and effective weapon.'
 'Construction of the means to transmit biological weapons in warfare has focused on the use of vectors, for example lice, fleas, or mosquitoes, as a mode of transmission as a military weapon. These are favoured because the target would find it difficult to contain the source of the outbreak, placing the infrastructure of the target country under strain.'
 ""Biological agents comprise bacteria, viral, and toxin agents. However, not every disease provides the basis for an effective biological weapon. An agent's storage, delivery, mode of transmission and its very resilience can shape its effects on a target population.""
 'Inoculation programs against naturally occurring disease have eradicated the potential for viral agents to cause a global pandemic. Vaccination capabilities have undermined calls for the weaponization of viral agents made by some military strategists as most public health authorities have in place programs to deal with a possible outbreak.']",2,0.0793217145490335,0.8522645282833511,0.0617261403307989,,0.0050667913521292,,,0.0012810854774993,,,,,,,,,,,,,,2.6588080845111466e-05,,,,,,,,,,,,,,2.346389899147968e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to Buzan, Waever, and de Wilde, in what ways does the Copenhagen School's approach to Security Studies differ from that of Critical Security Studies?",security_studies,"['The theory and knowledge that underpin each approach are fundamentally at odds with one another. Whilst Critical Security Studies is post-structuralist and constructivist, the Copenhagen School is based on an objectivist epistemology.'
 'Whilst Critical Security Studies regards security to be a social construction, based on the changeable ideas that form human society, the Copenhagen school disregards this epistemological approach and instead considers security as an issue to be studied objectively from a positivist approach.'
 'Critical Security Studies regards security to be an empirically definable state, which should be studied from a positivist approach. However, the Copenhagen School views security as a socially constructed entity that denies the validity of an objective approach.'
 'Neither Critical Security Studies nor the Copenhagen School account for the changing nature of society and its impact on the construction of security.']",0,0.0031765122621513,0.0002602417440092,0.99611459693826,,0.0004290658942775,1.365623339923594e-06,,4.20641602090837e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.753495078083898e-06,,,,,,,,,,,,,,,
What are Fission Nuclear Weapons?,security_studies,"['Fission nuclear weapons are gun-type devices that require a relatively small amount of fissile uranium-235 material to produce a comparatively large explosion because mass and energy becomes interchangeable in the barrel. Implosion devices however are unable to sustain the reaction; the neutron generator is unable to set off the interchange being destroyed in the explosion.'
 'Implosion fissure devices are constructed with relative ease because unlike the gun-type fissure device it uses high-explosive shaped lenses to compress the fissile material to critical tolerance. Detonation is highly volatile with a high potential of ""going critical"".'
 'Fissile weapons are produced by the rapid rearrangement of hydrogen, oxygen, carbon and nitrogen in a chamber, striking each other at high velocities the friction sparking a chemical explosion.'
 'Gun-type devices are of rugged design using two sub-critical masses fired down a barrel at very high velocities with a high probability of producing a reaction. Implosion devices are more complex, requiring the assembling of shaped charges to compress the fissile material to critical tolerances, and are detonated with more than split-second timing.']",3,0.0019530951644252,0.0068169719524044,0.0941053726048337,,0.8929571553112969,,,5.897833541735675e-05,,,,,,,,,,,,,,,,,,,,0.0008141711948666,,,,,,,,,,,,0.0022131467642607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.897833541735675e-05,5.204819832541267e-05,,,,,,,,,,,,,
Why is HIV/AIDS considered to be a non-traditional security issue?,security_studies,"['HIV/AIDS is a newly emergent disease that did not exist until relatively late in the 20th century.'
 'Ill health can threaten the state indirectly, but can also be a threat to other referent objects such as the economy.'
 'The overwhelming scale of HIV/AIDS requires a new approach in order to theorize its impact on security.'
 'None of the above - HIV/AIDS is better defined as a traditional security issue.']",1,0.0019258598121913,3.11286394952091e-05,0.997631750225825,1.888047424898591e-05,0.0001791329521395,,,2.747092793619453e-05,8.918504535108974e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2976347529817049e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is an important reason to advocate the process of desecuritization?,security_studies,"['To prevent the erosion of established civil liberties through the removal of special rights and the cessation of extraordinary measures.'
 'To prevent stagnation of the security realm and facilitate the recognition and securitization of new or more urgent existential threats.'
 'To prevent the securitization of irrelevant threats and to challenge the legitimacy of currently securitized threats.'
 'To ensure that securitizing actors conceptualise security threats in terms of those that can be addressed using extraordinary measures.']",0,0.0001584117653447,6.603584844246062e-05,0.9996900749206756,1.1475309792942316e-05,4.005276672048912e-05,,,1.5530143010557236e-06,,1.1475309792942316e-05,,,,,,,,,,,6.481153028712163e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the process of 'medicalization'?,security_studies,"[""The term 'medicalization' refers to the process whereby a medical or health issue becomes securitized.""
 ""'Medicalization' is the outcome of security dialogue that discusses threats or risks to national security in terms of medical language.""
 ""An issue is said to be 'medicalized' when it is dismissed as a security threat, instead deemed to be a medical issue concerning health as mutually exclusive from security.""
 ""The perceived 'medicalization' of societies occurs when social issues are increasingly considered and responded to as medical problems.""]",3,0.0002033762196689,3.1188753424372465e-05,0.0001088594458667,8.93572746417239e-06,0.9995565028500544,,,,3.2872704259800485e-06,,,,,,,,,,,,,,,,,,,3.724965398011619e-06,,,,,,,,,,,,,,,6.959151546410117e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How has the conceptualization of health as a security issue changed during the twentieth century?,security_studies,"['Health has long been regarded as a security issue. During the 20th century there was an increasingly sense of panic about the potential damage of a serious pandemic disease outbreak in the newly globalised world. Medical advances and a series of successful contained outbreaks have largely allayed these fears.'
 'Since the early 20th century there has been growing recognition of the success in medical and technological advancements that have the ability to keep infectious diseases at bay in the modern population.'
 'Pandemic disease is a relatively new threat to security, emerging only in the early 19th century. Therefore, human populations are still formulating and testing new ways of controlling outbreaks and minimising their impact on security.'
 'During the 20th century, security analysts were predisposed to focus on the potential threat of nuclear confrontation and military combat. Since the reduction in these threats, there has emerged a series of pandemic diseases, and a sense of growing unease at the future impact of more serious outbreaks in an increasingly globalised population.']",3,4.000249246164532e-05,0.000123216351279,0.0010316783700632,5.1364217051612365e-05,0.9984327122981486,,,,,,,,,,,,,,,,1.8895839465155827e-05,,,,,,,1.6675519799735775e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6675519799735775e-05,,,,,,,,,,,,,,,,,,,,
Which statement best describes the circumstances that have shaped the emergence of peace studies as a field of research?,security_studies,"['Peace studies developed after the Second World War as a response to the failure of International Relations to prevent global conflict following World War I. Initially, the field was conditioned by the nuclear arms race and East-West divide that characterised the Cold War, but was quick to embrace environmental concerns and the issues surrounding the North-South wealth/poverty divide.'
 'Peace studies developed as a discipline following the Cold War when the security studies paradigm shifted to include areas of concern such as environmental, societal and economic security. As a field of research peace studies adopts a Euro-centric approach to security and has thus been defined by developments within the West and wealthier nations.'
 'Peace studies emerged as a response to the developing nuclear capability of states during the Cold War. The aim of peace studies is to secure the state as a referent object and does this through the study of weapons accumulation. The approach is particularly focused on the nuclear arms race between East and West.'
 'Developed as a response to World War I, peace studies focuses on disparities in wealth and resource allocation that exist within the global system, with the aim of promoting peace through the equal distribution of these resources.']",0,3.11958630298126e-05,0.9997815306634266,0.000108884260828,3.28801977288038e-06,1.892124738377719e-05,,,,2.122905121225989e-06,6.960737913810567e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28801977288038e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements is commonly regarded as a tangible benefit of the securitization process?,security_studies,"['Securitizing injects urgency into an issue and leads to a sustained mobilization of political support and deployment of resources.'
 'Securitization encourages more efficient handling of complex problems.'
 'Securitization mobilizes popular support for policies in specific areas by calling them security relevant and encourages the allocation of more resources.'
 'All of these options.']",3,,8.478475382186943e-05,1.473338101610145e-05,9.607371263690303e-05,0.9996056920152504,,,2.7525579522640185e-05,3.5343543716129625e-05,,1.147436867262918e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.907677842544067e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways might a society be threatened?,security_studies,"['Societies are threatened when their linguistic heritage and traditions are under attack. The inability to use and develop traditional language signifies the destruction of a society.'
 ""Threats to societal security exist when a society regards its collective identity as being under question. Such circumstances include the suppression of expression and interference with a society's ability to reproduce itself across generations.""
 'Military threats to societies in the form of external aggression, mainly through de-population policies with the intent of preventing collective identities from being reproduced over generations.'
 'Migratory influxes into a host receiving state results in a shift in the composition of the population resulting in horizontal competition or vertical competition. This is not an outright threat to survival but part of wider uncontrollable processes of evolutionary identity.']",1,0.271477978274221,0.0196657987863343,0.3485846241751023,,0.1865839038957206,,,0.1282371167424938,,,,,,,,0.0014245860256142,,,,,,0.0312750454790938,,,,,,,,,,,,,,0.0038724263065039,,,0.0016142674511854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements best defines the concepts of corporate and social identity?,security_studies,"['An actor can have only one social identity, and this forms the basis for developing other identities. In contrast, an actor may have multiple corporate identities which vary in importance.'
 ""Corporate identity refers to the intrinsic, self-realized identity of an actor. Social identity refers to 'sets of meanings that an actor attributes to itself while taking the perspective of others'. Actors can have multiple social identities.""
 'Corporate identity is a type of social identity that is constructed through the interaction of an actor with others within the international system.'
 ""Social identity can also be described as 'role' identity. Like corporate identity, an actor's social identity is formed through interaction and does not exist as an intrinsic concept.""]",1,1.891937082724208e-05,7.886767134090786e-06,0.0001795019925989,2.143845578588701e-05,0.9997115592737104,,,4.783566072839999e-06,4.221482242590057e-06,,,,,,,,,,,,,,,,4.221482242590057e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways has conflict been a concern of the environmental security agenda for strong states?,security_studies,"['Environmental change can be a cause of war between countries, largely centred on resource scarcity interrelated with conflict. There is therefore a strong connection between environmental degradation and violence; resources as strategic goals and strategic tools may cause violence if there is inequity.'
 'Population growth and its relationship to environmental degradation can lead to environmentally caused conflict. There is therefore a linear link between population growth and environmental change, and environmental change is the critical determinant in the production of violence.'
 'Common findings in research organizations investigating environmental violence have failed to find quantifiable relationships between environmental and social variables and the cause of war. Analysis of aggregated data failed to establish a common causal mechanism. The extensity of possible variables being simply too vast, mitigating any definitive relationship.'
 ""Analysis of environmental violence research shows that there is a tendency among 'strong states' to be less prone to internal violent conflicts whereas states undergoing significant economic and political transitions are more prone to violent conflict. Environmental change is unlikely to be a cause of war but can be a contributory factor.""]",3,8.938471896692766e-06,0.9998575376635354,4.005945180493192e-05,3.726109447694934e-06,5.828615845048756e-05,,,,,2.9018969556745747e-06,,,,,,,,,,,2.9018969556745747e-06,,,,,,,2.560915075002479e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
