question,subject,choices,answer,c,b,d,<|end|>,с,.c,a,_c,а,e,aa,.a,f,h,g,.d,_d,ab,bd,bc,б,p,cd,á,ac,bi,-b,.b,ci,-c,-a,t,(c,j,l,4,­d,-d,abc,bb,ba,k,an,o,_b,_a
Robert and Tanya are married and live with their three children. Their family unit is called,sociology,"['a family of orientation' 'a nuclear family' 'an extended family'
 'a communal family']",1,2.1297851707306018e-12,0.9999999999975797,4.4202281031738193e-14,1.1176086869712498e-14,,,2.2447770547836328e-13,,,,,,,,,,,,,,2.2007019877426852e-15,,,,,,,5.982128223134642e-15,,,,,,,,,,,,,,,,,2.4937220530717134e-15,
"In Durkheim's work, the term 'collective representations' refers to:",sociology,"['effervescent ceremonies that create a feeling of belonging'
 'images of gods or totems that are widely recognized'
 'shared ideas and moral values, often symbolized by an object or figurehead'
 'ideological tools used to obscure class divisions']",2,0.9999999999661613,3.331544541708446e-11,2.543665647027261e-13,2.681003867413263e-14,1.7482341280307383e-13,3.037975385025517e-14,1.8426252144702687e-14,,,,,,,,,,,,,,,,,,,,,,,1.8426252144702687e-14,,,,,,,,,,,,,,,,
Which of the following is not a characteristic of totalitarian societies?,sociology,"['indoctrination and propaganda' 'freedom of movement for citizens'
 'one-party rule' 'a centrally planned economy']",1,3.4424771082964684e-14,0.999999999999951,3.2020024984759786e-15,,,,1.1779508897689051e-15,,,,,,5.279209628072301e-15,,,,,,,,,9.173890753716816e-16,,,,,1.039538011617827e-15,2.825757286973187e-15,,,,,,,,,,,,,,,,,,
Freud's notion of the 'ego' referred to:,sociology,"['the unconscious mass of instinctive drives that may be repressed'
 'the self as a whole: an unstable mix of conscious and unconscious elements'
 'the conscious part of the mind that regulates emotional drives on a practical, rational level'
 'the neurotic part of the mind that longs for belonging and may suffer an inferiority complex']",2,0.9999999316904057,6.825604220029082e-08,1.3887945581614874e-11,1.1399919939556382e-12,3.978963027665944e-12,5.384940883371805e-13,3.3315449539695436e-11,,,6.914400961610337e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following theories focuses on how society manages to carry out the activities necessary to maintain order and stability?,sociology,"['Functionalism' 'Interactionism' 'Rational-choice theory'
 'Conflict theory']",0,1.8426252144725232e-14,2.087967911361469e-14,,1.266416554736881e-14,,,0.999999999996817,,3.0988191382996428e-12,,9.862862045236737e-15,1.266416554736881e-14,,,,,,,,,,,,9.862862045236737e-15,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a personal document with closed access?,sociology,"[""government 'white paper'"" 'confidential medical records'
 'household account book' 'the shares register of a business']",2,2.5946094978635036e-11,0.9999999999728914,8.878265477046576e-13,2.6810038673550892e-14,,,2.2447770546636909e-13,,,,,,6.7786393417302285e-15,,,,,,,,9.862862045010659e-15,,,,,,,6.7786393417302285e-15,,,,,,,,,,,,,,,,,,
The tripartite system used the 11+ exam to select pupils for:,sociology,"['popular schools that lay outside their catchment area'
 'private, public and comprehensive schools'
 'grammar, technical, and secondary modern schools'
 'polytechnics, colleges and universities']",2,0.9999999999986374,1.291780004753358e-12,3.442477108382999e-14,,1.4350379600975683e-14,7.681204685008021e-15,,3.628344177955371e-15,,,,,,,,,,,,,,,,,,,,,4.658886144985686e-15,5.982128223615991e-15,,,,,,,,,,,,,,,,
Durkheim defined social facts as:,sociology,"['ways of acting, thinking, and feeling that are collective and social in origin'
 'the way scientists construct knowledge in a social context'
 'data collected about social phenomena that are proven to be correct'
 'ideas and theories that have no basis in the external, physical world']",0,2.087967911318615e-14,8.25807328426135e-14,,3.900837609569203e-14,,,0.9999999999940091,,5.7893563278230884e-12,1.4350379599088633e-14,2.365977608763861e-14,2.087967911318615e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The media-themes model of media influence claims that:,sociology,"['audiences selectively interpret what they want to hear'
 'content analysis is the best way to identify the themes covered by the media'
 'audiences passively absorb whatever messages they are given'
 'social interaction reinforces the ideas and images that audiences select']",3,4.7674314354301885e-05,0.00012959222239354302,0.5620767019834129,,,,0.43774586371542495,,,1.3390733738634746e-07,,,,,,,,,,,,,,,,,,,,,,3.3857077060053847e-08,,,,,,,,,,,,,,
Bowlby's maternal deprivation thesis claimed that:,sociology,"['mothers who are living in poverty cannot afford to give their children the resources that other children enjoy'
 'children deprived of an early, secure attachment to their mother are prone to suffer physically, intellectually and socially in later life'
 ""'mothering' is a socially constructed activity identified in the narratives of new mothers""
 ""deprivation is something children inherit, usually through their mother's side""]",1,7.287724095227193e-14,0.9999999999999104,6.778639342258021e-15,,,,1.0395380115857066e-15,,,,,,3.6283441777520566e-15,,,,,,,,2.8257572868858742e-15,,,,,1.334793228489083e-15,,9.173890753433352e-16,,,,,,,,,,,,,,,,,,
War became possible between nation states in the nineteenth century because:,sociology,"['the world was divided into several rival overseas empires'
 'industrialization provided better transport, technology and administration'
 'there was intense economic, political and military competition'
 'all of the above']",3,5.384940217385141e-13,4.508755241985954e-12,0.9999999999947428,,,,7.681204684675897e-15,,,3.628344177798486e-15,,,,,,1.060357599079745e-13,8.258073284990204e-14,,,,,,,,,,,,,,,,,,,,,9.8628620459048e-15,,,,,,,,
Which of the following is not identified by Fulcher & Scott as a criterion of community?,sociology,"['a shared sense of identity and belonging together'
 'common activities involving all-round relationships'
 'a fixed geographical location'
 'collective action based on common interests']",2,0.9997948092341242,0.00020342680838553138,1.3706782697519172e-06,,2.9394725770765365e-11,,3.927058992359499e-07,,,5.210339812208745e-10,,,,2.289263544844127e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:,sociology,"[""assimilation: all racial boundaries were dissolved by the 'ethnic melting pot'""
 'multiculturalism: all ethnic identities were celebrated equally'
 ""most ethnic groups were integrated into mainstream society, but the black population remained in the city's ghettos""
 'racism: the white host population were hostile and prejudiced towards migrants']",2,0.9997387537796439,5.314398093055879e-08,0.00026119045203735515,,1.0259201780300371e-10,,2.334983562629591e-09,,,7.0510393925537e-11,,,,,,,,,,,,,1.1625198627047797e-10,,,,,,,,,,,,,,,,,,,,,,,
"According to Scott (1990), a document is 'authentic' if it:",sociology,"['is a sincere and accurate account, free from political bias'
 'is representative of all the similar documents that did not survive'
 'has both a literal and an interpretable meaning'
 ""is a 'sound' original, or reliable copy, of known authorship""]",3,7.33766477157428e-07,6.825084582182624e-08,0.9999243515619396,,,,7.484621546518106e-05,,,1.6917693264017182e-10,,,1.081511946919742e-11,9.544309432649077e-12,,1.5735905975752406e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a consequence of global tourism?,sociology,"['decreased rates of prostitution and sex tourism'
 'developing countries can depend on it as a crucial source of income'
 'the exploitation of cheap, unregulated labour in poor countries'
 ""we have become more aware of 'other' societies and ways of living""]",0,3.7010116779859323e-13,6.914400105806664e-13,,1.7482341279844535e-13,,,0.9999999999864111,,1.2256067442090237e-11,7.287724094624952e-14,2.365977608746886e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did Thatcher's government not strive to achieve:,sociology,"['marketization and privatization'
 'individual freedom, choice and responsibility'
 'generous financial benefits for single parents, students and the unemployed'
 'the rolling back of the welfare state']",2,0.9999999999996554,2.5436656472123075e-13,9.86286204594217e-15,,5.982128223379997e-15,1.8426252146043154e-14,,1.2664165548274604e-14,,,,,,,,,,,,,,,,,,,,,,3.442477108247194e-14,,,8.703945206163129e-15,,,,,,,,,,,,,
One of the ethical problems with covert participant observation is:,sociology,"['not being able to write comprehensive fieldnotes or record conversations'
 'deceiving the respondents as to the reason for your presence'
 'observing people outside of their natural setting'
 'subjecting the participants to physical harm']",1,1.9810087977130148e-13,0.9999999999997513,3.037975384927909e-14,2.825757286636383e-15,,,1.1176086868998769e-14,,,,,,2.2007019876021434e-15,,,,,,,,2.4937220529124585e-15,,,,,,,1.5125188818929362e-15,,,,,,,,,,,,,,,,,,
The embourgeoisement thesis suggests that:,sociology,"['capitalists are being replaced by salaried managers with bureaucratic authority'
 'the affluent working class is adopting middle class values and ways of life'
 ""white collar occupations are being 'deskilled' by the introduction of new technologies into the workplace""
 'the class structure has fragmented and there are no longer any distinct social classes']",1,4.1937956582510266e-13,0.9999999999993662,3.03797538535003e-14,9.173890753898066e-16,,,1.7482341282174825e-13,,,,,,5.982128223583814e-15,,,,,,,,1.0395380116383656e-15,,,,,,,1.3347932285566987e-15,,,,,,,,,,,,,,,,,,
Women have been excluded from the public sphere because:,sociology,"['industrial capitalism separated the middle class home from the workplace'
 ""those who enter paid employment have been 'sidelined' into particular fields""
 ""it is difficult to succeed in 'malestream' politics without compromising their femininity""
 'all of the above']",3,2.5436656469837853e-13,2.1297851706266153e-12,0.9999999999174372,,,,7.99195989171873e-11,,,1.1176086869166826e-14,,,,,,1.2015425729914737e-13,1.2015425729914737e-13,,,,,,,,,,,,,,,,,,,,,7.681204684014923e-15,,,,,,,,
Economic aid has largely failed to promote modernization in the developing countries because:,sociology,"['there are no clearly defined projects into which the money can be directed'
 'the United Nations has refused to call on rich countries to provide it'
 'debt repayments with interest can be greater than the amount of money received'
 'debt repayments with interest can be greater than the amount of money received']",2,0.9999595649796867,9.930796955741975e-08,4.006369434276305e-05,1.493034936076485e-10,2.7893564836299693e-10,,2.699470490690977e-07,,,9.73581075848839e-10,,,,,,,,,,,,,6.691318354646874e-10,,,,,,,,,,,,,,,,,,,,,,,
How is terrorism different from the types of crime described by the Chicago School?,sociology,"['it is committed on a larger, often global, scale, and is well organized'
 'it is associated with political conflict between states and their citizens'
 'it can have far-reaching effects upon international relations'
 'all of the above']",3,4.75219306240502e-13,3.098819138483077e-12,0.9999999999951424,,,,1.0060392792058065e-12,,,1.2664165548118465e-14,,,,,,1.361526107984755e-13,1.2015425730846058e-13,,,,,,,,,,,,,,,,,,,,,8.703945206055815e-15,,,,,,,,
The human relations approach emphasized the importance of:,sociology,"['scrutinizing employees as they interacted with customers'
 'teamwork, communication and employee satisfaction'
 'strict control and discipline to ensure high productivity'
 'providing therapy and counselling in the workplace']",1,1.0603575990422297e-13,0.9999999999998741,7.681204684404136e-15,,,,,,,,,,5.279209627789956e-15,,,,,,,7.144633302424064e-16,2.825757286822058e-15,,,,,2.4937220530763164e-15,,6.305116759491984e-16,,,,,,,,,,,,,,,,,,
Which of the following did Domhoff not identify as a process of decision-making in the USA?,sociology,"['the ideology process' 'the exploitation process'
 'the policy-formation process' 'the candidate-selection process']",1,5.4927883495124385e-11,0.999999999908083,1.3887943861317455e-11,5.6756852311424547e-14,,,2.2897348450443358e-11,,,8.258073283387593e-14,,,5.008774636528349e-14,,,,,,,,1.4350379597570272e-14,,,,,,,,,,,,,,,,,,,,,,,,,
