question,subject,choices,answer,a,d,b,ÃÂ°,c,<|end|>,i,e,ÃÂ±,f,s,n,ÃÂ,ÃÂ´,t,',cj,ci,ad,aa,q,Ã¢ÂÂ,bb,ÃÂ­a,ai,aie,ÃÂ§,ab,p,g,apart,k,bd,h,cc,cs,r,ÃÂ­d,ÃÂ¯,v,the,l,gold,'b,ac,be,m,ser,bfd,x,mar,j,y,rob
"This question refers to the following information.
The passage below is taken from testimony before Parliament.
Joshua Drake, called in; and Examined.
You say you would prefer moderate labour and lower wages; are you pretty comfortable upon your present wages?
Ã¢ÂÂI have no wages, but two days a week at present; but when I am working at some jobs we can make a little, and at others we do very poorly.
When a child gets 3s. a week, does that go much towards its subsistence?
Ã¢ÂÂNo, it will not keep it as it should do.
Why do you allow your children to go to work at those places where they are ill-treated or over-worked?
Ã¢ÂÂNecessity compels a man that has children to let them work.
Then you would not allow your children to go to those factories under the present system, if it was not from necessity?
Ã¢ÂÂNo.
Ã¢ÂÂTestimony given before the Sadler Committee, 1831Ã¢ÂÂ32
Which period in history is associated with the conditions described in the passage?",high_school_world_history,"['The Enlightenment' 'The Green Revolution' 'The Scientific Revolution'
 'The Industrial Revolution']",3,6.778639342807815e-15,0.999999999999809,1.2664165549091716e-14,,1.3615261080893897e-13,3.4424771084693084e-14,,,,,7.530388099324512e-17,1.32162427024379e-16,,,7.144633303164895e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
You are the United States,
you are the future invader
of the native America that has Indian blood,
that still prays to Jesus Christ and still speaks Spanish.
. . .
you are Alexander-Nebuchadnezzar.
You think that life is fire,
that progress is eruption,
that wherever you shoot
you hit the future.
No.
. . .
But our America, that has had poets
since the ancient times of Netzahualcoyotl,
. . .
that consulted the stars, that knew Atlantis
whose resounding name comes to us from Plato,
that since the remote times of its life
has lived on light, on fire, on perfume, on love,
America of the great Montezuma, of the Inca,
the fragrant America of Christopher Columbus,
Catholic America, Spanish America,
the America in which noble CuauhtÃÂ©moc said:
""I'm not in a bed of roses"", that America
that trembles in hurricanes and lives on love,
it lives, you men of Saxon eyes and barbarous soul.
And it dreams. And it loves, and it vibrates, and it is the daughter of the sun.
Be careful. Viva Spanish America!
There are a thousand cubs loosed from the Spanish lion.
Roosevelt, one would have to be, through God himself,
the-fearful rifleman and strong hunter,
to manage to grab us in your iron claws.
And, although you count on everything, you lack one thing: God!
Ã¢ÂÂAdapted from ""To Roosevelt"" by Ruben Dario, 1904
What was the poet's purpose in discussing ""our America, that has had poets since ancient times, . . . that consulted the stars""?",high_school_world_history,"['Latin America has excelled in poetry.'
 'Latin America had made significant scientific contributions.'
 'Latin America had a prophecy regarding these events.'
 'Latin America has had a rich culture for centuries.']",3,4.599055318184041e-10,0.9999999868629682,1.1861119995394096e-08,,7.582560328216574e-10,5.492788278735629e-11,,1.2917799878017024e-12,,,2.3895527051579935e-13,,,1.2917799878017024e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
I don't know whether this world has meaning that transcends it. But I know that I do not know that meaning, and that it is impossible just now for me to know it. What can a meaning outside my condition mean to me? I can understand only in human terms.
Albert Camus, ""The Myth of Sisyphus,"" 1955
The passage above is best seen as exemplifying which of the following intellectual trends?",high_school_world_history,"['A postwar reassertion of traditional religious values'
 'An expression of patriotic pride thanks to victory in World War II'
 'A modernist tendency to question the validity of faith-based moralities'
 'An increased willingness to embrace radical Marxism']",2,4.508755242122089e-12,2.2897348455578295e-11,4.508755242122089e-12,,0.9999999999619572,3.266131342662318e-13,,7.681204684907819e-15,,,4.376618502703176e-15,,5.7893563285088535e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
That day the Reverend Xuanzang was chosen from among all the monks. He had been a monk from infancy, and ever since birth he had eaten vegetarian food and observed the prohibitions. His maternal grandfather was an imperial commander, Yin Kaishan. His father Chen Guangrui had come top in the Palace Examination and had been appointed a grand secretary in the Imperial Library. Xuanzang, however, had no interest in honour and glory, and his only joy was to cultivate Nirvana. His virtue was great; of the thousand sutras and ten thousand holy books there was not a single one that he did not know.
Ã¢ÂÂ¦
He looked to the West and prayed, ""I am the believer Chen Xuanzang sent on imperial orders to fetch the scriptures. If I am fated to have a disciple, may I be able to unseal the golden words and release the divine Monkey King to come with me to the Vulture Peak. If I am not fated to have a disciple, and this monkey is an evil monster who has deceived me and will do me no good, then may I be unable to remove the seal."" When he had prayed he bowed again.
From Wu Chengen, Journey to the West, ca. 1590s
Accounts of Xuanzang's travels from both the 600s and 1500s C.E. are inspired by which of the following accomplishments?",high_school_world_history,"[""Xuanzang's career as a spy against the Gupta Empire""
 ""Xuanzang's conversion of South Asian Hindus""
 ""Xuanzang's study and retrieval of Buddhist texts from India""
 ""Xuanzang's opening of new trade routes to Southeast Asia""]",2,5.00877463780972e-14,1.879528816526405e-12,1.1399918530366656e-12,,0.9999999999933228,9.357622968777053e-14,,1.3347932285885992e-15,,,,,3.5114221133528256e-12,,,,,,,,8.618072811241575e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Yi Yin sacrificed to the former king, and presented the heir-king reverently before the shrine of his grandfather. . . . Yi Yin then clearly described the virtue of the Meritorious Ancestor for the instruction of the young king.
""Oh! of old the former kings of Xia cultivated earnestly their virtue, and then there were no calamities from Heaven. The spirits of the hills and rivers were all in tranquility; and the birds and beasts enjoyed their existence according to their nature. But their descendant did not follow their example, and Heaven sent down calamities, using our ruler, who possessed of its favor. The attack on Xia may be traced to the orgies in Ming Tiao. . . . Our king of Shang brilliantly displayed his sagely prowess; for oppression he substituted his generous gentleness. Now your Majesty is entering on the inheritance of his virtue; all depends on how you commence your reign.
""Oh! the former king began with careful attention to the bonds that hold men together. . . . Revere these warnings in your person. . . . The ways of Heaven are not invariable: on the good-doer it sends down all blessings, and on the evil-doer it sends down all miseries. If you not be virtuous, be it in large things or in small, it will bring the ruin of your ancestral temple.""
Ã¢ÂÂExcerpted and adapted from the Shu Jing, 6th century BCE, China
Based on the passage, which of the following statements correctly describes politics in China during the period 600 BCE to 600 CE?",high_school_world_history,"['Reverence for nature leads to tranquility and peaceful transitions of power.'
 ""A ruler's public actions were considered an extension of his private behavior.""
 'Intelligence in a Chinese emperor was valued more highly than ethical behavior.'
 ""The emperor's ministers were expected to support all of his policies unconditionally.""]",1,5.602796403275681e-09,3.5817479083804806e-10,0.999999994003508,,2.594609482410204e-11,8.423463702958435e-12,,1.4493369888706136e-13,1.0060392731312994e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]Ã¢ÂÂ¦.The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a yearÃ¢ÂÂ¦.
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubinesÃ¢ÂÂ¦.And they oblige the Indians to accept corn or meat or chicha [corn beer]Ã¢ÂÂ¦at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing himÃ¢ÂÂ¦.Even the protector of the Indians is useless;Ã¢ÂÂ¦he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
The production of the mines mentioned in the passage most directly contributed to which of the following in the period 1450Ã¢ÂÂ1750 C.E.?",high_school_world_history,"['The prosecution of a variety of wars by the Spanish Hapsburgs across the world'
 'The development of a vibrant merchant class in Spain'
 'A decrease in patronage of religious activities by the monarchs of Spain'
 'A decrease in the frequency of voyages of exploration undertaken by the Spanish']",0,0.9999999999989534,1.117608687088036e-14,8.878265478448704e-13,1.2015425731756958e-13,1.8426252147212883e-14,8.70394520671567e-15,,,,,,,,,,,,,,1.1663293248695576e-16,,,,,3.592547237850403e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Questions to the passage below, an account given to a French officer in Algeria in the 1830s by a member of an Arab slave trade caravan.
The Slave Trade
All of you [soldiers], are summoned . . . to hunt the idolatrous Koholanes [a pejorative word for ""black Africans""]. . . . The soldiery divided themselves into two companies . . . with orders to attack places without defenses and to carry off the inhabitants as well as seizing all peasants busy cultivating their fields. . . . Whilst waiting for the return of the companies despatched to hunt Negroes, we went every day to the slave market where we bought at the following prices:
A Negro with beardÃ¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦10 or 15,000 cowries.
They are not considered as merchandise since one has little chance of preventing them from escaping.
An adult NegressÃ¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦..10 or 15,000 cowries for the same reasons
An adolescent NegroÃ¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦.30,000 cowries
A young Negress Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦50Ã¢ÂÂ60,000 cowries
The price varies according to whether she is more or less beautiful.
A male Negro childÃ¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦..45,000 cowries
A female Negro child Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦Ã¢ÂÂ¦.35Ã¢ÂÂ40,000 cowries
Finally, our caravan which had set out from Algeria with sixty-four camels and only sixteen persons, was now augmented by four hundred slaves, of whom three hundred were women. . . . It was at this point that suddenly a confused noise of cries and sobs passed from one group of slaves to another and reached our own. . . . Some rolled on the ground, clung to bushes and absolutely refused to walk. . . . They could only be got up with mighty lashes of the whip and by rendering them completely bloody.
Which conclusion is supported by the passage?",high_school_world_history,"['Africans passively accepted their capture and subsequent enslavement.'
 'North Africans were primarily captured and enslaved by rival African tribes.'
 'Population changes from slavery resulted in North African tribes having more men than women.'
 'Adult male slaves were most highly valued due to their physical strength.']",2,6.0955179055557885e-05,0.7186565822005311,0.2643792080702397,,0.0169011766798974,,,1.84068691351676e-06,,1.333389127912803e-07,,1.0384444969573889e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Oh, shame on you, poor Winter King!
What's this that you have done?
Is 't not a very naughty thing
To snatch the kaiser's crown?
Now you will have to stay away
Alike from Rhine and Prague,
And more than that-shame and dismay
Your days and nights will plague.
Right well you knew, and all the world,
Right well they know this thing,
That Ferdinand alone can be
Bohemia's lawful king.
So come, dear Fritz, rouse up and go
To Ferdinand, your king,
And beg him graciously to show
Full pardon for your sin.
""Poor Winter King,"" seventeenth-century song
Which of the following best explains why the narrator mentions ""Rhine and Prague""?",high_school_world_history,"[""They are destinations for the Winter King's planned pilgrimage.""
 'These are lands that the Winter King lost in battle.'
 'Because these were strongholds of the Holy Roman Empire, the narrator warns the Winter King to stay away.'
 'They are significant military posts within the borders of the Holy Roman Empire.']",1,2.5109363981820562e-08,4.222741512322817e-06,0.9999743071796494,,2.14448508852708e-05,2.1509530641279847e-11,,7.052703578036559e-11,,1.5736708788467017e-11,,,,,,,,,,,,,,,,,,,,,,,,1.0815671233769047e-11,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""The Sovereign Congress of Venezuela, to which authority the people of the Republic of the New Granada have voluntarily stood by.
Considering:
1. ""That united in a single Republic, the provinces of Venezuela and the New Granada have all proportions and ways to elevate themselves to a higher grade of power and prosperity.
2. ""That constituted in separate republics, for any more stronger the ties that these have united them, so far from taking advantages of so many advantages, they would hardly consolidate and make respect their sovereignty.
3. ""That these truths, highly penetrated by superior talented men and of an enlightened patriotism, had moved the governments of both republics to convene in a reunion that the vicissitudes of wars decreed and decree the following fundamental Law of the Republic of Colombia:
ARTICLE 1. The Republics of Venezuela and New Granada are from this day on united in a single one under the glorious title of Republic of ColombiaÃ¢ÂÂ¦.
ARTICLE 4. The Executive Power of the Republic will be vested on the President and in case of his defect a Vice President and his replacement will be appointed interimly by the acting Congress.""
Fundamental Law Establishing Gran Colombia, passed by the Congress of Angostura convened by Simon Bolivar, 1819
Source 2:
""IN THE NAME OF THE HOLY TRINITY.
TITLE 1 - Of the Empire of Brazil, its Territories, Government, dynasty, and Religion.
Art. 1. The EMPIRE of Brazil is the political association for all Brazilian citizens. These will form a free and independent nation, and will not form any other union or federation, which may cause it to lose its own Independence.
Art. 2. Its territory is divided into provinces in the form in which it currently finds itself; these may be subdivided, as is required for the good of the state.
Art. 3. Its government is a Hereditary Monarchy, constitutional, and Representative.
Art. 4. The prevailing dynasty is that of the Lord Dom Pedro I, the sitting Emperor and Perpetual Defender of Brazil.
Art. 5. The Catholic Apostolic Roman Religion will continue to be the religion of the Empire. Followers of all other religions are allowed to worship within their households, or particular houses for that intent, so long as there is nothing indicating this on the exterior of the Temple.""
Constitution of the Empire of Brazil, March 25, 1824
Which of the following would most undermine the expectations expressed in Article 1 of Source 1?",high_school_world_history,"['Intervention by the United States and European powers in the independence of Latin American countries'
 'Nationalism in Latin America pressing for stronger unity between the former Spanish colonies of South America'
 'Slave rebellions fragmenting newly independent Latin American states'
 'Sectionalism of elites in the various territories of newly independent Latin American states']",3,8.764231621417178e-08,0.999999078154854,8.315279758542229e-07,,2.646568626739427e-09,2.0206800821834342e-11,,6.56018774422725e-12,,,,9.450846508258862e-13,,,5.732228167497086e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""The case of a broken thigh is analogous to that of the arm, but in particular, a fractured thigh is mostly deranged forwards and outwards, for the bone is naturally flattened on those sides. It is to be set by the hands, with ligatures, and even cords applied, the one above and the other below the fracture. When the fracture takes place at one end, if at the head of the thigh, the middle part of a thong wrapped round with wool, so that it may not cut the parts there, is to be applied to the perineum, and the ends of it brought up to the head and given to an assistant to hold, and applying a ligature below the fracture, we give the ends of it to another assistant to make extension. If it is fractured near the knee, we apply the ligature immediately above the fracture, and give the ends to an assistant, with which to make extension upwards; and while we put a ligature round the knee to secure it, and while the patient lies thus, with his leg extended, we arrange the fracture.""
Paul of Aegina, Epitome: On the Fracture of the Thigh and Nose, late seventh century C.E.
Source 2:
""Medicine considers the human body as to the means by which it is cured and by which it is driven away from health. The knowledge of anything, since all things have causes, is not acquired or complete unless it is known by its causes. Therefore in medicine we ought to know the causes of sickness and health. And because health and sickness and their causes are sometimes manifest, and sometimes hidden and not to be comprehended except by the study of symptoms, we must also study the symptoms of health and disease. Now it is established in the sciences that no knowledge is acquired save through the study of its causes and beginnings, if it has had causes and beginnings; nor completed except by knowledge of its accidents and accompanying essentials.""
Ibn Sina (Avicenna), On Medicine, ca. 1020 C.E.
The two passages on medicine illustrate which of the following cultural exchanges that occurred in the period 600Ã¢ÂÂ1450 C.E.?",high_school_world_history,"['The influence of Mesoamerican science on Europeans through systems of trade and navigation'
 'The influence of Chinese science on Islamic civilizations through European immigration to Islamic lands'
 'The influence of Egyptian science on the Byzantines through European scholars'
 'The influence of Greek science on Europeans through Byzantine and Islamic scholars']",3,6.5602001671961e-12,0.9999999998550884,1.7832472905543148e-11,,1.1628233028523444e-10,3.978962535256378e-12,,5.0087746371123096e-14,,,,,,1.748234128015844e-13,3.2339079636609627e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
New York! I say New York, let black blood flow into your blood.
Let it wash the rust from your steel joints, like an oil of life
Let it give your bridges the curve of hips and supple vinesÃ¢ÂÂ¦
See your rivers stirring with musk alligators
And sea cows with mirage eyesÃ¢ÂÂ¦
Just open your eyes to the April rainbow
And your eyes, especially your ears, to God
Who in one burst of saxophone laughter
Created heaven and earth in six days,
And on the seventh slept a deep Negro sleep.
Senegalese poet LÃÂ©opold SÃÂ©dar Senghor, ""To New York,"" 1956
The verse above is best seen as belonging to which of the following modern cultural developments?",high_school_world_history,"['The triumph of avant-garde literary styles over traditional realism'
 'The adaptation of Western literary forms by non-Western authors'
 'The political use of art and literature for propagandistic purposes'
 'The response of interwar literary figures to the horrors of World War I']",1,1.49309467591091e-10,9.545034921010667e-12,0.9999999998229576,,1.783247290472757e-11,3.266131342161269e-13,,7.681204683729466e-15,2.0879679112456312e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
By what principle of reason then, should these foreigners send in return a poisonous drug? Without meaning to say that the foreigners harbor such destructive intentions in their hearts, we yet positively assert that from their inordinate thirst after gain, they are perfectly careless about the injuries they inflict upon us! And such being the case, we should like to ask what has become of that conscience which heaven has implanted in the breasts of all men? We have heard that in your own country opium is prohibited with the utmost strictness and severity. This is a strong proof that you know full well how hurtful it is to mankind. Since you do not permit it to injure your own country, you ought not to have this injurious drug transferred to another country, and above all others, how much less to the Inner Land! Of the products which China exports to your foreign countries, there is not one which is not beneficial to mankind in some shape or other.
Lin Zexu, Chinese trade commissioner, letter to Queen Victoria, 1839
Which of the following background facts persuaded Europeans to engage in the actions described in the passage?",high_school_world_history,"['China had recently placed an embargo on exports of silk.'
 'The price of Chinese tea had risen higher than European buyers found acceptable.'
 'China refused to allow a meaningful volume of European goods to be sold there.'
 ""China's emperor had repeatedly insulted the British ambassador.""]",2,4.277787830508887e-11,6.691586031131043e-10,8.152020641178168e-09,,0.9999999910159844,2.413362750135504e-12,,8.878265398638244e-13,,,4.752193020045828e-13,,1.1628232925675547e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""To slacken the tempo would mean falling behind. And those who fall behind get beaten. But we do not want to be beaten. No, we refuse to be beaten! One feature of the history of old Russia was the continual beatings she suffered because of her backwardness. She was beaten by the Mongol khans. She was beaten by the Turkish beys. She was beaten by the Swedish feudal lords. She was beaten by the Polish and Lithuanian gentry. She was beaten by the British and French capitalists. She was beaten by the Japanese barons. All beat herÃ¢ÂÂÃ¢ÂÂbecause of her backwardness, because of her military backwardness, cultural backwardness, political backwardness, industrial backwardness, agricultural backwardness. They beat her because it was profitable and could be done with impunity. You remember the words of the pre-revolutionary poet: ""You are poor and abundant, mighty and impotent, Mother Russia."" Those gentlemen were quite familiar with the verses of the old poet. They beat her, saying: ""You are abundant,"" so one can enrich oneself at your expense. They beat her, saying: ""You are poor and impotent,"" so you can be beaten and plundered with impunity. Such is the law of the exploitersÃ¢ÂÂÃ¢ÂÂto beat the backward and the weak. It is the jungle law of capitalism. You are backward, you are weakÃ¢ÂÂÃ¢ÂÂtherefore you are wrong; hence you can be beaten and enslaved. You are mightyÃ¢ÂÂÃ¢ÂÂtherefore you are right; hence we must be wary of you.
That is why we must no longer lag behind.""
Joseph Stalin, speech delivered at the first All-Union Conference of Leading Personnel of Socialist Industry, February 4, 1931
Stalin's efforts to advance Russia as justified by his mention of the ""continual beatings"" were vindicated by which of the following historical events?",high_school_world_history,"['The Space Race with the United States'
 'The Polish-Soviet War in the early 1920s'
 'The Western intervention in the Russian Civil War'
 'The German invasion of Russia in 1941']",3,2.144493807964055e-05,0.9999785417726232,1.4165791410108563e-09,,1.1860871931503278e-08,6.560062881639609e-12,,4.508660886745514e-12,,,,2.389502729966647e-13,,,5.38482752612077e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""We proclaim Him also by our senses on all sides, and we sanctify the noblest sense, which is that of sight. The image is a memorial, just what words are to a listening ear. What a book is to the literate, that an image is to the illiterate. The image speaks to the sight as words to the ear; it brings us understanding.""
John of Damascus, Apologia Against Those Who Decry Holy Images, ca. 730 C.E.
Source 2:
""To make our confession short, we keep unchanged all the ecclesiastical traditions handed down to us, whether in writing or verbally, one of which is the making of pictorial representations, agreeable to the history of the preaching of the Gospel, a tradition useful in many respects, but especially in this, that so the incarnation of the Word of God is shown forth as real and not merely fantastic, for these have mutual indications and without doubt have also mutual significations.""
Decree of the Second Council of Nicaea, 787 C.E.
Which of the following religious movements was ideologically opposed to the sentiments about the use of holy images reflected in the passages?",high_school_world_history,['Sunni Islam' 'Buddhism' 'Zoroastrianism' 'Jainism'],0,0.9999999835982608,1.522997949342698e-08,2.4616969111988427e-10,6.224144520213082e-11,8.592166477408449e-10,3.737889320937975e-12,3.9397063592493624e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installedÃ¢ÂÂ¦
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installedÃ¢ÂÂ¦
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
Which of the following best explains the presence of Buddhist communities within Sassanid Persia?",high_school_world_history,"['Persian efforts to convert people away from Buddhism inspired further followers.'
 ""Buddhism's apocalyptic message swayed converts in Persia.""
 ""Persia's location sat astride international trade routes with India.""
 'Buddhists were granted limited toleration by Zoroastrians.']",0,2.129785170899065e-12,1.5737102106443795e-11,2.734698291519045e-12,,0.9999999999734852,1.0603575991241457e-13,,9.862862046317787e-15,,,7.681204684997531e-15,,5.789356328576471e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Thereupon it was declared by the above-mentioned representatives of the aforesaid King and Queen of Castile, Leon, Aragon, Sicily, Granada, etc., and of the aforesaid King of Portugal and the Algarves, etc.:
[I.] That, whereas a certain controversy exists between the said lords, their constituents, as to what lands, of all those discovered in the ocean sea up to the present day, the date of this treaty, pertain to each one of the said parts respectively; therefore, for the sake of peace and concord, and for the preservation of the relationship and love of the said King of Portugal for the said King and Queen of Castile, Aragon, etc., it being the pleasure of their Highnesses, they, their said representatives, acting in their name and by virtue of their powers herein described, covenanted and agreed that a boundary or straight line be determined and drawn north and south, from pole to pole, on the said ocean sea, from the Arctic to the Antarctic pole. This boundary or line shall be drawn straight, as aforesaid, at a distance of three hundred and seventy leagues west of the Cape Verde Islands, being calculated by degrees, or by any other manner as may be considered the best and readiest, provided the distance shall be no greater than abovesaid. And all lands, both islands and mainlands, found and discovered already, or to be found and discovered hereafter, by the said King of Portugal and by his vessels on this side of the said line and bound determined as above, toward the east, in either north or south latitude, on the eastern side of the said bound provided the said bound is not crossed, shall belong to, and remain in the possession of, and pertain forever to, the said King of Portugal and his successors. And all other lands, both islands and mainlands, found or to be found hereafter, discovered or to be discovered hereafter, which have been discovered or shall be discovered by the said King and Queen of Castile, Aragon, etc., and by their vessels, on the western side of the said bound, determined as above, after having passed the said bound toward the west, in either its north or south latitude, shall belong to, and remain in the possession of, and pertain forever to, the said King and Queen of Castile, Leon, etc., and to their successors.""
Treaty of Tordesillas, 1494
Which of the following technologies most directly caused the treaty above to be signed?",high_school_world_history,['Gunpowder weapons' 'The compass' 'Steel' 'Germ Theory'],1,5.905303993293183e-10,1.6918979209961327e-10,0.9999999990671252,,1.6918979209961327e-10,3.098819135756528e-12,,4.1937956543664514e-13,1.201542572027408e-13,,,,,,,,,,,,,,,,,,,,,3.2661313396620466e-13,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The question as to who, and what, is responsible for African underdevelopment can be answered at two levels. Firstly, the answer is that the operation of the imperialist system bears major responsibility for African economic retardation by draining African wealth and by making it impossible to develop more rapidly the resources of the continent. Secondly, one has to deal with those who manipulate the system and those who are either agents or unwitting accomplices of the said system. The capitalists of Western Europe were the ones who actively extended their exploitation from inside Europe to cover the whole of Africa.""
Walter Rodney, historian, How Europe Underdeveloped Africa, 1974
Based on your knowledge of world history, which of the following contributed LEAST to Europe's ability to penetrate Africa in the period 1750 to 1900 C.E.?",high_school_world_history,"['The invention of the machine gun'
 'The invention of vaccines for tropical diseases'
 'The development of the joint-stock company'
 'The invention of steam-powered ships']",2,9.208139186233624e-09,1.4403953162862037e-07,0.0031726832766996,,0.9968271627451288,7.96660136272046e-11,,5.19487664900755e-10,,,,,1.3134705121905847e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
Based on the speech, the French saw Africa as which of the following?",high_school_world_history,"['A collection of republics tottering into anarchy'
 'A resource for enhancing French power in the Cold War'
 ""Important due to the Sahara's natural resources""
 'A strong political union']",1,7.889112424038339e-06,2.646502385586256e-09,0.999973183225558,,1.8924996885354458e-05,7.433480536432596e-12,,4.7994157545781225e-12,,3.298586992582028e-12,,,,,,,,,,,,,,,,,,,3.098735709658175e-12,,,,,,,,,,,,,,,,,,,,,,,,,
