question,subject,choices,answer,d,a,c,b,e,f,ad,g,h,1,choice,cd,bcd,bc,bd,ab,ba,ac,Ð°,4,3,2,abc,abcd,all,db,Ñ,r,dc,da,aa,cb,none,i,bb,band,sol,p,m,q
"This question refers to the following information.
On Being Brought from Africa to America
'Twas mercy brought me from my Pagan land,
Taught my benighted soul to understand
That there's a God, that there's a Saviour too;
Once I redemption neither sought nor knew.
Some view our sable race with scornful eye,
""Their colour is a diabolic die.""
Remember, Christians, Negroes, black as Cain,
May be refin'd, and join th' angelic train.
âPhillis Wheatley, Poems on Various Subjects, Religious and Moral, 1773
The ideas expressed in Phillis Wheatley's poem most directly reveal the influence of which of the following?",high_school_us_history,"['The First Great Awakening' 'The natural rights theory of John Locke'
 'British ideas about social hierarchy'
 'Eighteenth century scientific racism']",0,0.1131529133440088,0.2714499446728476,0.3075894647295004,0.3075954723590877,2.9562166894736345e-05,,,,,,,,,1.7930360589199405e-05,8.469702620923474e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The question, therefore, should be quickly settled, whether free colored persons, born and naturalized in this country, are not American citizens, and justly entitled to all the rights, privileges and immunities of citizens of the several states; and whether the Constitution of the United States makes or authorizes any invidious distinction with regard to the color or condition of free inhabitants.
""For myself, I have not the shadow of doubt on the subject. I believe that the rights of the free colored persons need only to be vindicated before the U.S. Supreme Court, to be obtained; that no prejudice or sophistry . . . can prevent their acknowledgement . . . and that the present laws, affecting your condition, are clearly unconstitutional. The fact that you have been treated, by common consent and common usage, as aliens and brutes, is not proof that such treatment is legal, but only shows the strength, the bitterness, and the blindness of prejudice.""
âWilliam Lloyd Garrison, ""To the Free People of Color of the United States,"" The Liberator, January 15, 1831
The argument put forth by William Lloyd Garrison in the passage was later contradicted in which of the following Supreme Court decisions?",high_school_us_history,"['Dred Scott v. Sanford (1857)' 'Ex parte Milligan (1866)'
 'Plessy v. Ferguson (1896)'
 'Brown v. Board of Education of Topeka (1954)']",0,0.0204358650916407,0.103788326439769,0.8689550564585565,0.0066345540246035,8.269274090335657e-06,,6.04993016453309e-06,,,,,1.2031722806563116e-05,,,,,,3.481494431446991e-05,,,,,,,,,,,,,,,,,,,,5.339044631053564e-06,,
"This question refers to the following information.
""Your sentiments, that our affairs are drawing rapidly to a crisis, accord with my own. What the event will be is also beyond the reach of my foresight. We have errors to correct. We have probably had too good an opinion of human nature in forming our confederation. Experience has taught us that men will not adopt and carry into execution measures the best calculated for their own good without the intervention of a coercive power. I do not conceive that we can exist long as a nation without having lodged somewhere a power which will pervade the whole Union in as energetic a manner as the authority of the state governments extends over the several states. . . .
""What astonishing changes a few years are capable of producing. I am told that even respectable characters speak of a monarchical form of government without horror. . . . What a triumph for our enemies to verify their predictions! What a triumph for the advocates of despotism to find that we are incapable of governing ourselves, and that systems founded on the basis of equal liberty are merely ideal and fallacious. . . .""
âGeorge Washington, letter to John Jay, August 1, 1786
The sentiments in the letter by George Washington, above, reflect which of the following continuities in American history?",high_school_us_history,"['Debates about the proper balance between liberty and order.'
 'Debates about reconciling republicanism with the institution of slavery.'
 'Debates about the relationship among the three branches of government.'
 'Debates about the use of the military in subduing domestic disturbances.']",0,0.004052773934672,0.9916812624313868,0.0019143948525596,0.002169293565737,5.1016919092837774e-05,1.2899097202636556e-05,2.730738899227009e-05,,,,,,,,,2.4098686203351037e-05,,6.904389195288554e-06,,,,,,,,,,,,5.723939686144354e-06,,,,,,,,,,
"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.â¦ His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
âHenry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
As the great-grandson of President John Adams, the historian Henry Adams might have been expected to be which of the following?",high_school_us_history,"['Critical of the policies of Thomas Jefferson'
 'Supportive of the policies of Thomas Jefferson'
 'Critical of the Constitutional Convention'
 'More interested in the French and Indian War']",0,0.006370243814891,0.6497824375066682,0.0366582133639808,0.3069354991840692,2.0275080015205905e-05,,,,,,,,,2.0275080015205905e-05,,6.245164307599847e-05,1.579024819267775e-05,1.2297457657349266e-05,,,,,7.006880161013384e-06,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""If it be conceded, as it must be by every one who is the least conversant with our institutions, that the sovereign powers delegated are divided between the General and State Governments, and that the latter hold their portion by the same tenure as the former, it would seem impossible to deny to the States the right of deciding on the infractions of their powers, and the proper remedy to be applied for their correction. The right of judging, in such cases, is an essential attribute of sovereignty, of which the States cannot be divested without losing their sovereignty itself, and being reduced to a subordinate corporate condition. In fact, to divide power, and to give to one of the parties the exclusive right of judging of the portion allotted to each, is, in reality, not to divide it at all; and to reserve such exclusive right to the General Government (it matters not by what department to be exercised), is to convert it, in fact, into a great consolidated government, with unlimited powers, and to divest the States, in reality, of all their rights, It is impossible to understand the force of terms, and to deny so plain a conclusion.""
âJohn C. Calhoun, ""South Carolina Exposition and Protest,"" 1828
The language of ""protest"" that Calhoun used in his ""Exposition and Protest"" was similar to the language of which of the following political positions?",high_school_us_history,"['The response of supporters of Andrew Jackson to the ""corrupt bargain"" of 1824.'
 'The response of New England Federalists to the War of 1812.'
 'The response of the Jefferson administration to the actions of the ""Barbary pirates.""'
 'The response of Daniel Shays to fiscal policies of the Massachusetts legislature in the 1780s.']",1,0.3272363513243709,0.5395215651327807,0.0390828087634407,0.0937547843614586,0.000159722582751,2.161610097589353e-05,2.161610097589353e-05,,,,,,,,1.0210723101684511e-05,4.576128612506787e-05,,,,,,,,7.952119147317183e-06,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We have witnessed for more than a quarter of a century the struggles of the two great political parties for power and plunder, while grievous wrongs have been inflicted upon the suffering people. We charge that the controlling influences dominating both these parties have permitted the existing dreadful conditions to develop without serious effort to prevent or restrain them. Neither do they now promise us any substantial reform. They have agreed together to ignore, in the coming campaign, every issue but one. They propose to drown the outcries of a plundered people with the uproar of a sham battle over the tariff, so that capitalists, corporations, national banks, rings, trusts, watered stock, the demonetization of silver and the oppressions of the usurers may all be lost sight of. They propose to sacrifice our homes, lives, and children on the altar of mammon; to destroy the multitude in order to secure corruption funds from the millionaires.
""Assembled on the anniversary of the birthday of the nation, and filled with the spirit of the grand general and chief who established our independence, we seek to restore the government of the Republic to the hands of 'the plain people,' with which class it originated. We assert our purposes to be identical with the purposes of the National Constitution; to form a more perfect union and establish justice, insure domestic tranquillity, provide for the common defence, promote the general welfare, and secure the blessings of liberty for ourselves and our posterity.""
Populist Party Platform, 1892
Which of the following was most directly a cause of the success of the Populist party?",high_school_us_history,"['Western farmers and ranchers favored conservation and organized to promote the National Parks system.'
 'The growth of corporate power and banking interests inspired rural activists to lobby for political reform.'
 'Western farmers resisted the mechanization of agriculture and resented government interference in rural affairs.'
 'After the Civil War, westward migration slowed, causing a long-term recession in many Western territories.']",1,0.005128252983906,0.0051354958741465,0.012305916224082,0.9772885826785224,3.049370690128206e-05,1.0538343116875749e-05,,,,,,,,1.96882169261368e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Those who came before us made certain that this country rode the first waves of the industrial revolutions, the first waves of modern invention, and the first wave of nuclear power, and this generation does not intend to flounder in the backwash of the coming age of space. We mean to be a part of itâwe mean to lead it. For the eyes of the world now look into space, to the moon, and the planets beyond, and we have vowed that we shall not see it governed by a hostile flag of conquest, but by a banner of freedom and peace. We have vowed that we shall not see space filled with weapons of mass destruction, but with instruments of knowledge and understanding.â¦ We choose to go to the moon. We choose to go to the moon in this decade and do the other things, not because they are easy, but because they are hard, because that goal will serve to organize and measure the best of our energies and skills, because that challenge is one that we are willing to accept, one we are unwilling to postpone, and one which we intend to win, and the others, too.
âJohn F. Kennedy, September 12, 1962
Kennedy's statement best reflects which of the following?",high_school_us_history,"['American unease in a time of troubles'
 'American confidence in a time of prosperity'
 'A liberal concern for social justice'
 'A conservative fear of big government']",1,0.0187183941126809,0.5470316940836151,0.0078029875749504,0.4260287117171966,9.822511750942191e-05,1.6034809643675863e-05,1.329332409908718e-05,,,,,,,,5.89887681100593e-06,0.0001261235474392,1.0352851217991073e-05,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
The policy advocated by Beveridge foreshadowed which of the following?",high_school_us_history,"['The rise of the United States to the status of a great power'
 'A period of growing isolationism' 'A period of laissez-faire economics'
 'Growing support for constitutional strict constructionism']",0,0.0003349808515936,0.9985656194715268,0.0006258269202244,0.000430124132649,7.400690974396842e-06,1.991868953831936e-06,4.488745979030248e-06,,,,,,,,,2.557610363431428e-06,,1.991868953831936e-06,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""If it be conceded, as it must be by every one who is the least conversant with our institutions, that the sovereign powers delegated are divided between the General and State Governments, and that the latter hold their portion by the same tenure as the former, it would seem impossible to deny to the States the right of deciding on the infractions of their powers, and the proper remedy to be applied for their correction. The right of judging, in such cases, is an essential attribute of sovereignty, of which the States cannot be divested without losing their sovereignty itself, and being reduced to a subordinate corporate condition. In fact, to divide power, and to give to one of the parties the exclusive right of judging of the portion allotted to each, is, in reality, not to divide it at all; and to reserve such exclusive right to the General Government (it matters not by what department to be exercised), is to convert it, in fact, into a great consolidated government, with unlimited powers, and to divest the States, in reality, of all their rights, It is impossible to understand the force of terms, and to deny so plain a conclusion.""
âJohn C. Calhoun, ""South Carolina Exposition and Protest,"" 1828
The issue that precipitated the passage excerpted above was",high_school_us_history,"['the removal of American Indians from the South.'
 'the rechartering of the Second Bank of the United States.'
 'the passage of an act creating higher tariff rates.'
 'the funding of ""internal improvements.""']",2,0.0119981624965701,0.0093471230517827,0.953134534242798,0.0254001102045605,2.3161891374182864e-05,4.854996179985517e-06,,,,,,,,1.0278026993683812e-05,,,,,,,,,3.551991083753648e-06,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We have witnessed for more than a quarter of a century the struggles of the two great political parties for power and plunder, while grievous wrongs have been inflicted upon the suffering people. We charge that the controlling influences dominating both these parties have permitted the existing dreadful conditions to develop without serious effort to prevent or restrain them. Neither do they now promise us any substantial reform. They have agreed together to ignore, in the coming campaign, every issue but one. They propose to drown the outcries of a plundered people with the uproar of a sham battle over the tariff, so that capitalists, corporations, national banks, rings, trusts, watered stock, the demonetization of silver and the oppressions of the usurers may all be lost sight of. They propose to sacrifice our homes, lives, and children on the altar of mammon; to destroy the multitude in order to secure corruption funds from the millionaires.
""Assembled on the anniversary of the birthday of the nation, and filled with the spirit of the grand general and chief who established our independence, we seek to restore the government of the Republic to the hands of 'the plain people,' with which class it originated. We assert our purposes to be identical with the purposes of the National Constitution; to form a more perfect union and establish justice, insure domestic tranquillity, provide for the common defence, promote the general welfare, and secure the blessings of liberty for ourselves and our posterity.""
Populist Party Platform, 1892
The ""free silver"" campaign of 1896 received its greatest popular support from",high_school_us_history,"['New England businessmen, who were discriminated against under the existing banking system'
 'Southern women, who incorporated it into a larger campaign for economic equality'
 'bankers, who had run out of paper currency to invest'
 'farmers, who hoped that a more generous money supply would ease their debt burdens']",3,0.9865519713322604,0.0021580735844713,0.0051769494043512,0.0058662522091458,4.20757364711469e-05,1.5478798419882397e-05,9.38836581717014e-06,,,,,7.311666650172914e-06,,,3.0783266401731295e-05,,,,,1.4540985432294113e-05,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The conscience of the people, in a time of grave national problems, has called into being a new party, born of the nation's sense of justice. We of the Progressive party here dedicate ourselves to the fulfillment of the duty laid upon us by our fathers to maintain the government of the people, by the people and for the people whose foundations they laid. We hold with Thomas Jefferson and Abraham Lincoln that the people are the masters of their Constitution, to fulfill its purposes and to safeguard it from those who, by perversion of its intent, would convert it into an instrument of injustice. In accordance with the needs of each generation the people must use their sovereign powers to establish and maintain equal opportunity and industrial justice, to secure which this Government was founded and without which no republic can endure.
""This country belongs to the people who inhabit it. Its resources, its business, its institutions and its laws should be utilized, maintained or altered in whatever manner will best promote the general interest. It is time to set the public welfare in the first place.""
Progressive Party Platform, 1912
""Muckraking"" author Jacob A. Riis's How the Other Half Lives best exemplifies which of the following quotes from the excerpt above?",high_school_us_history,"['the duty laid upon us by our fathers' 'masters of their Constitution'
 'an instrument of injustice' 'without which no republic can endure']",2,0.0245119082240752,0.0666302747063595,0.8117229554970814,0.0969464776514054,9.918625253840775e-06,,,,,,,,3.648858315571901e-06,2.2351967050861637e-05,,,,9.918625253840775e-06,,,,,3.884189458302642e-06,,,,,,,,,,,,,,,,6.015950318654433e-06,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
Beveridge's speech was a response to which of the following?",high_school_us_history,"['The purchase of Alaska' 'The Mexican War' 'The SpanishâAmerican War'
 'World War I']",2,0.0001087141998098,0.0004885088370715,0.99821605753359,0.0011695675490555,2.401809516854892e-06,,,,,,,,,,,,,,,,6.072725474415844e-07,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The challenge of the next half century is whether we have the wisdom to use wealth to enrich and elevate our national life, and to advance the quality of our American civilizationâ¦.The Great Society rests on abundance and liberty for all. It demands an end to poverty and racial injustice, to which we are totally committed in our time. But that is just the beginning. The Great Society is a place where every child can find knowledge to enrich his mind and to enlarge his talents. It is a place where leisure is a welcome chance to build and reflect, not a feared cause of boredom and restlessness. It is a place where the city of man serves not only the needs of the body and the demands of commerce but the desire for beauty and the hunger for community. It is a place where man can renew contact with nature. It is a place which honors creation for its own sake and for what it adds to the understanding of the race. It is a place where men are more concerned with the quality of their goals than the quantity of their goods. But most of all, the Great Society is not a safe harbor, a resting place, a final objective, a finished work. It is a challenge constantly renewed, beckoning us toward a destiny where the meaning of our lives matches the marvelous products of our labor.""
Lyndon Johnson, Remarks at the University of Michigan, Ann Arbor, 1964
Along with his goals of establishing a Great Society, Johnson was also engaged in which of the following initiatives?",high_school_us_history,"['Undermining Communism in Cuba with the Bay of Pigs Invasion'
 'Undermining Communism in Vietnam after the Tet Offensive'
 'Undermining Communism in Turkey and Greece using economic aid'
 'Undermining Communism in the Eastern Block by demanding a removal of the Berlin Wall']",1,0.0209315536055808,0.0059969905137351,0.89003222104527,0.082785900439997,5.8212357331849685e-06,,,,,,,2.162851460059121e-05,2.956267436731949e-05,6.66205150898107e-05,1.2323556143858874e-05,,,,,,,,,,,,,,,,,,7.02175063037803e-06,,,,,,,
"This question refers to the following information.
The 1980s have been born in turmoil, strife, and change. This is a time of challenge to our interests and our values and it's a time that tests our wisdom and skills.
At this time in Iran, 50 Americans are still held captive, innocent victims of terrorism and anarchy. Also at this moment, massive Soviet troops are attempting to subjugate the fiercely independent and deeply religious people of Afghanistan. These two actsâone of international terrorism and one of military aggressionâpresent a serious challenge to the United States of America and indeed to all the nations of the world. Together we will meet these threats to peace.â¦
Three basic developments have helped to shape our challenges: the steady growth and increased projection of Soviet military power beyond its own borders; the overwhelming dependence of the Western democracies on oil supplies from the Middle East; and the press of social and religious and economic and political change in the many nations of the developing world, exemplified by the revolution in Iran.
Each of these factors is important in its own right. Each interacts with the others. All must be faced together, squarely and courageously. We will face these challenges, and we will meet them with the best that is in us. And we will not fail.
âJimmy Carter, State of the Union Address, January 23, 1980
The problems that Carter faced in 1980 can best be compared to those of which of the following?",high_school_us_history,"['Abraham Lincoln in the 1860s' 'Theodore Roosevelt in the 1900s'
 'Warren Harding in the 1920s' 'Franklin D. Roosevelt in the 1930s']",3,0.6813291687702226,0.2506470088007183,0.0181568040899659,0.0493553223878698,5.099872591903351e-05,1.655686220174645e-05,0.0002017038737809,,,,,,,,2.729765088807033e-05,5.099872591903351e-05,,,,,,,,,,,,,,1.211325915311361e-05,,,,,,,,,,
"This question refers to the following information.
""Some men look at constitutions with sanctimonious reverence, and deem them like the ark of the covenant, too sacred to be touched. They ascribe to the men of the preceding age a wisdom more than human, and suppose what they did to be beyond amendmentâ¦.But I know also, that laws and institutions must go hand in hand with the progress of the human mind. As that becomes more developed, more enlightened, as new discoveries are made, new truths disclosed, and manners and opinions change with the change of circumstances, institutions must advance also, and keep pace with the times.""
Thomas Jefferson, 1816
Which of following Amendments to the Constitution is most directly an example of the sentiments expressed above?",high_school_us_history,"['The First Amendment, which guaranteed the right to free speech'
 'The Tenth Amendment, which allows powers not granted to the federal government be granted to the states'
 'The Nineteenth Amendment, which guaranteed all women the right to vote'
 'The Twenty-first Amendment, which repealed the prohibition of alcohol']",3,0.1303699907845446,0.1015322509120151,0.3127413499677622,0.4550359520769433,4.373423885409444e-05,9.167194472204174e-06,,,,,,8.090020727110809e-06,1.4198428552021164e-05,4.95573851035722e-05,1.4198428552021164e-05,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""One-half of the people of this nation to-day are utterly powerless to blot from the statute books an unjust law, or to write there a new and a just one. The women, dissatisfied as they are with this form of government, that enforces taxation without representation,âthat compels them to obey laws to which they have never given their consent,âthat imprisons and hangs them without a trial by a jury of their peers, that robs them, in marriage, of the custody of their own persons, wages and children,âare this half of the people left wholly at the mercy of the other half, in direct violation of the spirit and letter of the declarations of the framers of this government, every one of which was based on the immutable principle of equal rights to all.""
âSusan B. Anthony, ""I Stand Before You Under Indictment"" (speech), 1873
Which of the following was another common criticism of Andrew Carnegie?",high_school_us_history,"['As an immigrant, Carnegie had no right to own controlling interests in major American industries.'
 'Carnegie did nothing to prevent the use of violence against his workers when they asked for better wages and working conditions.'
 'Carnegie was seen as the epitome of American success, but he was not even the richest man in America.'
 ""Too much of Carnegie's philanthropic efforts were concentrated on his homeland of Scotland, denying Americans the benefits of his charity.""]",1,0.0177454737779028,0.005761111846439,0.0073974140392085,0.9688699747673702,4.6823525767478296e-05,2.667924077565494e-05,,,,,,,4.935163307144686e-06,5.592272667123164e-06,1.0447740803211562e-05,,,,,,,6.336875121878507e-06,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have readâ¦the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy groundâ¦""
Roger Williams, The Hireling Ministry None of Christ's, 1652
The ""First Great Awakening"" can be seen as a direct response to which of the following?",high_school_us_history,['Puritanism' 'The Enlightenment' 'Transcendentalism' 'Existentialism'],1,0.0006991131490489,0.9844263599082056,0.0051657862778225,0.0096509593305008,6.04851676222197e-06,1.3496065138150504e-06,,,,,,,,,,5.01439651768425e-06,,2.22512496640232e-06,1.191023568149776e-06,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
Which of the following best explains why South Carolina chose to secede from the Union in 1860?",high_school_us_history,"[""The failures of the Compromise of 1850 hindered South Carolina's trade relationships with Western states, leading to severe economic recession.""
 'The Battle of Fort Sumter occurred in Charleston, prompting public outrage over Union aggression.'
 'President Lincoln signed the Emancipation Proclamation, thus undermining slavery in the South.'
 ""Lincoln's election on a Free-Soil platform led Southern politicians to conclude that secession was necessary.""]",3,0.9810607485220654,0.0140009132790647,0.0040093718604741,0.0007894921295625,4.184153003994279e-05,8.770461152196738e-06,9.336107298667774e-06,3.4345619357505243e-06,,,,,,,,,,,,3.4345619357505243e-06,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
In ""The March of the Flag,"" Albert Beveridge supported which of the following?",high_school_us_history,"['Populism' 'War with Great Britain'
 'Constitutional reform in the United States'
 'The creation of an American overseas empire']",3,0.9997605068617028,1.711570584600272e-05,0.0002034194761614,7.887429045703776e-06,3.500025422486429e-06,3.4654944644042255e-07,,,,,,,,,,,,,,1.5531268664437483e-06,2.535409912186203e-07,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The law of love, peace and liberty in the states extending to Jews, Turks and Egyptians, as they are considered sonnes of Adam, which is the glory of the outward state of Holland, soe love, peace and liberty, extending to all in Christ Jesus, condemns hatred, war and bondage. And because our Saviour sayeth it is impossible but that offences will come, but woe unto him by whom they cometh, our desire is not to offend one of his little ones, in whatsoever form, name or title hee appears in, whether Presbyterian, Independent, Baptist or Quaker, but shall be glad to see anything of God in any of them, desiring to doe unto all men as we desire all men should doe unto us, which is the true law both of Church and State; for our Saviour sayeth this is the law and the prophets.
""Therefore if any of these said persons come in love unto us, we cannot in conscience lay violent hands upon them, but give them free egresse and regresse unto our Town, and houses, as God shall persuade our consciences, for we are bounde by the law of God and man to doe good unto all men and evil to noe man. And this is according to the patent and charter of our Towne, given unto us in the name of the States General, which we are not willing to infringe, and violate, but shall houlde to our patent and shall remaine, your humble subjects, the inhabitants of Vlishing (Flushing, part of the colony of New Netherlands).""
âThe Flushing Remonstrance, 1657
Which of the following most accurately describes the context in which the above document was written?",high_school_us_history,"['The Dutch West India Company had sought to establish a model community in the New World, based on Enlightenment principles; the document grew out of this mandate.'
 'The policies of the Dutch West Indian company had discouraged non-Dutch immigrants from settling in New Netherlands; the document was an attempt to diversify the colony.'
 'Religious toleration had become the norm in the neighboring New England colonies in the seventeenth century; the document was an attempt to bring New Amsterdam to the same levels of toleration.'
 'The director-general of the colony of New Netherlands, Peter Stuyvesant, was attempting to enforce conformity in New Netherlands despite the multi-ethnic makeup of the colony; the document was an attempt to accommodate the diverse population.']",3,0.991194159267693,0.004591338763231,0.0024569246523255,0.0016886179723405,2.729398047218717e-05,5.374503417768936e-06,5.721129107650129e-06,,,,,,,,2.5387356521463136e-06,,,,,1.3588872717999262e-06,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""As a means of effecting this end I suggest for your consideration the propriety of setting apart an ample district west of the Mississippi, and without the limit of any State or Territory now formed, to be guaranteed to the Indian tribes as long as they shall occupy it. . . . There they may be secured in the enjoyment of governments of their own choice, subject to no other control from the United States than such as may be necessary to preserve peace on the frontier and between the several tribes. There the benevolent may endeavor to teach them the arts of civilization. . . .
""This emigration would be voluntary, for it would be as cruel and unjust to compel the aborigines to abandon the graves of their fathers and seek a home in a distant land. But they should be distinctly informed that if they remain within the limits of the States they must be subject to their laws. . . .""
âPresident Andrew Jackson, 1829
Based on this quotation, what can you infer about the efforts of Martin Luther King and others in the civil rights movement of the 1950s?",high_school_us_history,"['The civil rights movement was not finding success through nonviolent methods.'
 'Advocates for civil rights were coordinating their efforts to raise awareness of racial segregation across the country.'
 'King was focused on ending segregation in Birmingham only.'
 'King was willing to compromise his principles and would be a violent agitator if necessary.']",1,0.0476864500991066,0.188603591268989,0.0175428646139092,0.745941673687205,3.3865695555203754e-05,7.556458072770582e-06,,,,,,,,3.799625736602487e-06,6.6685508437304e-06,1.502781130664645e-05,8.562588775824316e-06,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
As Prescott makes clear in the passage above, an important reason for Cortes's military success was which of the following?",high_school_us_history,"['The advantage of superior numbers'
 'The superior military skill of mercenaries'
 'Taking advantage of divisions among the Indians'
 'Effective use of European artillery']",2,0.0670544221056559,0.0048862904025227,0.9256684113766266,0.0020248685772527,2.394501301453836e-05,,,,,,,0.0001466809877624,9.377001827342402e-06,,,,,,,,,,,,,,,,,,,,9.377001827342402e-06,,,,,,,
