question,subject,choices,answer,c,a,d,b,ac,e,cd,ca,abc,ad,f,g,ab,bd,abcd,bc,bcd,ba,dc,3,4,l,n,h,da,Ð°,1,aa,bac,poland,p,r,choice,j,cc,db,2,bs,dd,band,none,bf,s,france,mexico,m,mex
"This question refers to the following information.
The following excerpt is from a speech by Vladimir I. Lenin.
The independence of our country cannot be upheld unless we have an adequate industrial basis for defense. And such an industrial basis cannot be created if our industry is not more highly developed technically. That is why a fast rate of development of our industry is necessary and imperative. We cannot go on indefinitely, that is, for too long a period, basing the Soviet regime and socialist construction on two different foundations, the foundation of the most large-scale and united socialist industry and the foundation of the most scattered and backward, small commodity economy of the peasants. We must gradually, but systematically and persistently, place our agriculture on a new technical basis, the basis of large-scale production, and bring it up to the level of socialist industry. Either we accomplish this taskâin which case the final victory of socialism in our country will be assured, or we turn away from it and do not accomplish itâin which case a return to capitalism may become inevitable.
âVladimir I. Lenin Industrialization of the Country and the Right Deviation in the C.P.S.U., November 19,1928
What was the result of Stalin's attempt to fix this problem?",high_school_european_history,"['The Soviet Union saw steady growth in both industry and agriculture.'
 'The Soviet Union saw steady growth in industry and a decline in agriculture.'
 'The Soviet Union saw steady growth in agriculture but industrial production fell behind.'
 'The Soviet Union saw steady decline in both industry and agriculture.']",1,0.1282402353397523,0.0252519995693307,0.271484580344669,0.5747328610997493,,2.163171195352685e-05,,,,,7.475719613547681e-06,,,1.7933319085564794e-05,,2.163171195352685e-05,2.163171195352685e-05,,,,,,,,,,,,,,,,,,,6.197589238983357e-06,,,,,,,,,,,
"This question refers to the following information.
The history of all hitherto existing societies is the history of class struggles. â¦ The modern bourgeois society that has sprouted from the ruins of feudal society has not done away with class antagonisms. It has but established new classes, new conditions of oppression, new forms of struggle in place of the old ones. Our epoch, the epoch of the bourgeoisie, possesses, however, this distinctive feature: it has simplified the class antagonisms. Society as a whole is more and more splitting up into two great hostile camps, into two great classes, directly facing each other: Bourgeoisie and Proletariat.
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
Marx and Engels would be most inclined to view which of the following developments as a significant event in European history?",high_school_european_history,"['The War of the Roses' 'The French Revolution of 1789 to 1793'
 ""The Seven Years' War"" ""Britain's Glorious Revolution of 1688""]",1,0.0027861334358263,0.0040675347171972,0.0010249612114008,0.9919442106978282,,,,,,,,,1.462028646707316e-05,,,2.127239128885012e-05,,1.2902357522091542e-05,,,,,,,,,,,,,,,,,,,,,,,,7.82567541972244e-06,,,,,
"This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
âThomas Paine, The Age of Reason, 1794â1795
Paine's statement in the last sentence, criticizing persecution, was most likely influenced by which of the following?",high_school_european_history,"['New concepts of legal equity and individual rights expressed by Locke and Rousseau'
 'Europeans gaining a more thorough understanding of the rich cultural diversity through trade and travel'
 ""New concepts of a deterministic mechanical universe based upon the discovery of Newton's mathematical laws""
 'Challenges to the monopoly on truth held by the Roman Catholic Church on multiple fronts']",1,0.0129328857344748,0.4282782796451295,0.5499201964796465,0.0078441917165191,,0.0005014623993324,,,,0.0002368739519515,7.690171295400196e-05,1.1793259640379176e-05,1.255385953976326e-05,,,,,,,,,,,,1.826575785067835e-05,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other â¦ during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. â¦
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. â¦
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. â¦""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that Henry IV decided",high_school_european_history,"['to ban the Catholic Church in France'
 'that the Catholic Church should exist in France'
 'that the Catholic Church is the one true Church'
 'that the Catholic Church caused too much trouble and hindrance in France']",1,0.0019161757468703,0.0024677748759999,0.0027880192605959,0.9926034628255967,,2.26596589199686e-05,,,,,6.492100975786798e-06,,1.557374063675464e-05,1.2128841403255471e-05,,,,,,,,,,,,,,,,,,,,,,,7.356514177866444e-06,,,,,,,,,,
"This question refers to the following information.
""After all the slaves had been brought together and severally marked with the letter G, the emperor's fifths and then CortÃ©s' were deducted before we were aware of it; and, besides this, on the night preceding, the finest of the Indian females had been secretly set apart, so that when it came to a division among us soldiers, we found none left but old and ugly women&â¦.Another soldier asked CortÃ©s if the division he had made of the gold in Mexico was not a sufficient imposition, for, at first, he had merely spoken of 300,000 pesos, but when we were obliged to retreat from the city, it was estimated at 700,000 pesos. And now he was going to deprive the poor soldier, who had undergone so many hardships, and suffered from innumerable wounds, of this small remuneration, and not even allow him a pretty Indian female for a companion&â¦
[Later], when CortÃ©s learnt that there were still a great many bars of gold among the men, and heavy gambling in consequence, (for, according to the old saying, gold and love cannot lie long concealed,) he made known, under threats of severe punishment, that everyone should produce the gold he had obtained on the night of our retreat, of which one third was to be returned to him; but that anyone who refused to pay this, should have the whole taken from him. Many of our men refused downright to comply with this; yet CortÃ©s managed to extort a good deal of it under the pretence of a loan&â¦""
The Memoirs of the Conquistador Bernal Diaz del Castillo, 1568
As described by the author, the driving philosophy behind the conquistadores' search for gold was the economic policy known as",high_school_european_history,['protectionism' 'laissez-faire' 'mercantilism' 'supply-side'],2,0.9925160960680576,0.0035839872267634,0.0016908482258172,0.0021725405361933,,2.880563882759564e-06,,,,,,,,,,,,,,1.64129582593662e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
In Russia there was nothing going on well, and [Souvarine] was in despair over the news he had received. His old companions were all turning to the politicians; the famous Nihilists who made Europe tremble-sons of village priests, of the lower middle class, of tradesmen-could not rise above the idea of national liberation, and seemed to believe that the world would be delivered-when they had killed their despot&â¦
""Foolery! They'll never get out of it with their foolery.""
Then, lowering his voice still more, in a few bitter words he described his old dream of fraternity. He had renounced his rank and his fortune; he had gone among workmen, only in the hope of seeing at last the foundation of a new society of labour in common. All the sous in his pockets had long gone to the urchins of the settlement; he had been as tender as a brother with the colliers, smiling at their suspicion, winning them over by his quiet workmanlike ways and his dislike of chattering. But decidedly the fusion had not taken place.
His voice changed, his eyes grew bright, he fixed them on Ã©tienne, directly addressing him:
""Now, do you understand that? These hatworkers at Marseilles who have won the great lottery prize of a hundred thousand francs have gone off at once and invested it, declaring that they are going to live without doing anything! Yes, that is your idea, all of you French workmen; you want to unearth a treasure in order to devour it alone afterwards in some lazy, selfish corner. You may cry out as much as you like against the rich, you haven't got courage enough to give back to the poor the money that luck brings you. You will never be worthy of happiness as long as you own anything, and your hatred of the bourgeois proceeds solely from an angry desire to be bourgeois yourselves in their place.""
Ã©mile Zola, French writer, Germinal, 1885
The conflict referred to in the final paragraph of the passage was best described in which book?",high_school_european_history,"['On Liberty, by John Stuart Mill'
 'The Communist Manifesto, by Marx and Engels'
 'Protocols of the Elders of Zion' 'Looking Backward, by Edward Bellamy']",1,0.0040449509511616,0.0052084081945779,0.0007029070778469,0.9897755114931168,,9.41895573972224e-06,,,,,,,2.122594441868559e-05,,,2.122594441868559e-05,,1.0673075125971165e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The text below is the government proclamation.
On the basis of the above-mentioned new arrangements, the serfs will receive in time the full rights of free rural inhabitants.
The nobles, while retaining their property rights to all the lands belonging to them, grant the peasants perpetual use of their household plots in return for a specified obligation[; . . . the nobles] grant them a portion of arable land fixed by the said arrangements as well as other property. . . . While enjoying these land allotments, the peasants are obliged, in return, to fulfill obligations to the noblemen fixed by the same arrangements. In this status, which is temporary, the peasants are temporarily bound. . . .
[T]hey are granted the right to purchase their household plots, and, with the consent of the nobles, they may acquire in full ownership the arable lands and other properties which are allotted them for permanent use. Following such acquisition of full ownership of land, the peasants will be freed from their obligations to the nobles for the land thus purchased and will become free peasant landowners.
WE have deemed it advisable:
3. To organize Peace Offices on the estates of the nobles, leaving the village communes as they are, and to open cantonal offices in the large villages and unite small village communes.
4. To formulate, verify, and confirm in each village commune or estate a charter which will specify, on the basis of local conditions, the amount of land allotted to the peasants for permanent use, and the scope of their obligations to the nobleman for the land.
6. Until that time, peasants and household serfs must be obedient towards their nobles, and scrupulously fulfill their former obligations.
7. The nobles will continue to keep order on their estates, with the right of jurisdiction and of police, until the organization of cantons and of cantonal courts.
âAlexander II, ""The Abolition of Serfdom in Russia,"" Manifesto of February 19, 1861
Which of the following was a major impetus in convincing Tsar Alexander II of the necessity of freeing the serfs?",high_school_european_history,"['Recent defeat in the Crimean War convinced the tsar some domestic reforms were necessary.'
 'Enlightened rulers in Prussia and Austria had recently done the same, which pressured Alexander II to act.'
 'The Decembrist Revolt and its aftermath had convinced the young tsar to make reforms.'
 'A labor force to complete the Trans-Siberian Railroad was needed as well as military recruits.']",0,0.0430683726742623,0.7634051491212225,0.1703387182580436,0.0203440587323066,,0.0021442475035976,,,,0.0001209702239766,0.0002560939661682,3.927328169091966e-05,1.357248297573244e-05,,,,,,,,,,,,1.6371539525079757e-05,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other â¦ during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. â¦
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. â¦
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. â¦""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that Henry IV",high_school_european_history,"['was banning Protestants from France'
 'intended for Protestants to be able to live peacefully in his kingdom'
 'was converting to Catholicism' 'was converting to Protestantism']",1,0.0225673698290072,0.0155103113339875,0.0016347747873153,0.9595889937492024,2.3318809954801107e-05,1.1015025872372257e-05,,,2.190599468080508e-05,,,,5.593891708528639e-05,,,0.0003647675601002,,,,,,,,,,,,,1.8160707453092373e-05,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The passage below is written by John Calvin.
If we need to be recalled to the origin of election, to prove that we obtain salvation from no other source than the mere goodness of God, they who desire to extinguish this principle, do all they can to obscure what ought to be magnificently and loudly celebrated, and to pluck up humility by the roots. In ascribing the salvation of the remnant of the people to the election of grace, Paul clearly testifies, that it is then only known that God saves whom upon which there can be no claim. They who shut the gates to prevent anyone from presuming to approach and taste this doctrine, do no less injury to man than to God; for nothing else will be sufficient to produce in us suitable humility, or to impress us with a due sense of our great obligations to God. Nor is there any other basis for solid confidence, even according to the authority of Christ, who, to deliver us from all fear, and render us invincible amidst so many dangers, snares, and deadly conflicts, promises to preserve in safety all whom the Father has committed to His care.
âJohn Calvin, Institutes of the Christian Religion, 1559
Which of the following beliefs, supported first by Calvin, does this passage seem to best support?",high_school_european_history,['Salvation' 'Predestination' 'Divinity of Jesus' 'Simony'],1,0.0061836951125176,0.1807181646763057,0.0029209707435014,0.8099041345277755,,1.3526778136183291e-05,,,,,3.875486822080054e-06,,0.0001132583266789,,,,,1.0534665404892705e-05,,,,,,,,,,,,,,,,,,,,,,,,,9.296809589582906e-06,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
What is tolerance? â¦ We are full of weakness and errors; let us mutually pardon our follies. This is the last law of nature. â¦ Of all religions, the Christian ought doubtless to inspire the most tolerance, although hitherto the Christians have been the most intolerant of all men.
Voltaire, Letters on the English Nation, 1733
From the passage, one may infer that Voltaire was participating in what cultural movement?",high_school_european_history,"['The Scientific Revolution' 'The Reformation' 'The Enlightenment'
 'The Romantic Movement']",2,0.9715168744476051,0.0122295613969297,0.0004741915552953,0.015703067668601,2.337568683709641e-06,1.1871153304067027e-05,,,3.401142365877898e-06,,,,,,,6.354170475702848e-06,,,,2.337568683709641e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
[T]he the end and measure of this power, when in every man's hands in the state of nature, being the preservation of all of his society, that is, all mankind in general, it can have no other end or measure, when in the hands of the magistrate, but to preserve the members of that society in their lives, liberties, and possessions, and so cannot be an absolute, arbitrary power over their lives and fortunes, which are as much as possible to be preserved, but a power to make law, and annex such penalties to them, as may tend to the preservation of the whole by cutting off those parts, and those only, which are so corrupt that they threaten the sound and healthy, without which no severity is lawful. And this power has its original only from compact, and agreement, and the mutual consent of those who make up the community. â¦
Whensoever, therefore, the legislative shall transgress this fundamental rule of society; and either by ambition, fear, folly or corruption, endeavor to grasp themselves, or put into the hands of any other, an absolute power over the lives, liberties, and estates of the people; by this breach of trust they forfeit the power the people had put into their hands for quite contrary ends.
John Locke, Second Treatise of Government, 1690
From the passage, one may infer that Locke believed a government loses its legitimacy when",high_school_european_history,"['it is weak and can be overthrown'
 'when the people wish to change governors' 'when it becomes corrupt'
 'it tries to exercise absolute power']",3,0.2017948036268695,1.568513102879592e-05,0.7981138949524884,1.5104710313300386e-05,,3.370316431202354e-06,2.821931398100824e-05,,,,,,,,,,,,1.8040003875263976e-06,1.4955688504681098e-06,9.752333955902577e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
âHernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following was NOT a result of the European conquest of the Americas realized by the end of the seventeenth century?",high_school_european_history,"['Europeans established overseas colonies on the coasts of the Americas and throughout the continent of Africa.'
 ""Europe's colonial expansion led to a global exchange of goods, flora, fauna, cultural practices, and diseases.""
 'Europeans created vast global trade networks that allowed them to gain large accumulations of wealth.'
 'Europeans expanded the African slave trade in response to the establishment of a plantation economy in the Americas and to demographic catastrophes among indigenous peoples.']",0,0.0004873689313497,0.9985140927567148,0.0007091176108655,0.0002608699148024,,6.951947751698373e-06,,,,2.256966990535209e-06,,,8.838409727173896e-07,,,,,,,,,,,,,1.2859810271916018e-06,,1.4572074116354518e-06,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Albeit the king's Majesty justly and rightfully is and ought to be the supreme head of the Church of England, and so is recognized by the clergy of this realm in their convocations, yet nevertheless, for corroboration and confirmation thereof, and for increase of virtue in Christ's religion within this realm of England, and to repress and extirpate all errors, heresies, and other enormities and abuses heretofore used in the same, be it enacted, by authority of this present Parliament, that the king, our sovereign lord, his heirs and successors, kings of this realm, shall be taken, accepted, and reputed the only supreme head in earth of the Church of England, called Anglicans Ecclesia; and shall have and enjoy, annexed and united to the imperial crown of this realm, as well the title and style thereof, as all honors, dignities, preeminences, jurisdictions, privileges, authorities, immunities, profits, and commodities to the said dignity of the supreme head of the same Church belonging and appertaining; and that our said sovereign lord, his heirs and successors, kings of this realm, shall have full power and authority from time to time to visit, repress, redress, record, order, correct, restrain, and amend all such errors, heresies, abuses, offenses, contempts, and enormities, whatsoever they be, which by any manner of spiritual authority or jurisdiction ought or may lawfully be reformed, repressed, ordered, redressed, corrected, restrained, or amended, most to the pleasure of Almighty God, the increase of virtue in Christ's religion, and for the conservation of the peace, unity, and tranquility of this realm; any usage, foreign land, foreign authority, prescription, or any other thing or things to the contrary hereof notwithstanding.
English Parliament, Act of Supremacy, 1534
From the passage and its historical context, one may infer that the Act was, in part,",high_school_european_history,"['an attempt to prevent the spread of Protestantism in England'
 ""a solution to Henry VIII's financial difficulties""
 ""an attempt to legitimize Henry VIII's only heir""
 'an attempt to ally England with the Holy Roman Emperor']",1,0.408593724370837,0.2187044605906287,0.0911695940227701,0.2808220861413498,3.058399159568361e-05,6.47463107161441e-05,5.7138418660776966e-05,,,,,,,7.336718182978276e-05,,6.47463107161441e-05,3.46562027652577e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
âThomas Paine, The Age of Reason, 1794â1795
The ideas expressed by Paine above best illustrate which of the following characteristics of Enlightenment intellectuals?",high_school_european_history,"['Many were accomplished scientists who added important pieces to the human understanding of the universe.'
 'They utilized new methods of communicating their ideas, such as salons and inexpensive printed pamphlets.'
 'Most rejected religion altogether and adopted atheism as the only credo of a rational person.'
 'Many believed that the new scientific discoveries would allow humans to solve all problems.']",1,0.0138376633583288,0.0074127279268146,0.0083929670856085,0.9700950667392146,,9.323744229960712e-05,,,,,2.357411722490104e-05,,1.8359540954970022e-05,,,2.671297446581264e-05,6.75409766667858e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The substitution of Plato for the scholastic Aristotle was hastened by contact with Byzantine scholarship. Already at the Council of Ferrera (1438), which nominally reunited the Eastern and Western churches, there was a debate in which the Byzantines maintained the superiority of Plato to Aristotle. Cosimo and Lorenzo de Medici were both addicted to Plato; Cosimo founded and Lorenzo continued the Florentine Academy, which was largely devoted to the study of Plato&â¦The humanists of the time, however, were too busy acquiring knowledge of antiquity to be able to produce anything of value.""
Bertrand Russell, British philosopher, History of Western Philosophy, 1946
According to the information in the text, the schools founded by the Medici family most favored a philosophy known as",high_school_european_history,['Neoclassicism' 'Scholasticism' 'Renaissance humanism' 'Neoplatonism'],3,0.0040139264829582,0.0123710432140481,0.9821753026793728,0.0013031311364874,,7.748700981540667e-06,5.669070742129336e-06,,,2.7045623900398127e-05,,,,7.279230921894904e-06,,,,,,,,,,,9.346717517652396e-06,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""But you, my dear Pangloss,"" said Candide, ""how can it be that I behold you again?""
""It is true,"" said Pangloss, ""that you saw me hanged&â¦.A surgeon purchased my body, carried home, and dissected me. He began with making a crucial incision on me from the navel to the clavicula. One could not have been worse hanged than I was. The executioner of the Holy Inquisition was a sub-deacon, and knew how to burn people marvellously well, but he was not accustomed to hanging. The cord was wet and did not slip properly, and besides it was badly tied; in short, I still drew my breath, when the crucial incision made me give such a frightful scream that my surgeon fell flat upon his back&â¦[At length he] sewed up my wounds; his wife even nursed me. I was upon my legs at the end of fifteen days&â¦.
One day I took it into my head to step into a mosque, where I saw an old Iman and a very pretty young devotee who was saying her paternosters&â¦.She dropped her bouquet; I picked it up, and presented it to her with a profound reverence. I was so long in delivering it that the Iman began to get angry, and seeing that I was a Christian he called out for help. They carried me before the cadi, who ordered me a hundred lashes on the soles of the feet and sent me to the galleys. I was chained to the very same galley and the same bench as the young Baron. On board this galley there were four young men from Marseilles, five Neapolitan priests, and two monks from Corfu, who told us similar adventures happened daily. The Baron maintained that he had suffered greater injustice than I&â¦.We were continually disputing, and received twenty lashes with a bull's pizzle when the concatenation of universal events brought you to our galley, and you were good enough to ransom us.""
""Well, my dear Pangloss,"" said Candide to him, ""when you had been hanged, dissected, whipped, and were tugging at the oar, did you always think that everything happens for the best?""
""I am still of my first opinion,"" answered Pangloss, ""for I am a philosopher and I cannot retract, especially as Leibnitz could never be wrong; and besides, the pre-established harmony is the finest thing in the world, and so is his plenum and materia subtilis.""
Voltaire, French Enlightenment writer, Candide, 1759
The ""concatenation of universal events"" that brought the men together on the ship illustrates the eighteenth-century fondness of",high_school_european_history,"['demonstrating high social status through large vocabulary'
 'exploiting naval power to European nation-states'
 'drawing universal conclusions from a wide range of concrete data'
 'using cause-and-effect to systematize the understanding of human behavior']",3,0.9729764985733026,0.0027415552237212,0.0201932347067485,0.0039803923584281,,1.7298207990685682e-05,2.0865621739140797e-05,,,,,,,,,,4.108684530831263e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The situation is critical in the extreme. In fact it is now absolutely clear that to delay the uprising would be fatal.
With all my might I urge comrades to realize that everything now hangs by a thread; that we are confronted by problems which are not to be solved by conferences or congresses (even congresses of Soviets), but exclusively by peoples, by the masses, by the struggle of the armed people. â¦
Who must take power? That is not important at present. Let the Revolutionary Military Committee do it, or ""some other institution"" which will declare that it will relinquish power only to the true representatives of the interests of the people, the interests of the army, the interests of the peasants, the interests of the starving.
All districts, all regiments, all forces must be mobilized at once and must immediately send their delegations to the Revolutionary Military Committee and to the Central Committee of the Bolsheviks with the insistent demand that under no circumstances should power be left in the hands of Kerensky [and his colleagues], â¦ not under any circumstances; the matter must be decided without fail this very evening, or this very night.
Vladmir Illyich Lenin, ""Call to Power,"" 1917
From the passage, one may infer that the immediate context for Lenin's ""Call to Power"" was",high_school_european_history,"[""Russia's entrance into World War I""
 'the onset of the February Revolution' ""Russia's exit from World War I""
 'the onset of the October Revolution']",3,0.0070072450270067,0.0102036859948209,0.4912457727520563,0.4912457727520563,,4.166660200064037e-05,,,,,8.733794243226937e-06,,,8.820819712754938e-05,,,2.0951283232669167e-05,,,,,,,,,,,,,,,,,,,1.0534966808399151e-05,,,,,,,,,,,
"This question refers to the following information.
Read the following excerpt.
If civilized education developed in every child its natural inclinations, we should see nearly all rich children enamored of various very plebeian occupations, such as that of the mason, the carpenter, the smith, the saddler. I have instanced Louis the XVI, who loved the trade of locksmith; an Infanta of Spain preferred that of shoemaker; a certain king of Denmark gratified himself by manufacturing syringes; the former king of Naples loved to sell the fish he had caught in the market-place himself; the prince of Parma, whom Condillac had trained in metaphysical subtitles, in the understanding of intuition, of cognition, had no taste but for the occupation of church-warden and lay-brother.
The great majority of wealthy children would follow these plebeian tastes, if civilized education did not oppose the development of them; and if the filthiness of the workshops and the coarseness of the workmen did not arouse a repugnance stronger than the attraction. What child of a prince is there who has no taste for one of the four occupations I have just mentioned, that of mason, carpenter, smith, saddler, and who would not advance in them if he beheld from an early age the work carried on in blight workshops, by refined people, who would always arrange a miniature workshop for children, with little implements and light labor?
âCharles Fourier, On Education, 1838
What nation experimented with utilizing the ideas of Fourier and others like him to create national workshops in 1848?",high_school_european_history,['Germany' 'France' 'Great Britain' 'Austria'],1,0.0013214723200596,0.0024705886225882,0.000157827286409,0.9960036717886834,,1.7533027783588012e-06,,,,,5.748858487214668e-06,,,,,,,,,,,,,,,,,,,,,,,,,,5.400552759155576e-06,,,,,,,5.400552759155576e-06,,,
"This question refers to the following information.
Read the following quote.
I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .
Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.
âGalileo Galilei, 1610
Which of the following intellectual hallmarks of the Renaissance seem most in conflict with the questioning of the ancient philosophers, such as Aristotle, through experimentation in natural philosophy?",high_school_european_history,['Humanism' 'Secularism' 'Individualism' 'ArÃªte'],0,0.1320211734300572,0.3167033819574372,0.3588522955961911,0.1920797923681362,,7.301510870883899e-05,,,,1.4377527371073824e-05,9.282829360810495e-06,,,,,,,,,,,,,6.791463041213725e-06,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
The article listed above that was violated by Operation Barbarossa was",high_school_european_history,['Article I' 'Article II' 'Article III' 'Article IV'],0,0.0206877725370591,0.0927222885779346,0.4708515326622097,0.4155250191516095,,6.584467655069293e-05,,,,6.939977849969806e-06,4.480786472275216e-06,,,6.124508956604054e-06,,,,,,,,,,,,,,,,,,,,,,6.124508956604054e-06,,,,,,,,,,,
