question,subject,choices,answer,c,d,b,a,с,3,e,none,bd,ad,а,1,choice,option,all,4,ab,2,bc,g,cd,ba,sol,s,ac,0,band,bcd,bs,social,abcd,functional,function,f,abc,cb,27,k,mass,l,bb,б,n,i,dc,height,not,cs,db,inform,sc,aa,m
Goldthorpe identified the 'service class' as:,sociology,"['those in non-manual occupations, exercising authority on behalf of the state'
 'people working in consultancy firms who were recruited by big businesses'
 'the young men and women employed in domestic service in the nineteenth century'
 'those who had worked in the armed services']",0,1.0129668531905164e-05,3.966835193464973e-06,1.4738580746850175e-05,0.9999620329051733,,,,,,,1.7602724466350415e-06,1.8738002656287851e-06,2.3822697013895854e-07,4.7377090178040864e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial production in the nineteenth century was characterized by:,sociology,"['increasing numbers of women in high status positions'
 'cottage industries and homeworkers doing piecework in the domestic sphere'
 ""the 'managerial revolution' by which ownership and control became separate""
 'power-driven machinery and the concentration of workers in large workplaces']",3,5.8976319292680056e-05,0.9998831011140802,3.5352881575136414e-05,7.18713613713226e-06,,,8.850420726230916e-07,,,,,,,,,7.888294127568661e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The term 'collective consumption' (Castells 1977) refers to:,sociology,"['the privatization of public services by the Conservative government'
 'the lifestyle practice of shopping in peer groups'
 'the form of tuberculosis suffered by those who collect stamps'
 'the provision of health, housing, and education services by the state']",3,2.14417272842228e-05,9.609515481887078e-05,0.9998296230068099,3.5998915914087876e-05,,,,,,,,4.7370945781796586e-07,,,,,,2.4056951286750126e-06,,,,,,,,,7.810148592363055e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
The deviant subculture of homosexuals who met in seventeenth and eighteenth century London was called the:,sociology,['pollies' 'mollies' 'dollies' 'lollies'],1,2.7535398937601913e-05,1.9946576088810685e-06,0.9999627277854787,3.726511014253479e-06,,1.3573815377184146e-07,,,,,,1.057129804501769e-07,,,,,,8.851239484737328e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.067663281135954e-06
Robert and Tanya are married and live with their three children. Their family unit is called,sociology,"['a family of orientation' 'a nuclear family' 'an extended family'
 'a communal family']",1,0.00013981882531731763,6.143210447269781e-06,0.9998397716149487,7.171378517085859e-06,,5.042654211104607e-07,,,,,,,,,,,,2.726033111237953e-06,,,,,,,,,,,,,,,,,,,,,,,,,2.873217760544467e-07,,,,,,,,,,
"In Durkheim's work, the term 'collective representations' refers to:",sociology,"['effervescent ceremonies that create a feeling of belonging'
 'images of gods or totems that are widely recognized'
 'shared ideas and moral values, often symbolized by an object or figurehead'
 'ideological tools used to obscure class divisions']",2,0.9998446036869257,1.892252860139705e-05,0.0001233903863089833,4.494494492761061e-06,2.259973757976748e-06,1.4591487266033929e-06,1.7427046356084735e-07,,,,,,,,,,,1.9747430619921292e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a characteristic of totalitarian societies?,sociology,"['indoctrination and propaganda' 'freedom of movement for citizens'
 'one-party rule' 'a centrally planned economy']",1,4.538404263673984e-05,5.142685770774064e-05,0.9996542117548864,0.00023223891641205278,,,,,,,,1.0026641019194713e-06,,,,,6.473685999064524e-07,2.560392480639694e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freud's notion of the 'ego' referred to:,sociology,"['the unconscious mass of instinctive drives that may be repressed'
 'the self as a whole: an unstable mix of conscious and unconscious elements'
 'the conscious part of the mind that regulates emotional drives on a practical, rational level'
 'the neurotic part of the mind that longs for belonging and may suffer an inferiority complex']",2,0.9999078861912725,4.006147665063087e-05,3.535412905714683e-05,5.054593175909776e-06,1.8737001965704464e-06,3.0892093690007064e-06,5.042995665200898e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following theories focuses on how society manages to carry out the activities necessary to maintain order and stability?,sociology,"['Functionalism' 'Interactionism' 'Rational-choice theory'
 'Conflict theory']",0,4.222480788628675e-06,3.288471344687975e-06,7.484526282316709e-05,0.9999128893553673,,,,,,,6.08306032895437e-07,3.256027561443315e-07,,,,,,,,,,,,,,,,,,,,1.5292171805946683e-06,,,,,,,,,,,,,,,,,,,,,
Which of the following is a personal document with closed access?,sociology,"[""government 'white paper'"" 'confidential medical records'
 'household account book' 'the shares register of a business']",2,2.1588712169355142e-05,1.3006578199874913e-05,0.9999556280030005,3.140383666208157e-06,,3.0588540056096666e-07,,,,,,,,,,,,3.726447045001339e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The tripartite system used the 11+ exam to select pupils for:,sociology,"['popular schools that lay outside their catchment area'
 'private, public and comprehensive schools'
 'grammar, technical, and secondary modern schools'
 'polytechnics, colleges and universities']",2,0.9999183105296656,1.300618127666516e-05,4.006185870846625e-05,9.86212848573755e-06,8.850817434811615e-07,1.147791469111076e-05,3.689569631681324e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durkheim defined social facts as:,sociology,"['ways of acting, thinking, and feeling that are collective and social in origin'
 'the way scientists construct knowledge in a social context'
 'data collected about social phenomena that are proven to be correct'
 'ideas and theories that have no basis in the external, physical world']",0,4.222742543387703e-06,3.500776527047568e-06,8.939546034502815e-06,0.9999776594295872,,,,,,,8.851349221014513e-07,1.287863712436362e-06,,7.811288271239879e-07,,,,1.5381338589927174e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The media-themes model of media influence claims that:,sociology,"['audiences selectively interpret what they want to hear'
 'content analysis is the best way to identify the themes covered by the media'
 'audiences passively absorb whatever messages they are given'
 'social interaction reinforces the ideas and images that audiences select']",3,4.0048488851924707e-05,0.000261148951845958,9.607133046759892e-05,0.9995889406271271,,,,,,8.311798689639429e-07,1.6529985493710926e-06,1.6529985493710926e-06,,6.890723138164783e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowlby's maternal deprivation thesis claimed that:,sociology,"['mothers who are living in poverty cannot afford to give their children the resources that other children enjoy'
 'children deprived of an early, secure attachment to their mother are prone to suffer physically, intellectually and socially in later life'
 ""'mothering' is a socially constructed activity identified in the narratives of new mothers""
 ""deprivation is something children inherit, usually through their mother's side""]",1,1.8924531805600296e-05,6.9619461850754236e-06,0.9999549465889577,1.0666419572976708e-05,,3.9276612719500564e-07,,,,,,3.9276612719500564e-07,,,,,,3.500686385990248e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
War became possible between nation states in the nineteenth century because:,sociology,"['the world was divided into several rival overseas empires'
 'industrialization provided better transport, technology and administration'
 'there was intense economic, political and military competition'
 'all of the above']",3,2.144428348965778e-05,0.9999494935877608,1.473842613379605e-05,8.042720305190882e-06,,,9.421960602866255e-07,,,,,,,,1.2098036889110827e-06,1.7602539807390547e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not identified by Fulcher & Scott as a criterion of community?,sociology,"['a shared sense of identity and belonging together'
 'common activities involving all-round relationships'
 'a fixed geographical location'
 'collective action based on common interests']",2,0.9997977279686149,9.609194735056362e-05,1.89216263264327e-05,7.597281582854819e-05,2.5607636581851167e-06,1.0674851104703732e-06,4.736936463228325e-07,,,,,,,,,4.449939991274155e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:,sociology,"[""assimilation: all racial boundaries were dissolved by the 'ethnic melting pot'""
 'multiculturalism: all ethnic identities were celebrated equally'
 ""most ethnic groups were integrated into mainstream society, but the black population remained in the city's ghettos""
 'racism: the white host population were hostile and prejudiced towards migrants']",2,0.9971993950568847,0.0019250059625152444,0.000624957935410109,0.0001827694949021303,1.989103166971096e-06,5.079352878176973e-06,4.771610444398673e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to Scott (1990), a document is 'authentic' if it:",sociology,"['is a sincere and accurate account, free from political bias'
 'is representative of all the similar documents that did not survive'
 'has both a literal and an interpretable meaning'
 ""is a 'sound' original, or reliable copy, of known authorship""]",3,3.28859679230715e-06,1.0129591248962276e-05,1.670087255566198e-05,0.9999595860991136,,,,,,,1.0676510627692708e-06,2.405988810555704e-06,,1.1365086403756524e-06,,,,,,,,,3.689703342720389e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a consequence of global tourism?,sociology,"['decreased rates of prostitution and sex tourism'
 'developing countries can depend on it as a crucial source of income'
 'the exploitation of cheap, unregulated labour in poor countries'
 ""we have become more aware of 'other' societies and ways of living""]",0,0.0007093127408103091,0.0003350556141918466,0.00012326007211025089,0.9987955411854578,,,1.6516859110831732e-06,,,,7.402342695332826e-06,1.9923135084909757e-06,,1.4576077005735159e-06,,,,,,,,,,,2.1208066902158435e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did Thatcher's government not strive to achieve:,sociology,"['marketization and privatization'
 'individual freedom, choice and responsibility'
 'generous financial benefits for single parents, students and the unemployed'
 'the rolling back of the welfare state']",2,0.9997451218279702,3.53483640356834e-05,6.603943821150808e-05,0.00014109305585673426,1.459001229476298e-06,4.180108508698744e-07,,,,,,,,,,,,,,,,,,,9.420019938678547e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One of the ethical problems with covert participant observation is:,sociology,"['not being able to write comprehensive fieldnotes or record conversations'
 'deceiving the respondents as to the reason for your presence'
 'observing people outside of their natural setting'
 'subjecting the participants to physical harm']",1,2.753374461972554e-05,2.429844434346306e-05,0.9999033314678692,3.608777734872237e-05,,2.3821356625042802e-07,,,,,,3.465986937399569e-07,,,,,,4.784647380527184e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The embourgeoisement thesis suggests that:,sociology,"['capitalists are being replaced by salaried managers with bureaucratic authority'
 'the affluent working class is adopting middle class values and ways of life'
 ""white collar occupations are being 'deskilled' by the introduction of new technologies into the workplace""
 'the class structure has fragmented and there are no longer any distinct social classes']",1,5.144005236347251e-05,8.938940750498008e-06,0.9999077662097013,2.4645160554206054e-05,,2.5357823046498817e-07,,,,,,3.2560089303574655e-07,,,,,,3.2884525279578403e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women have been excluded from the public sphere because:,sociology,"['industrial capitalism separated the middle class home from the workplace'
 ""those who enter paid employment have been 'sidelined' into particular fields""
 ""it is difficult to succeed in 'malestream' politics without compromising their femininity""
 'all of the above']",3,6.962025858682546e-06,0.9999637131129046,1.1478440120374239e-05,1.1716667544895516e-05,,,2.1232979222189927e-06,,,,,,,,4.737718054275522e-07,1.4593198976202615e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Economic aid has largely failed to promote modernization in the developing countries because:,sociology,"['there are no clearly defined projects into which the money can be directed'
 'the United Nations has refused to call on rich countries to provide it'
 'debt repayments with interest can be greater than the amount of money received'
 'debt repayments with interest can be greater than the amount of money received']",2,0.9604458511771345,0.03723943810352244,0.0008757874323352024,0.0009923971741660025,,,2.0596546257546064e-05,,,,,,,,,,,,2.0596546257546064e-05,,0.00015218903574122801,,,,4.096112328636678e-05,,,,,,,,,,,,,,,,,,,,5.598721742090362e-05,,,,,,,,
How is terrorism different from the types of crime described by the Chicago School?,sociology,"['it is committed on a larger, often global, scale, and is well organized'
 'it is associated with political conflict between states and their citizens'
 'it can have far-reaching effects upon international relations'
 'all of the above']",3,9.606363463198008e-05,0.9995034251054072,0.0003352950306059191,4.004528075034552e-05,,,1.287253440409821e-06,,2.1223221279855918e-06,,,,,,6.1411427017650894e-06,2.1223221279855918e-06,,,,,,,,,,,,1.4586492447053387e-06,,,,,,,,,,,,,,,,,,,,,,,,,
The human relations approach emphasized the importance of:,sociology,"['scrutinizing employees as they interacted with customers'
 'teamwork, communication and employee satisfaction'
 'strict control and discipline to ensure high productivity'
 'providing therapy and counselling in the workplace']",1,3.535571375993035e-05,6.9619528245078585e-06,0.9999506078949015,3.7264648141278955e-06,,3.0588685913969557e-07,,,,,,,,,,,,6.893266780226905e-07,,,,,,,,,1.637294371883006e-07,,,,,,,,,,,,,,,1.8552975847142494e-07,,,,,,,,,,,
Which of the following did Domhoff not identify as a process of decision-making in the USA?,sociology,"['the ideology process' 'the exploitation process'
 'the policy-formation process' 'the candidate-selection process']",1,0.00014045703010451328,0.9994868743328849,0.00023043852631266843,0.0001112562941122092,,,8.393722707365086e-06,,,,,,,,,3.2870290409689823e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
