question,subject,choices,answer,d,c,a,b,dc,e,cd,ac,4,bd,ab,bc,ad,bcd,f,abcd,1,abc,s,r,ba,Ð°,aa,cb,3,option,199,abd,da,all,db,g,dd,cc,ca,2,none,m,'},choice
In what ways has human security been significant as a concept?,security_studies,"['Human security has put particular emphasis on the nexus between conflict and development, a concept which is very useful. The significance of the nexus between development and conflict is not just that it raises ethical issues about human suffering and inequalities, but that its frequent outcomes, so called state future, has dire local, regional, and global effects.'
 'From a normative perspective, the concept serves to highlight good global norms. Human security often serves as an umbrella norm. Developing good global norms is not only important for moral and ethical reasons but also because they serve to enhance state and international society.'
 'The development of the human security concept highlights the view that the threats to humans as well as to state entities are changing and increasing. These changes have spurred debates about the meaning of security and the arguments for its broadening and deepening. Like internal violence, these transnational issues have serious local, regional, and global effects.'
 'All of these options.']",3,0.8817550025584778,0.0266266911194253,0.0723788506219257,0.0183002393360598,,7.478889543566587e-05,,,,5.140160600555223e-05,0.0001233060427169,,4.536175808777358e-05,,,0.0002303660158329,,9.60308426253968e-05,,,,,,,,,,,,,,,,,,,,,,
Which of these statements is not accurately applied to Critical Security Studies?,security_studies,"['The referent object can be objectively studied and should be considered accordingly.'
 'The security analyst and the object of the security should not be regarded as separate.'
 'Critical Security Studies is a post-positivist approach.'
 'Critical Security studies questions the epistemological principles of other approaches in Security Studies.']",0,0.0031437748835244,0.0031437748835244,0.9877446356111538,0.0058733447172215,,1.2847889402948572e-05,,5.70121636277764e-06,,,1.133822260285156e-05,,1.549751283905183e-05,,,,,,,,,2.866751620049229e-06,1.850913959119557e-06,,,,,,,,,,,,,,,,,
Can armed forces be linked to environmental security and in what ways?,security_studies,"[""Military warfare enhances the ability of people's access to resources and to aid the development in ecologically sustainable ways; it can secure access routes and rights that would otherwise be denied; rebuild infrastructure and equitable access of resources; benefit the management of environmental problems; and also to bolster social institutions and cohesion.""
 'It is when considering the military and the security institutions that some of the greatest contradictions with the concept of environmental security are raised. War impacts negatively on the sustainable growth of the nation but armed forces may be required to manage the effects.'
 'Stronger militaries and technological advances have reduced the negative impact on the environment having greater impact with fewer materials, whilst the spectre of mass destruction warfare has been reduced with the ending of the Cold War.'
 'All of these options.']",1,0.1946909112187533,0.008554121643299,0.7700175370221082,0.0263485496133841,,9.502770772311297e-05,,,,1.0661813319809326e-05,2.4026767210963464e-05,,6.53115247061776e-05,,1.0661813319809326e-05,1.3690039290615084e-05,,,,,,,,,,,,,,,,,,,,,,,,
"When considering economic tools for security policy, which of the following is the odd one out?",security_studies,"['Withdrawal of economic trade rights with the domestic market.'
 'Export controls protecting technological advantage and further foreign policy objectives.'
 'Control of munitions and arms sales.'
 'Import restrictions to protect a domestic market from foreign goods.']",0,0.2158023042377358,0.0200727434920145,0.7532240528002191,0.0107441653558309,,4.390892716893209e-05,,,,,,,3.874949222239516e-05,,3.604264226238664e-06,,,,,1.4114501510249598e-06,,1.9292236184964e-06,,,,,,,4.084166432406443e-06,,,,,,,,,,,
What is the market vision of transnational organized crime?,security_studies,"['Market place scholars argue that transnational crime operates like a capitalist marketplace in its scope and extensity of operations. Criminal organizations are thus very resilient to law enforcement efforts by virtue of their sheer size. Of comparative difference is the development of highly sophisticated networks of collaboration between criminal groups that has enabled them to survive under the conditions of the competitive logic of the marketplace.'
 'Market analysts argue that the criminal alliances create organizations with a high level of wealth and power that far underestimates what government and official estimates attribute to them. Within this perspective the threat to the licit economy is vastly increased.'
 'Market analysts believe that white-collar and corporate crimes contribute significantly to undermining the licit market. Those organized crime groups are more prone to use violence and corruption than ordinary criminal groups as a result of the extent of profits invested in their activities.'
 'Market analysts claim that organized crime is highly disorganized, and resembles more a market for illicit goods and services than an organization. Proponents of this view minimize the threat posed by organized criminals to states and societies.']",3,0.2731947555664152,0.1462306151283758,0.450422004546071,0.1290480802975607,,0.0005273900087486,1.921017966442349e-05,,,2.466635894825775e-05,3.371491528109047e-05,,5.558649796378665e-05,,4.3290808142394096e-05,,,,,,,,,,,,,,,,,,,,,,,,,
What impact did the end of the Cold War have on warlord politics?,security_studies,"['Within the context of state collapse, elites deliberately engender disorder for the pursuit of commercial activities and the exploitation of neo-liberal globalized shadow markets which would not otherwise be permissible in normal conditions. Warlord politics represented a new form of regime security forced upon weak state elites.'
 'Warlord politics represented the entrenchment of traditional patterns of redistributive networks within society but maintained by alternative political sources. Assistance derived from superpowers was superseded by US hegemonic endorsement at the end of the Cold War.'
 'Warlord politics in response to the rapid global changes inaugurated by the end of the Cold War and by globalization, was a temporary aberration in the normal function of the state and was reflective of the immediate need to secure infrastructural survival.'
 'Warlord politics was a new phenomenon which represented the opportunistic exploitation of hollowed out state institutions and fragmented armed forces. Commercial activities accumulated in a shadow economy facilitated by the end of the Cold War, not of strategic design.']",0,0.3728083866465763,0.0445256095579942,0.5424330018684315,0.039293712520621,,0.0004365138204392,,,,1.5900014747222717e-05,4.0602110041553e-05,,0.0001250633034516,,2.790539492785065e-05,,,,,,,,,,,,,,2.1732743421726897e-05,,,,,,,,,,,
In what ways might the effects of chemical weapons affect the decision to deploy them against a target?,security_studies,"['Chemical weapons are a highly complicated means to conduct an assault. The unpredictability of chemicals (the degree of evaporation, stability and concentration) frequently proves to be incommensurate with political objectives.'
 'Analysts are concerned with the potential ease of chemical manufacturing. Weapons could be quickly and effectively deployed being light, concealable and rapidly deployed. Most weapons can be delivered in a line source for example a crop duster or administered through an aerosol. Dispersal in areas of poor ventilation or closed venues where people are in close proximity could have potentially catastrophic effects.'
 'Chemical weapons have the potential to cause mass casualties. Moderate exposure to chemicals produces serious side effects and would generate serious casualties if weaponized.'
 'Wind, temperature and terrain can affect the lethality and persistence of an agent and is dependent on the extensity and degree of contact with the target.']",3,0.252946015319219,0.0930536387621773,0.2866253859683907,0.252946015319219,,,,,,0.0076383059886278,0.0266603138706591,0.0076383059886278,0.0059487186852823,,,0.034232520626799,,0.0086553346150646,,,,,,,,,,,,,,,,,,,,,,
"What is the relationship between war, military security, and security studies?",security_studies,"['War is best regarded as a rational instrument of political policy; it is a continuation of politics by other means.'
 'War is best regarded as a social aberration, and is the result of catastrophic failure in social cohesion.'
 'War is an anarchic state in which state or other actors must draw upon exceptional (military) means in order to ensure the protection of their interests.'
 'War is a state of mass conflict which is inflicted upon state actors as a result of their failure to effectively control the behaviour of their population.']",0,0.010836108419323,0.4607631370504679,0.5221130359789559,0.0058001508721135,,8.273474819830596e-05,,0.0002248963626095,,,1.051854285113904e-05,,1.051854285113904e-05,,1.051854285113904e-05,,,1.1196930580927569e-05,,,,,,,,,,,,,,,,,,,,,,
How has coercive diplomacy featured in contemporary security studies?,security_studies,"[""Compellence and coercion through diplomacy are linked with the 'pre-emptive use of force'.""
 'Coercive diplomacy is a softly-softly approach to international power bargaining, that has been side-lined in recent years.'
 'Deterrence as a strategy has dominated contemporary instances of coercive diplomacy.'
 'All of these options.']",0,0.6460933966934183,0.1272233330812688,0.1851142833555188,0.0413033689903871,,3.3238176531322054e-05,6.14844442513006e-06,,,,,,1.2227641807900506e-05,,,,,,,,,,,,,,,,,,,,,,,,1.7757956310489578e-05,,,
In what ways is defining coercive diplomacy success problematic?,security_studies,"['Isolation of the effect that the threat of force or the limited use of force, in a given case is dependent on the sufficiency of the ""stick"" for success. The question to ask is whether the stick employed was sufficient to produce compliance.'
 'Success is an independent function from the amount of coercion required to produce compliance. Ideally, coercion should be required to solve all disputes. If the threshold from persuasion to coercion is crossed, the degree of success is equated to the production intended outcome: to stop or undo an action.'
 'In protracted diplomatic affairs involving a series of inconclusive exchanges which results in tactical/temporary successes followed by new acts of non-compliance, the production of the intended outcome (compliance and ceasing of actions) is regarded as a success from a policy goal perspective.'
 'Coercive diplomacy success resulting from the use of threats and sanctions (inducements may, but need not, be employed) are classified as cheap successes. Successes resulting from the use of limited force count as costly ones. Compliance can only be considered a success if the outcome is lasting.']",3,0.0989726244983808,0.2374229553852249,0.4435644766000575,0.2095250227299416,,,,0.0012458814752926,,,0.0023276130296551,0.0018127468501826,,0.0004044784949898,,0.0010994865429332,,0.0015997434804561,,,,,,,,,,,,,,,,,,,,,,
"In what ways, if any, can the environment be considered a security concern?",security_studies,"['Environmental security entails a consideration of the security of the global environment, as well as its nested sub-systems and social systems beyond the boundaries of the nation state.'
 'Environmental security is a critical security project in that it questions who and what is to be secured and from what threat by orthodox security policies, or whether linkages between environmental, security and development issues can be made.'
 'Environmental security is a practical endeavour to assess how environmental change causes violent conflict within and between countries, and the ways in which environmental security can undermine national security.'
 'All of these options. The environment is both an object to be secured and a source of risk, although it may mean different things to different people. Whilst deepening the concept of security it has both critical and practical dimensions although the utility of the concept is contested.']",3,0.9631119706414626,0.0050539471086257,0.019988753333887,0.0106992061129202,,0.0005326821062258,,,,8.168948569172174e-05,5.274269606151251e-05,,3.405324399194974e-05,,3.0051882345853127e-05,0.0001346831926524,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the liberalist attitude towards international organisations?,security_studies,"['Liberalism holds that international organisations can enhance national and international security. It advocates the inclusion of non-governmental organisations and other actors to encourage cooperation and build communities.'
 'The liberalist advocacy of cooperation as enhancing security is undermined by the failure of international organisations such as the league of nations in preventing global conflicts.'
 ""Under liberalism's different schools of thought, there is a general consensus that the involvement of international organisations in the political system ultimately undermines security by disempowering the state as a unitary actor.""
 'All of these options.']",0,0.1100336006269709,0.0404790995087317,0.8130445204918607,0.0357226799358693,,0.000212414870098,,1.7436074319690746e-05,,1.9757660642915784e-05,4.18269679092803e-05,,0.0001459904628741,,,,,,,,,,,,,,,,2.238836259373934e-05,,,,,,,,,,,
What is the relationship between culture and social constructivism?,security_studies,"['All of the below.'
 'Culture is the product of shared identity and interaction, although it is important in understanding the dynamics of social identity, its wider reference to security studies is largely disputed.'
 'Social constructivism does not regard culture as being an important feature to study, instead focusing on individualistic aspects of identity such as personal interests and ambition.'
 'Culture is commonly regarded as a set of practices that give meaning to shared experiences and actions; it can impact on how states see security and is crucial in constructing the values and rules that inform identity.']",3,0.7904088976455367,0.0025156987106585,0.1998466542893835,0.0032302210852141,,2.3168784136678257e-05,,,,2.6253671903916197e-05,2.4663042333358005e-05,,0.0036603200257742,,,6.704109980928323e-05,,,,,,,,,,,,,2.044638023726967e-05,,,,,,,,,,,
Which of the following is an impact of common structural adjustment policies on the poor?,security_studies,"['Cost of imports soar, including vital resources such as imported medicines. Basic food prices rise, putting even greater pressure on already stretched household budgets.'
 'Reduced health, education, and social welfare spending and the introduction of cost-recovery and user-fees put healthcare and education beyond the reach of many ordinary people. Public sector redundancies and salary freezes lead to fewer teachers and doctors.'
 'Massive redundancies and increased unemployment with no social security provision push families deeper into poverty. Farmers and small companies can no longer afford to borrow money and are forced to reduce production or go out of business.'
 'All of these options.']",3,0.9929863877794772,0.0019169150758357,0.003589608084143,0.0013174751799747,,6.55932268583649e-05,,,1.3749087269498514e-05,6.494608956828384e-06,,,,,,7.833993781886836e-06,7.833993781886836e-06,,,,,,,,,,,,,,,,,,,,,,,
How might the diversity of the current global international system impact upon the case for humanitarian intervention?,security_studies,"['The global political arena is dominated by a paradigm of human-security which promotes human security based on core assumptions of what it is to be secure, and which transcend cultural or political diversity.'
 'Despite the inclusion of a diverse range of political actors, whose cultural, ethical and religious values are often at odds with one another, there exists a general consensus amongst all states that humanitarian intervention is sometimes justified.'
 'The diversity of states, in terms of their cultural, political, ideological and religious values, results in a global system characterised by radical disagreements on how states should govern themselves and each other. In order to protect this diversity there exist rules of engagement that prohibit interference in the sovereign state, such as humanitarian intervention.'
 'Within the contemporary global arena there are a number of radically different views on how states should govern themselves and each other. In order to protect this diversity, there exists a need for unifying principles of humanitarian intervention.']",2,0.1139567788745206,0.7430915425762051,0.1005665043852821,0.0419223561300562,,0.0001039151315083,4.331827159573246e-05,1.696367889480259e-05,,,,2.1781794861455945e-05,,1.0288991351217891e-05,1.1658954633250507e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are economic objectives of IMF adjustment policies?,security_studies,"['Devaluation to promote exports and reduce demand for imports by raising their prices.'
 'Tighter monetary and credit policies with higher interest rates to reduce overall demand, and thus demand for imports; to limit or reduce the rate of inflation.'
 'All of these options.'
 'Public spending cuts to reduce the budget deficit and slow the growth of government debt.']",2,0.0021743939712603,0.9940339741549402,0.0015100335208273,0.0021743939712603,,,,7.36696097779086e-06,,,,1.6601702839493937e-05,,,,,,1.0069441775591355e-05,,,,,,,7.36696097779086e-06,,,,,,,,,,,,,,,
To what extent have biological agents been weaponized?,security_studies,"['Military professionals believe that the majority of biological agents can be sufficiently stable in their effects to be used as a weapon. Resource requirements would be minimal as fermenters used to make vaccines could be converted for military production and relatively small quantities of the agent are required to produce highly lethal effects, making them an efficient and effective weapon.'
 'Construction of the means to transmit biological weapons in warfare has focused on the use of vectors, for example lice, fleas, or mosquitoes, as a mode of transmission as a military weapon. These are favoured because the target would find it difficult to contain the source of the outbreak, placing the infrastructure of the target country under strain.'
 ""Biological agents comprise bacteria, viral, and toxin agents. However, not every disease provides the basis for an effective biological weapon. An agent's storage, delivery, mode of transmission and its very resilience can shape its effects on a target population.""
 'Inoculation programs against naturally occurring disease have eradicated the potential for viral agents to cause a global pandemic. Vaccination capabilities have undermined calls for the weaponization of viral agents made by some military strategists as most public health authorities have in place programs to deal with a possible outbreak.']",2,0.0114658867601076,0.108785304709502,0.8038206473706058,0.0747669736168498,,0.0001635520907202,,0.0003055555323177,,,0.0001853287985955,9.919935748194769e-05,2.84210917640268e-05,,,,,5.30975897939533e-05,,,,,,,,,,,,,,,,,,,,,,
"According to Buzan, Waever, and de Wilde, in what ways does the Copenhagen School's approach to Security Studies differ from that of Critical Security Studies?",security_studies,"['The theory and knowledge that underpin each approach are fundamentally at odds with one another. Whilst Critical Security Studies is post-structuralist and constructivist, the Copenhagen School is based on an objectivist epistemology.'
 'Whilst Critical Security Studies regards security to be a social construction, based on the changeable ideas that form human society, the Copenhagen school disregards this epistemological approach and instead considers security as an issue to be studied objectively from a positivist approach.'
 'Critical Security Studies regards security to be an empirically definable state, which should be studied from a positivist approach. However, the Copenhagen School views security as a socially constructed entity that denies the validity of an objective approach.'
 'Neither Critical Security Studies nor the Copenhagen School account for the changing nature of society and its impact on the construction of security.']",0,0.0129033800859862,0.5486655846051388,0.2591712553597519,0.1781256251795547,,4.106861076469804e-05,,0.0001433435363553,,,0.000126500226839,0.0003896483159004,,,,,,0.0001116360583617,,,,,,4.106861076469804e-05,,,,,,,,,,,,,,,,
What are Fission Nuclear Weapons?,security_studies,"['Fission nuclear weapons are gun-type devices that require a relatively small amount of fissile uranium-235 material to produce a comparatively large explosion because mass and energy becomes interchangeable in the barrel. Implosion devices however are unable to sustain the reaction; the neutron generator is unable to set off the interchange being destroyed in the explosion.'
 'Implosion fissure devices are constructed with relative ease because unlike the gun-type fissure device it uses high-explosive shaped lenses to compress the fissile material to critical tolerance. Detonation is highly volatile with a high potential of ""going critical"".'
 'Fissile weapons are produced by the rapid rearrangement of hydrogen, oxygen, carbon and nitrogen in a chamber, striking each other at high velocities the friction sparking a chemical explosion.'
 'Gun-type devices are of rugged design using two sub-critical masses fired down a barrel at very high velocities with a high probability of producing a reaction. Implosion devices are more complex, requiring the assembling of shaped charges to compress the fissile material to critical tolerances, and are detonated with more than split-second timing.']",3,0.5094957584901374,0.0072675679742886,0.0325709721927824,0.4496284287475353,,6.287678298150599e-05,,,,0.0004646000767706,2.313107578589448e-05,,2.7901403314595103e-05,2.172963475019776e-05,,,,,,,,,,,,,,,,,0.0001174692956215,,,,,,,,,
Why is HIV/AIDS considered to be a non-traditional security issue?,security_studies,"['HIV/AIDS is a newly emergent disease that did not exist until relatively late in the 20th century.'
 'Ill health can threaten the state indirectly, but can also be a threat to other referent objects such as the economy.'
 'The overwhelming scale of HIV/AIDS requires a new approach in order to theorize its impact on security.'
 'None of the above - HIV/AIDS is better defined as a traditional security issue.']",1,0.0177599661250808,0.3567183703115771,0.1022015242224164,0.5190221662399411,,7.258092230806991e-05,,0.0001536538137319,,,0.0003685963375853,0.0021211254706348,,6.405243912360486e-05,,,,0.0008842166476803,,,,,,,,,,,,,,,,,,,,,,
Which of the following is an important reason to advocate the process of desecuritization?,security_studies,"['To prevent the erosion of established civil liberties through the removal of special rights and the cessation of extraordinary measures.'
 'To prevent stagnation of the security realm and facilitate the recognition and securitization of new or more urgent existential threats.'
 'To prevent the securitization of irrelevant threats and to challenge the legitimacy of currently securitized threats.'
 'To ensure that securitizing actors conceptualise security threats in terms of those that can be addressed using extraordinary measures.']",0,0.0001393094570165,0.9961956402718584,0.0019231077342054,0.0016971366187727,,1.753647260640348e-06,,4.766907482125641e-06,,,,5.74998800113115e-06,,,,,,3.4875440156658032e-06,,,,,,,7.38313073910194e-06,,,,,,,,,,,,,,,
Which of the following statements best describes the process of 'medicalization'?,security_studies,"[""The term 'medicalization' refers to the process whereby a medical or health issue becomes securitized.""
 ""'Medicalization' is the outcome of security dialogue that discusses threats or risks to national security in terms of medical language.""
 ""An issue is said to be 'medicalized' when it is dismissed as a security threat, instead deemed to be a medical issue concerning health as mutually exclusive from security.""
 ""The perceived 'medicalization' of societies occurs when social issues are increasingly considered and responded to as medical problems.""]",3,0.993401605686727,0.0021730568694652,0.0040598047116487,0.0002940912669183,,1.2138596275034408e-05,,,7.837266797879065e-06,2.7084869308255613e-06,,,1.2138596275034408e-05,,,2.88316932991525e-06,,,,,,,,,,,,,,,,,2.88316932991525e-06,,,,,,,
How has the conceptualization of health as a security issue changed during the twentieth century?,security_studies,"['Health has long been regarded as a security issue. During the 20th century there was an increasingly sense of panic about the potential damage of a serious pandemic disease outbreak in the newly globalised world. Medical advances and a series of successful contained outbreaks have largely allayed these fears.'
 'Since the early 20th century there has been growing recognition of the success in medical and technological advancements that have the ability to keep infectious diseases at bay in the modern population.'
 'Pandemic disease is a relatively new threat to security, emerging only in the early 19th century. Therefore, human populations are still formulating and testing new ways of controlling outbreaks and minimising their impact on security.'
 'During the 20th century, security analysts were predisposed to focus on the potential threat of nuclear confrontation and military combat. Since the reduction in these threats, there has emerged a series of pandemic diseases, and a sense of growing unease at the future impact of more serious outbreaks in an increasingly globalised population.']",3,0.9754719193343236,0.003518080051539,0.0084394353178354,0.0122793059316762,,7.301538723990578e-05,,,9.28286477206182e-06,3.449002676756456e-05,,,1.437758221709278e-05,,7.695765196170313e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the circumstances that have shaped the emergence of peace studies as a field of research?,security_studies,"['Peace studies developed after the Second World War as a response to the failure of International Relations to prevent global conflict following World War I. Initially, the field was conditioned by the nuclear arms race and East-West divide that characterised the Cold War, but was quick to embrace environmental concerns and the issues surrounding the North-South wealth/poverty divide.'
 'Peace studies developed as a discipline following the Cold War when the security studies paradigm shifted to include areas of concern such as environmental, societal and economic security. As a field of research peace studies adopts a Euro-centric approach to security and has thus been defined by developments within the West and wealthier nations.'
 'Peace studies emerged as a response to the developing nuclear capability of states during the Cold War. The aim of peace studies is to secure the state as a referent object and does this through the study of weapons accumulation. The approach is particularly focused on the nuclear arms race between East and West.'
 'Developed as a response to World War I, peace studies focuses on disparities in wealth and resource allocation that exist within the global system, with the aim of promoting peace through the equal distribution of these resources.']",0,0.0334450187159904,0.0551415137560173,0.7612050266342655,0.1498901569684063,,5.028252797090507e-05,,9.301332414936204e-06,,,3.455864238491024e-05,1.2713414048204495e-05,1.121954851881595e-05,,,,,,,,9.301332414936204e-06,,,,,,,,,,,,,,,,,,,
Which of these statements is commonly regarded as a tangible benefit of the securitization process?,security_studies,"['Securitizing injects urgency into an issue and leads to a sustained mobilization of political support and deployment of resources.'
 'Securitization encourages more efficient handling of complex problems.'
 'Securitization mobilizes popular support for policies in specific areas by calling them security relevant and encourages the allocation of more resources.'
 'All of these options.']",3,0.7192603346288051,0.2335294481907297,0.040619820427291,0.0062228226705393,,3.700225616980904e-05,3.700225616980904e-05,,3.700225616980904e-05,,,,,,,,,,,,,,,,1.8605902858350063e-05,,,,,,,,,,,,,,,
In what ways might a society be threatened?,security_studies,"['Societies are threatened when their linguistic heritage and traditions are under attack. The inability to use and develop traditional language signifies the destruction of a society.'
 ""Threats to societal security exist when a society regards its collective identity as being under question. Such circumstances include the suppression of expression and interference with a society's ability to reproduce itself across generations.""
 'Military threats to societies in the form of external aggression, mainly through de-population policies with the intent of preventing collective identities from being reproduced over generations.'
 'Migratory influxes into a host receiving state results in a shift in the composition of the population resulting in horizontal competition or vertical competition. This is not an outright threat to survival but part of wider uncontrollable processes of evolutionary identity.']",1,0.1126846339027697,0.1126846339027697,0.2385534002819364,0.4456764257084385,,,,0.0026500885820027,,,0.019581653199554,0.0134582603050564,,0.0056102375721249,,0.0251433404089922,,0.0118768730333895,,,,,,,,,,,,,,,,,,,,,,
Which of these statements best defines the concepts of corporate and social identity?,security_studies,"['An actor can have only one social identity, and this forms the basis for developing other identities. In contrast, an actor may have multiple corporate identities which vary in importance.'
 ""Corporate identity refers to the intrinsic, self-realized identity of an actor. Social identity refers to 'sets of meanings that an actor attributes to itself while taking the perspective of others'. Actors can have multiple social identities.""
 'Corporate identity is a type of social identity that is constructed through the interaction of an actor with others within the international system.'
 ""Social identity can also be described as 'role' identity. Like corporate identity, an actor's social identity is formed through interaction and does not exist as an intrinsic concept.""]",1,0.2731963188038183,0.0326286433846434,0.0369730967769778,0.6553638800498726,,4.329105585509398e-05,4.066818337326309e-05,,,0.001116491045877,,4.905519297382932e-05,,0.0001038498443405,,,,,,,,,,,,,,,,,7.137488461936077e-05,,,,,,,,,
In what ways has conflict been a concern of the environmental security agenda for strong states?,security_studies,"['Environmental change can be a cause of war between countries, largely centred on resource scarcity interrelated with conflict. There is therefore a strong connection between environmental degradation and violence; resources as strategic goals and strategic tools may cause violence if there is inequity.'
 'Population growth and its relationship to environmental degradation can lead to environmentally caused conflict. There is therefore a linear link between population growth and environmental change, and environmental change is the critical determinant in the production of violence.'
 'Common findings in research organizations investigating environmental violence have failed to find quantifiable relationships between environmental and social variables and the cause of war. Analysis of aggregated data failed to establish a common causal mechanism. The extensity of possible variables being simply too vast, mitigating any definitive relationship.'
 ""Analysis of environmental violence research shows that there is a tendency among 'strong states' to be less prone to internal violent conflicts whereas states undergoing significant economic and political transitions are more prone to violent conflict. Environmental change is unlikely to be a cause of war but can be a contributory factor.""]",3,0.5875844836099092,0.0292541106010633,0.3563880257232063,0.0201060365766761,,0.0004172873769242,,0.0002233578374754,,0.00019711259974,0.0010010203789878,,0.0030833598374687,,,0.0005358075980336,,,,,,,,,,,,,,,,,,,,,,,,
"Threats to IT systems can be classified in many ways; in this chapter three different categories of threat are listed. According to this classification, which of the following would be classified as a 'Failure'?",security_studies,"['Security systems were not adequate to protect the system against attack from a hacking group, and sensitive data was lost.'
 'There is a programming error in the software which causes the system to perform badly.'
 'All of these options.'
 'The IT system has failed due to a random unexpected event, such as a tsunami which destroys key electronic equipment.']",1,0.2217674328101012,0.469526781584851,0.0560715947586168,0.2512954234293676,,4.512264171643185e-05,0.0001226560570298,,,0.000157493494737,,0.0002942365848643,,0.0001389875212826,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following reasons might influence a state's decision to join an alliance such as NATO?,security_studies,"['More powerful states may also create alliances in order to extend their protective umbrella over weaker friendly states.'
 'States may seek to join an alliance if they believe that their own resources are inadequate to maintain their sovereignty and security.'
 'An alliance can become attractive to states when a potential hegemonic power threatens the other states in that system.'
 'All of these options.']",3,0.9972238339397144,0.0006249868423857,0.0015107125285689,0.0004867402422593,,4.527389501202542e-05,,,2.00901691284795e-05,,,,,,,2.4233369718755512e-05,4.21112821912075e-06,,,,,,,,,,,,,6.127155404677127e-06,,,,,,,,,,
What is the 'security dilemma' that faces weak states?,security_studies,"['The inability of the state to provide stability creates a situation wherein each component of society competes to preserve its well-being thereby engendering insecurity. The condition is self-perpetuating - a semi-permanent situation of emergent anarchy because measures to secure the regime will provoke greater resistance.'
 'The weak state insecurity dilemma is primarily an external condition creating a situation for the weak state similar to structural anarchy, wherein a weak state creates insecurity in the region when taking measures to improve its own regional standing.'
 ""The weak state insecurity dilemma emerges out of competition between each component of society to preserve and protect the longevity of their well-being and interests. However, the ruling elite remain separate from the social sphere of contestation producing a policy dilemma; use of the monopoly of instruments of violence to restore order will reduce the regime's infrastructural core.""
 ""Weak state insecurity dilemmas are born out of a lack of political and institutional centring with a monopoly of force. However, the engagement of armed forces to strengthen institutions may stop this process. Inability to foster 'stateness' is reversed by the use of violence. Social disquiet is a semi-permanent situation of emergent but not developed anarchy.""]",0,0.0253865365986152,0.1004056999767543,0.8406865955474059,0.0325969582342954,,0.0001509538645433,,0.000248880847367,,,6.292693285183762e-05,2.31495248921669e-05,6.292693285183762e-05,,2.1746966081627305e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following does not constitute a fundamental ontological principle of social constructivism?,security_studies,"['Normative or ideational structures are important and matter as much as, if not more than, material structures.'
 'Identities are important.'
 'Anarchy is an inescapable feature of the international system.'
 'Agents and structures are mutually constituted.']",2,0.0016718115742192,0.9813401209183202,0.0123624481717305,0.0045444550228075,,,,5.664185420065864e-06,,,,,,,,,,3.435502119567228e-06,,,,,,,6.02949399394344e-06,,,,,,,,,,,,,,,
Historical materialism is founded on the ideas and philosophies of which theorists?,security_studies,"['Barry Buzan and Ole Waever' 'Kenneth Waltz and Hans Morgenthau'
 'Karl Marx and Friedrich Engels' 'Adam Smith and Karl Marx']",2,0.0179066606682901,0.9776704510651392,0.0003279717741143,0.0031117110383577,3.0506127044759985e-05,,0.0006127322333144,,,1.4410074069612712e-05,,4.724881386090641e-05,,7.318039448229625e-05,,,,,,,,,,,1.0542635403607398e-05,,,,,,,,,,,,,,,
What internal security policy options are available to elites?,security_studies,"['Elites create negative inducements for non support of the regime. Redistribution as a means of denial to the power structure in the form of ""elite disenfranchisement"" which may include diversion of resources, disarmament and denial of access to commercial activity routes.'
 'Lacking infrastructural capacity and wider social legitimacy, weak state elites are often forced to rely on coercive power. However, a key dilemma is that the instruments of violence can be a threat to the regime requiring the deliberate undermining of armed forces.'
 'Elites attempt to foster a new politics of identity in which ethnic consciousness is superseded by ideologies orientated around the myth of the regime.'
 'Weak states have cultivated international sponsorship and have initiated processes of democratic reform so as to gain popular legitimacy internally whilst bolstering its international legitimacy externally.']",1,0.1701587198901599,0.1325197284993008,0.5241257559959944,0.1501645432508259,,,,0.0018902924048711,,,0.0051383474946352,0.0011465202993762,0.0027503592202054,,,0.0051383474946352,,0.0021419819144236,,,,,,,,,,,,,,,,,,,,,,
Are strategies of Arms Control and Deterrence useful in cyber-security?,security_studies,"['No, arms control does not serve any purpose outside the realm of traditional military weapons.'
 'Yes, successful policies of arms control and deterrence have translated well from other security realms, such as nuclear weapons control strategies.'
 'Effective deterrence requires international cooperation which is achievable in theory, but the verification required for traditional arms control strategies is impossible in cyber(ed) warfare.'
 'Only arms control is unproblematic, deterrence has failed because international cooperation cannot be reached and common rules or practices cannot be established.']",2,0.083913526705617,0.7025993150951769,0.0349803622208499,0.1776449374298193,,2.059487672145555e-05,6.752800103591144e-05,,,4.095780301738675e-05,,0.0003026395041844,,6.752800103591144e-05,,,,,,,,,,2.484216328451568e-05,,,,,,,,,,,,,,,,
