question,subject,choices,answer,c,b,d,a,'},e,i,l,f,ac,',,bc,g,none,cd,}',yes,y,bd,n,ab,},''',{',h,ad,j,no,s,w,da,ca,both,all,o,cb,db,']},t,(,4,...',cc,v,2,3,abc,r,must,abcdef,abcd,abd
"One night, a victim was in her home when she heard the doorbell ring. When the victim opened the door, she was confronted by three defendants. They pushed the victim inside her house and threatened her with bodily harm if she didn't cooperate. After tying her up with ropes, the trio then proceeded to ransack the victim's home. They then placed many of the victim's valuables and other possessions into a large sack and hurriedly left her house. What crimes should the defendants be convicted of?",professional_law,"['Assault, battery, and robbery.' 'Larceny, robbery, and burglary.'
 'Robbery and burglary.' 'Robbery only.']",2,0.9964669386072201,0.001923453477759794,0.0009671731473756515,0.0005176904804894991,6.581692728500607e-05,8.90735249587984e-06,,2.397381401109842e-06,2.633008368489295e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A landowner owned a large building in the city. On January 15, the landowner leased the building to a tenant for a period of 20 years at a rental of $10,000 per month. The leasehold agreement between the landowner and tenant provided that the latter was not permitted ""to assign this lease to anyone except a corporation with an A' credit rating from a well- known credit rating company. "" On February 1 of the following year, the tenant leased the premises to a corporation that did not have the required credit rating. The tenant corporation lease was for a period of five years, with a rental of $15,000 per month, payable by the corporation to the tenant. In addition, the corporation agreed to abide ""by all of the terms and conditions of the lease between the landowner and tenant. ""Which of the following accurately states the legal effect of the non-assignability clause contained in the landowner tenant leasehold contract?",professional_law,"['The non-assignability provision had no legal effect.'
 'The non-assignability provision made the assignment from the tenant to the corporation ineffective.'
 'The tenant-corporation lease did not effectuate a breach of the landowner \x80\x94tenant contract.'
 'Although the tenant-corporation lease constituted a breach of the landowner \x80\x94tenant contract, the landowner would nevertheless be required to recognize the validity of the transfer (of the premises) to the corporation.']",0,0.00045805998173502604,0.9990008278362132,0.00031481986460744573,0.00017937895173743718,8.930752133907552e-06,5.766126955150163e-06,1.9314106001558885e-06,,2.0559758817611607e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A company contracted with a builder to construct a new corporate headquarters for a fixed price of $100 million. At the time of the contract, structural steel was widely available and was included in the contract as a $6 million item. Before work began on the project, tornado damage shut down the production facility of the biggest structural steel supplier in the country, and the price of structural steel increased by 20% as a result. The builder informed the company of the steel price increase, and the parties then orally agreed to increase the project price to $101 million. The builder proceeded with construction and delivered the project on time. The company paid the builder $100 million but refused to pay the additional $1 million. If the builder sues the company for $1 million, is the builder likely to prevail?",professional_law,"['No, because the modification was never reduced to a writing signed by the party to be charged.'
 'No, because there was no consideration for the modification of the contract.'
 'Yes, because the companyÕs promise was supported by consideration.'
 'Yes, because the modification was fair and equitable in view of the unanticipated increase in the price of structural steel.']",3,0.6713690171806669,0.0070048697548485035,0.0035222697123113915,0.31714748884946514,0.0001866735449383118,0.0001063633797374862,,,,,,,,,,,,,3.4531133668347995e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The defendant was walking down the street when he saw a woman struggling with a man over a briefcase. Unbeknownst to the defendant, the woman had just stolen the briefcase from the man on the street. Believing the woman to be the victim of an attack, the defendant intervened and punched the man until the woman was able to get away with the briefcase. Confused as to why he wasn't being hailed as a hero by the woman, the defendant eventually realized that he had been an unwitting accomplice to the woman's theft. The defendant apologized profusely to the man and went home. According to the alter ego rule, which of the following statements is correct with respect to the amount of force that the defendant was entitled to use in the woman's defense?",professional_law,"['Since the defendant did not stand in any personal relationship with the woman, he was not justified in using force in her defense.'
 'Not knowing the true facts, the defendant was not justified in using force to protect the woman because the man was privileged to recapture his briefcase.'
 ""The defendant was justified in using reasonable force in the woman's defense, since he reasonably believed she was in immediate danger of unlawful bodily harm from the man.""
 ""The defendant was justified in using reasonable force in the woman's defense, since his belief that she was in immediate danger of unlawful bodily harm from the man was both objectively and subjectively reasonable.""]",1,0.14786976370533297,0.0006846283339059132,0.8507861031078264,0.0004420292749371357,6.778738480247221e-05,2.2007341731892503e-05,,,,,,,,,,2.2007341731892503e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A defendant hated a victim and decided to kill him. The defendant put a loaded gun in his coat pocket and went outside for a walk, not sure if and when he may see the victim. The defendant passed by a bar and decided to go inside for a drink. While in the bar, he drank several bottles of beer and became intoxicated. While walking home from the bar, the defendant bumped into the victim. As soon as the defendant recognized him, he pulled out his gun and shot and killed the victim. In this jurisdiction, first-degree murder is defined as a premeditated and deliberate killing. All other forms of murder are second-degree murder. The defendant is guilty of",professional_law,"['first-degree murder.' 'second-degree murder.'
 'involuntary manslaughter.' 'voluntary manslaughter.']",0,0.001396494552521454,0.98885736187734,0.0020318875844798027,0.007554739602792553,3.496057371995904e-05,6.467055868280536e-06,4.881589877653554e-06,5.361377623703996e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A state recently imposed a one cent tax on the playing of any coin-operated video game in any restaurant. Since virtually all of the video games required a payment of either a dime, quarter, or dollar, the imposition of this tax required a major costly adaptation on each video game to allow for the deposit of the additional one cent tax. Although many video game owners have complained about the video game tax, their only alternative is to absorb the tax themselves and lose one cent per game. As a consequence of the tax, fewer video games are purchased by the restaurant owners. No manufacturer of video games is located in the state. Which of the following is most likely to have standing to bring suit challenging the constitutionality of the video game tax bill in an appropriate federal court?",professional_law,"['A manufacturer of video games who is attempting to sell them to a restaurant owner in the state.'
 'A state resident who frequently plays video games at restaurants.'
 'A national video game association whose members travel to the state to play video games at restaurants.'
 ""The director of the state's youth organization who wants to provide video games that only play for free at recreation centers within the state.""]",0,0.0020444665688207843,0.001592232164760935,0.0012400316567472943,0.9949392985144675,3.104358509711204e-05,2.573603597821701e-05,7.373497759925608e-06,,8.894136042060109e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The buyer asked a manufacturer to make him 100,000 widgets for $1,000,000. The buyer intended to retail them by mail order sales. The widgets had to have the buyer's logo imprinted on them. The manufacturer ordered the raw material and made a new widget mold that contained buyer's logo. The buyer wanted quick delivery of at least 10,000 right away. The manufacturer rushed the order and sent 10,000 conforming widgets two days later. The buyer paid for the widgets but rejected delivery on the remaining 90,000 widgets. The manufacturer filed suit and claimed damages for breach of contract. Defendant buyer filed a motion to dismiss the complaint on the basis that the statute of frauds was violated in that it was a contract for over $500 that was unenforceable under state law. Will the court likely grant the motion to dismiss?",professional_law,"['Yes, the statute of frauds must be enforced when it involves goods over $500.'
 'Yes, the manufacturer did not protect its interests by agreeing to an oral contract and it must pay for its bad business practices.'
 'No, because there is an exception for goods that are specially made for a buyer.'
 'No, the law will enforce the ""benefit of the bargain"" rule.']",2,0.9990630426711418,9.601847983123795e-05,0.0005881844982312693,0.00016851768018206266,3.318309870617457e-05,6.741555409239773e-06,1.8144650231523639e-06,,,,,,,,,2.480079636577442e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A newspaper printed an article stating that a local doctor was afflicted with a venereal disease and had volunteered for a program studying the various cures for the disease. The article was false, and was printed without adequate research. The doctor sued the newspaper company, claiming damages per se. The paper defended on the basis that this was a public interest article, that the paper was not reckless or malicious in its investigation and reporting, and that the doctor could not prove any special damages. Will the court adopt the defense reasoning and dismiss the case for failure to state a claim?",professional_law,"['Yes, the doctor is a professional figure in the community and he must accept the risk of false reporting, especially where he cannot prove any special damages.'
 'Yes, the newspaper is allowed to make mistakes as long as there is no malice, and the case must be dismissed as a matter of law.'
 'No, this fits the requirements for slander per se and there is a valid claim of malice stated against the paper.'
 'No, this fits the requirements for libel per se, which is so inflammatory that the doctor does not have to prove special damages.']",3,0.001324631767484742,0.00015820477928899329,0.9983870759173806,9.595604915184465e-05,1.3823779553733644e-05,3.960579152882507e-06,,,9.117770926836448e-07,,,1.1603952462132895e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A man has four German shepherd dogs that he has trained for guard duty and that he holds for breeding purposes. The man has ÒBeware of DogsÓ signs clearly posted around a fenced-in yard where he keeps the dogs. The manÕs next-door neighbor frequently walks past the manÕs house and knows about the dogsÕ ferocity. One summer day, the neighbor entered the manÕs fenced-in yard to retrieve a snow shovel that the man had borrowed during the past winter. The neighbor was attacked by one of the dogs and was severely injured. In a suit against the man, is the neighbor likely to prevail?",professional_law,"['No, because the neighbor knew that the man had dan-gerous dogs in the yard.'
 'No, because the neighbor was trespassing when he entered the manÕs property.'
 'Yes, because the neighbor was an invitee for the pur-pose of retrieving the shovel.'
 'Yes, because the man was engaged in an abnormally dangerous activity.']",0,0.00045747935279078633,0.9977636211740816,0.00033469888482523064,0.0013237603997777415,1.1816315859123536e-05,1.2578402756860229e-05,5.941616749246142e-06,3.957970034759145e-06,4.213237170564037e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A defendant had an argument with his neighbor. As they were quarreling, the defendant pulled out his penknife intending only to frighten the neighbor. The defendant accidentally slightly nicked the neighbor's arm with the knife. Unknown to the defendant, his neighbor was a hemophiliac who then died from the cut. What is the most serious crime that the defendant can be convicted of?",professional_law,"['Murder.' 'Voluntary manslaughter.' 'Involuntary manslaughter.'
 'Battery.']",2,0.6774466846685285,0.0022949187516213576,0.00012162623802938509,0.3200097637461474,3.075192886260161e-05,1.4526182626964037e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Two college students were members of the same fraternity. During a fraternity party, the defendant pulled out a gun, pointed it at the other student and said, ""Beg for your life, sucker. "" The student, who knew that the defendant had a reputation as a practical joker, said, ""Get lost, you jerk. "" The defendant then pulled the trigger and shot the student to death. A statute in this jurisdiction provides: ""Any intentional and premeditated killing with malice aforethought is murder in the first degree. Murder in the second degree is any killing that occurs during the commission or attempted commission of a serious or inherently dangerous felony. Manslaughter includes all other types of unlawftil homicide and unjustifiable killings. ""The defendant was subsequently prosecuted for killing the student. At trial, the defendant testified that a fellow fraternity member gave him the gun before the shooting and told him that it was unloaded. If the jury believes the defendant, it should find him",professional_law,"['guilty of assault, but not murder or manslaughter.'
 'guilty of manslaughter.' 'guilty of second-degree murder.'
 'guilty of first-degree murder.']",1,0.09147705276480737,0.8680476289418493,0.013178515803111477,0.026208614419750028,0.00012919762281783138,0.0002130108688636508,4.464950370077044e-05,,7.361458647766432e-05,,,,,3.4773068445909606e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Defendant is on trial. Which of the following, if occurs, would NOT cause a due process violation in the trial?",professional_law,"['The trial is conducted in a way that jurors would not be able to give evidence reasonable consideration.'
 'The defendant is compelled to stand trial in street clothing.'
 'The defendant is compelled to stand trial or appear at penalty phase proceedings visibly shackled (unless there are security concerns).'
 'Jurors are exposed to influence favorable to the prosecution.']",1,0.008307017335513953,0.9602323354536173,0.013695956177136558,0.01652047663560625,0.00019536222936208662,0.00032209786304066934,4.6402596738397574e-05,,0.0001184931818579172,,,,,,,,,,,,,,,,,,,4.3591205524516666e-05,,,,,,,,,,,,,,,,,,,,,,,,,
"A man is the owner of record of a parcel of land designated as ""A. "" It is the highest of three neighboring properties on a mountain. The man's friend is the owner of parcel ""B,"" which is situated lower than ""A"" on the mountainside. The man's cousin owns parcel ""C,"" which lies below parcels ""A"" and ""B"" on the mountain slope. In 2000, the man who originally owned all three parcels of land constructed a private drainage system. This system consisted of an underground pipeline that extended across all three parcels of land. Sewage from parcel ""A"" drained through the system to a municipal sewer, which was located at the bottom of the mountain. In 2005, the man sold parcel ""B"" to his friend. The following year, the cousin purchased parcel ""C"" from the man. The deeds to the friend and the cousin did not contain any mention of the man's drainage system. Located on each of the parcels are large ranch-style homes occupied by the respective owners. From the standpoint of the friend and the cousin, thedrainage system would most likely be defined as a(an)",professional_law,"['easement appurtenant.' 'easement by implication.'
 'prescriptive easement.' 'express easement.']",1,0.0021475075269286625,0.5594892245316955,0.0016724805436237782,0.4358412222083247,5.722910982670537e-05,8.326786346409845e-05,,,,,,,,,,,,,,,,0.00018764702697326562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A pet store owner opened a store in a new town. She was not aware that the city council had recently passed a law prohibiting the sale of cats and dogs from a retail pet store. The statute had a provision that allowed the pet store to give space to a non-profit humane society to adopt animals from the pet store. The owner sued the city in federal court, claiming a violation of due process and equal protection under the Fourteenth Amendment. The court used the rational basis test to conclude that the statute served a legitimate state interest and was enforceable. The pet store owner appealed the decision. Will the appellate court likely affirm the decision of the lower court?",professional_law,"['Yes, because the pet store owner was not treated differently than any other pet store owner.'
 'Yes, because the correct test requires only that the law in question will satisfy any set of facts that could establish a rational basis for achieving legitimate government ends.'
 'No, the pet store owner has a vested constitutional right to earn a living and that is unreasonably precluded by the law in question.'
 'No, because this ordinance is so invidiously discriminatory that it must pass the strict scrutiny test, which it fails to do.']",1,9.544659298210214e-05,0.9930928779470544,6.162495211145702e-05,0.0066940271788566525,6.495222166209595e-06,3.5870023556424096e-06,2.707611430466748e-06,2.1086899023005902e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A football player was the star fulllack for the local college football team. After missing two practices, the football player was dropped from the team by the head football coach. Following his dismissal, the football player met with the coach and asked if he could rejoin the team. The coach said that the football player was despised by the other players and under no circumstances could he return to the team. As the football player was leaving the coach's office, feeling very dejected, the coach then said to him, ""Hope you decide to transfer, because everybody hates your guts around here. ""Later that same evening, the football player wrote a suicide note in which he stated, ""The coach is responsible for my despondency. If I can't play football, I don't want to live. "" After swallowing a bottle of Quaalude barbiturates, the football player fell unconscious in his dormitory room. Moments later, the football player's roommate entered the room and saw his limp body on the floor. The roommate read the suicide note and then attempted to administer aid. Failing to revive him, the roommate picked up the football player and carried him to the college's first aid center. The football player received prompt medical attention and soon recovered from his drug overdose. If the football player asserts a claim against the coach based on intentional infliction of emotional distress, the football player will most likely",professional_law,"['prevail, because the coach intended to cause him to suffer emotional distress.'
 ""prevail, because the coach's remark did, in fact, cause the football player to suffer emotional distress.""
 ""not prevail, because the football player's drug overdose resulted from his own voluntary act.""
 'not prevail, because the coach acted reasonably under the circumstances, since everyone on the team hated the football player.']",2,0.9732669806144739,0.0017649111629226188,0.012250911672871808,0.012250911672871808,0.00011282699586548603,6.42868844101408e-05,1.5269473442191683e-05,,1.5269473442191683e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A girlfriend lived with her boyfriend in a small apartment. The boyfriend was a gun enthusiast who kept a collection of antique pistols and firearms in the apartment. The boyfriend was also an avid baseball fan and had a fanatic devotion to his favorite team. One evening, the boyfriend was watching his beloved team play their archrival on television. His favorite team lost in extra innings. After the game, the boyfriend became despondent and told his girlfriend that he was so disgusted that he was going to kill himself. The boyfriend took one of the pistols from his gun collection and shot himself in the head. As the boyfriend fell to the floor, wounded, his girlfriend couldn't believe her eyes. At first she thought that she should call 911 for an ambulance. But she was afraid that the police might think that she was responsible for the shooting. Consequently, she decided to do nothing. She proceeded to leave the apartment and spent the night at her mother's home. The boyfriend did not immediately die from the gunshot wound. A subsequent medical examiner's report concluded that the boyfriend died from loss of blood approximately two hours after the shooting. If the girlfriend had sought immediate medical assistance, the boyfriend would have lived. The girlfriend is subsequently prosecuted for her boyffiend's death. She should be found",professional_law,"['guilty of first-degree murder.' 'guilty of second-degree murder.'
 'guilty of involuntary manslaughter.'
 'not guilty, because she had no legal duty to render assistance.']",2,0.9926442258803263,0.001025642251811676,0.005544569628760696,0.0005843933394006414,6.979586444117282e-05,3.976848479582804e-05,6.910726428020109e-06,,5.552924685503727e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"During a paternity trial, the mother's attorney asks to have the baby girl, now 36 months old, exhibited for the purpose of calling attention to certain facial resemblances between the child and the reputed father. The defendant's attorney objects to the offering of the baby into evidence for comparison. The trial judge should",professional_law,"['permit the child to be exhibited as a non-objectionable form of demonstrative evidence.'
 'not permit the child to be exhibited, because such an exhibition would be highly prejudicial to the defendant.'
 'permit the child to be exhibited as within the hearsay exception of pedigree.'
 'not permit the child to be exhibited, because such an exhibition would be self-serving to the complainant.']",0,0.0003794214358276989,0.9981493246569181,0.0009688865786927113,0.0004038920160332437,2.2786017455770954e-05,1.471175859347874e-05,4.214989407280783e-06,,4.214989407280783e-06,,,,,,1.8703902115010925e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A man was visiting his friend at the friend's cabin. The man decided to surprise the friend with some fireworks, so he purchased some fireworks and hid them under his friend's chair on the friend's porch. That evening, the friend went outside to smoke and dropped his unfinished cigarette next to his chair on the porch. The cigarette ignited the fireworks, and the fireworks immediately exploded, causing extensive damage to the friend and to his cabin. The man was arrested and is being prosecuted for arson. Will the man be found guilty of arson?",professional_law,"['No, because the man never intended to hurt the friend.'
 'No, because the man did not intend to burn down the cabin and was not guilty of wanton and willful misconduct.'
 ""Yes, because the man indirectly set fire to the friend's cabin.""
 ""Yes, because the injury to the friend and to his cabin was the natural result of the man's actions.""]",1,0.11510151359678936,0.5846058550669788,0.2761504501320882,0.022664831860882112,0.00044189397746618195,3.627286653222071e-05,,,,,0.00011893415056043913,7.678965905130058e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A man and a woman are adjoining landowners in an area of large estates located in the ""chateau"" region of southeastern Louisiana. In 2000, the man inherited his estate from his father, whose family had owned the property continuously since 1812. The woman purchased her estate in 2008. The man had a stable, which housed many valuable racing horses, on his property. The stable, built in 2002, stood on a portion of the man's land located only 10 feet from the border of the woman's property. Not infrequently, putrid stenches arose from the man's property, caused by large accumulations of horse manure, which were left unattended. The woman had often complained to the man of the noises and odors emanating from the stable. The woman brought an appropriate action to enjoin the man's use of the stables. Judgment is likely to be for whom?",professional_law,"['The man, because the woman moved onto her property after the stable had been built.'
 'The man, because a homeowner is entitled to make reasonable use of his property.'
 'The woman, because the noise, coupled with the odors, substantially interfered with the use and enjoyment of her land.'
 'The woman, because the man was negligent in permitting the manure to be left unattended.']",2,0.9995880132920533,9.02494578348286e-05,0.0002033802927579179,7.028634843353425e-05,2.1436125147849497e-05,3.843285461885366e-06,8.847745517826071e-07,,,,,,,9.128603109246783e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A father conveyed a parcel of real estate to his three daughters by a warranty deed. The deed recited that the title was conveyed to the three siblings ""as joint tenants with the right of survivorship, and not as tenants in common."" One of the sisters, during the lifetime of all three, conveyed an ""undivided one-third interest"" to a third party. The third party died, leaving a will that bequeathed her one-third interest to her son. Is the son's ownership interest enforceable in the face of the claim by the two non-selling sisters that they own 100% of the property pursuant to the law regarding joint tenancies?",professional_law,"[""No, because each joint tenant owns an equal and undivided interest in the whole of the property, making invalid the sister's attempted conveyance of a one-third interest.""
 'Yes, only a will can create a joint tenancy; the deed was invalid for that purpose and resulted in a tenancy in common by operation of law.'
 'Yes, because the conveyance severed the joint tenancy, and the third party took a one-third interest that she could pass by will to her son.'
 'No, because the selling sister did not take steps to get a court order to sever the joint tenancy prior to conveying a deed to a third party.']",2,0.5914134117127133,0.0011416333742885552,0.0007846323784584851,0.4064747597528631,3.238564601468435e-05,2.3693844777876594e-05,,,,1.0847832607950048e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"During an ice storm, a man's car slipped down an embankment and became lodged against a large tree. The man called a towing company and told the company's manager that the car was 100 feet down the embankment. ""That's lucky,"" said the manager, ""because our winch only goes 100 feet."" After the manager and the man agreed on a price, an employee of the company attempted to reach the car but could not because the car turned out to be 120 feet down the embankment. Is the towing company's performance excused on the grounds of mistake?",professional_law,"['No, because both parties were uncertain about the distance.'
 ""No, because the towing company assumed the risk by the manager's failure to examine the distance himself.""
 'Yes, because at the time of contracting, both parties were mistaken about a basic assumption on which the contract was based.'
 'Yes, because the agreement did not allocate the risk of mistake to either party.']",2,0.20862458600504533,0.7280900654865405,0.009163436839210401,0.052731938156329664,0.0003135557154205612,4.808532634235799e-05,,,,,9.562909023413974e-05,5.448781316005646e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A plaintiff sued a defendant in federal court for injuries arising out of an accident involving the parties. The plaintiff alleged and presented evidence at trial demonstrating that her injuries had left her legs permanently paralyzed. The jury found in favor of the plaintiff and awarded her $5 million in damages. Two months after the court entered judgment, the defendant was given a videotape made that day showing the plaintiff jogging with her doctor. What is the best way for the defendant to seek relief from the judgment?",professional_law,"[""Move for a new trial or in the alternative for remittitur to reduce the award in light of the shortened duration of the plaintiff's injuries.""
 ""Move for relief from the judgment on the ground that the judgment was based on the jury's mistaken belief that the plaintiff's injuries would be permanent.""
 'Move for relief from the judgment on the ground that the plaintiff committed a fraud in obtaining damages for permanent injuries.'
 ""Move for relief from the judgment on the ground that there is newly discovered evidence that the plaintiff's injuries were not permanent.""]",2,0.0351160537329442,0.0005329709855096453,0.9636751632194862,0.0005329709855096453,5.2771273834337455e-05,1.3342667546375477e-05,,,,,,,,,,1.0721134566741128e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A hotel guest suffered personal injuries from a fire started by an arsonist. The hotel had no sprinkler systems or smoke detectors. After settling with the hotel, the guest sued the manufacturer of the carpet that was in her room and elsewhere in the hotel. The carpet caused the fire to spread rapidly due to its easy flammability. Evidence proved that the manufacturer knew of the product's flammability and that it would be used in buildings lacking proper safety measures. The manufacturer argued that the hotel's negligence and the criminal act of the arsonist were both superseding causes, thus abrogating the manufacturer's liability as a matter of law. How did the trial court most likely rule on that issue?",professional_law,"['The intervening causes relieved the manufacturer of liability.'
 'The intervening causes did not relieve the manufacturer of liability.'
 'The intervening causes were irrelevant due to the strict liability of the manufacturer.'
 'By not suing the arsonist first, the guest waived her right to sue the manufacturer.']",1,0.0007092768896891693,0.9987550942643517,0.00029567059674711775,0.00019089928509783205,6.953505951393269e-06,4.0877552706998515e-06,2.2574728639107937e-06,1.5038011246306793e-06,1.3692265054311816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A retailer agreed to purchase an orchard's total cherry production for a 12-month period. The contract included this provision: ""Terms: Cash upon delivery  deliveries to be made at least twice per month."" The deliveries went as scheduled. At the beginning of the fifth month, the orchard sent notice to the retailer that a load of cherries was ready for pick up. The truck driver, however, forgot to take the retailer's check with him. The orchard turned over the cherries but advised the retailer to pay within three days. The retailer sent the check by mail but it arrived late by two days. The orchard refused to deliver any more cherries. The retailer sued the orchard for breach of the installment contract and demanded the difference in price between the cherries on the open market and what he would have paid under the contract. The orchard claimed that the delayed payment impaired the value of the contract and moved to dismiss. Will the court grant the orchard's motion to dismiss?",professional_law,"['Yes, the agreement called for cash at delivery, which was not done when the driver forgot to deliver the check.'
 'Yes, the failure to make an installment on time was a breach because time is of the essence in all installment agreements.'
 'No, there is always a grace period of ten days for any single payment pertaining to an installment contract.'
 'No, the delay in one payment under these facts was not enough to impair the value of the contract under the Uniform Commercial Code.']",3,0.00040419237659606704,0.0003797035984639692,0.9988845283817713,0.00027779708700351993,1.6683011802280357e-05,1.0771361986521444e-05,1.2468756523910083e-06,,1.814193369325386e-06,,,,,1.3272922229298193e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Client has an estate that reads ""To A on condition that if drugs are ever used on premises, B shall have the right to reenter and retake the premises."" What is NOT true about this kind of estate?",professional_law,"['It is a fee simple determinable, and title ends automatically if drugs are used.'
 'It is a fee simple subject to condition subsequent, which requires a reentry first before title can end.'
 'Estate does not revert automatically.'
 'Grantor must exercise right of reentry.']",0,0.00665560632589454,0.002160759015467503,0.0031438858165640945,0.9878287185299008,2.5551980670690768e-05,3.71779125023453e-05,1.1338622689862776e-05,,2.2549543796786057e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A defendant was arrested and charged with burglarizing a pharmacy. The break-in allegedly occurred late one evening after the store had closed for business. The defendant was identified as the perpetrator of the crime by a film that was recorded during the burglary from a hidden camera. When the defendant was apprehended, he denied involvement in the crime and told the arresting officers that he had been out of town when the burglary occurred. Prior to trial, the defendant's court appointed attorney filed a motion requesting discovery of the videotape film that was recorded during the perpetration of the crime. The trial judge granted the request and ordered the prosecution to send a duplicate copy of the videotape to the defendant's attorney. Following the judge's ruling, the prosecuting attorney, pursuant to state law, then filed a discovery motion specifically asking the defendant whether he planned to raise an alibi defense. The prosecuting attorney also sought discovery of the identity of such an alibi witness. Assume that the judge requires the defendant to respond as to whether the defendant intends to raise an alibi defense. May the judge also require the defendant to disclose the identity of the alibi witness?",professional_law,"['Yes, because the prosecution should have an opportunity to investigate the merits of the alibi.'
 'Yes, because the defendant waived any claim of privilege when he sought discovery of the film from the prosecution.'
 'No, because by requiring the defendant to reveal information before he is tactically ready to do so substantially impairs his ability to successfully defend himself.'
 ""No, because such disclosure constitutes an implied representation that is testimonial in character and, thus, violates the defendant's privilege against self-incrimination.""]",0,0.915837130477654,0.0024163942243890482,0.03550865391786222,0.04559401414290384,0.00016443776904079665,8.801719515925259e-05,2.3689506702496835e-05,1.7331613345582908e-05,1.6281543976472952e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A builder wanted to have security systems installed in a series of homes he was building. He contacted several companies and asked them to submit bids for the installation work. An alarm company decided to submit a bid and, in turn, requested bids from several wholesalers for the burglar alarms it planned to use if it was awarded the job. A supplier submitted a bid to the alarm company that the latter used in computing the bid that it was preparing for the builder. On September 1, the alarm company sent the builder its bid, in which it proposed to install the security systems for $100,000. On September 9, the supplier notified the alarm company that it would be unable to supply any burglar alarms to them. On September 11, the builder sent the following fax to the alarm company: ""I hereby accept your offer to install the security systems for $100,000. ""The alarm company had to pay another wholesaler $10,000 above the price quoted by the supplier for the burglar alarms. As a result, the alarm company advised the builder that the total price for the job would have to be increased to $10,000. The builder replied that he would hold the alarm company to the initially agreed price of $100,000. The alarm company installed the security systems, but the builder has not yet paid them anything. In an action by the alarm company against the builder for services rendered, the alarm company will probably be able to recover",professional_law,"['$100,000, because that was the contract price.'
 '$110,000 because of an unanticipated changeof circumstances after the parties had entered into their contract.'
 'only in quantum meruit, because of the doctrine of commercial frustration.'
 'only in quantum meruit, because by demanding $110,000 the alarm company repudiated its contract with the builder.']",0,0.0037808930951989113,0.003551820362731132,0.007519203766907042,0.9848660836085974,4.471081994563301e-05,2.8867475013280754e-05,7.298840714261524e-06,,1.6448191455916448e-05,,,,,6.243029299704765e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Max entered a mini-mart store, pulled out a gun, and demanded that the cashier empty the register. As he nervously looked around for police, the cashier reached out and attempted to grab the gun. Max then droped the gun, which accidentally discharged, killing a nearby customer. Max is charged with first degree murder. He will likely be",professional_law,"['Acquitted, because he lacked the necessary intent required for first degree murder.'
 ""Acquitted, because the cashier's actions were the proximate cause of the death.""
 'Convicted, because any death that is a natural and probable consequence of a felony is first degree murder.'
 'Convicted, because intent to commit serious bodily harm is assumed when a deadly weapon is used.']",2,0.9978003115935808,0.0002606707141611053,0.0014091732389810102,0.00037927383199861655,9.58953966553482e-05,9.494930069247095e-06,,,,,,,,,,2.1186052669492463e-06,,,,,,,,2.4769004977422308e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
