question,subject,choices,answer,d,c,b,a,'},e,',},Unnamed: 12,none,i,...',sol,f,}',''',db,g,cd,{',1,l,n,bc,manifest,ab,j,solution,q,p,']}
"This question refers to the following information.
""As a means of effecting this end I suggest for your consideration the propriety of setting apart an ample district west of the Mississippi, and without the limit of any State or Territory now formed, to be guaranteed to the Indian tribes as long as they shall occupy it. . . . There they may be secured in the enjoyment of governments of their own choice, subject to no other control from the United States than such as may be necessary to preserve peace on the frontier and between the several tribes. There the benevolent may endeavor to teach them the arts of civilization. . . .
""This emigration would be voluntary, for it would be as cruel and unjust to compel the aborigines to abandon the graves of their fathers and seek a home in a distant land. But they should be distinctly informed that if they remain within the limits of the States they must be subject to their laws. . . .""
âPresident Andrew Jackson, 1829
Based on this quotation, what can you infer about the efforts of Martin Luther King and others in the civil rights movement of the 1950s?",high_school_us_history,"['The civil rights movement was not finding success through nonviolent methods.'
 'Advocates for civil rights were coordinating their efforts to raise awareness of racial segregation across the country.'
 'King was focused on ending segregation in Birmingham only.'
 'King was willing to compromise his principles and would be a violent agitator if necessary.']",1,0.0057716924382217,0.0037264847177328,0.9706494704917284,0.0156890866742726,0.0003927685995906,0.0002102338816943,0.0001637303116916,,,0.0009534544375353,,,,,,,,,,,,,0.0001538103935816,,,,,,,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
As Prescott makes clear in the passage above, an important reason for Cortes's military success was which of the following?",high_school_us_history,"['The advantage of superior numbers'
 'The superior military skill of mercenaries'
 'Taking advantage of divisions among the Indians'
 'Effective use of European artillery']",2,0.0011646059095445,0.9947995294692652,0.0020439470250695,0.0015918275436806,9.559662889831037e-05,4.806900375763985e-05,,,,8.618297478431355e-06,,,,8.89187160723769e-06,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have readâ¦the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy groundâ¦""
Roger Williams, The Hireling Ministry None of Christ's, 1652
Consistent with the excerpt above, Roger Williams was banished from Massachusetts Bay in 1636 for advocating",high_school_us_history,"['the separation of church and state' ""women's suffrage"" 'bigamy'
 'the export of tobacco']",0,1.7769561949985882e-05,4.262696314643894e-05,0.0001233452076728,0.9995340737218305,8.578618648716426e-05,,5.7689321309399646e-06,,,,,,,,,,,,,4.782612717355737e-06,,,,,,,,,,,
"This question refers to the following information.
""Yesterday, December 7, 1941âa date which will live in infamyâthe United States of America was suddenly and deliberately attacked by naval and air forces of the Empire of Japan. The United States was at peace with that nation and, at the solicitation of Japan, was still in conversation with its Government and its Emperor looking toward the maintenance of peace in the Pacific. Indeed, one hour after Japanese air squadrons had commenced bombingâ¦the Japanese Ambassador to the United States and his colleague delivered to the Secretary of State a formal reply to a recent American message. While this reply stated that it seemed useless to continue the existing diplomatic negotiations, it contained no threat or hint of war or armed attackâ¦.The attack yesterdayâ¦has caused severe damage to American naval and military forces. Very many American lives have been lost. In addition American ships have been reported torpedoed on the high seasâ¦.As Commander-in-Chief of the Army and Navy, I have directed that all measures be taken for our defense.""
President Franklin D. Roosevelt, radio address, December 8, 1941
Which of the following was the most immediate consequence of the events described in the excerpt above?",high_school_us_history,"['Trade embargoes with Japan extending up through the 1980s'
 'The Battle of Normandy' 'The internment of Japanese-Americans'
 'The bombing of Nagasaki']",2,0.0004575452367671,0.9979884697885384,0.0005874997132934,0.0004870543692428,6.591567244414986e-05,7.016686807264216e-05,,,,8.930673572779199e-05,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The conscience of the people, in a time of grave national problems, has called into being a new party, born of the nation's sense of justice. We of the Progressive party here dedicate ourselves to the fulfillment of the duty laid upon us by our fathers to maintain the government of the people, by the people and for the people whose foundations they laid. We hold with Thomas Jefferson and Abraham Lincoln that the people are the masters of their Constitution, to fulfill its purposes and to safeguard it from those who, by perversion of its intent, would convert it into an instrument of injustice. In accordance with the needs of each generation the people must use their sovereign powers to establish and maintain equal opportunity and industrial justice, to secure which this Government was founded and without which no republic can endure.
""This country belongs to the people who inhabit it. Its resources, its business, its institutions and its laws should be utilized, maintained or altered in whatever manner will best promote the general interest. It is time to set the public welfare in the first place.""
Progressive Party Platform, 1912
Progressive Theodore Roosevelt's ""Big Stick"" policy in Latin America was best characterized by his",high_school_us_history,"['repudiation of the Monroe Doctrine'
 'belief that European nations had the right to protect their economic interests in any remaining colonies throughout the region'
 'recognition of the sovereignty of newly independent nations in the Western hemisphere'
 'belief that the United States had an obligation to protect security and stability by assuming a protective role throughout the Western hemisphere']",3,0.9980812390229188,0.0014096120881449,0.0001792120659761,0.0001157080063156,0.000139570497318,9.497891539190916e-06,6.132299676450559e-06,2.721191486036012e-06,2.477673043334921e-06,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The power . . . given to the commanding officer over all the people of each district is that of an absolute monarch. His mere will is to take the place of all law. . . . It reduces the whole population of the ten statesâall persons, of every color, sex, and condition, and every stranger within their limitsâto the most abject and degrading slavery.""
The excerpt from the presidential veto message above is from",high_school_us_history,"[""President Thomas Jefferson's veto of the Alien and Sedition Acts.""
 ""President James Monroe's veto of an act for the preservation and repair of the Cumberland Road.""
 ""President Andrew Jackson's veto of the bill rechartering the Second Bank of the United States.""
 ""President Andrew Johnson's veto of one of the Reconstruction Acts of 1867.""]",3,0.0115756024949223,0.978935627323264,0.0020115380933574,0.0065955794875191,0.0003084793576141,0.000113483213692,,,,,3.0543592607260215e-05,,,3.0543592607260215e-05,,,,,,,,,,,,,3.684260532886831e-05,,,,
"This question refers to the following information.
""The only force which is strong enough to break down social convention is economic necessity. . . . The economic necessity which has forced women out of the home and into the world of business has completely annihilated the old idea that a woman should eat only in the privacy of her household or in the homes of her friends, has created the absolutely new social phenomenon of women eating in public, unescorted by men, by the tens of thousands, and has given rise to a wholly new phase of the restaurant business.""
âThe New York Times, October 15, 1905
The scenario described in the passage above is most directly reflected in the ideas of which of the following?",high_school_us_history,"['Civil Rights Act of 1964.' 'Equal Rights Amendment.'
 'Pure Food and Drug Act.' 'Interstate Commerce Act.']",1,0.0066026753159842,0.0022818235314724,0.98018000888863,0.0040047250152722,0.0011910798113353,,0.0010778571155249,,,0.0022513494231793,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The challenge of the next half century is whether we have the wisdom to use wealth to enrich and elevate our national life, and to advance the quality of our American civilizationâ¦.The Great Society rests on abundance and liberty for all. It demands an end to poverty and racial injustice, to which we are totally committed in our time. But that is just the beginning. The Great Society is a place where every child can find knowledge to enrich his mind and to enlarge his talents. It is a place where leisure is a welcome chance to build and reflect, not a feared cause of boredom and restlessness. It is a place where the city of man serves not only the needs of the body and the demands of commerce but the desire for beauty and the hunger for community. It is a place where man can renew contact with nature. It is a place which honors creation for its own sake and for what it adds to the understanding of the race. It is a place where men are more concerned with the quality of their goals than the quantity of their goods. But most of all, the Great Society is not a safe harbor, a resting place, a final objective, a finished work. It is a challenge constantly renewed, beckoning us toward a destiny where the meaning of our lives matches the marvelous products of our labor.""
Lyndon Johnson, Remarks at the University of Michigan, Ann Arbor, 1964
Johnson's Great Society most represented an extension of which of the following initiatives?",high_school_us_history,"['The New Deal' 'The Square Deal' 'The Truman Doctrine'
 'The Monroe Doctrine']",0,7.478968000651712e-05,0.000131259976188,0.0004303848927031,0.999216022666934,3.491876681407369e-05,6.956523884035162e-06,4.219345020690538e-06,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.â¦ His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
âHenry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
Although Jefferson believed that government should be small and limited, once in office he",high_school_us_history,"['created a spoils system that bloated the size of the bureaucracy'
 'laid the foundations of the welfare state'
 'called for an ambitious program of road building and public works'
 'vigorously exercised federal power in foreign affairs']",3,0.0209675158565344,0.9494710047557764,0.0077135180160552,0.018503767798285,0.0013404084435259,0.0001171235286505,0.0001246773472574,9.12158958291382e-05,,0.0001412779431772,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Our leaders talk about stopping aggression from the north, but this was a struggle among groups of Vietnamese until we intervened. We seem bent upon saving the Vietnamese from Ho Chi Minh even if we have to kill them and demolish their country to do it. As the native people survey bombed-out villages, women and children burned by napalm, rice crops destroyed and cities overrun with our military personnel, they are doubtless saying secretly of the Vietcong guerillas and of the American forces, ""A plague on both your houses."" â¦ Stop the bombing, north and south, end search and destroy offensive sweeps, and confine our military action to holding operations on the ground. Bombing the north has failed to halt or seriously check the flow of troops to the south and may, in fact, have prompted a much greater war effort by Hanoi.
âSenator George McGovern, ""The Lessons of Vietnam,"" April 25, 1967
Political discord during the Vietnam War most closely resembled the political dissensions during which of the following?",high_school_us_history,['The Spanish-American War' 'The Mexican War' 'World War I' 'World War II'],1,0.0291998348916015,0.9671789507152432,0.0019870737017627,0.001063603908178,0.000209436027313,5.636894204365843e-05,1.4252300522259776e-05,,,,,,,,,,,,2.073697489844648e-05,,,,,,,,,,,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
Prescott's interpretation of the conquest of Mexico resembles which contemporary nineteenth-century American political movement?",high_school_us_history,"['Support for Manifest Destiny' 'Support for Southern secessionism'
 'Support for abolitionism' 'Support for Know-Nothingism']",0,0.0001158456918183,0.0001487488127085,0.0002778993680156,0.9992981331915478,3.7682211663874425e-05,5.767617378685067e-06,3.286289321994339e-06,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
Given the perspective of the passage above, William Hickling Prescott believed which of the following about the conquest of the Aztec Empire?",high_school_us_history,"['The actions of Hernando Cortes were irrational.'
 'The conquest of Mexico was a racist atrocity.'
 'Cortes was chiefly motivated by a desire for wealth.'
 'The Aztec Empire had to give way to the superior civilization of Spain.']",3,0.9181788764841832,0.0215934953760178,0.0045262435983483,0.0403419604430768,,0.0029223625095273,0.0014694561520687,0.0004481588057574,0.0005078304574722,0.0039635274536806,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
In the excerpt above, the reference to ""the sanctions of a more erroneous religious belief"" most probably refers to",high_school_us_history,"['Southern Baptist justification of slavery on the grounds of white racial superiority'
 'the Puritan abolition of slavery in New England states'
 'Jewish acceptance of slavery in the Torah'
 'Christian abolitionist rejection of slavery on moral grounds']",3,0.0108549742549045,0.0048168656266132,0.0045250264914577,0.9774231129166808,0.0006596767020822,0.0001754544012869,0.0001988158834021,0.0001205879289212,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
BECAUSE no People can be truly happy, though under the greatest Enjoyment of Civil Liberties, if abridged of the Freedom of their Consciences, as to their Religious Profession and Worship: And Almighty God being the only Lord of Conscience, Father of Lights and Spirits; and the Author as well as Object of all divine Knowledge, Faith and Worship, who only doth enlighten the Minds, and persuade and convince the Understanding of People, I do hereby grant and declare, That no Person or Persons, inhabiting in this Province or Territories, who shall confess and acknowledge One almighty God, the Creator, Upholder and Ruler of the World; and profess him or themselves obliged to live quietly under the Civil Government, shall be in any Case molested or prejudiced, in his or their Person or Estate, because of his or their conscientious Persuasion or Practice, nor be compelled to frequent or maintain any religious Worship, Place or Ministry, contrary to his or their Mind.â¦
âWilliam Penn, Charter of Privileges Granted by William Penn,
esq. to the Inhabitants of Pennsylvania and Territories, October 28, 1701
William Penn was a member of which of the following persecuted religious groups?",high_school_us_history,['Roman Catholics' 'Puritans' 'Quakers' 'Anglicans'],2,0.0001583930333716,0.999601950240724,0.0001158828187309,4.004803053596447e-05,4.004803053596447e-05,3.2873425314345004e-06,,,,,,,,,,1.0025828269385164e-06,,,,,,,,,,,,,1.0025828269385164e-06,,
"This question refers to the following information.
""In one view the slaveholders have a decided advantage over all opposition. It is well to notice this advantageâthe advantage of complete organization. They are organized; and yet were not at the pains of creating their organizations. The State governments, where the system of slavery exists, are complete slavery organizations. The church organizations in those States are equally at the service of slavery; while the Federal Government, with its army and navy, from the chief magistracy in Washington, to the Supreme Court, and thence to the chief marshalship at New York, is pledged to support, defend, and propagate the crying curse of human bondage. The pen, the purse, and the sword, are united against the simple truth, preached by humble men in obscure places.""
Frederick Douglass, 1857
In his opinion on the case Dred Scott v. Sandford, Chief Justice Roger Taney upheld the sentiment above by stating that",high_school_us_history,"['separate but equal facilities for people of different races was constitutional'
 'corporations were entitled to the same protections guaranteed to individuals under the Fourteenth Amendment'
 'school prayer violated the principle of ""separation of church and state""'
 'Congress had no right to regulate slavery in United States territories']",3,0.9976481342025836,0.0002953358019746,0.0008028063266089,0.0006655498210182,0.0003676945597147,1.2189964371603385e-05,1.66617058046643e-05,,,1.075760580055656e-05,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
Which of the following was an immediate consequence of the secession of South Carolina?",high_school_us_history,"['Southern Democrats appealed to the powers of Congress to stop military action against South Carolina.'
 'Abraham Lincoln signed the Emancipation Proclamation.'
 'Other Southern states seceded from the Union, forming the Confederacy.'
 'Jefferson Davis drafted Confederate soldiers into war, defending the siege on Fort Sumter.']",2,0.0003147928445613,0.9990106232637108,0.0002609724343361,0.0001793635561792,0.0001087894960577,1.0118999407300846e-05,,,,5.416310077934667e-06,,,,,,5.765632065742412e-06,,,,,,,,,,,,,,,
"This question refers to the following information.
I appeal to any white man to say, if ever he entered Logan's cabin hungry, and he gave him not meat: if ever he came cold and naked, and he clothed him not? During the course of the last long and bloody war, Logan remained idle in his cabin, an advocate for peace. Such was my love for the whites, that my countrymen pointed as they passed, and said, ""Logan is the friend of the white man."" I had even thought to have lived with you but for the injuries of one man. Colonel Cresap, the last spring, in cold blood and unprovoked; murdered all the relations of Logan, not even sparing my women and children. There runs not a drop of my blood in the veins of any living creature. This called on me for revenge. I have sought it: I have killed many; I have fully glutted my vengeance. For my country, I rejoice at the beams of peace. But do not harbor a thought that mine is the joy of fear. Logan never felt fear. He will not turn on his heel to save his life. Who is there to mourn for Logan? Not one.
âAddress attributed to Logan, an Indian leader, 1774
A sympathetic reader of Logan's Address in the early years of the United States would be most likely to support which of the following Indian policies?",high_school_us_history,"['Exterminating all Indians' 'Respecting Indian territory and sovereignty'
 'Encouraging Indians to migrate to Canada and Mexico'
 'Building reservations and encouraging Indians to change their ways']",3,0.0001312782536335,0.0002958401113678,0.9993485539284972,0.0001312782536335,1.669015699374023e-05,6.957492553161934e-06,,,,,,2.480770367717528e-06,,,,,,,,,,,,4.219932548215042e-06,,,,,,,
"This question refers to the following information.
""We have witnessed for more than a quarter of a century the struggles of the two great political parties for power and plunder, while grievous wrongs have been inflicted upon the suffering people. We charge that the controlling influences dominating both these parties have permitted the existing dreadful conditions to develop without serious effort to prevent or restrain them. Neither do they now promise us any substantial reform. They have agreed together to ignore, in the coming campaign, every issue but one. They propose to drown the outcries of a plundered people with the uproar of a sham battle over the tariff, so that capitalists, corporations, national banks, rings, trusts, watered stock, the demonetization of silver and the oppressions of the usurers may all be lost sight of. They propose to sacrifice our homes, lives, and children on the altar of mammon; to destroy the multitude in order to secure corruption funds from the millionaires.
""Assembled on the anniversary of the birthday of the nation, and filled with the spirit of the grand general and chief who established our independence, we seek to restore the government of the Republic to the hands of 'the plain people,' with which class it originated. We assert our purposes to be identical with the purposes of the National Constitution; to form a more perfect union and establish justice, insure domestic tranquillity, provide for the common defence, promote the general welfare, and secure the blessings of liberty for ourselves and our posterity.""
Populist Party Platform, 1892
The sentiments expressed in the excerpt above about political parties are most similar to those expressed by",high_school_us_history,"['George McGovern, Democratic Party, 1972'
 'Theodore Roosevelt, Progressive Party, 1912'
 'Andrew Jackson, Democratic Party, 1829'
 'H. Ross Perot, Reform Party, 1996']",3,0.0020368465379879,0.0059002937141776,0.9912705006584775,0.0005482098086211,3.504586384651409e-05,3.504586384651409e-05,,,,,,,,8.8609820495808e-06,,,,,,,,,,1.3724157474043924e-05,,,,,,,
"This question refers to the following information.
""Since the foundations of the American commonwealth were laid in colonial times over 300 years ago, vigorous complaint and more or less bitter persecution have been aimed at newcomers to our shores. Also the congressional reports of about 1840 are full of abuse of English, Scotch, Welsh immigrants as paupers, criminals, and so forth. Old citizens in Detroit of Irish and German descent have told me of the fierce tirades and propaganda directed against the great waves of Irish and Germans who came over from 1840 on for a few decades to escape civil, racial, and religious persecution in their native lands. The ""Know-Nothings,"" lineal ancestors of the Ku-Klux Klan, bitterly denounced the Irish and Germans as mongrels, scum, foreigners, and a menace to our institutions, much as other great branches of the Caucasian race of glorious history and antecedents are berated to-dayâ¦.But to-day it is the Italians, Spanish, Poles, Jews, Greeks, Russians, Balkanians, and so forth, who are the racial lepersâ¦..In this bill we find racial discrimination at its worstâa deliberate attempt to go back 84 years in our census taken every 10 years so that a blow may be aimed at peoples of eastern and southern Europe, particularly at our recent allies in the Great WarâPoland and Italy.""
Robert H. Clancy, Congressional Record, 68th Congress, 1st Session, 1924
What best accounts for the sharp increase of immigrants during the period 1880â1910?",high_school_us_history,"['Many Southern and Eastern Europeans turned to America for financial gain and political freedom.'
 'Irish farmers were forced to leave their homes due to agricultural disasters.'
 'Germans were seeking ways to avoid military conscription.'
 'The United States welcomed immigrants by providing housing and employment.']",0,0.0006652398335998,0.0007081441167185,0.0009092750445444,0.9972965277996418,6.383475325537596e-05,3.753026325583988e-05,,,,,,,,1.887140149459879e-05,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""As a means of effecting this end I suggest for your consideration the propriety of setting apart an ample district west of the Mississippi, and without the limit of any State or Territory now formed, to be guaranteed to the Indian tribes as long as they shall occupy it. . . . There they may be secured in the enjoyment of governments of their own choice, subject to no other control from the United States than such as may be necessary to preserve peace on the frontier and between the several tribes. There the benevolent may endeavor to teach them the arts of civilization. . . .
""This emigration would be voluntary, for it would be as cruel and unjust to compel the aborigines to abandon the graves of their fathers and seek a home in a distant land. But they should be distinctly informed that if they remain within the limits of the States they must be subject to their laws. . . .""
âPresident Andrew Jackson, 1829
Which of the following Supreme Court decisions was the primary contributor to the system of segregation that Martin Luther King and others were trying to end?",high_school_us_history,"['Dred Scott v. Sanford (1857).'
 'Brown v.Board of Education of Topeka, Kansas (1954).'
 'Worcester v. Georgia (1831).' 'Plessy v. Ferguson (1896).']",3,0.9977419359838134,0.0004869837716909,0.0005874145563907,0.0010309446527599,5.8161945084546674e-05,8.379022629337578e-06,,,,2.720270370665892e-06,2.5554575205879946e-06,,,,,,,,,,,,,,,,,,,2.9876325257220106e-06,
"This question refers to the following information.
""The seeds of totalitarian regimes are nurtured by misery and want. They spread and grow in the evil soil of poverty and strife. They reach their full growth when the hope of a people for a better life has died. We must keep that hope alive. . . . Great responsibilities have been placed upon us by the swift movement of events. . . . I am confident that the Congress will face these responsibilities squarely.""
âPresident Harry S. Truman, 1947
The ideas expressed in the passage above most directly reflect which of the following continuities in U.S. history?",high_school_us_history,"['Debates about the relationship between Congress and the president.'
 'Debates about the use of military force in volatile situations.'
 'Debates about the role of the United States in world affairs.'
 'Debates about the proper role of political parties.']",2,0.0007544969487125,0.9981369601148098,0.0005520017596706,0.0004038531145811,6.592724008247204e-05,1.011026971702514e-05,2.1864991670475992e-06,,,,,,,,,,,,,,,2.327516247750685e-06,,,,,,,,,
"This question refers to the following information.
""Lincoln was strongly anti-slavery, but he was not an abolitionist or a Radical Republican and never claimed to be one. He made a sharp distinction between his frequently reiterated personal wish that 'all men everywhere could be free' and his official duties as a legislator, congressman, and president in a legal and constitutional system that recognized the South's right to property in slaves. Even after issuing the Emancipation Proclamation he continued to declare his preference for gradual abolition. While his racial views changed during the Civil War, he never became a principled egalitarian in the manner of abolitionists such as Frederick Douglass or Wendell Phillips or Radical Republicans like Charles Sumner.""
âEric Foner, The Fiery Trial, 2010
Which of the following statements best describes Eric Foner's argument about President Abraham Lincoln's views on slavery?",high_school_us_history,"['President Lincoln was a consistent supporter of the abolitionist cause.'
 'President Lincoln was reluctant to be ideologically associated with advocates like Frederick Douglass.'
 'In his ambition to become president, Abraham Lincoln declared his desire to use his constitutional powers to end slavery.'
 'President Lincoln had continually changing views on slavery and abolition that did not always fit into the prevailing political categories.']",3,0.0080527120043741,0.0007973264621253,0.990833282103253,0.0002145976083542,1.99606869269047e-05,1.2887588100844508e-05,,,,,,,,6.0876655643420406e-06,,,,,,,,,,3.8095637659857584e-06,,,,,,,
"This question refers to the following information.
""If you analyze it I believe the very heart and soul of conservatism is libertarianism. I think conservatism is really a misnomer just as liberalism is a misnomer for the liberalsâif we were back in the days of the Revolution, so-called conservatives today would be the Liberals and the liberals would be the Tories. The basis of conservatism is a desire for less government interference or less centralized authority or more individual freedom and this is a pretty general description also of what libertarianism is. Now, I can't say that I will agree with all the things that the present group who call themselves Libertarians in the sense of a party say, because I think that like in any political movement there are shades, and there are libertarians who are almost over at the point of wanting no government at all or anarchy. I believe there are legitimate government functions. There is a legitimate need in an orderly society for some government to maintain freedom or we will have tyranny by individuals. The strongest man on the block will run the neighborhood. We have government to ensure that we don't each one of us have to carry a club to defend ourselves. But again, I stand on my statement that I think that libertarianism and conservatism are traveling the same path.""
Ronald Reagan, Interview published in Reason magazine, 1975
All of the following are factors that contributed to the prominence of conservatism in the late 1970s and 1980s EXCEPT",high_school_us_history,"['the success of the Libertarian party in national elections'
 'the growth of religious fundamentalism'
 'perceived economic and foreign policy failures under President Carter'
 'social changes following the Civil Rights movement and Vietnam War']",0,1.4733324812820374e-05,9.607334614547316e-05,0.0001794886405532,0.9996322533874576,1.5683542624684296e-05,2.8119042478325715e-06,,,,,1.7596447148328484e-06,,,1.705506138486646e-06,,,,,,,,,,,,,,,,,
