question,subject,choices,answer,c,d,a,b,e,cd,f,Unnamed: 11,','},s,4,bc,ab,'.,{',la,none,abc,g,''',l,rational,1,h,nico,j,adam,human,liberalism,liberal,i,material,materialism,ad,sol,solution,bs,cb,revival,influence,resurgence,shift,renaissance,emphasis,tradition,-,vs,3,p,ana,darwin,choice,they,da,n,all,pred,...',neo,france,religious,the,emp,mexico,national,options,w,william
"This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other â¦ during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. â¦
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. â¦
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. â¦""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that Henry IV",high_school_european_history,"['was banning Protestants from France'
 'intended for Protestants to be able to live peacefully in his kingdom'
 'was converting to Catholicism' 'was converting to Protestantism']",1,1.892427913752798e-05,3.7264115070024152e-06,1.670061772251472e-05,0.9999534048763749,3.689647042744915e-07,,,5.772273886447797e-07,,,,,2.964714687790626e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The passage below is written by John Calvin.
If we need to be recalled to the origin of election, to prove that we obtain salvation from no other source than the mere goodness of God, they who desire to extinguish this principle, do all they can to obscure what ought to be magnificently and loudly celebrated, and to pluck up humility by the roots. In ascribing the salvation of the remnant of the people to the election of grace, Paul clearly testifies, that it is then only known that God saves whom upon which there can be no claim. They who shut the gates to prevent anyone from presuming to approach and taste this doctrine, do no less injury to man than to God; for nothing else will be sufficient to produce in us suitable humility, or to impress us with a due sense of our great obligations to God. Nor is there any other basis for solid confidence, even according to the authority of Christ, who, to deliver us from all fear, and render us invincible amidst so many dangers, snares, and deadly conflicts, promises to preserve in safety all whom the Father has committed to His care.
âJohn Calvin, Institutes of the Christian Religion, 1559
Which of the following beliefs, supported first by Calvin, does this passage seem to best support?",high_school_european_history,['Salvation' 'Predestination' 'Divinity of Jesus' 'Simony'],1,1.892460399709773e-05,1.8737895436883365e-06,1.3845536055902782e-05,0.999960644744708,1.7428957729445285e-07,,,1.197873578794879e-07,,,,,1.490777755371961e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.059068404277413e-07,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
What is tolerance? â¦ We are full of weakness and errors; let us mutually pardon our follies. This is the last law of nature. â¦ Of all religions, the Christian ought doubtless to inspire the most tolerance, although hitherto the Christians have been the most intolerant of all men.
Voltaire, Letters on the English Nation, 1733
From the passage, one may infer that Voltaire was participating in what cultural movement?",high_school_european_history,"['The Scientific Revolution' 'The Reformation' 'The Enlightenment'
 'The Romantic Movement']",2,0.999773809283318,0.0001159011655848,1.8920345169904603e-05,5.827876597968505e-05,2.405451950502921e-06,,,9.718904439204058e-07,,1.221589297845599e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1362550456432147e-06,,,,,,,,,,
"This question refers to the following information.
[T]he the end and measure of this power, when in every man's hands in the state of nature, being the preservation of all of his society, that is, all mankind in general, it can have no other end or measure, when in the hands of the magistrate, but to preserve the members of that society in their lives, liberties, and possessions, and so cannot be an absolute, arbitrary power over their lives and fortunes, which are as much as possible to be preserved, but a power to make law, and annex such penalties to them, as may tend to the preservation of the whole by cutting off those parts, and those only, which are so corrupt that they threaten the sound and healthy, without which no severity is lawful. And this power has its original only from compact, and agreement, and the mutual consent of those who make up the community. â¦
Whensoever, therefore, the legislative shall transgress this fundamental rule of society; and either by ambition, fear, folly or corruption, endeavor to grasp themselves, or put into the hands of any other, an absolute power over the lives, liberties, and estates of the people; by this breach of trust they forfeit the power the people had put into their hands for quite contrary ends.
John Locke, Second Treatise of Government, 1690
From the passage, one may infer that Locke believed a government loses its legitimacy when",high_school_european_history,"['it is weak and can be overthrown'
 'when the people wish to change governors' 'when it becomes corrupt'
 'it tries to exercise absolute power']",3,5.144015047767962e-05,0.9999161277789612,1.1477849014143984e-05,1.568835951559625e-05,8.314525938604129e-07,,,,1.6891984022646742e-07,4.0521763138014236e-07,,,,,,1.6891984022646742e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
âHernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following was NOT a result of the European conquest of the Americas realized by the end of the seventeenth century?",high_school_european_history,"['Europeans established overseas colonies on the coasts of the Americas and throughout the continent of Africa.'
 ""Europe's colonial expansion led to a global exchange of goods, flora, fauna, cultural practices, and diseases.""
 'Europeans created vast global trade networks that allowed them to gain large accumulations of wealth.'
 'Europeans expanded the African slave trade in response to the establishment of a plantation economy in the Americas and to demographic catastrophes among indigenous peoples.']",0,0.00026089155999,0.0001021666028445,0.998665184309265,0.0008554300844268,2.0117796916046483e-05,,6.135581403822666e-06,,,3.721418236581128e-06,,,,,,,,,4.930078160678329e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Albeit the king's Majesty justly and rightfully is and ought to be the supreme head of the Church of England, and so is recognized by the clergy of this realm in their convocations, yet nevertheless, for corroboration and confirmation thereof, and for increase of virtue in Christ's religion within this realm of England, and to repress and extirpate all errors, heresies, and other enormities and abuses heretofore used in the same, be it enacted, by authority of this present Parliament, that the king, our sovereign lord, his heirs and successors, kings of this realm, shall be taken, accepted, and reputed the only supreme head in earth of the Church of England, called Anglicans Ecclesia; and shall have and enjoy, annexed and united to the imperial crown of this realm, as well the title and style thereof, as all honors, dignities, preeminences, jurisdictions, privileges, authorities, immunities, profits, and commodities to the said dignity of the supreme head of the same Church belonging and appertaining; and that our said sovereign lord, his heirs and successors, kings of this realm, shall have full power and authority from time to time to visit, repress, redress, record, order, correct, restrain, and amend all such errors, heresies, abuses, offenses, contempts, and enormities, whatsoever they be, which by any manner of spiritual authority or jurisdiction ought or may lawfully be reformed, repressed, ordered, redressed, corrected, restrained, or amended, most to the pleasure of Almighty God, the increase of virtue in Christ's religion, and for the conservation of the peace, unity, and tranquility of this realm; any usage, foreign land, foreign authority, prescription, or any other thing or things to the contrary hereof notwithstanding.
English Parliament, Act of Supremacy, 1534
From the passage and its historical context, one may infer that the Act was, in part,",high_school_european_history,"['an attempt to prevent the spread of Protestantism in England'
 ""a solution to Henry VIII's financial difficulties""
 ""an attempt to legitimize Henry VIII's only heir""
 'an attempt to ally England with the Holy Roman Emperor']",1,0.9982662991115596,0.000552080203299,0.0005186313546998,0.000552080203299,3.315497745117191e-05,,3.959797369809619e-06,,,,,,,,,,,1.0218548974146248e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
âThomas Paine, The Age of Reason, 1794â1795
The ideas expressed by Paine above best illustrate which of the following characteristics of Enlightenment intellectuals?",high_school_european_history,"['Many were accomplished scientists who added important pieces to the human understanding of the universe.'
 'They utilized new methods of communicating their ideas, such as salons and inexpensive printed pamphlets.'
 'Most rejected religion altogether and adopted atheism as the only credo of a rational person.'
 'Many believed that the new scientific discoveries would allow humans to solve all problems.']",1,0.0004875732499124,0.0002451672266299,0.0002303132952698,0.999012295275484,4.088550619056217e-06,,,,,8.306394404546741e-07,,,1.7043614686175907e-06,,,,,,,,,,,,,,,,,,,8.050833515555044e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The substitution of Plato for the scholastic Aristotle was hastened by contact with Byzantine scholarship. Already at the Council of Ferrera (1438), which nominally reunited the Eastern and Western churches, there was a debate in which the Byzantines maintained the superiority of Plato to Aristotle. Cosimo and Lorenzo de Medici were both addicted to Plato; Cosimo founded and Lorenzo continued the Florentine Academy, which was largely devoted to the study of Plato&â¦The humanists of the time, however, were too busy acquiring knowledge of antiquity to be able to produce anything of value.""
Bertrand Russell, British philosopher, History of Western Philosophy, 1946
According to the information in the text, the schools founded by the Medici family most favored a philosophy known as",high_school_european_history,['Neoclassicism' 'Scholasticism' 'Renaissance humanism' 'Neoplatonism'],3,8.480424260854765e-05,0.999848885468486,2.144187042367285e-05,3.763165454100632e-05,8.850116876365178e-07,,,7.539624676928571e-07,,6.474883824753199e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.058518551697225e-07,,,,,,,,,
"This question refers to the following information.
""But you, my dear Pangloss,"" said Candide, ""how can it be that I behold you again?""
""It is true,"" said Pangloss, ""that you saw me hanged&â¦.A surgeon purchased my body, carried home, and dissected me. He began with making a crucial incision on me from the navel to the clavicula. One could not have been worse hanged than I was. The executioner of the Holy Inquisition was a sub-deacon, and knew how to burn people marvellously well, but he was not accustomed to hanging. The cord was wet and did not slip properly, and besides it was badly tied; in short, I still drew my breath, when the crucial incision made me give such a frightful scream that my surgeon fell flat upon his back&â¦[At length he] sewed up my wounds; his wife even nursed me. I was upon my legs at the end of fifteen days&â¦.
One day I took it into my head to step into a mosque, where I saw an old Iman and a very pretty young devotee who was saying her paternosters&â¦.She dropped her bouquet; I picked it up, and presented it to her with a profound reverence. I was so long in delivering it that the Iman began to get angry, and seeing that I was a Christian he called out for help. They carried me before the cadi, who ordered me a hundred lashes on the soles of the feet and sent me to the galleys. I was chained to the very same galley and the same bench as the young Baron. On board this galley there were four young men from Marseilles, five Neapolitan priests, and two monks from Corfu, who told us similar adventures happened daily. The Baron maintained that he had suffered greater injustice than I&â¦.We were continually disputing, and received twenty lashes with a bull's pizzle when the concatenation of universal events brought you to our galley, and you were good enough to ransom us.""
""Well, my dear Pangloss,"" said Candide to him, ""when you had been hanged, dissected, whipped, and were tugging at the oar, did you always think that everything happens for the best?""
""I am still of my first opinion,"" answered Pangloss, ""for I am a philosopher and I cannot retract, especially as Leibnitz could never be wrong; and besides, the pre-established harmony is the finest thing in the world, and so is his plenum and materia subtilis.""
Voltaire, French Enlightenment writer, Candide, 1759
The ""concatenation of universal events"" that brought the men together on the ship illustrates the eighteenth-century fondness of",high_school_european_history,"['demonstrating high social status through large vocabulary'
 'exploiting naval power to European nation-states'
 'drawing universal conclusions from a wide range of concrete data'
 'using cause-and-effect to systematize the understanding of human behavior']",3,0.0038230521602031,0.995904333998404,7.002160943016295e-05,0.0001788064436774,3.2749542533752127e-06,1.2430324278393453e-06,,1.4085402727180554e-06,1.699023884480196e-06,1.453252140573842e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The situation is critical in the extreme. In fact it is now absolutely clear that to delay the uprising would be fatal.
With all my might I urge comrades to realize that everything now hangs by a thread; that we are confronted by problems which are not to be solved by conferences or congresses (even congresses of Soviets), but exclusively by peoples, by the masses, by the struggle of the armed people. â¦
Who must take power? That is not important at present. Let the Revolutionary Military Committee do it, or ""some other institution"" which will declare that it will relinquish power only to the true representatives of the interests of the people, the interests of the army, the interests of the peasants, the interests of the starving.
All districts, all regiments, all forces must be mobilized at once and must immediately send their delegations to the Revolutionary Military Committee and to the Central Committee of the Bolsheviks with the insistent demand that under no circumstances should power be left in the hands of Kerensky [and his colleagues], â¦ not under any circumstances; the matter must be decided without fail this very evening, or this very night.
Vladmir Illyich Lenin, ""Call to Power,"" 1917
From the passage, one may infer that the immediate context for Lenin's ""Call to Power"" was",high_school_european_history,"[""Russia's entrance into World War I""
 'the onset of the February Revolution' ""Russia's exit from World War I""
 'the onset of the October Revolution']",3,0.0001088770960952,0.9997201875288818,5.142989855498797e-05,0.0001088770960952,4.221623152113442e-06,,2.3816768068200821e-07,,,,,6.474068785241393e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following excerpt.
If civilized education developed in every child its natural inclinations, we should see nearly all rich children enamored of various very plebeian occupations, such as that of the mason, the carpenter, the smith, the saddler. I have instanced Louis the XVI, who loved the trade of locksmith; an Infanta of Spain preferred that of shoemaker; a certain king of Denmark gratified himself by manufacturing syringes; the former king of Naples loved to sell the fish he had caught in the market-place himself; the prince of Parma, whom Condillac had trained in metaphysical subtitles, in the understanding of intuition, of cognition, had no taste but for the occupation of church-warden and lay-brother.
The great majority of wealthy children would follow these plebeian tastes, if civilized education did not oppose the development of them; and if the filthiness of the workshops and the coarseness of the workmen did not arouse a repugnance stronger than the attraction. What child of a prince is there who has no taste for one of the four occupations I have just mentioned, that of mason, carpenter, smith, saddler, and who would not advance in them if he beheld from an early age the work carried on in blight workshops, by refined people, who would always arrange a miniature workshop for children, with little implements and light labor?
âCharles Fourier, On Education, 1838
What nation experimented with utilizing the ideas of Fourier and others like him to create national workshops in 1848?",high_school_european_history,['Germany' 'France' 'Great Britain' 'Austria'],1,1.147836349377526e-05,6.143925240738374e-06,1.0782924605773809e-05,0.9999619007881926,3.155979542663445e-07,,3.155979542663445e-07,2.535900804630956e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7263502989169045e-06,,,,,,,,
"This question refers to the following information.
Read the following quote.
I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .
Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.
âGalileo Galilei, 1610
Which of the following intellectual hallmarks of the Renaissance seem most in conflict with the questioning of the ancient philosophers, such as Aristotle, through experimentation in natural philosophy?",high_school_european_history,['Humanism' 'Secularism' 'Individualism' 'ArÃªte'],0,0.0004869185245022,0.0004869185245022,0.9976678510186,0.0012433900111044,1.565197032260407e-05,,4.484364577739403e-06,,3.835680287512322e-06,,,,,,,,,,,2.476501325480844e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
The article listed above that was violated by Operation Barbarossa was",high_school_european_history,['Article I' 'Article II' 'Article III' 'Article IV'],0,5.421343510817197e-06,3.088988419430081e-06,0.9998698448820288,0.0001088905952598,5.202705391820879e-07,,,,3.689270558740573e-07,6.275660622439981e-07,,,,,,,,,,,,,,3.689270558740573e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The pair of excerpts below is written by explorer Christopher Columbus and the Dominican Bishop of Chiapas, Mexico, Bartholomew de las Casas.
Source 1
Indians would give whatever the seller required. . . . Thus they bartered, like idiots, cotton and gold for fragments of bows, glasses, bottles, and jars; which I forbad as being unjust, and myself gave them many beautiful and acceptable articles which I had brought with me, taking nothing from them in return; I did this in order that I might the more easily conciliate them, that they might be led to become Christians, and be inclined to entertain a regard for the King and Queen, our Princes and all Spaniards, and that I might induce them to take an interest in seeking out, and collecting and delivering to us such things as they possessed in abundance, but which we greatly needed.
âChristopher Columbus: letter to Raphael Sanchez, 1493
Source 2
It was upon these gentle lambs . . . that from the very first day they clapped eyes on them the Spanish fell like ravening wolves upon the fold, or like tigers and savage lions who have not eaten meat for days. The pattern established at the outset has remained unchanged to this day, and the Spaniards still do nothing save tear the natives to shreds, murder them and inflict upon them untold misery, suffering and distress, tormenting, harrying and persecuting them mercilessly. We shall in due course describe some of the many ingenious methods of torture they have invented and refined for this purpose, but one can get some idea of the effectiveness of their methods from the figures alone. When the Spanish first journeyed there, the indigenous population of the island of Hispaniola stood at some three million; today only two hundred survive. Their reason for killing and destroying such an infinite number of souls is that the Christians have an ultimate aim, which is to acquire gold, and to swell themselves with riches in a very brief time and thus rise to a high estate disproportionate to their merits.
âBartholomew de las Casas: A Short Account of the Destruction of the Indies, 1542
The free flow of plants and animals, as well as trade goods, between Europe and the Americas is referred to by historians as the Columbian Exchange, and affected the Europeans in which of the following ways?",high_school_european_history,"['Economic opportunities were reduced.'
 'They were subjugated and destroyed.'
 'Economic opportunities were created.'
 'They were enriched through trade in Native American slaves.']",2,0.9999505322548355,7.888843315721401e-06,1.0129475325653475e-05,2.753476870954812e-05,2.45784417918913e-07,,,,,7.112007948307838e-07,,,,,,,,,,,1.0906617431136162e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0906617431136162e-07,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The text below is the government proclamation.
On the basis of the above-mentioned new arrangements, the serfs will receive in time the full rights of free rural inhabitants.
The nobles, while retaining their property rights to all the lands belonging to them, grant the peasants perpetual use of their household plots in return for a specified obligation[; . . . the nobles] grant them a portion of arable land fixed by the said arrangements as well as other property. . . . While enjoying these land allotments, the peasants are obliged, in return, to fulfill obligations to the noblemen fixed by the same arrangements. In this status, which is temporary, the peasants are temporarily bound. . . .
[T]hey are granted the right to purchase their household plots, and, with the consent of the nobles, they may acquire in full ownership the arable lands and other properties which are allotted them for permanent use. Following such acquisition of full ownership of land, the peasants will be freed from their obligations to the nobles for the land thus purchased and will become free peasant landowners.
WE have deemed it advisable:
3. To organize Peace Offices on the estates of the nobles, leaving the village communes as they are, and to open cantonal offices in the large villages and unite small village communes.
4. To formulate, verify, and confirm in each village commune or estate a charter which will specify, on the basis of local conditions, the amount of land allotted to the peasants for permanent use, and the scope of their obligations to the nobleman for the land.
6. Until that time, peasants and household serfs must be obedient towards their nobles, and scrupulously fulfill their former obligations.
7. The nobles will continue to keep order on their estates, with the right of jurisdiction and of police, until the organization of cantons and of cantonal courts.
âAlexander II, ""The Abolition of Serfdom in Russia,"" Manifesto of February 19, 1861
Which of the following best articulates the new conditions for the recently emancipated serfs of Russia as stated in the above passage?",high_school_european_history,"[""The tsar's manifesto allowed for a heterogeneous class of farmers to emerge, with many former serfs becoming quite prosperous while others struggled.""
 'The manifesto was mostly ineffective in improving the economic condition of former serfs, but paved the way for local self-rule and, soon after, a national legislature.'
 ""The tsar's insistence on cooperation between the nobility and recently emancipated people limited the financial potential of all impacted by the manifesto.""
 'The manifesto, although emancipating the serfs, saddled them with financial responsibilities and other restrictions, while the aristocracy retained too many of their former rights.']",3,4.4951203337885855e-06,0.99998284925186,3.726585646435538e-06,7.411200508673901e-06,3.359618853714781e-07,,,1.7429473005091826e-07,,1.1253302830161259e-07,,7.042136966353004e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
The various modes of worship which prevailed in the Roman world were all considered by the people as equally true; by the philosopher as equally false; and by the magistrate as equally useful.
Edward Gibbon, The Decline and Fall of the Roman Empire, 1776â1788
The interpretation of the state of religious belief in ancient Rome by the eighteenth-century English historian Edward Gibbon might be offered as evidence for",high_school_european_history,"[""the clergy's monopoly on academic scholarship in eighteenth-century Britain""
 'the hatred of all things Roman by British scholars in the eighteenth century'
 'the spread of religious skepticism among the educated elite of Britain in the eighteenth century'
 'the lack of sources available to the eighteenth-century scholar for the study of ancient Roman civilization']",2,0.9999405940729936,1.8924080614980607e-05,1.1478035099859243e-05,2.144379267457719e-05,7.570584753895256e-07,,,1.914143589180453e-07,,8.314660738644138e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4578090196976e-07,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Italian nation has been at last united in our own days, and we all rejoiced in its union. Yet we may be allowed to doubt whether the union was not a little too speedy and a little too thorough. It is surely carrying unity too far to wipe out all traces of the independent being, for most purposes to wipe out the very name, of such a land as Sicily. It jars on our feelings to find that, while Ireland at least forms part of the royal style of its sovereign, Sicily is no longer even a geographical expression. The island realm of Roger has sunk to be seven provinces of the kingdom on the mainland. And there is another result of Italian unity, a result in which we may rejoice without drawbacks, but which still has somewhat of sadness about it as finally ending that great phase of the history of Europe with which we have throughout been dealing. Never were ties with the past so fully snapped as when the army of Italy entered liberated Rome. Of all novelties in European history the greatest was when Rome became the centre of a dominion with acknowledged metes and bounds, the head in short of a local Italian kingdom. ""Rome the capital of Italy"" was a formula which might well gladden our hearts; but it was a formula which formally swept away the Åcumenical position, the Åcumenical traditions, of Rome&â¦.
But the kingdom of Italy is not an appendage to Rome; Rome is the head of the kingdom. The whole is greater than its part; Rome, by her own free will and by the free will of Italy, has become less than Italy. By becoming the willing head of an Italian kingdom she has formally cast aside her Imperial traditions as they were not cast aside when brute force made her the head of a French department.""
Edward A. Freeman, British historian and politician, The Chief Periods of European History, 1885
The author laments the loss of which Roman traditions?",high_school_european_history,['Lingual' 'Religious' 'Economic' 'Artistic'],1,1.5689182424382215e-05,6.962032498190963e-06,5.093531784910941e-06,0.999969257794935,1.9749766002561885e-07,,,1.4004681174108573e-07,,1.68928700657063e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68928700657063e-07,,,,,,,
"This question refers to the following information.
From this moment until that in which the enemy shall have been driven from the soil of the Republic, all Frenchmen are in permanent requisition for the service of the armies. The young men shall go to battle; the married men shall forge arms and transport provisions; the women shall make tents and clothing and shall serve in the hospitals; the children shall turn old linen into lint; the aged shall betake themselves to the public places in order to arouse the courage of the warriors and preach the hatred of kings and the unity of the Republic. â¦
The Committee of Public Safety is charged to take all necessary measures to set up without delay an extraordinary manufacture of arms of every sort which corresponds with the ardor and energy of the French people. It is, accordingly, authorized to form all the establishments, factories, workshops, and mills which shall be deemed necessary for the carrying on of these works, as well as to put in requisition, within the entire extent of the Republic, the artists and workingmen who can contribute to their success.
The representatives of the people sent out for the execution of the present law shall have the same authority in their respective districts, acting in concert with the Committee of Public Safety; they are invested with the unlimited powers assigned to the representatives of the people to the armies.
The LevÃ©e en Masse, August 23, 1793
The passage can be used as one example of the way in which the Committee of Public Safety",high_school_european_history,"['revamped the economy of the new French Republic'
 'successfully harnessed the human resources of the new French Republic'
 'reformed the religious rituals of the Church in the new French Republic'
 'brought about its own destruction']",1,1.7777528531448055e-05,4.494863128298674e-06,1.568861386461218e-05,0.9999524123240856,3.689608337010101e-07,,,8.402523283378415e-07,,,1.9749050291436029e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Buckingham Palace, 10th May 1839.
The Queen forgot to ask Lord Melbourne if he thought there would be any harm in her writing to the Duke of Cambridge that she really was fearful of fatiguing herself, if she went out to a party at Gloucester House on Tuesday, an Ancient Concert on Wednesday, and a ball at Northumberland House on Thursday, considering how much she had to do these last four days. If she went to the Ancient Concert on Wednesday, having besides a concert of her own here on Monday, it would be four nights of fatigue, really exhausted as the Queen is.
But if Lord Melbourne thinks that as there are only to be English singers at the Ancient Concert, she ought to go, she could go there for one act; but she would much rather, if possible, get out of it, for it is a fatiguing time&â¦.
As the negotiations with the Tories are quite at an end, and Lord Melbourne has been here, the Queen hopes Lord Melbourne will not object to dining with her on Sunday?""
The Letters of Queen Victoria, Volume 1 (of 3), 1837-1843: A Selection from Her Majesty's Correspondence Between the Years 1837 and 1861
The phrase ""negotiations with the Tories"" suggests that what historical transition had been made complete?",high_school_european_history,"['The switch from a liberal-dominated to a conservative-dominated Parliament'
 'The conversion from male-dominated politics to female-dominated politics'
 'The change from a divinely-ordained monarch to a constitutionally-approved monarch'
 'An end to war and the creation of a lasting peace']",2,5.8259761074032496e-05,2.428628166730853e-05,0.9995079028037164,0.0003799015451085,1.3701382545709083e-06,,,,1.4585045799421197e-06,,,,,2.404667524364128e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.416813328279612e-07,,,,,,
