question,subject,choices,answer,c,b,a,d,'},},Unnamed: 10,',e,...',f,l,all,']},i,none,db,j,}',s,aff,cultural,dis,ab,abc,''',...,bc,g,social,solution,{',cd,participant,bcd,mass,bd,da,sol,h,height,fashion,m
Durkheim defined social facts as:,sociology,"['ways of acting, thinking, and feeling that are collective and social in origin'
 'the way scientists construct knowledge in a social context'
 'data collected about social phenomena that are proven to be correct'
 'ideas and theories that have no basis in the external, physical world']",0,0.0001088368162314,0.0001910145611757,0.9993960315840292,5.8256149731507045e-05,7.284211150258606e-05,,,4.4922319045283e-06,4.4922319045283e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The media-themes model of media influence claims that:,sociology,"['audiences selectively interpret what they want to hear'
 'content analysis is the best way to identify the themes covered by the media'
 'audiences passively absorb whatever messages they are given'
 'social interaction reinforces the ideas and images that audiences select']",3,0.0033019075614583,0.0065666272885692,0.8081860039078328,0.1802780229452579,0.0005063639246124,5.337036500025539e-05,,4.424558663312783e-05,0.0001061396446412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowlby's maternal deprivation thesis claimed that:,sociology,"['mothers who are living in poverty cannot afford to give their children the resources that other children enjoy'
 'children deprived of an early, secure attachment to their mother are prone to suffer physically, intellectually and socially in later life'
 ""'mothering' is a socially constructed activity identified in the narratives of new mothers""
 ""deprivation is something children inherit, usually through their mother's side""]",1,4.005761807072793e-05,0.9998303821344016,4.539122795038711e-05,1.7775460267140778e-05,1.300480454316024e-05,,,,1.994351369541114e-06,3.2881295242123663e-06,,,,,,,,,,,,,,,,,1.2096352518665658e-06,,,,,,,,,,,,,,,,
War became possible between nation states in the nineteenth century because:,sociology,"['the world was divided into several rival overseas empires'
 'industrialization provided better transport, technology and administration'
 'there was intense economic, political and military competition'
 'all of the above']",3,0.0019226199471696,0.0008014672342513,0.0010954758243823,0.9959750669026158,8.992213153693707e-05,,,,1.0739667082326793e-05,,,,1.6633921774351375e-05,4.916977884609619e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not identified by Fulcher & Scott as a criterion of community?,sociology,"['a shared sense of identity and belonging together'
 'common activities involving all-round relationships'
 'a fixed geographical location'
 'collective action based on common interests']",2,0.9981874768228904,0.0007545624300908,0.0004299367128529,0.0004038881642371,0.0001087049728647,,,,2.4255358004251157e-05,,6.735469659674279e-06,,,,5.944031112115071e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:,sociology,"[""assimilation: all racial boundaries were dissolved by the 'ethnic melting pot'""
 'multiculturalism: all ethnic identities were celebrated equally'
 ""most ethnic groups were integrated into mainstream society, but the black population remained in the city's ghettos""
 'racism: the white host population were hostile and prejudiced towards migrants']",2,0.9844844578309868,0.0017851253883632,0.0013902570503379,0.0116404797646258,0.0003302151508083,,,,7.36809594832986e-05,,1.5444368123918054e-05,,,,,1.862946401426312e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to Scott (1990), a document is 'authentic' if it:",sociology,"['is a sincere and accurate account, free from political bias'
 'is representative of all the similar documents that did not survive'
 'has both a literal and an interpretable meaning'
 ""is a 'sound' original, or reliable copy, of known authorship""]",3,0.0154477428915596,0.0072969970573155,0.8437594063211661,0.1293423676539755,0.0011935020407281,0.0003412850939045,0.0002203501129001,0.0004965668815683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a consequence of global tourism?,sociology,"['decreased rates of prostitution and sex tourism'
 'developing countries can depend on it as a crucial source of income'
 'the exploitation of cheap, unregulated labour in poor countries'
 ""we have become more aware of 'other' societies and ways of living""]",0,0.0024075199796967,0.0021246289249929,0.971416887896724,0.0228419135881181,0.0001856480950163,,,,0.0001638338688226,,7.270083859024869e-05,,,,3.891395471834505e-05,,,,,,,,,,,,,,4.9966506922190906e-05,,,,,,,,,,,,,,
Which of the following did Thatcher's government not strive to achieve:,sociology,"['marketization and privatization'
 'individual freedom, choice and responsibility'
 'generous financial benefits for single parents, students and the unemployed'
 'the rolling back of the welfare state']",2,0.998778973185024,0.0007092352911311,0.000168458227608,0.0002031994099046,7.475288536207885e-05,,,,1.2990103673667496e-05,,2.8984839130501357e-06,,,,,,,,,,,,,,,,,,3.2844125623118423e-06,,,,,,,,,,,,,,
One of the ethical problems with covert participant observation is:,sociology,"['not being able to write comprehensive fieldnotes or record conversations'
 'deceiving the respondents as to the reason for your presence'
 'observing people outside of their natural setting'
 'subjecting the participants to physical harm']",1,6.603987907379226e-05,0.9997748478321778,5.827998872968291e-05,3.3206936603685085e-05,2.4294713808696323e-05,,1.5053249491399063e-06,,3.186772942336656e-06,1.7599031655186355e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The embourgeoisement thesis suggests that:,sociology,"['capitalists are being replaced by salaried managers with bureaucratic authority'
 'the affluent working class is adopting middle class values and ways of life'
 ""white collar occupations are being 'deskilled' by the introduction of new technologies into the workplace""
 'the class structure has fragmented and there are no longer any distinct social classes']",1,0.0009076211568479,0.9954851939472182,0.0027956699797575,0.0002946614479973,0.0001902477296945,,,2.1345203700287337e-05,2.1345203700287337e-05,1.3781499315393708e-05,,,,,9.18045771486401e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women have been excluded from the public sphere because:,sociology,"['industrial capitalism separated the middle class home from the workplace'
 ""those who enter paid employment have been 'sidelined' into particular fields""
 ""it is difficult to succeed in 'malestream' politics without compromising their femininity""
 'all of the above']",3,0.0013198551439845,0.0009656266512847,0.0024658140371453,0.9948058876030896,0.0001227655935105,,,,4.2426653851881245e-05,,7.848141822903615e-06,,5.447690189082839e-05,8.354303483282407e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Economic aid has largely failed to promote modernization in the developing countries because:,sociology,"['there are no clearly defined projects into which the money can be directed'
 'the United Nations has refused to call on rich countries to provide it'
 'debt repayments with interest can be greater than the amount of money received'
 'debt repayments with interest can be greater than the amount of money received']",2,0.0124264587840354,0.0005453806090333,0.0005453806090333,0.986104817428974,0.0002420111782289,,,,9.98899429197296e-06,,,,,,,,,,7.540088475623335e-06,,,,,,,,,,,,,,,,,,,,,,,,
How is terrorism different from the types of crime described by the Chicago School?,sociology,"['it is committed on a larger, often global, scale, and is well organized'
 'it is associated with political conflict between states and their citizens'
 'it can have far-reaching effects upon international relations'
 'all of the above']",3,0.0026113439111593,0.0021648801399342,0.0048869440407422,0.9896986641570106,0.000258558061054,,,,2.900941046922948e-05,,,1.172086135951044e-05,0.0001147344440924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The human relations approach emphasized the importance of:,sociology,"['scrutinizing employees as they interacted with customers'
 'teamwork, communication and employee satisfaction'
 'strict control and discipline to ensure high productivity'
 'providing therapy and counselling in the workplace']",1,9.026727579162872e-05,0.9997885821177366,4.263924189101411e-05,1.4735727694427223e-05,1.6697767041754202e-05,,,,1.4590346237464675e-06,3.5000421119479814e-06,,,,,,,,,,,,,,,,,1.6533028268692487e-06,,,,,,,,,,,,,,,,
Which of the following did Domhoff not identify as a process of decision-making in the USA?,sociology,"['the ideology process' 'the exploitation process'
 'the policy-formation process' 'the candidate-selection process']",1,0.0013210363440361,0.9957218879455372,0.0010951775953805,0.0015934739987609,5.4525707816042585e-05,,,,5.122216218154124e-05,,1.6629401335666912e-05,,,,1.1429209250716144e-05,,,,,,,,,,,,,,7.152216391523032e-06,,,,,,,,,,,,,,
