question,subject,choices,answer,d,b,c,a,e,'},4,Unnamed: 11,{',',reconstruction,re,none,bc,1,the,ab,f,3,all,''',cd,i,option,solution,bb,con,g,'.,s,wilson,wood,ad,abc,william,mutual,p,cc,bcd,bd,either,yes,manifest,l,h,n,self,states,james,",",.,and,leading,that,which,;,ultimately,national,strong,stronger,federal,effective,unity,centralized,central,choice,options,theodore,both,sol,w
"This question refers to the following information.
""The law of love, peace and liberty in the states extending to Jews, Turks and Egyptians, as they are considered sonnes of Adam, which is the glory of the outward state of Holland, soe love, peace and liberty, extending to all in Christ Jesus, condemns hatred, war and bondage. And because our Saviour sayeth it is impossible but that offences will come, but woe unto him by whom they cometh, our desire is not to offend one of his little ones, in whatsoever form, name or title hee appears in, whether Presbyterian, Independent, Baptist or Quaker, but shall be glad to see anything of God in any of them, desiring to doe unto all men as we desire all men should doe unto us, which is the true law both of Church and State; for our Saviour sayeth this is the law and the prophets.
""Therefore if any of these said persons come in love unto us, we cannot in conscience lay violent hands upon them, but give them free egresse and regresse unto our Town, and houses, as God shall persuade our consciences, for we are bounde by the law of God and man to doe good unto all men and evil to noe man. And this is according to the patent and charter of our Towne, given unto us in the name of the States General, which we are not willing to infringe, and violate, but shall houlde to our patent and shall remaine, your humble subjects, the inhabitants of Vlishing (Flushing, part of the colony of New Netherlands).""
âThe Flushing Remonstrance, 1657
Which of the following most accurately describes the context in which the above document was written?",high_school_us_history,"['The Dutch West India Company had sought to establish a model community in the New World, based on Enlightenment principles; the document grew out of this mandate.'
 'The policies of the Dutch West Indian company had discouraged non-Dutch immigrants from settling in New Netherlands; the document was an attempt to diversify the colony.'
 'Religious toleration had become the norm in the neighboring New England colonies in the seventeenth century; the document was an attempt to bring New Amsterdam to the same levels of toleration.'
 'The director-general of the colony of New Netherlands, Peter Stuyvesant, was attempting to enforce conformity in New Netherlands despite the multi-ethnic makeup of the colony; the document was an attempt to accommodate the diverse population.']",3,0.978633097208621,0.0079531817035681,0.0039991109058947,0.0090208835597735,0.0002119450122888,6.812961256218468e-06,,,,,,,,,,,,1.7397506042070633e-05,,,,,7.96515867768317e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""As a means of effecting this end I suggest for your consideration the propriety of setting apart an ample district west of the Mississippi, and without the limit of any State or Territory now formed, to be guaranteed to the Indian tribes as long as they shall occupy it. . . . There they may be secured in the enjoyment of governments of their own choice, subject to no other control from the United States than such as may be necessary to preserve peace on the frontier and between the several tribes. There the benevolent may endeavor to teach them the arts of civilization. . . .
""This emigration would be voluntary, for it would be as cruel and unjust to compel the aborigines to abandon the graves of their fathers and seek a home in a distant land. But they should be distinctly informed that if they remain within the limits of the States they must be subject to their laws. . . .""
âPresident Andrew Jackson, 1829
Based on this quotation, what can you infer about the efforts of Martin Luther King and others in the civil rights movement of the 1950s?",high_school_us_history,"['The civil rights movement was not finding success through nonviolent methods.'
 'Advocates for civil rights were coordinating their efforts to raise awareness of racial segregation across the country.'
 'King was focused on ending segregation in Birmingham only.'
 'King was willing to compromise his principles and would be a violent agitator if necessary.']",1,0.0009069765325089,0.9947162818359224,0.0005167796506576,0.0031656591528259,4.515570263207373e-05,,,,,1.2937325409681436e-05,,,0.0002633684118888,,,,,1.3771711211823112e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
As Prescott makes clear in the passage above, an important reason for Cortes's military success was which of the following?",high_school_us_history,"['The advantage of superior numbers'
 'The superior military skill of mercenaries'
 'Taking advantage of divisions among the Indians'
 'Effective use of European artillery']",2,2.144346547076444e-05,1.6700187700395977e-05,0.9999394532326938,1.2218118327952174e-05,6.892990680634087e-07,3.80667099233104e-07,,,5.203102341883771e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.689552038484288e-07,
"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have readâ¦the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy groundâ¦""
Roger Williams, The Hireling Ministry None of Christ's, 1652
Consistent with the excerpt above, Roger Williams was banished from Massachusetts Bay in 1636 for advocating",high_school_us_history,"['the separation of church and state' ""women's suffrage"" 'bigamy'
 'the export of tobacco']",0,3.500512787530552e-06,5.828877105161789e-05,5.421700266083546e-06,0.9999199114665202,3.806631058972579e-07,5.538615509424095e-07,,,4.180766326703827e-07,3.465977021145585e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Yesterday, December 7, 1941âa date which will live in infamyâthe United States of America was suddenly and deliberately attacked by naval and air forces of the Empire of Japan. The United States was at peace with that nation and, at the solicitation of Japan, was still in conversation with its Government and its Emperor looking toward the maintenance of peace in the Pacific. Indeed, one hour after Japanese air squadrons had commenced bombingâ¦the Japanese Ambassador to the United States and his colleague delivered to the Secretary of State a formal reply to a recent American message. While this reply stated that it seemed useless to continue the existing diplomatic negotiations, it contained no threat or hint of war or armed attackâ¦.The attack yesterdayâ¦has caused severe damage to American naval and military forces. Very many American lives have been lost. In addition American ships have been reported torpedoed on the high seasâ¦.As Commander-in-Chief of the Army and Navy, I have directed that all measures be taken for our defense.""
President Franklin D. Roosevelt, radio address, December 8, 1941
Which of the following was the most immediate consequence of the events described in the excerpt above?",high_school_us_history,"['Trade embargoes with Japan extending up through the 1980s'
 'The Battle of Normandy' 'The internment of Japanese-Americans'
 'The bombing of Nagasaki']",2,2.7534873746555364e-05,5.771623081045816e-06,0.9999634949472218,1.5534112785045638e-06,3.689675192625269e-07,3.058848171314225e-07,,9.62509281739804e-08,,,,,,,,,,,,,,1.1252873558913655e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The conscience of the people, in a time of grave national problems, has called into being a new party, born of the nation's sense of justice. We of the Progressive party here dedicate ourselves to the fulfillment of the duty laid upon us by our fathers to maintain the government of the people, by the people and for the people whose foundations they laid. We hold with Thomas Jefferson and Abraham Lincoln that the people are the masters of their Constitution, to fulfill its purposes and to safeguard it from those who, by perversion of its intent, would convert it into an instrument of injustice. In accordance with the needs of each generation the people must use their sovereign powers to establish and maintain equal opportunity and industrial justice, to secure which this Government was founded and without which no republic can endure.
""This country belongs to the people who inhabit it. Its resources, its business, its institutions and its laws should be utilized, maintained or altered in whatever manner will best promote the general interest. It is time to set the public welfare in the first place.""
Progressive Party Platform, 1912
Progressive Theodore Roosevelt's ""Big Stick"" policy in Latin America was best characterized by his",high_school_us_history,"['repudiation of the Monroe Doctrine'
 'belief that European nations had the right to protect their economic interests in any remaining colonies throughout the region'
 'recognition of the sovereignty of newly independent nations in the Western hemisphere'
 'belief that the United States had an obligation to protect security and stability by assuming a protective role throughout the Western hemisphere']",3,0.9999480513080168,1.2218537810956226e-05,2.5866644748776927e-05,7.88888093274737e-06,7.112041861085284e-07,7.112041861085284e-07,2.2379032629381885e-07,2.45785589913141e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The power . . . given to the commanding officer over all the people of each district is that of an absolute monarch. His mere will is to take the place of all law. . . . It reduces the whole population of the ten statesâall persons, of every color, sex, and condition, and every stranger within their limitsâto the most abject and degrading slavery.""
The excerpt from the presidential veto message above is from",high_school_us_history,"[""President Thomas Jefferson's veto of the Alien and Sedition Acts.""
 ""President James Monroe's veto of an act for the preservation and repair of the Cumberland Road.""
 ""President Andrew Jackson's veto of the bill rechartering the Second Bank of the United States.""
 ""President Andrew Johnson's veto of one of the Reconstruction Acts of 1867.""]",3,5.143799200835136e-05,1.3844347735008707e-05,0.9999095577762832,1.3844347735008707e-05,1.4591835158347206e-06,1.5532927671503409e-06,,7.810446531570552e-07,3.689393703485997e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The only force which is strong enough to break down social convention is economic necessity. . . . The economic necessity which has forced women out of the home and into the world of business has completely annihilated the old idea that a woman should eat only in the privacy of her household or in the homes of her friends, has created the absolutely new social phenomenon of women eating in public, unescorted by men, by the tens of thousands, and has given rise to a wholly new phase of the restaurant business.""
âThe New York Times, October 15, 1905
The scenario described in the passage above is most directly reflected in the ideas of which of the following?",high_school_us_history,"['Civil Rights Act of 1964.' 'Equal Rights Amendment.'
 'Pure Food and Drug Act.' 'Interstate Commerce Act.']",1,0.0001022198154786,0.999163463008208,0.0001397179221359,0.0004876634655583,8.931867934395978e-06,4.780884389907754e-06,,,,,,,1.6557970388046367e-05,,,,,,,,,,3.0867709613660527e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The challenge of the next half century is whether we have the wisdom to use wealth to enrich and elevate our national life, and to advance the quality of our American civilizationâ¦.The Great Society rests on abundance and liberty for all. It demands an end to poverty and racial injustice, to which we are totally committed in our time. But that is just the beginning. The Great Society is a place where every child can find knowledge to enrich his mind and to enlarge his talents. It is a place where leisure is a welcome chance to build and reflect, not a feared cause of boredom and restlessness. It is a place where the city of man serves not only the needs of the body and the demands of commerce but the desire for beauty and the hunger for community. It is a place where man can renew contact with nature. It is a place which honors creation for its own sake and for what it adds to the understanding of the race. It is a place where men are more concerned with the quality of their goals than the quantity of their goods. But most of all, the Great Society is not a safe harbor, a resting place, a final objective, a finished work. It is a challenge constantly renewed, beckoning us toward a destiny where the meaning of our lives matches the marvelous products of our labor.""
Lyndon Johnson, Remarks at the University of Michigan, Ann Arbor, 1964
Johnson's Great Society most represented an extension of which of the following initiatives?",high_school_us_history,"['The New Deal' 'The Square Deal' 'The Truman Doctrine'
 'The Monroe Doctrine']",0,1.6698483647551392e-05,0.0001233860324388,1.3843529173279365e-05,0.999831291167311,8.313685470002991e-07,,,,9.42063982961804e-07,,,,,,5.367718772892408e-07,,,3.927106946038376e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.â¦ His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
âHenry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
Although Jefferson believed that government should be small and limited, once in office he",high_school_us_history,"['created a spoils system that bloated the size of the bureaucracy'
 'laid the foundations of the welfare state'
 'called for an ambitious program of road building and public works'
 'vigorously exercised federal power in foreign affairs']",3,0.04757806452009,0.0099729041020205,0.8444603138933325,0.0888875267021076,0.0003205784770554,,,0.0003632630053618,,0.0008186258194906,,,0.0052968582286962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Our leaders talk about stopping aggression from the north, but this was a struggle among groups of Vietnamese until we intervened. We seem bent upon saving the Vietnamese from Ho Chi Minh even if we have to kill them and demolish their country to do it. As the native people survey bombed-out villages, women and children burned by napalm, rice crops destroyed and cities overrun with our military personnel, they are doubtless saying secretly of the Vietcong guerillas and of the American forces, ""A plague on both your houses."" â¦ Stop the bombing, north and south, end search and destroy offensive sweeps, and confine our military action to holding operations on the ground. Bombing the north has failed to halt or seriously check the flow of troops to the south and may, in fact, have prompted a much greater war effort by Hanoi.
âSenator George McGovern, ""The Lessons of Vietnam,"" April 25, 1967
Political discord during the Vietnam War most closely resembled the political dissensions during which of the following?",high_school_us_history,['The Spanish-American War' 'The Mexican War' 'World War I' 'World War II'],1,0.0020463352878769,0.0004860472337204,0.9959826784222288,0.0012411650921492,2.006156524997497e-05,,,,,,,,0.000103308440963,,,,,,,,,,1.2167954405935358e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.719782634149721e-06
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
Prescott's interpretation of the conquest of Mexico resembles which contemporary nineteenth-century American political movement?",high_school_us_history,"['Support for Manifest Destiny' 'Support for Southern secessionism'
 'Support for abolitionism' 'Support for Know-Nothingism']",0,3.761984912847345e-05,0.0002959030341893,3.118795034905804e-05,0.9995572471767848,,1.70536951817729e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.401364329296389e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
Given the perspective of the passage above, William Hickling Prescott believed which of the following about the conquest of the Aztec Empire?",high_school_us_history,"['The actions of Hernando Cortes were irrational.'
 'The conquest of Mexico was a racist atrocity.'
 'Cortes was chiefly motivated by a desire for wealth.'
 'The Aztec Empire had to give way to the superior civilization of Spain.']",3,0.9860262080501134,0.0004246561700347,0.0040290255625692,0.0080351800546871,0.0002273020682021,,,,,5.7470963049824746e-05,,,0.0008598328736669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
In the excerpt above, the reference to ""the sanctions of a more erroneous religious belief"" most probably refers to",high_school_us_history,"['Southern Baptist justification of slavery on the grounds of white racial superiority'
 'the Puritan abolition of slavery in New England states'
 'Jewish acceptance of slavery in the Torah'
 'Christian abolitionist rejection of slavery on moral grounds']",3,0.0014966947568662,0.0018053584898818,0.0009077912582705,0.995644576399426,2.5752043509738117e-05,,,,,7.378083994492295e-06,,,6.116646467814873e-06,,,,,6.511136272148429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
BECAUSE no People can be truly happy, though under the greatest Enjoyment of Civil Liberties, if abridged of the Freedom of their Consciences, as to their Religious Profession and Worship: And Almighty God being the only Lord of Conscience, Father of Lights and Spirits; and the Author as well as Object of all divine Knowledge, Faith and Worship, who only doth enlighten the Minds, and persuade and convince the Understanding of People, I do hereby grant and declare, That no Person or Persons, inhabiting in this Province or Territories, who shall confess and acknowledge One almighty God, the Creator, Upholder and Ruler of the World; and profess him or themselves obliged to live quietly under the Civil Government, shall be in any Case molested or prejudiced, in his or their Person or Estate, because of his or their conscientious Persuasion or Practice, nor be compelled to frequent or maintain any religious Worship, Place or Ministry, contrary to his or their Mind.â¦
âWilliam Penn, Charter of Privileges Granted by William Penn,
esq. to the Inhabitants of Pennsylvania and Territories, October 28, 1701
William Penn was a member of which of the following persecuted religious groups?",high_school_us_history,['Roman Catholics' 'Puritans' 'Quakers' 'Anglicans'],2,8.480335298130486e-05,4.5391963859973416e-05,0.9998499613167872,1.1476885795139336e-05,1.705886781348932e-06,1.0346726348866284e-06,,1.7979914394451206e-07,,,,,,,,,,,5.895386965774901e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""In one view the slaveholders have a decided advantage over all opposition. It is well to notice this advantageâthe advantage of complete organization. They are organized; and yet were not at the pains of creating their organizations. The State governments, where the system of slavery exists, are complete slavery organizations. The church organizations in those States are equally at the service of slavery; while the Federal Government, with its army and navy, from the chief magistracy in Washington, to the Supreme Court, and thence to the chief marshalship at New York, is pledged to support, defend, and propagate the crying curse of human bondage. The pen, the purse, and the sword, are united against the simple truth, preached by humble men in obscure places.""
Frederick Douglass, 1857
In his opinion on the case Dred Scott v. Sandford, Chief Justice Roger Taney upheld the sentiment above by stating that",high_school_us_history,"['separate but equal facilities for people of different races was constitutional'
 'corporations were entitled to the same protections guaranteed to individuals under the Fourteenth Amendment'
 'school prayer violated the principle of ""separation of church and state""'
 'Congress had no right to regulate slavery in United States territories']",3,0.9999264741761598,2.586600337950504e-05,7.888685326171065e-06,2.7534217271833745e-05,1.2481712694247938e-06,8.31461316190988e-07,3.927545156666439e-07,5.53872643327739e-07,4.450491718626681e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
Which of the following was an immediate consequence of the secession of South Carolina?",high_school_us_history,"['Southern Democrats appealed to the powers of Congress to stop military action against South Carolina.'
 'Abraham Lincoln signed the Emancipation Proclamation.'
 'Other Southern states seceded from the Union, forming the Confederacy.'
 'Jefferson Davis drafted Confederate soldiers into war, defending the siege on Fort Sumter.']",2,5.474658098182896e-05,0.0001398002920601,0.9997669627595722,2.930373314286435e-05,1.653203496969299e-06,1.0027186076560215e-06,,,,,,,,,,,,2.5352696746564665e-07,,,,,2.381665450127156e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
I appeal to any white man to say, if ever he entered Logan's cabin hungry, and he gave him not meat: if ever he came cold and naked, and he clothed him not? During the course of the last long and bloody war, Logan remained idle in his cabin, an advocate for peace. Such was my love for the whites, that my countrymen pointed as they passed, and said, ""Logan is the friend of the white man."" I had even thought to have lived with you but for the injuries of one man. Colonel Cresap, the last spring, in cold blood and unprovoked; murdered all the relations of Logan, not even sparing my women and children. There runs not a drop of my blood in the veins of any living creature. This called on me for revenge. I have sought it: I have killed many; I have fully glutted my vengeance. For my country, I rejoice at the beams of peace. But do not harbor a thought that mine is the joy of fear. Logan never felt fear. He will not turn on his heel to save his life. Who is there to mourn for Logan? Not one.
âAddress attributed to Logan, an Indian leader, 1774
A sympathetic reader of Logan's Address in the early years of the United States would be most likely to support which of the following Indian policies?",high_school_us_history,"['Exterminating all Indians' 'Respecting Indian territory and sovereignty'
 'Encouraging Indians to migrate to Canada and Mexico'
 'Building reservations and encouraging Indians to change their ways']",3,4.22270629945327e-06,0.9999704254377116,1.0129745815437678e-05,6.144001412158703e-06,3.156018670002218e-07,2.2379523507864286e-07,,2.308992584221017e-07,,,,,,,,,2.1690977955566682e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We have witnessed for more than a quarter of a century the struggles of the two great political parties for power and plunder, while grievous wrongs have been inflicted upon the suffering people. We charge that the controlling influences dominating both these parties have permitted the existing dreadful conditions to develop without serious effort to prevent or restrain them. Neither do they now promise us any substantial reform. They have agreed together to ignore, in the coming campaign, every issue but one. They propose to drown the outcries of a plundered people with the uproar of a sham battle over the tariff, so that capitalists, corporations, national banks, rings, trusts, watered stock, the demonetization of silver and the oppressions of the usurers may all be lost sight of. They propose to sacrifice our homes, lives, and children on the altar of mammon; to destroy the multitude in order to secure corruption funds from the millionaires.
""Assembled on the anniversary of the birthday of the nation, and filled with the spirit of the grand general and chief who established our independence, we seek to restore the government of the Republic to the hands of 'the plain people,' with which class it originated. We assert our purposes to be identical with the purposes of the National Constitution; to form a more perfect union and establish justice, insure domestic tranquillity, provide for the common defence, promote the general welfare, and secure the blessings of liberty for ourselves and our posterity.""
Populist Party Platform, 1892
The sentiments expressed in the excerpt above about political parties are most similar to those expressed by",high_school_us_history,"['George McGovern, Democratic Party, 1972'
 'Theodore Roosevelt, Progressive Party, 1912'
 'Andrew Jackson, Democratic Party, 1829'
 'H. Ross Perot, Reform Party, 1996']",3,0.0010949781249838,0.9955686135173948,0.0029785079088329,0.0002947092237493,1.3783733817052269e-05,,,,,,,,,5.0707522938731e-06,,,,3.1731957021715863e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1809033856081223e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Since the foundations of the American commonwealth were laid in colonial times over 300 years ago, vigorous complaint and more or less bitter persecution have been aimed at newcomers to our shores. Also the congressional reports of about 1840 are full of abuse of English, Scotch, Welsh immigrants as paupers, criminals, and so forth. Old citizens in Detroit of Irish and German descent have told me of the fierce tirades and propaganda directed against the great waves of Irish and Germans who came over from 1840 on for a few decades to escape civil, racial, and religious persecution in their native lands. The ""Know-Nothings,"" lineal ancestors of the Ku-Klux Klan, bitterly denounced the Irish and Germans as mongrels, scum, foreigners, and a menace to our institutions, much as other great branches of the Caucasian race of glorious history and antecedents are berated to-dayâ¦.But to-day it is the Italians, Spanish, Poles, Jews, Greeks, Russians, Balkanians, and so forth, who are the racial lepersâ¦..In this bill we find racial discrimination at its worstâa deliberate attempt to go back 84 years in our census taken every 10 years so that a blow may be aimed at peoples of eastern and southern Europe, particularly at our recent allies in the Great WarâPoland and Italy.""
Robert H. Clancy, Congressional Record, 68th Congress, 1st Session, 1924
What best accounts for the sharp increase of immigrants during the period 1880â1910?",high_school_us_history,"['Many Southern and Eastern Europeans turned to America for financial gain and political freedom.'
 'Irish farmers were forced to leave their homes due to agricultural disasters.'
 'Germans were seeking ways to avoid military conscription.'
 'The United States welcomed immigrants by providing housing and employment.']",0,2.1438987370398763e-05,0.0001584138803841,2.9303621358206868e-05,0.9997611023042094,2.259652644231633e-06,8.576674039150418e-07,,,,1.067384329947815e-06,,,,,8.31279752001505e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
