question,subject,choices,answer,d,c,b,a,e,4,g,2,bd,3,1,Ð°,ac,sol,choice,option,bs,Ñ,ad,f,i,st,bc,bcd,cd,brown,r,p,abc,dc,none,band,gr,s,free,ab,the,wrong,not,an,db,first,51,50,rules,john
Which of the following CANNOT limit the influence of the federal courts?,high_school_government_and_politics,"['A constitutional amendment to the contrary of a court decision'
 'The impeachment of a federal judge'
 ""A governor's failure to enforce a court decision""
 'A national election recalling an unpopular judge']",3,0.0066375284769423,0.006658654275115,0.9851385184243028,0.0011732753489686,4.760772108982064e-05,,,1.363984045981565e-05,,,,,,,,,,,,,,,,,,,,,,,1.8643451452033472e-05,,,,,,,,,,,,,,,
All of the following are constitutionally mandated presidential powers EXCEPT the power to,high_school_government_and_politics,"['negotiate treaties' 'veto legislation' 'grant reprieves and pardons'
 'declare war']",3,0.9991922270168696,0.0003361329274194,0.0001088207292146,0.0003373131100904,1.1469620475479843e-05,1.5522443356655169e-06,,,,,,,,,,,,,7.805174686991468e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Constitution, as originally ratified, addressed all of the following weaknesses of the Articles of Confederation EXCEPT the",high_school_government_and_politics,"['lack of a chief executive office'
 ""national government's inability to levy taxes effectively""
 'absence of a central authority to regulate interstate trade'
 'omission of a universal suffrage clause']",3,0.9991025419221112,0.0004883896514055,0.0001088108706054,0.0002647470124544,1.2208241336743749e-05,2.899711482018405e-06,,,,,,,,,,,,,1.0021134733268348e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Among the executive branch's checks on the legislative branch is the president's power to,high_school_government_and_politics,"['call special sessions of Congress'
 'introduce bills to the floor of Congress'
 'address Congress during its debate on bills' 'vote on acts of Congress']",0,2.1439846111685045e-05,0.9997436444815316,3.534833032487257e-05,0.0001806499038707,1.1362702163860448e-06,,,,,9.420010955051754e-07,,,4.221756013972028e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following accurately describes individual entitlements?,high_school_government_and_politics,"['Congress provides funds to the states, and the states decide how best to spend the money.'
 'Congress is allowed to fund these programs only when the federal government has a budget surplus.'
 'Congress must pay benefits to anyone who qualifies to receive them.'
 'Congress grants money to states, provided that certain criteria are met.']",2,0.0001795196256683,0.999781333744455,1.3843067103353298e-05,3.2880166371818662e-06,1.994282900096032e-06,,,5.713716171737644e-07,,2.5607099317890447e-06,,,,,,,,1.7599484822121722e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true of most third parties in U.S. history?,high_school_government_and_politics,"['They arose and succeeded during times of prosperity.'
 'They were created to protest wars.'
 'At some point they won a majority of seats in Congress.'
 'They flourished during periods of widespread dissatisfaction.']",3,0.9998097812290496,8.480181637441244e-05,6.60437209982699e-05,2.238332006015478e-05,2.56079296396718e-06,3.088905935641624e-06,,,,6.082416423353705e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The principles of freedom-""we hold these truths to be self-evident, that all men are created equal""- stated in the Declaration of Independence were influenced by the beliefs of political philosopher",high_school_government_and_politics,['Thomas Hobbes' 'Niccolo Macchiavelli' 'Jonathan Edwards' 'John Locke'],3,0.999414481318741,0.0005529837476019,1.8914409675366305e-05,5.629189213377779e-06,1.2871417317875928e-06,3.2868315573256567e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.310411624325044e-07
Divided government frequently results in,high_school_government_and_politics,"['reapportionment of voting districts' 'amendments to the Constitution'
 'conflict between states and the federal government'
 'delays in the confirmation of those nominated to be ambassadors']",3,0.5890113947435867,0.4048653052526825,0.0024071549449679,0.0008855428159678,,,,,0.0001198451306705,,,,4.995888321995487e-05,,,,,,,,,,3.890801737307372e-05,,0.0021243067829754,,,,,0.0001743736362094,,,,,,,,,,,,,,,,
Which of the following is true of Congress's power of oversight?,high_school_government_and_politics,"['Congressional oversight activities most often take place at the committee and subcommittee levels.'
 ""State challenges to congressional oversight have severely weakened Congress's oversight powers.""
 'Congressional oversight is primarily directed at the judicial branch.'
 'Constituent input does not influence congressional oversight.']",0,2.560949267135805e-06,2.7532799339849618e-05,7.484190813212241e-05,0.999876650510562,,,,,,,1.7601129748300363e-06,1.2097067770615682e-06,,,1.553294248486465e-06,2.7261163044358174e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is the most accurate statement about writs of certiorari?,high_school_government_and_politics,"['Fewer than 5% of petitions for writs of certiorari are granted by the Supreme Court.'
 'The Supreme Court grants writs of certiorari only when there is a ""circuit split.""'
 ""The lower court's ruling is overturned if the Supreme Court denies a writ of certiorari.""
 'Only the solicitor general may petition for a writ of certiorari.']",0,6.143046408043284e-06,6.604397293555233e-05,9.609341360850548e-05,0.9998187162507096,,,,,,,6.474723278553081e-07,1.0028247589094745e-06,7.336822667128194e-07,,6.082439625975259e-07,1.9943551734680995e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Federal election laws require that, in",high_school_government_and_politics,"['an area that has a substantial community of non-English speakers, voters be provided with ballots in their native language'
 'an electoral district that has historically low voter turnout, polling places be open for longer than the typical work day'
 'a state with a budget deficit, a tax be collected from each voter to pay for the cost of the election'
 'a region with racial diversity, congressional district lines be drawn to guarantee that at least one elected congressperson be of a racial minority']",0,1.892207745853689e-05,2.7531460248911775e-05,0.0001088890375784,0.999824308330588,,,,,,,1.8735393824940663e-06,1.760027369610419e-06,,,,2.259919876645848e-06,,,,,,,,,,,,,,,,,,,,,,,,6.892366210446062e-07,,,,,,
The absence of a political party solely dedicated to labor and working class issues in the United States,high_school_government_and_politics,"['proves U.S. politicians are not concerned about serving working-class constituencies'
 'is the result of government restrictions placed on the political activities of labor unions'
 'reflects the difficulty of unifying a party around a single issue in a ""winner-take-all"" format'
 ""demonstrates that, in the United States, most political issues regarding workers have been decided in the workers' favor""]",2,0.0001233423845574,0.999466871201082,0.0002958829990138,7.680458184144176e-05,1.993643965285726e-06,,,,,5.419286163253224e-06,,,,,,,,,,,,,1.5526514813301038e-06,,,,,,,,,,,,,,,,,,,,,,,
The Civil Rights Act of 1964 was passed to reinforce the,high_school_government_and_politics,"['presidential veto' 'system of checks and balances'
 ""states' power to challenge federal regulation"" 'Fourteenth Amendment']",3,0.0005527360909623,0.9993762124360211,4.004008722597079e-05,1.669119162912183e-05,1.4584600705938178e-06,9.41652595432818e-07,,,,1.0670321818410595e-06,,,,,,,,1.552522663700069e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following is NOT part of the ""iron triangles"" that influence public policy-making?",high_school_government_and_politics,"['House committees' 'Senate committees' 'The courts'
 'Bureaucratic agencies']",2,0.0001088654673878,0.9996115352698124,9.607343776819957e-05,0.0001599512028891,1.6530348074807596e-06,,,,,,,,1.370413988767282e-06,,,,,1.7596463929616191e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The attorney general is the head of which of the following entities?,high_school_government_and_politics,"['The Senate Judiciary Committee' 'The Department of Justice'
 'The Department of State' ""The Judge Advocate General's Corps""]",1,9.60950631754334e-05,4.5392093727609504e-05,0.9998330394014432,1.063260575499763e-05,,,,4.784291480129508e-06,,5.714021325250445e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,6.082544038867583e-07,,,,,,,,,
The Supreme Court's decision in Miranda v. Arizona was based mainly on the,high_school_government_and_politics,"['Constitutional prohibition of ex post facto laws'
 'incorporation of the Fifth Amendment through the due process clause of the Fourteenth Amendment'
 'Eighth Amendment restriction against cruel and unusual punishment'
 'abolition of slavery by the Thirteenth Amendment']",1,0.0001398034918715,2.9304403859764223e-05,0.9997543602361456,2.752893978382415e-05,,,,1.078048771579232e-05,,,1.2875456472599847e-06,,,,,,,,,,1.2095372000046613e-06,,,,,,,,,,,1.4589803584455773e-06,,,,,,,,,,,,,,
