question,subject,choices,answer,d,c,a,b,e,ad,f,g,dc,1,choice,cd,bcd,bc,bd,ab,ac,4,3,none,ba,abcd,all,db,Ñ,2,abc,r,da,Ð°,an,h,t,aa,cb,p,i,sol,spanish,m,s,q
"This question refers to the following information.
""We conclude that, in the field of public education, the doctrine of ""separate but equal"" has no place. Separate educational facilities are inherently unequal. Therefore, we hold that the plaintiffs and others similarly situated for whom the actions have been brought are, by reason of the segregation complained of, deprived of the equal protection of the laws guaranteed by the Fourteenth Amendment.""
Brown v. Board of Education, 1954
All of the following are social movements inspired by the Civil Rights movement EXCEPT",high_school_us_history,"[""women's rights"" 'gay and lesbian rights' ""states' rights""
 'Native American rights']",2,0.0003351674697355,0.9991489123592524,0.0001818062097487,0.0002957842538887,1.4580943108404494e-06,,,,,,2.559035210527848e-06,,,,,,,,2.559035210527848e-06,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Those whose condition is such that their function is the use of their bodies and nothing better can be expected of them, those, I say, are slaves of nature. It is better for them to be ruled thus.""
Juan de Sepulveda, Politics, 1522
""When Latin American nations gained independence in the 19th century, those two strains converged, and merged with an older, more universalist, natural law tradition. The result was a distinctively Latin American form of rights discourse. Paolo Carozza traces the roots of that discourse to a distinctive application, and extension, of Thomistic moral philosophy to the injustices of Spanish conquests in the New World. The key figure in that development seems to have been BartolomÃ© de Las Casas, a 16th-century Spanish bishop who condemned slavery and championed the cause of Indians on the basis of a natural right to liberty grounded in their membership in a single common humanity. 'All the peoples of the world are humans,' Las Casas wrote, and 'all the races of humankind are one.' According to Brian Tierney, Las Casas and other Spanish Dominican philosophers laid the groundwork for a doctrine of natural rights that was independent of religious revelation 'by drawing on a juridical tradition that derived natural rights and natural law from human rationality and free will, and by appealing to Aristotelian philosophy.'""
Mary Ann Glendon, ""The Forgotten Crucible: The Latin American Influence on the Universal Human Rights Idea,â 2003
Maize cultivation among the native peoples of Mexico is most analogous to which of the following?",high_school_us_history,"['Buffalo hunting among the Lakota Sioux'
 'Wolf domestication by the Algonquians'
 'Mixed agriculture among the Iroquois' 'Seal hunting among the Inuit']",2,0.0583218055717936,0.8051077036782461,0.0848577263919917,0.0514688127702488,1.6219785152746816e-05,,,,,,,3.225689448184213e-05,1.344667418225724e-05,1.956479549035251e-05,9.837796989092702e-06,,6.351759129304456e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Those who came before us made certain that this country rode the first waves of the industrial revolutions, the first waves of modern invention, and the first wave of nuclear power, and this generation does not intend to flounder in the backwash of the coming age of space. We mean to be a part of itâwe mean to lead it. For the eyes of the world now look into space, to the moon, and the planets beyond, and we have vowed that we shall not see it governed by a hostile flag of conquest, but by a banner of freedom and peace. We have vowed that we shall not see space filled with weapons of mass destruction, but with instruments of knowledge and understanding.â¦ We choose to go to the moon. We choose to go to the moon in this decade and do the other things, not because they are easy, but because they are hard, because that goal will serve to organize and measure the best of our energies and skills, because that challenge is one that we are willing to accept, one we are unwilling to postpone, and one which we intend to win, and the others, too.
âJohn F. Kennedy, September 12, 1962
John F. Kennedy in this passage is urging his fellow Americans to emulate which of the following?",high_school_us_history,1.465989629402942e-05,0,0.000108322796121,0.0040647809980786,0.9946257775606052,0.001027737584589,1.1417138713535698e-05,,,,,,2.2749534956186847e-05,,,,,,1.37716980781021e-05,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I come to present the strong claims of suffering humanity. I come to place before the Legislature of Massachusetts the condition of the miserable, the desolate, the outcast. I come as the advocate of helpless, forgotten, insane and idiotic men and women; of beings, sunk to a condition from which the most unconcerned would start with real horror; of beings wretched in our Prisons, and more wretched in our Alms-Houses. . . .
""If my pictures are displeasing, coarse, and severe, my subjects, it must be recollected, offer no tranquil, refined, or composing features. The condition of human beings, reduced to the extremest states of degradation and misery, cannot be exhibited in softened language, or adorn a polished page.
""I proceed, Gentlemen, briefly to call your attention to the present state of Insane Persons confined within this Commonwealth, in cages, closets, cellars, stalls, pens! Chained, naked, beaten with rods, and lashed into obedience!""
âDorothea Dix, ""Memorial to the Massachusetts Legislature"" (1843)
Dorothea Dix's testimony to the Massachusetts legislature reflects the influence of which of the following?",high_school_us_history,"['Social Darwinism.' 'The Second Great Awakening.' 'Second-wave feminism.'
 'The Christian Science movement.']",1,0.0027502910244302,0.0021419288035005,0.0158318197247918,0.9791862624987469,1.1964716322384497e-05,,5.30931068394131e-06,,,,,,,,,6.01623718835927e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""When we were kids the United States was the wealthiest and strongest country in the world; the only one with the atom bomb, the least scarred by modern war, an initiator of the United Nations that we thought would distribute Western influence throughout the world. Freedom and equality for each individual, government of, by, and for the peopleâthese American values we found good, principles by which we could live as men. Many of us began maturing in complacency.
""As we grew, however, our comfort was penetrated by events too troubling to dismiss. First, the permeating and victimizing fact of human degradation, symbolized by the Southern struggle against racial bigotry, compelled most of us from silence to activism. Second, the enclosing fact of the Cold War, symbolized by the presence of the Bomb, brought awareness that we ourselves, and our friends, and millions of abstract 'others' we knew more directly because of our common peril, might die at any time. . . .""
âPort Huron Statement, 1962
The Port Huron Statement, excerpted above, can most clearly be seen as an important document in which of the following movements?",high_school_us_history,"['The labor union movement.' 'The civil rights movement.' 'The New Right.'
 'The New Left.']",3,0.9959703870140004,0.0003785962435295,0.0004290057476924,0.0031699475364633,1.4679762431067926e-05,,4.7658210934806085e-06,,,,,,,,4.205822353268967e-06,,,1.7532476005927184e-06,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Those whose condition is such that their function is the use of their bodies and nothing better can be expected of them, those, I say, are slaves of nature. It is better for them to be ruled thus.""
Juan de Sepulveda, Politics, 1522
""When Latin American nations gained independence in the 19th century, those two strains converged, and merged with an older, more universalist, natural law tradition. The result was a distinctively Latin American form of rights discourse. Paolo Carozza traces the roots of that discourse to a distinctive application, and extension, of Thomistic moral philosophy to the injustices of Spanish conquests in the New World. The key figure in that development seems to have been BartolomÃ© de Las Casas, a 16th-century Spanish bishop who condemned slavery and championed the cause of Indians on the basis of a natural right to liberty grounded in their membership in a single common humanity. 'All the peoples of the world are humans,' Las Casas wrote, and 'all the races of humankind are one.' According to Brian Tierney, Las Casas and other Spanish Dominican philosophers laid the groundwork for a doctrine of natural rights that was independent of religious revelation 'by drawing on a juridical tradition that derived natural rights and natural law from human rationality and free will, and by appealing to Aristotelian philosophy.'""
Mary Ann Glendon, ""The Forgotten Crucible: The Latin American Influence on the Universal Human Rights Idea,â 2003
Which of the following presidents was most involved in Latin American politics in the twentieth century?",high_school_us_history,['James K. Polk' 'James Monroe' 'Theodore Roosevelt' 'Chester Arthur'],2,0.0010210869821288,0.9881826028662236,0.0021638747768341,0.0085494566278264,3.052994791151481e-06,,,,,,,,,,,,,,3.2498960382858387e-06,1.971161588098984e-06,,,,,,,,2.8680231875092005e-06,,,,,,,,,,,,1.1955699384298788e-06,,
"This question refers to the following information.
On Being Brought from Africa to America
'Twas mercy brought me from my Pagan land,
Taught my benighted soul to understand
That there's a God, that there's a Saviour too;
Once I redemption neither sought nor knew.
Some view our sable race with scornful eye,
""Their colour is a diabolic die.""
Remember, Christians, Negroes, black as Cain,
May be refin'd, and join th' angelic train.
âPhillis Wheatley, Poems on Various Subjects, Religious and Moral, 1773
The ideas expressed in Phillis Wheatley's poem most directly reveal the influence of which of the following?",high_school_us_history,"['The First Great Awakening' 'The natural rights theory of John Locke'
 'British ideas about social hierarchy'
 'Eighteenth century scientific racism']",0,0.1162981119936574,0.3582327133271167,0.2462136347642049,0.2789990531882299,3.4429459588525994e-05,,,,,,,,,2.088252283777812e-05,9.26656333697076e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The question, therefore, should be quickly settled, whether free colored persons, born and naturalized in this country, are not American citizens, and justly entitled to all the rights, privileges and immunities of citizens of the several states; and whether the Constitution of the United States makes or authorizes any invidious distinction with regard to the color or condition of free inhabitants.
""For myself, I have not the shadow of doubt on the subject. I believe that the rights of the free colored persons need only to be vindicated before the U.S. Supreme Court, to be obtained; that no prejudice or sophistry . . . can prevent their acknowledgement . . . and that the present laws, affecting your condition, are clearly unconstitutional. The fact that you have been treated, by common consent and common usage, as aliens and brutes, is not proof that such treatment is legal, but only shows the strength, the bitterness, and the blindness of prejudice.""
âWilliam Lloyd Garrison, ""To the Free People of Color of the United States,"" The Liberator, January 15, 1831
The argument put forth by William Lloyd Garrison in the passage was later contradicted in which of the following Supreme Court decisions?",high_school_us_history,"['Dred Scott v. Sanford (1857)' 'Ex parte Milligan (1866)'
 'Plessy v. Ferguson (1896)'
 'Brown v. Board of Education of Topeka (1954)']",0,0.0253951751596231,0.8409726528552003,0.1289744035934883,0.0044130186799567,1.0938784874629918e-05,1.0276037402533811e-05,,,,,,1.5915838078941968e-05,,,,,4.902423261540824e-05,,,,,,,,,,,,,,,,,,,8.51913422621142e-06,,,,,,
"This question refers to the following information.
""Your sentiments, that our affairs are drawing rapidly to a crisis, accord with my own. What the event will be is also beyond the reach of my foresight. We have errors to correct. We have probably had too good an opinion of human nature in forming our confederation. Experience has taught us that men will not adopt and carry into execution measures the best calculated for their own good without the intervention of a coercive power. I do not conceive that we can exist long as a nation without having lodged somewhere a power which will pervade the whole Union in as energetic a manner as the authority of the state governments extends over the several states. . . .
""What astonishing changes a few years are capable of producing. I am told that even respectable characters speak of a monarchical form of government without horror. . . . What a triumph for our enemies to verify their predictions! What a triumph for the advocates of despotism to find that we are incapable of governing ourselves, and that systems founded on the basis of equal liberty are merely ideal and fallacious. . . .""
âGeorge Washington, letter to John Jay, August 1, 1786
The sentiments in the letter by George Washington, above, reflect which of the following continuities in American history?",high_school_us_history,"['Debates about the proper balance between liberty and order.'
 'Debates about reconciling republicanism with the institution of slavery.'
 'Debates about the relationship among the three branches of government.'
 'Debates about the use of the military in subduing domestic disturbances.']",0,0.0040501639501063,0.0024565486126023,0.9910425130849176,0.00216789654167,6.546480308872914e-05,5.098403990911758e-05,1.4607171997273558e-05,,,,,,,,,3.970641020536453e-05,1.2109770920009135e-05,,,,,,,,,,,,8.859697668042237e-06,,,,,,,,,,,,,
"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.â¦ His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
âHenry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
As the great-grandson of President John Adams, the historian Henry Adams might have been expected to be which of the following?",high_school_us_history,"['Critical of the policies of Thomas Jefferson'
 'Supportive of the policies of Thomas Jefferson'
 'Critical of the Constitutional Convention'
 'More interested in the French and Indian War']",0,0.0076513964341426,0.0498933721649832,0.6887567984976698,0.2533794510317618,2.7595257476862245e-05,,,,,,,,,2.7595257476862245e-05,,6.619758139190568e-05,2.435272924935533e-05,,,,1.6737369722381236e-05,,,,,,8.958868427252276e-06,,,,,,,,,,,,,,,
"This question refers to the following information.
""If it be conceded, as it must be by every one who is the least conversant with our institutions, that the sovereign powers delegated are divided between the General and State Governments, and that the latter hold their portion by the same tenure as the former, it would seem impossible to deny to the States the right of deciding on the infractions of their powers, and the proper remedy to be applied for their correction. The right of judging, in such cases, is an essential attribute of sovereignty, of which the States cannot be divested without losing their sovereignty itself, and being reduced to a subordinate corporate condition. In fact, to divide power, and to give to one of the parties the exclusive right of judging of the portion allotted to each, is, in reality, not to divide it at all; and to reserve such exclusive right to the General Government (it matters not by what department to be exercised), is to convert it, in fact, into a great consolidated government, with unlimited powers, and to divest the States, in reality, of all their rights, It is impossible to understand the force of terms, and to deny so plain a conclusion.""
âJohn C. Calhoun, ""South Carolina Exposition and Protest,"" 1828
The language of ""protest"" that Calhoun used in his ""Exposition and Protest"" was similar to the language of which of the following political positions?",high_school_us_history,"['The response of supporters of Andrew Jackson to the ""corrupt bargain"" of 1824.'
 'The response of New England Federalists to the War of 1812.'
 'The response of the Jefferson administration to the actions of the ""Barbary pirates.""'
 'The response of Daniel Shays to fiscal policies of the Massachusetts legislature in the 1780s.']",1,0.3105057674572548,0.0476176016735663,0.5119374939956951,0.1294380613440564,0.0001946022544876,2.3241924884860352e-05,2.633655122957488e-05,,,,,,,,1.244050591540142e-05,5.575447939053058e-05,,,,,,8.550226338391064e-06,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We have witnessed for more than a quarter of a century the struggles of the two great political parties for power and plunder, while grievous wrongs have been inflicted upon the suffering people. We charge that the controlling influences dominating both these parties have permitted the existing dreadful conditions to develop without serious effort to prevent or restrain them. Neither do they now promise us any substantial reform. They have agreed together to ignore, in the coming campaign, every issue but one. They propose to drown the outcries of a plundered people with the uproar of a sham battle over the tariff, so that capitalists, corporations, national banks, rings, trusts, watered stock, the demonetization of silver and the oppressions of the usurers may all be lost sight of. They propose to sacrifice our homes, lives, and children on the altar of mammon; to destroy the multitude in order to secure corruption funds from the millionaires.
""Assembled on the anniversary of the birthday of the nation, and filled with the spirit of the grand general and chief who established our independence, we seek to restore the government of the Republic to the hands of 'the plain people,' with which class it originated. We assert our purposes to be identical with the purposes of the National Constitution; to form a more perfect union and establish justice, insure domestic tranquillity, provide for the common defence, promote the general welfare, and secure the blessings of liberty for ourselves and our posterity.""
Populist Party Platform, 1892
Which of the following was most directly a cause of the success of the Populist party?",high_school_us_history,"['Western farmers and ranchers favored conservation and organized to promote the National Parks system.'
 'The growth of corporate power and banking interests inspired rural activists to lobby for political reform.'
 'Western farmers resisted the mechanization of agriculture and resented government interference in rural affairs.'
 'After the Civil War, westward migration slowed, causing a long-term recession in many Western territories.']",1,0.0065642386084523,0.0138964932431432,0.0051209434760134,0.9742368655674072,3.903240815770183e-05,,1.1904211909396043e-05,,,,,,,2.089254254902777e-05,,,,,,,,,,,,4.962413819231788e-06,,,,,,,,,,,,,,,,
"This question refers to the following information.
Those who came before us made certain that this country rode the first waves of the industrial revolutions, the first waves of modern invention, and the first wave of nuclear power, and this generation does not intend to flounder in the backwash of the coming age of space. We mean to be a part of itâwe mean to lead it. For the eyes of the world now look into space, to the moon, and the planets beyond, and we have vowed that we shall not see it governed by a hostile flag of conquest, but by a banner of freedom and peace. We have vowed that we shall not see space filled with weapons of mass destruction, but with instruments of knowledge and understanding.â¦ We choose to go to the moon. We choose to go to the moon in this decade and do the other things, not because they are easy, but because they are hard, because that goal will serve to organize and measure the best of our energies and skills, because that challenge is one that we are willing to accept, one we are unwilling to postpone, and one which we intend to win, and the others, too.
âJohn F. Kennedy, September 12, 1962
Kennedy's statement best reflects which of the following?",high_school_us_history,"['American unease in a time of troubles'
 'American confidence in a time of prosperity'
 'A liberal concern for social justice'
 'A conservative fear of big government']",1,0.0191063354483286,0.0090251959630145,0.6327149713585363,0.3386678992285417,0.0001287375062909,1.6367137218148286e-05,2.1015820186518296e-05,6.40946302721812e-06,,,,,,,,0.0001287375062909,,,,,9.927170534530677e-06,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
The policy advocated by Beveridge foreshadowed which of the following?",high_school_us_history,"['The rise of the United States to the status of a great power'
 'A period of growing isolationism' 'A period of laissez-faire economics'
 'Growing support for constitutional strict constructionism']",0,0.0003794456801823,0.0009102428675918,0.9982061935374642,0.0004299682855214,1.2983923368544424e-05,7.875147606381528e-06,3.2828499364625745e-06,,,,,,,,,3.959872897670902e-06,3.2828499364625745e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""If it be conceded, as it must be by every one who is the least conversant with our institutions, that the sovereign powers delegated are divided between the General and State Governments, and that the latter hold their portion by the same tenure as the former, it would seem impossible to deny to the States the right of deciding on the infractions of their powers, and the proper remedy to be applied for their correction. The right of judging, in such cases, is an essential attribute of sovereignty, of which the States cannot be divested without losing their sovereignty itself, and being reduced to a subordinate corporate condition. In fact, to divide power, and to give to one of the parties the exclusive right of judging of the portion allotted to each, is, in reality, not to divide it at all; and to reserve such exclusive right to the General Government (it matters not by what department to be exercised), is to convert it, in fact, into a great consolidated government, with unlimited powers, and to divest the States, in reality, of all their rights, It is impossible to understand the force of terms, and to deny so plain a conclusion.""
âJohn C. Calhoun, ""South Carolina Exposition and Protest,"" 1828
The issue that precipitated the passage excerpted above was",high_school_us_history,"['the removal of American Indians from the South.'
 'the rechartering of the Second Bank of the United States.'
 'the passage of an act creating higher tariff rates.'
 'the funding of ""internal improvements.""']",2,0.0106852516516809,0.9618597279999698,0.0073479206749587,0.0199626829618728,2.8194296884171454e-05,,5.909845679641054e-06,,,,,,,9.153348048880097e-06,,,,,3.5845025988725448e-06,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We have witnessed for more than a quarter of a century the struggles of the two great political parties for power and plunder, while grievous wrongs have been inflicted upon the suffering people. We charge that the controlling influences dominating both these parties have permitted the existing dreadful conditions to develop without serious effort to prevent or restrain them. Neither do they now promise us any substantial reform. They have agreed together to ignore, in the coming campaign, every issue but one. They propose to drown the outcries of a plundered people with the uproar of a sham battle over the tariff, so that capitalists, corporations, national banks, rings, trusts, watered stock, the demonetization of silver and the oppressions of the usurers may all be lost sight of. They propose to sacrifice our homes, lives, and children on the altar of mammon; to destroy the multitude in order to secure corruption funds from the millionaires.
""Assembled on the anniversary of the birthday of the nation, and filled with the spirit of the grand general and chief who established our independence, we seek to restore the government of the Republic to the hands of 'the plain people,' with which class it originated. We assert our purposes to be identical with the purposes of the National Constitution; to form a more perfect union and establish justice, insure domestic tranquillity, provide for the common defence, promote the general welfare, and secure the blessings of liberty for ourselves and our posterity.""
Populist Party Platform, 1892
The ""free silver"" campaign of 1896 received its greatest popular support from",high_school_us_history,"['New England businessmen, who were discriminated against under the existing banking system'
 'Southern women, who incorporated it into a larger campaign for economic equality'
 'bankers, who had run out of paper currency to invest'
 'farmers, who hoped that a more generous money supply would ease their debt burdens']",3,0.9932445794218584,0.0031612800945358,0.0009057219113031,0.0024620074131325,3.738359010631873e-05,6.915268831427689e-06,1.071057788931546e-05,,,,,,,,1.87976496033791e-05,,,2.569334068278912e-05,1.1401350814984448e-05,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The conscience of the people, in a time of grave national problems, has called into being a new party, born of the nation's sense of justice. We of the Progressive party here dedicate ourselves to the fulfillment of the duty laid upon us by our fathers to maintain the government of the people, by the people and for the people whose foundations they laid. We hold with Thomas Jefferson and Abraham Lincoln that the people are the masters of their Constitution, to fulfill its purposes and to safeguard it from those who, by perversion of its intent, would convert it into an instrument of injustice. In accordance with the needs of each generation the people must use their sovereign powers to establish and maintain equal opportunity and industrial justice, to secure which this Government was founded and without which no republic can endure.
""This country belongs to the people who inhabit it. Its resources, its business, its institutions and its laws should be utilized, maintained or altered in whatever manner will best promote the general interest. It is time to set the public welfare in the first place.""
Progressive Party Platform, 1912
""Muckraking"" author Jacob A. Riis's How the Other Half Lives best exemplifies which of the following quotes from the excerpt above?",high_school_us_history,"['the duty laid upon us by our fathers' 'masters of their Constitution'
 'an instrument of injustice' 'without which no republic can endure']",2,0.0241980268500603,0.8013285001225146,0.0657770566710832,0.1084480324576626,1.2572682109394373e-05,,,,,,,,4.6252312684301925e-06,3.210546849412583e-05,,,1.6143643384397622e-05,,,,,,,,,,4.6252312684301925e-06,,,,,,,,,,,,,8.117533677176799e-06,,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
Beveridge's speech was a response to which of the following?",high_school_us_history,"['The purchase of Alaska' 'The Mexican War' 'The SpanishâAmerican War'
 'World War I']",2,8.46950499927398e-05,0.9985511232518745,0.0004319883167121,0.0009115595918264,2.7225179208637563e-06,,,,,,,,,,,,,,9.408770171756054e-07,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The challenge of the next half century is whether we have the wisdom to use wealth to enrich and elevate our national life, and to advance the quality of our American civilizationâ¦.The Great Society rests on abundance and liberty for all. It demands an end to poverty and racial injustice, to which we are totally committed in our time. But that is just the beginning. The Great Society is a place where every child can find knowledge to enrich his mind and to enlarge his talents. It is a place where leisure is a welcome chance to build and reflect, not a feared cause of boredom and restlessness. It is a place where the city of man serves not only the needs of the body and the demands of commerce but the desire for beauty and the hunger for community. It is a place where man can renew contact with nature. It is a place which honors creation for its own sake and for what it adds to the understanding of the race. It is a place where men are more concerned with the quality of their goals than the quantity of their goods. But most of all, the Great Society is not a safe harbor, a resting place, a final objective, a finished work. It is a challenge constantly renewed, beckoning us toward a destiny where the meaning of our lives matches the marvelous products of our labor.""
Lyndon Johnson, Remarks at the University of Michigan, Ann Arbor, 1964
Along with his goals of establishing a Great Society, Johnson was also engaged in which of the following initiatives?",high_school_us_history,"['Undermining Communism in Cuba with the Bay of Pigs Invasion'
 'Undermining Communism in Vietnam after the Tet Offensive'
 'Undermining Communism in Turkey and Greece using economic aid'
 'Undermining Communism in the Eastern Block by demanding a removal of the Berlin Wall']",1,0.0186480810031001,0.8985148138191468,0.008808727638505,0.0737545911024989,8.550576973224543e-06,,,,,,,2.3242878009156616e-05,2.3242878009156616e-05,6.318069293338077e-05,1.0313964595105933e-05,,,,,8.550576973224543e-06,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The 1980s have been born in turmoil, strife, and change. This is a time of challenge to our interests and our values and it's a time that tests our wisdom and skills.
At this time in Iran, 50 Americans are still held captive, innocent victims of terrorism and anarchy. Also at this moment, massive Soviet troops are attempting to subjugate the fiercely independent and deeply religious people of Afghanistan. These two actsâone of international terrorism and one of military aggressionâpresent a serious challenge to the United States of America and indeed to all the nations of the world. Together we will meet these threats to peace.â¦
Three basic developments have helped to shape our challenges: the steady growth and increased projection of Soviet military power beyond its own borders; the overwhelming dependence of the Western democracies on oil supplies from the Middle East; and the press of social and religious and economic and political change in the many nations of the developing world, exemplified by the revolution in Iran.
Each of these factors is important in its own right. Each interacts with the others. All must be faced together, squarely and courageously. We will face these challenges, and we will meet them with the best that is in us. And we will not fail.
âJimmy Carter, State of the Union Address, January 23, 1980
The problems that Carter faced in 1980 can best be compared to those of which of the following?",high_school_us_history,"['Abraham Lincoln in the 1860s' 'Theodore Roosevelt in the 1900s'
 'Warren Harding in the 1920s' 'Franklin D. Roosevelt in the 1930s']",3,0.5732008893224744,0.0251846894270396,0.3476639135486285,0.053315987935428,7.07386431844026e-05,0.000246902125059,2.2965475047398213e-05,,,,,,,,2.6023292523904084e-05,6.24266335032722e-05,,,,,,,,,,,,,1.3085333243794082e-05,,,,,,,,,,,,,
"This question refers to the following information.
""Some men look at constitutions with sanctimonious reverence, and deem them like the ark of the covenant, too sacred to be touched. They ascribe to the men of the preceding age a wisdom more than human, and suppose what they did to be beyond amendmentâ¦.But I know also, that laws and institutions must go hand in hand with the progress of the human mind. As that becomes more developed, more enlightened, as new discoveries are made, new truths disclosed, and manners and opinions change with the change of circumstances, institutions must advance also, and keep pace with the times.""
Thomas Jefferson, 1816
Which of following Amendments to the Constitution is most directly an example of the sentiments expressed above?",high_school_us_history,"['The First Amendment, which guaranteed the right to free speech'
 'The Tenth Amendment, which allows powers not granted to the federal government be granted to the states'
 'The Nineteenth Amendment, which guaranteed all women the right to vote'
 'The Twenty-first Amendment, which repealed the prohibition of alcohol']",3,0.1598872682682167,0.3384813495799699,0.0666509295711682,0.4346186300301601,4.733378317399223e-05,,1.1242758950373447e-05,,,,,1.056159462004394e-05,1.741312570257848e-05,5.363620318140986e-05,1.741312570257848e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""One-half of the people of this nation to-day are utterly powerless to blot from the statute books an unjust law, or to write there a new and a just one. The women, dissatisfied as they are with this form of government, that enforces taxation without representation,âthat compels them to obey laws to which they have never given their consent,âthat imprisons and hangs them without a trial by a jury of their peers, that robs them, in marriage, of the custody of their own persons, wages and children,âare this half of the people left wholly at the mercy of the other half, in direct violation of the spirit and letter of the declarations of the framers of this government, every one of which was based on the immutable principle of equal rights to all.""
âSusan B. Anthony, ""I Stand Before You Under Indictment"" (speech), 1873
Which of the following was another common criticism of Andrew Carnegie?",high_school_us_history,"['As an immigrant, Carnegie had no right to own controlling interests in major American industries.'
 'Carnegie did nothing to prevent the use of violence against his workers when they asked for better wages and working conditions.'
 'Carnegie was seen as the epitome of American success, but he was not even the richest man in America.'
 ""Too much of Carnegie's philanthropic efforts were concentrated on his homeland of Scotland, denying Americans the benefits of his charity.""]",1,0.0226221772805967,0.0094303265107148,0.0057260735718119,0.9619194444179222,6.763905296807808e-05,,3.6204576115365125e-05,,,,,,,7.129103732934298e-06,1.3318919229169467e-05,,,,,,,,,,,1.0372784725341976e-05,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have readâ¦the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy groundâ¦""
Roger Williams, The Hireling Ministry None of Christ's, 1652
The ""First Great Awakening"" can be seen as a direct response to which of the following?",high_school_us_history,['Puritanism' 'The Enlightenment' 'Transcendentalism' 'Existentialism'],1,0.0006977214116599,0.0058419498551,0.9824669116199808,0.0109141992003124,7.750984746787723e-06,,1.7294784678587816e-06,,,,,,,,,6.036472990372794e-06,2.851427937176641e-06,,,,,,,,,,,,,,,,,,,,,,,,1.3469191850735523e-06,
