question,subject,choices,answer,a,b,d,c,Ð°,1,e,option,2,3,4,f,Ñ,cd,dc,bd,ad,r,',ac,ab,bc,pan,choice,sol,solution,ba,abc,cont,ap,rules,band,red,letter,h,i,none,hard,bs,the,john,m,not,bcd,rail,ret,l,ais,g,exist,ca,roman,u,mar,cb,re,rob,sun,s,db,bx
"This question refers to the following information.
The passage below is taken from testimony before Parliament.
Joshua Drake, called in; and Examined.
You say you would prefer moderate labour and lower wages; are you pretty comfortable upon your present wages?
âI have no wages, but two days a week at present; but when I am working at some jobs we can make a little, and at others we do very poorly.
When a child gets 3s. a week, does that go much towards its subsistence?
âNo, it will not keep it as it should do.
Why do you allow your children to go to work at those places where they are ill-treated or over-worked?
âNecessity compels a man that has children to let them work.
Then you would not allow your children to go to those factories under the present system, if it was not from necessity?
âNo.
âTestimony given before the Sadler Committee, 1831â32
Which period in history is associated with the conditions described in the passage?",high_school_world_history,"['The Enlightenment' 'The Green Revolution' 'The Scientific Revolution'
 'The Industrial Revolution']",3,1.0307117370257696e-05,6.538185011763014e-06,0.9996586034125748,0.0002959408507522,,,1.3002733515954443e-05,,,,4.22136951835772e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7597286232318916e-06,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
You are the United States,
you are the future invader
of the native America that has Indian blood,
that still prays to Jesus Christ and still speaks Spanish.
. . .
you are Alexander-Nebuchadnezzar.
You think that life is fire,
that progress is eruption,
that wherever you shoot
you hit the future.
No.
. . .
But our America, that has had poets
since the ancient times of Netzahualcoyotl,
. . .
that consulted the stars, that knew Atlantis
whose resounding name comes to us from Plato,
that since the remote times of its life
has lived on light, on fire, on perfume, on love,
America of the great Montezuma, of the Inca,
the fragrant America of Christopher Columbus,
Catholic America, Spanish America,
the America in which noble CuauhtÃ©moc said:
""I'm not in a bed of roses"", that America
that trembles in hurricanes and lives on love,
it lives, you men of Saxon eyes and barbarous soul.
And it dreams. And it loves, and it vibrates, and it is the daughter of the sun.
Be careful. Viva Spanish America!
There are a thousand cubs loosed from the Spanish lion.
Roosevelt, one would have to be, through God himself,
the-fearful rifleman and strong hunter,
to manage to grab us in your iron claws.
And, although you count on everything, you lack one thing: God!
âAdapted from ""To Roosevelt"" by Ruben Dario, 1904
What was the poet's purpose in discussing ""our America, that has had poets since ancient times, . . . that consulted the stars""?",high_school_world_history,"['Latin America has excelled in poetry.'
 'Latin America had made significant scientific contributions.'
 'Latin America had a prophecy regarding these events.'
 'Latin America has had a rich culture for centuries.']",3,3.295839047845007e-05,3.1198302682058015e-05,0.999855971431734,5.893360297945113e-05,,,5.42145208602182e-06,,,,6.961282273806792e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
I don't know whether this world has meaning that transcends it. But I know that I do not know that meaning, and that it is impossible just now for me to know it. What can a meaning outside my condition mean to me? I can understand only in human terms.
Albert Camus, ""The Myth of Sisyphus,"" 1955
The passage above is best seen as exemplifying which of the following intellectual trends?",high_school_world_history,"['A postwar reassertion of traditional religious values'
 'An expression of patriotic pride thanks to victory in World War II'
 'A modernist tendency to question the validity of faith-based moralities'
 'An increased willingness to embrace radical Marxism']",2,3.792872420921087e-06,1.300649137188772e-05,2.753474245035891e-05,0.9999438678668396,,,5.043163996150736e-07,,,3.9667557498148205e-06,,,1.8737627391056256e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
That day the Reverend Xuanzang was chosen from among all the monks. He had been a monk from infancy, and ever since birth he had eaten vegetarian food and observed the prohibitions. His maternal grandfather was an imperial commander, Yin Kaishan. His father Chen Guangrui had come top in the Palace Examination and had been appointed a grand secretary in the Imperial Library. Xuanzang, however, had no interest in honour and glory, and his only joy was to cultivate Nirvana. His virtue was great; of the thousand sutras and ten thousand holy books there was not a single one that he did not know.
â¦
He looked to the West and prayed, ""I am the believer Chen Xuanzang sent on imperial orders to fetch the scriptures. If I am fated to have a disciple, may I be able to unseal the golden words and release the divine Monkey King to come with me to the Vulture Peak. If I am not fated to have a disciple, and this monkey is an evil monster who has deceived me and will do me no good, then may I be unable to remove the seal."" When he had prayed he bowed again.
From Wu Chengen, Journey to the West, ca. 1590s
Accounts of Xuanzang's travels from both the 600s and 1500s C.E. are inspired by which of the following accomplishments?",high_school_world_history,"[""Xuanzang's career as a spy against the Gupta Empire""
 ""Xuanzang's conversion of South Asian Hindus""
 ""Xuanzang's study and retrieval of Buddhist texts from India""
 ""Xuanzang's opening of new trade routes to Southeast Asia""]",2,2.026639507578495e-06,7.408953266287885e-06,0.000296638740052,0.9996834619586474,,,,,,2.7256015872673195e-06,,,7.80897929081835e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Yi Yin sacrificed to the former king, and presented the heir-king reverently before the shrine of his grandfather. . . . Yi Yin then clearly described the virtue of the Meritorious Ancestor for the instruction of the young king.
""Oh! of old the former kings of Xia cultivated earnestly their virtue, and then there were no calamities from Heaven. The spirits of the hills and rivers were all in tranquility; and the birds and beasts enjoyed their existence according to their nature. But their descendant did not follow their example, and Heaven sent down calamities, using our ruler, who possessed of its favor. The attack on Xia may be traced to the orgies in Ming Tiao. . . . Our king of Shang brilliantly displayed his sagely prowess; for oppression he substituted his generous gentleness. Now your Majesty is entering on the inheritance of his virtue; all depends on how you commence your reign.
""Oh! the former king began with careful attention to the bonds that hold men together. . . . Revere these warnings in your person. . . . The ways of Heaven are not invariable: on the good-doer it sends down all blessings, and on the evil-doer it sends down all miseries. If you not be virtuous, be it in large things or in small, it will bring the ruin of your ancestral temple.""
âExcerpted and adapted from the Shu Jing, 6th century BCE, China
Based on the passage, which of the following statements correctly describes politics in China during the period 600 BCE to 600 CE?",high_school_world_history,"['Reverence for nature leads to tranquility and peaceful transitions of power.'
 ""A ruler's public actions were considered an extension of his private behavior.""
 'Intelligence in a Chinese emperor was valued more highly than ethical behavior.'
 ""The emperor's ministers were expected to support all of his policies unconditionally.""]",1,0.0001831750233102,0.9994026006391586,0.0002958640938247,5.825909434779375e-05,,,1.872735519121333e-06,,5.768431499564787e-06,,,,,,,,,,,,,,,,,,,,,,,5.090622931137337e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]â¦.The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a yearâ¦.
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubinesâ¦.And they oblige the Indians to accept corn or meat or chicha [corn beer]â¦at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing himâ¦.Even the protector of the Indians is useless;â¦he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
The production of the mines mentioned in the passage most directly contributed to which of the following in the period 1450â1750 C.E.?",high_school_world_history,"['The prosecution of a variety of wars by the Spanish Hapsburgs across the world'
 'The development of a vibrant merchant class in Spain'
 'A decrease in patronage of religious activities by the monarchs of Spain'
 'A decrease in the frequency of voyages of exploration undertaken by the Spanish']",0,0.9998272137573208,5.828337921613438e-05,1.8921842868500388e-05,6.60437209982699e-05,1.0674973269378723e-06,1.1363449894349915e-06,7.336794679424209e-07,,,,,,,,,,,,,,,,,3.500188982641244e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Questions to the passage below, an account given to a French officer in Algeria in the 1830s by a member of an Arab slave trade caravan.
The Slave Trade
All of you [soldiers], are summoned . . . to hunt the idolatrous Koholanes [a pejorative word for ""black Africans""]. . . . The soldiery divided themselves into two companies . . . with orders to attack places without defenses and to carry off the inhabitants as well as seizing all peasants busy cultivating their fields. . . . Whilst waiting for the return of the companies despatched to hunt Negroes, we went every day to the slave market where we bought at the following prices:
A Negro with beardâ¦â¦â¦â¦â¦â¦10 or 15,000 cowries.
They are not considered as merchandise since one has little chance of preventing them from escaping.
An adult Negressâ¦â¦â¦â¦â¦â¦..10 or 15,000 cowries for the same reasons
An adolescent Negroâ¦â¦â¦â¦â¦â¦â¦.30,000 cowries
A young Negress â¦â¦â¦â¦â¦â¦â¦â¦50â60,000 cowries
The price varies according to whether she is more or less beautiful.
A male Negro childâ¦â¦â¦â¦â¦â¦â¦â¦..45,000 cowries
A female Negro child â¦â¦â¦â¦â¦â¦â¦â¦â¦.35â40,000 cowries
Finally, our caravan which had set out from Algeria with sixty-four camels and only sixteen persons, was now augmented by four hundred slaves, of whom three hundred were women. . . . It was at this point that suddenly a confused noise of cries and sobs passed from one group of slaves to another and reached our own. . . . Some rolled on the ground, clung to bushes and absolutely refused to walk. . . . They could only be got up with mighty lashes of the whip and by rendering them completely bloody.
Which conclusion is supported by the passage?",high_school_world_history,"['Africans passively accepted their capture and subsequent enslavement.'
 'North Africans were primarily captured and enslaved by rival African tribes.'
 'Population changes from slavery resulted in North African tribes having more men than women.'
 'Adult male slaves were most highly valued due to their physical strength.']",2,0.9579152691922554,0.0082874448947499,0.0044359495931362,0.0289260180272426,,,0.0001182140524866,,,,,8.563397240167542e-06,,,,,,,,,,,,1.599853227582926e-05,,,,,,,,,,,,,0.0001281184456745,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Oh, shame on you, poor Winter King!
What's this that you have done?
Is 't not a very naughty thing
To snatch the kaiser's crown?
Now you will have to stay away
Alike from Rhine and Prague,
And more than that-shame and dismay
Your days and nights will plague.
Right well you knew, and all the world,
Right well they know this thing,
That Ferdinand alone can be
Bohemia's lawful king.
So come, dear Fritz, rouse up and go
To Ferdinand, your king,
And beg him graciously to show
Full pardon for your sin.
""Poor Winter King,"" seventeenth-century song
Which of the following best explains why the narrator mentions ""Rhine and Prague""?",high_school_world_history,"[""They are destinations for the Winter King's planned pilgrimage.""
 'These are lands that the Winter King lost in battle.'
 'Because these were strongholds of the Holy Roman Empire, the narrator warns the Winter King to stay away.'
 'They are significant military posts within the borders of the Holy Roman Empire.']",1,0.0001621226798482,0.0010313537390444,0.0005520438756693,0.9981619916183552,,,5.4120451410353104e-06,,,1.4711463961676356e-05,,,,,,,,,,,,,,2.721347198316749e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""The Sovereign Congress of Venezuela, to which authority the people of the Republic of the New Granada have voluntarily stood by.
Considering:
1. ""That united in a single Republic, the provinces of Venezuela and the New Granada have all proportions and ways to elevate themselves to a higher grade of power and prosperity.
2. ""That constituted in separate republics, for any more stronger the ties that these have united them, so far from taking advantages of so many advantages, they would hardly consolidate and make respect their sovereignty.
3. ""That these truths, highly penetrated by superior talented men and of an enlightened patriotism, had moved the governments of both republics to convene in a reunion that the vicissitudes of wars decreed and decree the following fundamental Law of the Republic of Colombia:
ARTICLE 1. The Republics of Venezuela and New Granada are from this day on united in a single one under the glorious title of Republic of Colombiaâ¦.
ARTICLE 4. The Executive Power of the Republic will be vested on the President and in case of his defect a Vice President and his replacement will be appointed interimly by the acting Congress.""
Fundamental Law Establishing Gran Colombia, passed by the Congress of Angostura convened by Simon Bolivar, 1819
Source 2:
""IN THE NAME OF THE HOLY TRINITY.
TITLE 1 - Of the Empire of Brazil, its Territories, Government, dynasty, and Religion.
Art. 1. The EMPIRE of Brazil is the political association for all Brazilian citizens. These will form a free and independent nation, and will not form any other union or federation, which may cause it to lose its own Independence.
Art. 2. Its territory is divided into provinces in the form in which it currently finds itself; these may be subdivided, as is required for the good of the state.
Art. 3. Its government is a Hereditary Monarchy, constitutional, and Representative.
Art. 4. The prevailing dynasty is that of the Lord Dom Pedro I, the sitting Emperor and Perpetual Defender of Brazil.
Art. 5. The Catholic Apostolic Roman Religion will continue to be the religion of the Empire. Followers of all other religions are allowed to worship within their households, or particular houses for that intent, so long as there is nothing indicating this on the exterior of the Temple.""
Constitution of the Empire of Brazil, March 25, 1824
Which of the following would most undermine the expectations expressed in Article 1 of Source 1?",high_school_world_history,"['Intervention by the United States and European powers in the independence of Latin American countries'
 'Nationalism in Latin America pressing for stronger unity between the former Spanish colonies of South America'
 'Slave rebellions fragmenting newly independent Latin American states'
 'Sectionalism of elites in the various territories of newly independent Latin American states']",3,0.9996017556419816,4.004883259233694e-05,4.5381272699138896e-05,0.0002959230707214,1.067265237960593e-06,1.0026029060269135e-06,,8.311870030685991e-07,,,,,,,,,,,,,,,,1.7596228993044637e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""The case of a broken thigh is analogous to that of the arm, but in particular, a fractured thigh is mostly deranged forwards and outwards, for the bone is naturally flattened on those sides. It is to be set by the hands, with ligatures, and even cords applied, the one above and the other below the fracture. When the fracture takes place at one end, if at the head of the thigh, the middle part of a thong wrapped round with wool, so that it may not cut the parts there, is to be applied to the perineum, and the ends of it brought up to the head and given to an assistant to hold, and applying a ligature below the fracture, we give the ends of it to another assistant to make extension. If it is fractured near the knee, we apply the ligature immediately above the fracture, and give the ends to an assistant, with which to make extension upwards; and while we put a ligature round the knee to secure it, and while the patient lies thus, with his leg extended, we arrange the fracture.""
Paul of Aegina, Epitome: On the Fracture of the Thigh and Nose, late seventh century C.E.
Source 2:
""Medicine considers the human body as to the means by which it is cured and by which it is driven away from health. The knowledge of anything, since all things have causes, is not acquired or complete unless it is known by its causes. Therefore in medicine we ought to know the causes of sickness and health. And because health and sickness and their causes are sometimes manifest, and sometimes hidden and not to be comprehended except by the study of symptoms, we must also study the symptoms of health and disease. Now it is established in the sciences that no knowledge is acquired save through the study of its causes and beginnings, if it has had causes and beginnings; nor completed except by knowledge of its accidents and accompanying essentials.""
Ibn Sina (Avicenna), On Medicine, ca. 1020 C.E.
The two passages on medicine illustrate which of the following cultural exchanges that occurred in the period 600â1450 C.E.?",high_school_world_history,"['The influence of Mesoamerican science on Europeans through systems of trade and navigation'
 'The influence of Chinese science on Islamic civilizations through European immigration to Islamic lands'
 'The influence of Egyptian science on the Byzantines through European scholars'
 'The influence of Greek science on Europeans through Byzantine and Islamic scholars']",3,0.0003898901425388,0.0003304381878347,0.9850218947280898,0.0140593884604621,,,4.471994574280502e-05,,,,1.1306973006021017e-05,7.300330459697421e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.805879431256404e-06,,,,,,,,,,,,
"This question refers to the following information.
New York! I say New York, let black blood flow into your blood.
Let it wash the rust from your steel joints, like an oil of life
Let it give your bridges the curve of hips and supple vinesâ¦
See your rivers stirring with musk alligators
And sea cows with mirage eyesâ¦
Just open your eyes to the April rainbow
And your eyes, especially your ears, to God
Who in one burst of saxophone laughter
Created heaven and earth in six days,
And on the seventh slept a deep Negro sleep.
Senegalese poet LÃ©opold SÃ©dar Senghor, ""To New York,"" 1956
The verse above is best seen as belonging to which of the following modern cultural developments?",high_school_world_history,"['The triumph of avant-garde literary styles over traditional realism'
 'The adaptation of Western literary forms by non-Western authors'
 'The political use of art and literature for propagandistic purposes'
 'The response of interwar literary figures to the horrors of World War I']",1,1.045525628053102e-05,0.9999556364707114,6.961992661235437e-06,2.1444447097181075e-05,,,2.873557554769334e-07,,1.5534305374536562e-06,1.974965299381765e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
By what principle of reason then, should these foreigners send in return a poisonous drug? Without meaning to say that the foreigners harbor such destructive intentions in their hearts, we yet positively assert that from their inordinate thirst after gain, they are perfectly careless about the injuries they inflict upon us! And such being the case, we should like to ask what has become of that conscience which heaven has implanted in the breasts of all men? We have heard that in your own country opium is prohibited with the utmost strictness and severity. This is a strong proof that you know full well how hurtful it is to mankind. Since you do not permit it to injure your own country, you ought not to have this injurious drug transferred to another country, and above all others, how much less to the Inner Land! Of the products which China exports to your foreign countries, there is not one which is not beneficial to mankind in some shape or other.
Lin Zexu, Chinese trade commissioner, letter to Queen Victoria, 1839
Which of the following background facts persuaded Europeans to engage in the actions described in the passage?",high_school_world_history,"['China had recently placed an embargo on exports of silk.'
 'The price of Chinese tea had risen higher than European buyers found acceptable.'
 'China refused to allow a meaningful volume of European goods to be sold there.'
 ""China's emperor had repeatedly insulted the British ambassador.""]",2,2.5843460147686928e-05,7.482035604459183e-05,0.0002959202485925,0.9995856922123704,,,3.0882049123607585e-06,,,1.8730909628219664e-06,1.0025933445060964e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""To slacken the tempo would mean falling behind. And those who fall behind get beaten. But we do not want to be beaten. No, we refuse to be beaten! One feature of the history of old Russia was the continual beatings she suffered because of her backwardness. She was beaten by the Mongol khans. She was beaten by the Turkish beys. She was beaten by the Swedish feudal lords. She was beaten by the Polish and Lithuanian gentry. She was beaten by the British and French capitalists. She was beaten by the Japanese barons. All beat herââbecause of her backwardness, because of her military backwardness, cultural backwardness, political backwardness, industrial backwardness, agricultural backwardness. They beat her because it was profitable and could be done with impunity. You remember the words of the pre-revolutionary poet: ""You are poor and abundant, mighty and impotent, Mother Russia."" Those gentlemen were quite familiar with the verses of the old poet. They beat her, saying: ""You are abundant,"" so one can enrich oneself at your expense. They beat her, saying: ""You are poor and impotent,"" so you can be beaten and plundered with impunity. Such is the law of the exploitersââto beat the backward and the weak. It is the jungle law of capitalism. You are backward, you are weakââtherefore you are wrong; hence you can be beaten and enslaved. You are mightyââtherefore you are right; hence we must be wary of you.
That is why we must no longer lag behind.""
Joseph Stalin, speech delivered at the first All-Union Conference of Leading Personnel of Socialist Industry, February 4, 1931
Stalin's efforts to advance Russia as justified by his mention of the ""continual beatings"" were vindicated by which of the following historical events?",high_school_world_history,"['The Space Race with the United States'
 'The Polish-Soviet War in the early 1920s'
 'The Western intervention in the Russian Civil War'
 'The German invasion of Russia in 1941']",3,0.0645561978617986,0.2891775788707726,0.2251821429064686,0.4207336121655907,,,2.164262776946577e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.998221275351191e-05,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""We proclaim Him also by our senses on all sides, and we sanctify the noblest sense, which is that of sight. The image is a memorial, just what words are to a listening ear. What a book is to the literate, that an image is to the illiterate. The image speaks to the sight as words to the ear; it brings us understanding.""
John of Damascus, Apologia Against Those Who Decry Holy Images, ca. 730 C.E.
Source 2:
""To make our confession short, we keep unchanged all the ecclesiastical traditions handed down to us, whether in writing or verbally, one of which is the making of pictorial representations, agreeable to the history of the preaching of the Gospel, a tradition useful in many respects, but especially in this, that so the incarnation of the Word of God is shown forth as real and not merely fantastic, for these have mutual indications and without doubt have also mutual significations.""
Decree of the Second Council of Nicaea, 787 C.E.
Which of the following religious movements was ideologically opposed to the sentiments about the use of holy images reflected in the passages?",high_school_world_history,['Sunni Islam' 'Buddhism' 'Zoroastrianism' 'Jainism'],0,0.999803885542203,0.0001398113583858,8.937841114011185e-06,1.0127900832098854e-05,,,6.892123011049384e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5948905447289604e-05,8.313487258658179e-07,,
"This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installedâ¦
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installedâ¦
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
Which of the following best explains the presence of Buddhist communities within Sassanid Persia?",high_school_world_history,"['Persian efforts to convert people away from Buddhism inspired further followers.'
 ""Buddhism's apocalyptic message swayed converts in Persia.""
 ""Persia's location sat astride international trade routes with India.""
 'Buddhists were granted limited toleration by Zoroastrians.']",0,1.1196880356711529e-05,2.752851972874365e-05,0.0002049628294055,0.999727856067748,,,1.4589580963418885e-06,,,9.513601850386607e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Thereupon it was declared by the above-mentioned representatives of the aforesaid King and Queen of Castile, Leon, Aragon, Sicily, Granada, etc., and of the aforesaid King of Portugal and the Algarves, etc.:
[I.] That, whereas a certain controversy exists between the said lords, their constituents, as to what lands, of all those discovered in the ocean sea up to the present day, the date of this treaty, pertain to each one of the said parts respectively; therefore, for the sake of peace and concord, and for the preservation of the relationship and love of the said King of Portugal for the said King and Queen of Castile, Aragon, etc., it being the pleasure of their Highnesses, they, their said representatives, acting in their name and by virtue of their powers herein described, covenanted and agreed that a boundary or straight line be determined and drawn north and south, from pole to pole, on the said ocean sea, from the Arctic to the Antarctic pole. This boundary or line shall be drawn straight, as aforesaid, at a distance of three hundred and seventy leagues west of the Cape Verde Islands, being calculated by degrees, or by any other manner as may be considered the best and readiest, provided the distance shall be no greater than abovesaid. And all lands, both islands and mainlands, found and discovered already, or to be found and discovered hereafter, by the said King of Portugal and by his vessels on this side of the said line and bound determined as above, toward the east, in either north or south latitude, on the eastern side of the said bound provided the said bound is not crossed, shall belong to, and remain in the possession of, and pertain forever to, the said King of Portugal and his successors. And all other lands, both islands and mainlands, found or to be found hereafter, discovered or to be discovered hereafter, which have been discovered or shall be discovered by the said King and Queen of Castile, Aragon, etc., and by their vessels, on the western side of the said bound, determined as above, after having passed the said bound toward the west, in either its north or south latitude, shall belong to, and remain in the possession of, and pertain forever to, the said King and Queen of Castile, Leon, etc., and to their successors.""
Treaty of Tordesillas, 1494
Which of the following technologies most directly caused the treaty above to be signed?",high_school_world_history,['Gunpowder weapons' 'The compass' 'Steel' 'Germ Theory'],1,5.091895046699926e-06,0.9996430510633892,1.0126442470552616e-05,0.000335341719146,,,,,6.473618087751966e-07,6.081401395299791e-07,,,,,,,,,,,,4.179681979014005e-07,,,,,,,,,,,,,,,,,,,,,,5.041658836046442e-07,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The question as to who, and what, is responsible for African underdevelopment can be answered at two levels. Firstly, the answer is that the operation of the imperialist system bears major responsibility for African economic retardation by draining African wealth and by making it impossible to develop more rapidly the resources of the continent. Secondly, one has to deal with those who manipulate the system and those who are either agents or unwitting accomplices of the said system. The capitalists of Western Europe were the ones who actively extended their exploitation from inside Europe to cover the whole of Africa.""
Walter Rodney, historian, How Europe Underdeveloped Africa, 1974
Based on your knowledge of world history, which of the following contributed LEAST to Europe's ability to penetrate Africa in the period 1750 to 1900 C.E.?",high_school_world_history,"['The invention of the machine gun'
 'The invention of vaccines for tropical diseases'
 'The development of the joint-stock company'
 'The invention of steam-powered ships']",2,0.0009201454938069,0.9948880218472076,0.0021762714469793,0.0019250249569777,,,1.76876798942293e-05,,4.4721458351806775e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
Based on the speech, the French saw Africa as which of the following?",high_school_world_history,"['A collection of republics tottering into anarchy'
 'A resource for enhancing French power in the Cold War'
 ""Important due to the Sahara's natural resources""
 'A strong political union']",1,0.0009347088522763,0.9844554196632992,0.0016770460762668,0.01241161938814,,,1.4509291493450162e-05,,,,,,,,,1.2028625132237371e-05,,,,,,0.0002914269100209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I travelled thence to 'Aden, the port of Yemen, on the coast of the ocean. It is surrounded by mountains and can be approached from one side only; it has no crops, trees, or water, but has reservoirs in which rainwater is collected. The Arabs often cut off the inhabitants from their supply of drinking-water until the they buy them off with money and pieces of cloth. It is an exceedingly hot place. It is the port of the Indians, and to it come large vessels from Kinbayat [Cambay], Kawlam [Quilon], Calicut and many other Malabar ports [on the south-west coast of India]. There are Indian merchants living there, as well as Egyptian merchants. Its inhabitants are all either merchants, porters, or fishermen. Some of the merchants are immensely rich, so rich that sometimes a single merchant is sole owner of a large ship with all it contains, and this is a subject of ostentation and rivalry amongst them. In spite of that they are pious, humble, upright, and generous in character, treat strangers well, give liberally to devotees, and pay in full the tithes due to God.""
Ibn Battuta, ca. 1325â1354 C.E.
Ibn Battuta's experiences were LEAST similar to the experiences of which of the following?",high_school_world_history,['Zheng He' 'Marco Polo' 'Lorenzo de Medici' 'Xuanzang'],2,1.834128812371459e-05,9.314474677387713e-05,0.2450421864025652,0.7547784116367956,,,6.747382825316536e-06,,,,4.936490729487727e-06,,,1.11245535856561e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
