question,subject,choices,answer,c,d,b,a,Ñ,3,e,choice,1,Ð°,sol,ab,ba,ad,bc,all,abcd,4,bcd,2,cd,band,f,option,s,social,0,ac,bd,i,solution,g,response,functional,function,none,not,n,db,30,local,mass,bx,income,wrong,class,letter,cs,bs,sc,m,r
The deviant subculture of homosexuals who met in seventeenth and eighteenth century London was called the:,sociology,['pollies' 'mollies' 'dollies' 'lollies'],1,4.539702897311278e-05,4.222581461615776e-06,0.9999387442830204,4.222581461615776e-06,,2.1022995191833955e-07,1.5380751849615825e-07,,,,,,,,,,,,,1.7602338363461807e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5611251196041527e-06,
Robert and Tanya are married and live with their three children. Their family unit is called,sociology,"['a family of orientation' 'a nuclear family' 'an extended family'
 'a communal family']",1,0.0001795102097361,2.4294065078509494e-05,0.9997256582335324,5.221146761709839e-05,,,,,6.891695789645423e-07,,,,,,,,,,,5.09231268064542e-06,,,,,,,,,,,,,,,,,,2.2597000541281782e-06,,,,,,,,,,,,,,
"In Durkheim's work, the term 'collective representations' refers to:",sociology,"['effervescent ceremonies that create a feeling of belonging'
 'images of gods or totems that are widely recognized'
 'shared ideas and moral values, often symbolized by an object or figurehead'
 'ideological tools used to obscure class divisions']",2,0.9996757846643932,6.603465189614144e-05,0.0002304835821941,1.0779860588504364e-05,3.088481768090612e-06,2.72557559402896e-06,5.366976561159088e-07,,,,,,,,,,,,,4.179805548556573e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a characteristic of totalitarian societies?,sociology,"['indoctrination and propaganda' 'freedom of movement for citizens'
 'one-party rule' 'a centrally planned economy']",1,0.0001088187574213,0.0001233078066366,0.9991781835469964,0.0005561249590032,,,,,1.7588913966709193e-06,,,1.208867199489602e-06,,,,,,,,3.7235731159722263e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freud's notion of the 'ego' referred to:,sociology,"['the unconscious mass of instinctive drives that may be repressed'
 'the self as a whole: an unstable mix of conscious and unconscious elements'
 'the conscious part of the mind that regulates emotional drives on a practical, rational level'
 'the neurotic part of the mind that longs for belonging and may suffer an inferiority complex']",2,0.9997965686903892,3.535001590479754e-05,0.0001233836790594,1.0399298040264745e-05,1.759973658657233e-06,1.0781145724625137e-05,1.2876242352080335e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following theories focuses on how society manages to carry out the activities necessary to maintain order and stability?,sociology,"['Functionalism' 'Interactionism' 'Rational-choice theory'
 'Conflict theory']",0,1.147717037415906e-05,8.938429274839006e-06,0.0001088923606589,0.9998517035751656,,,,,,7.337109547249764e-07,,,,,,,,,,,,,9.421035143690986e-07,,,,,,,,,,,8.549032212525178e-06,7.337109547249764e-07,,,,,,,,,,,,,,,,,
Which of the following is a personal document with closed access?,sociology,"[""government 'white paper'"" 'confidential medical records'
 'household account book' 'the shares register of a business']",2,4.033090874073468e-05,3.535369074764068e-05,0.9999079142304214,5.895403799459694e-06,,5.368174388170062e-07,,,,,,,,,,,,,,4.784601750791565e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The tripartite system used the 11+ exam to select pupils for:,sociology,"['popular schools that lay outside their catchment area'
 'private, public and comprehensive schools'
 'grammar, technical, and secondary modern schools'
 'polytechnics, colleges and universities']",2,0.9998403370488746,3.53516341371438e-05,7.483941005561862e-05,3.161575714867434e-05,8.313907472319637e-07,1.0128412757138146e-05,7.810193282519633e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durkheim defined social facts as:,sociology,"['ways of acting, thinking, and feeling that are collective and social in origin'
 'the way scientists construct knowledge in a social context'
 'data collected about social phenomena that are proven to be correct'
 'ideas and theories that have no basis in the external, physical world']",0,1.1477630093635532e-05,1.0128973006645096e-05,5.828821516922968e-05,0.9998967977352908,,,,8.850597976803478e-07,4.49470452558263e-06,8.314367353119708e-07,1.76015158246783e-06,,,,,,,,,,,,,4.784588061955735e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The media-themes model of media influence claims that:,sociology,"['audiences selectively interpret what they want to hear'
 'content analysis is the best way to identify the themes covered by the media'
 'audiences passively absorb whatever messages they are given'
 'social interaction reinforces the ideas and images that audiences select']",3,4.536811780406227e-05,0.0004877532327389,0.0001397436408637,0.9993096345067304,,,9.415852455993212e-07,,1.759112828668758e-06,1.4583557571310902e-06,,,,1.2090193873276977e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowlby's maternal deprivation thesis claimed that:,sociology,"['mothers who are living in poverty cannot afford to give their children the resources that other children enjoy'
 'children deprived of an early, secure attachment to their mother are prone to suffer physically, intellectually and socially in later life'
 ""'mothering' is a socially constructed activity identified in the narratives of new mothers""
 ""deprivation is something children inherit, usually through their mother's side""]",1,4.539577346503777e-05,1.1477849014143984e-05,0.9999185813949132,1.2086152726540488e-05,,5.368261420206241e-07,,,4.7374740755963894e-07,,,,,,,,,,,4.222464681173479e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
War became possible between nation states in the nineteenth century because:,sociology,"['the world was divided into several rival overseas empires'
 'industrialization provided better transport, technology and administration'
 'there was intense economic, political and military competition'
 'all of the above']",3,3.535449993866565e-05,0.9999194064105152,1.892390014174473e-05,1.3276128618424504e-05,,,1.994564400626049e-06,,,,,,,,,2.260137565111569e-06,,3.966664959019969e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not identified by Fulcher & Scott as a criterion of community?,sociology,"['a shared sense of identity and belonging together'
 'common activities involving all-round relationships'
 'a fixed geographical location'
 'collective action based on common interests']",2,0.999641938861048,0.0001584039097314,4.005078051040269e-05,0.0001413438969826,3.287568263082478e-06,1.2874302299071691e-06,1.0673171482187309e-06,,,,,,,,,,,,,,,,,,,,,6.891117439786435e-07,,,,,,,,,,,,,,,,,,,,,,,,
The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:,sociology,"[""assimilation: all racial boundaries were dissolved by the 'ethnic melting pot'""
 'multiculturalism: all ethnic identities were celebrated equally'
 ""most ethnic groups were integrated into mainstream society, but the black population remained in the city's ghettos""
 'racism: the white host population were hostile and prejudiced towards migrants']",2,0.0066892155995164,0.9918632437493652,0.0005485840094164,0.0008021197466798,,,1.877151253810149e-05,,,,,,,,,,,8.3298081949358e-06,,,,,2.386530004774428e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.052284059754111e-06
"According to Scott (1990), a document is 'authentic' if it:",sociology,"['is a sincere and accurate account, free from political bias'
 'is representative of all the similar documents that did not survive'
 'has both a literal and an interpretable meaning'
 ""is a 'sound' original, or reliable copy, of known authorship""]",3,3.5348229192632966e-05,8.479599369569375e-05,6.603918629152421e-05,0.99974858891367,,,,1.127373152473605e-05,6.960479025823153e-06,,1.0780600808202294e-05,,,,,,,,,,,,,2.725762750878191e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a consequence of global tourism?,sociology,"['decreased rates of prostitution and sex tourism'
 'developing countries can depend on it as a crucial source of income'
 'the exploitation of cheap, unregulated labour in poor countries'
 ""we have become more aware of 'other' societies and ways of living""]",0,0.0013239440970031,0.0005519020102181,0.0002030334031004,0.9978734865005549,,,2.8961159531650544e-06,,2.1188436945772545e-06,6.131077520962652e-06,,,,1.8698729975253276e-06,,,,,,,,,,,,,,4.213823847593963e-06,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did Thatcher's government not strive to achieve:,sociology,"['marketization and privatization'
 'individual freedom, choice and responsibility'
 'generous financial benefits for single parents, students and the unemployed'
 'the rolling back of the welfare state']",2,0.9995596900698978,0.0002611417294654,7.481835815221337e-05,7.647131098597104e-05,3.0881224494939173e-06,,1.136056760988808e-06,,,,,,,,,,,,,,2.122433451130885e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One of the ethical problems with covert participant observation is:,sociology,"['not being able to write comprehensive fieldnotes or record conversations'
 'deceiving the respondents as to the reason for your presence'
 'observing people outside of their natural setting'
 'subjecting the participants to physical harm']",1,4.006025409004227e-05,3.5353050151214174e-05,0.9998765384131968,3.59613329795186e-05,,,2.873324626977176e-07,,6.082828283044288e-07,,,,,,,,,,,4.494635942357625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The embourgeoisement thesis suggests that:,sociology,"['capitalists are being replaced by salaried managers with bureaucratic authority'
 'the affluent working class is adopting middle class values and ways of life'
 ""white collar occupations are being 'deskilled' by the introduction of new technologies into the workplace""
 'the class structure has fragmented and there are no longer any distinct social classes']",1,7.483876770656626e-05,3.535133071293628e-05,0.9998300256349352,4.05950873148004e-05,,,5.714010426630076e-07,,7.336934619011783e-07,,,,,,,,,,,3.966309381747777e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women have been excluded from the public sphere because:,sociology,"['industrial capitalism separated the middle class home from the workplace'
 ""those who enter paid employment have been 'sidelined' into particular fields""
 ""it is difficult to succeed in 'malestream' politics without compromising their femininity""
 'all of the above']",3,1.147835254716002e-05,0.9999546093587572,1.4738496412255948e-05,1.0476226782565858e-05,,,2.260221628645608e-06,,,,,,,,,6.893286502049572e-07,,1.8737895436883365e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Economic aid has largely failed to promote modernization in the developing countries because:,sociology,"['there are no clearly defined projects into which the money can be directed'
 'the United Nations has refused to call on rich countries to provide it'
 'debt repayments with interest can be greater than the amount of money received'
 'debt repayments with interest can be greater than the amount of money received']",2,0.9637044373851472,0.0256813027050021,0.0018603473282734,0.0083546314947218,,,1.5120001726005633e-05,,,,,,,,2.0666592029717783e-05,,,,,,0.0001527066078812,,,,,,,4.657288407211226e-05,,,,,,,,,,,,,,,,,,,,,,,,
How is terrorism different from the types of crime described by the Chicago School?,sociology,"['it is committed on a larger, often global, scale, and is well organized'
 'it is associated with political conflict between states and their citizens'
 'it can have far-reaching effects upon international relations'
 'all of the above']",3,0.0002610085248241,0.9990456805835702,0.0005525547879099,9.601967025327271e-05,,,2.7238683813068176e-06,,,,,,,,,1.0773108431205946e-05,,3.4975162333100504e-06,2.1213508283451897e-06,,,,,,,,,,3.723086650333812e-06,,,,,,,,,,,,,,,,,,,,,,,
The human relations approach emphasized the importance of:,sociology,"['scrutinizing employees as they interacted with customers'
 'teamwork, communication and employee satisfaction'
 'strict control and discipline to ensure high productivity'
 'providing therapy and counselling in the workplace']",1,7.484326426571477e-05,2.1442954224802136e-05,0.9998884061807192,6.961507996534163e-06,,7.810595505436409e-07,,,,,,,,,,,,,2.873357509756125e-07,1.5533223941412429e-06,,3.68946407375746e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did Domhoff not identify as a process of decision-making in the USA?,sociology,"['the ideology process' 'the exploitation process'
 'the policy-formation process' 'the candidate-selection process']",1,0.0001800646424253,0.9994368674586314,0.0002304268791519,0.0001252114185334,,,8.934619702251148e-06,,,,,,,,,,,2.724905054172935e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
