question,subject,choices,answer,d,c,a,b,dc,e,cd,4,ac,bd,ab,ad,bc,db,bcd,f,abcd,1,abc,s,g,r,choice,а,option,cb,ba,3,199,abd,all,da,dd,ca,cc,none,2,'}
What is the function of sanctions?,security_studies,"['As a means of exerting economic power to advance peace and freedom.'
 'To end economic support for morally unacceptable regimes.'
 'To isolate dangerous regimes and weaken threats to regional or global security.'
 'All of these options.']",3,0.9825177684397813,0.005842264643021478,0.00965086062485612,0.0016738368447523394,,9.443136791171463e-05,,1.8594638847319306e-05,,,,,,,,,1.1278218567182739e-05,8.783485451772375e-06,,,,,,,,,,,,,6.096947354076868e-05,,,,,,,
"Given current patterns of industrial development, what are the future prospects for energy security?",security_studies,"['Whilst energy consumption is correlated to levels of industrialisation, developed states of the North continue to increase their demands for energy. This is balanced by a lesser demand from states in the South; due to their lack of industrialisation their demands on energy are forecast to remain low.'
 'Energy demand in the industrialised states has peaked in recent years and data indicates that consumption levels in the North have become constant and are not likely to increase.'
 'Whilst forecasts predict that energy consumption in the industrialised states of the North will continue to increase, the major increase in demand will come from the developing states of the South, posing major challenges to global energy security.'
 'Although demand from developing states is set to increase the global consumption of dwindling energy resources, technological advancements in alternative energy sources, coupled with comprehensive understanding of current resource levels and access, will secure energy supply in the foreseeable future.']",2,0.017309216554879662,0.9450558231791327,0.02222999618251921,0.015275329995847305,,1.6801948541552253e-05,2.7428426998907367e-06,,3.990812579989229e-06,,,,6.5797375880059e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a correct definition?,security_studies,"['Acting subjects: who or what is acting to produce security or insecurity.'
 'Substantive content: what being secure looks like and what conditions must exist for us to be able to say we are secure.'
 'Referent object: whom or what we act to make secure.'
 'Objective security: when a matter is objectively considered a security issue, regardless of interpretation.']",3,0.4657230430486959,0.13343722387776016,0.2492835664579973,0.1512038167951083,,9.475992492418565e-05,,,,5.022092035429603e-06,,8.814046014463948e-06,,,,5.345989143890326e-06,,,,,,,,,,,,,,,,,,,,,,
What external strategies do elites employ?,security_studies,"['An increasingly popular means of bolstering regime security has been the expulsion of foreign workers and non-ethnic nationals and restricting borders to refugees and migrants.'
 'Weak states seek to avoid alliances with powerful states because alliances and assistance frequently are conditional on democratization and risk penalties if they are not met.'
 'An increasingly prevalent strategy among weak states has been the employment of private military or security companies and foreign mercenaries as force multipliers to secure the weak state from internal threats.'
 'Weak states may sometimes militarily engage in action to bolster their regional position and to mobilize internal support against the construction of an imagined external threat. This frequently coincides with economic or social crises as a policy of distraction.']",2,0.25794692053557794,0.10752827426431273,0.5460736025104826,0.08374310419936354,,0.001969449041753921,,,0.0001616622218822094,,0.0003020247925009487,0.0004979546996751066,,,,0.0001426664100759934,0.0003422389264102792,,,,,,,,,,,,,,,,,,,,,
"What problems has the post-Cold War security literature revealed on women, war, development, and security?",security_studies,"[""Technological advancements have to some extent rendered the battlefield gender-neutral. 'Virtual' warfare has resolved the historical tension between the citizen and the state security apparatus; if actual combat could be avoided then male and female soldiers could wage war on equal terms. However, technological advancement remains unequal and so the gender situation is different in different contexts, depending on development and security issues.""
 ""The technological capacity to wage war with minimal civilian costs has abolished the threat of physical and biological gender victimization. The contemporary gender divide is structured on 'soft' issues associated with socio-economic hardship.""
 ""Conflict in warfare and the gender divide between men and women is centred on the historical contract between the individual and the state. The 'right to fight' debate has equal meaning and saliency across the globe, and is universally applicable in all situations.""
 'Nuclear armaments and the threat of mass destruction have rendered the battlefield gender neutral in terms of its destructive capabilities. Whilst historically conventional warfare was conducted on the battlefield in which women were particularly vulnerable to violence, and post-conflict sexual violence, these threats no longer exist.']",0,0.05270757871790237,0.01037873762129908,0.7276057456322744,0.20846254255934976,,0.0002154038272949199,,,,,9.558486894329019e-05,2.4167639628671156e-05,,,,7.444157078281201e-05,,,,,,,,,,,,,,,,,,,,6.37433955931206e-05,,
How might weapons belonging to state military or police forces arrive on the illicit arms market?,security_studies,"['States are strong enough to ensure that their weaponry is kept within their control and not traded illegally.'
 'There is no evidence to suggest that state-owned weapons could be traded illicitly as part of the black or grey arms markets.'
 'Illegal trading by states is the primary way in which weapons purchased legally might end up on the illegal arms market.'
 'Looting and theft, especially where corruption is endemic, states are weak, and weapons stockpiles are not properly secured.']",3,0.9997517765252681,0.0001398058917781469,4.005505862375571e-05,3.119491102215197e-05,,6.142642187217722e-06,,1.0127504832365818e-05,,,,,,,,,,,,,,,,,,,,1.5531031677893127e-06,,,,,2.7257809473684253e-06,,,,,
In what ways has human security been significant as a concept?,security_studies,"['Human security has put particular emphasis on the nexus between conflict and development, a concept which is very useful. The significance of the nexus between development and conflict is not just that it raises ethical issues about human suffering and inequalities, but that its frequent outcomes, so called state future, has dire local, regional, and global effects.'
 'From a normative perspective, the concept serves to highlight good global norms. Human security often serves as an umbrella norm. Developing good global norms is not only important for moral and ethical reasons but also because they serve to enhance state and international society.'
 'The development of the human security concept highlights the view that the threats to humans as well as to state entities are changing and increasing. These changes have spurred debates about the meaning of security and the arguments for its broadening and deepening. Like internal violence, these transnational issues have serious local, regional, and global effects.'
 'All of these options.']",3,0.9008663479915696,0.0240072778565648,0.05759046572551668,0.0164999446837729,,9.811221067592099e-05,,,,5.2515682041549595e-05,0.00012597857219530492,5.9508063867131236e-05,,,,,0.00023535895822696183,,8.658372202722755e-05,,,,,,,,,,,,,,,,,,,
Which of these statements is not accurately applied to Critical Security Studies?,security_studies,"['The referent object can be objectively studied and should be considered accordingly.'
 'The security analyst and the object of the security should not be regarded as separate.'
 'Critical Security Studies is a post-positivist approach.'
 'Critical Security studies questions the epistemological principles of other approaches in Security Studies.']",0,0.003559285292955746,0.003559285292955746,0.9868909953304668,0.005868269370986276,,1.9881995360699023e-05,,,6.87103373943589e-06,,1.2836781007081509e-05,1.9881995360699023e-05,,,,,,2.6907354734492215e-06,,,,,,2.8642730019004194e-06,,,,,,,,,,,,,,
Can armed forces be linked to environmental security and in what ways?,security_studies,"[""Military warfare enhances the ability of people's access to resources and to aid the development in ecologically sustainable ways; it can secure access routes and rights that would otherwise be denied; rebuild infrastructure and equitable access of resources; benefit the management of environmental problems; and also to bolster social institutions and cohesion.""
 'It is when considering the military and the security institutions that some of the greatest contradictions with the concept of environmental security are raised. War impacts negatively on the sustainable growth of the nation but armed forces may be required to manage the effects.'
 'Stronger militaries and technological advances have reduced the negative impact on the environment having greater impact with fewer materials, whilst the spectre of mass destruction warfare has been reduced with the ending of the Cold War.'
 'All of these options.']",1,0.23433662304380481,0.011666930690962902,0.7218075715949958,0.031714013252344665,,0.00012960795445969374,,,,9.99429228996225e-06,2.397506085507629e-05,6.937413885151991e-05,,,,1.2832925322117858e-05,1.4541609477079957e-05,,,,,,,,,,,,,,,,,,,,,
"When considering economic tools for security policy, which of the following is the odd one out?",security_studies,"['Withdrawal of economic trade rights with the domestic market.'
 'Export controls protecting technological advantage and further foreign policy objectives.'
 'Control of munitions and arms sales.'
 'Import restrictions to protect a domestic market from foreign goods.']",0,0.2152150167009351,0.02268349857843083,0.7511742178821413,0.010714926027599079,,7.219660367308397e-05,,,,,,4.378945365484716e-05,,,,4.913040537658552e-06,,,,,,1.9239743186382947e-06,,2.0480600012907292e-06,,,,,,,,4.335743056756228e-06,,,,,,
What is the market vision of transnational organized crime?,security_studies,"['Market place scholars argue that transnational crime operates like a capitalist marketplace in its scope and extensity of operations. Criminal organizations are thus very resilient to law enforcement efforts by virtue of their sheer size. Of comparative difference is the development of highly sophisticated networks of collaboration between criminal groups that has enabled them to survive under the conditions of the competitive logic of the marketplace.'
 'Market analysts argue that the criminal alliances create organizations with a high level of wealth and power that far underestimates what government and official estimates attribute to them. Within this perspective the threat to the licit economy is vastly increased.'
 'Market analysts believe that white-collar and corporate crimes contribute significantly to undermining the licit market. Those organized crime groups are more prone to use violence and corruption than ordinary criminal groups as a result of the extent of profits invested in their activities.'
 'Market analysts claim that organized crime is highly disorganized, and resembles more a market for illicit goods and services than an organization. Proponents of this view minimize the threat posed by organized criminals to states and societies.']",3,0.24908097944857518,0.1510752507868132,0.46534450519136433,0.1333234408765536,,0.0006174098727723421,,,1.54565537266048e-05,1.6453415795937e-05,2.548354890077267e-05,4.472502117417657e-05,,,,4.472502117417657e-05,,,,,,,,,,,,,,,,,,,,,,
What impact did the end of the Cold War have on warlord politics?,security_studies,"['Within the context of state collapse, elites deliberately engender disorder for the pursuit of commercial activities and the exploitation of neo-liberal globalized shadow markets which would not otherwise be permissible in normal conditions. Warlord politics represented a new form of regime security forced upon weak state elites.'
 'Warlord politics represented the entrenchment of traditional patterns of redistributive networks within society but maintained by alternative political sources. Assistance derived from superpowers was superseded by US hegemonic endorsement at the end of the Cold War.'
 'Warlord politics in response to the rapid global changes inaugurated by the end of the Cold War and by globalization, was a temporary aberration in the normal function of the state and was reflective of the immediate need to secure infrastructural survival.'
 'Warlord politics was a new phenomenon which represented the opportunistic exploitation of hollowed out state institutions and fragmented armed forces. Commercial activities accumulated in a shadow economy facilitated by the end of the Cold War, not of strategic design.']",0,0.36810788514442966,0.05645117588643293,0.5355938125384081,0.03879828796188881,,0.000553427854757092,,,1.7789909240392743e-05,,4.0090179334590754e-05,0.00010897640598488239,,,,3.122226305925233e-05,,,,,,,,,,,,,,,,1.7789909240392743e-05,,,,,,
In what ways might the effects of chemical weapons affect the decision to deploy them against a target?,security_studies,"['Chemical weapons are a highly complicated means to conduct an assault. The unpredictability of chemicals (the degree of evaporation, stability and concentration) frequently proves to be incommensurate with political objectives.'
 'Analysts are concerned with the potential ease of chemical manufacturing. Weapons could be quickly and effectively deployed being light, concealable and rapidly deployed. Most weapons can be delivered in a line source for example a crop duster or administered through an aerosol. Dispersal in areas of poor ventilation or closed venues where people are in close proximity could have potentially catastrophic effects.'
 'Chemical weapons have the potential to cause mass casualties. Moderate exposure to chemicals produces serious side effects and would generate serious casualties if weaponized.'
 'Wind, temperature and terrain can affect the lethality and persistence of an agent and is dependent on the extensity and degree of contact with the target.']",3,0.29660369944822945,0.09629313433251753,0.2617518460581948,0.2617518460581948,,,,,,0.006155814126768029,0.01673323768016502,0.005432486899759281,0.006975451255114108,,,,0.021485902484808906,,0.006155814126768029,,,,,,,,,,,,,,,,,,,
"What is the relationship between war, military security, and security studies?",security_studies,"['War is best regarded as a rational instrument of political policy; it is a continuation of politics by other means.'
 'War is best regarded as a social aberration, and is the result of catastrophic failure in social cohesion.'
 'War is an anarchic state in which state or other actors must draw upon exceptional (military) means in order to ensure the protection of their interests.'
 'War is a state of mass conflict which is inflicted upon state actors as a result of their failure to effectively control the behaviour of their population.']",0,0.008951827656438016,0.5538300649231989,0.4313232882506743,0.005429557934093146,,7.74484843943674e-05,,,0.00021052680777090284,,8.68947912456139e-06,8.163010198657975e-06,,,,8.68947912456139e-06,,,1.115751205371437e-05,,,,,,,,,,,,,,,,,,,
How has coercive diplomacy featured in contemporary security studies?,security_studies,"[""Compellence and coercion through diplomacy are linked with the 'pre-emptive use of force'.""
 'Coercive diplomacy is a softly-softly approach to international power bargaining, that has been side-lined in recent years.'
 'Deterrence as a strategy has dominated contemporary instances of coercive diplomacy.'
 'All of these options.']",0,0.6304940899152002,0.1241516474515458,0.20469966297207887,0.04030613867174832,,4.719364761537423e-05,7.704151189543298e-06,,,,,1.7361572711585843e-05,,,,,,,,,,,,,,,,,,,,,,,,2.1722232675068465e-05,,
In what ways is defining coercive diplomacy success problematic?,security_studies,"['Isolation of the effect that the threat of force or the limited use of force, in a given case is dependent on the sufficiency of the ""stick"" for success. The question to ask is whether the stick employed was sufficient to produce compliance.'
 'Success is an independent function from the amount of coercion required to produce compliance. Ideally, coercion should be required to solve all disputes. If the threshold from persuasion to coercion is crossed, the degree of success is equated to the production intended outcome: to stop or undo an action.'
 'In protracted diplomatic affairs involving a series of inconclusive exchanges which results in tactical/temporary successes followed by new acts of non-compliance, the production of the intended outcome (compliance and ceasing of actions) is regarded as a success from a policy goal perspective.'
 'Coercive diplomacy success resulting from the use of threats and sanctions (inducements may, but need not, be employed) are classified as cheap successes. Successes resulting from the use of limited force count as costly ones. Compliance can only be considered a success if the outcome is lasting.']",3,0.09591703692462752,0.26072953851185027,0.4298703104220479,0.203056368762875,,,0.0003919910069656711,,0.0015503545072441235,,0.0022557524976548316,,0.001990694592177854,,,,0.0008298449682583448,,0.0013681830505510057,,,,,,,,,,,,,,,,,,,
"In what ways, if any, can the environment be considered a security concern?",security_studies,"['Environmental security entails a consideration of the security of the global environment, as well as its nested sub-systems and social systems beyond the boundaries of the nation state.'
 'Environmental security is a critical security project in that it questions who and what is to be secured and from what threat by orthodox security policies, or whether linkages between environmental, security and development issues can be made.'
 'Environmental security is a practical endeavour to assess how environmental change causes violent conflict within and between countries, and the ways in which environmental security can undermine national security.'
 'All of these options. The environment is both an object to be secured and a source of risk, although it may mean different things to different people. Whilst deepening the concept of security it has both critical and practical dimensions although the utility of the concept is contested.']",3,0.9603552463837174,0.005039481881469527,0.02258539086834869,0.010668583226790262,,0.0006820197077944563,,,,7.1884348337445e-05,6.343771475210732e-05,4.095846704965104e-05,,,,3.395576182019318e-05,0.00013429764318408132,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the liberalist attitude towards international organisations?,security_studies,"['Liberalism holds that international organisations can enhance national and international security. It advocates the inclusion of non-governmental organisations and other actors to encourage cooperation and build communities.'
 'The liberalist advocacy of cooperation as enhancing security is undermined by the failure of international organisations such as the league of nations in preventing global conflicts.'
 ""Under liberalism's different schools of thought, there is a general consensus that the involvement of international organisations in the political system ultimately undermines security by disempowering the state as a unitary actor.""
 'All of these options.']",0,0.16398379123554715,0.05323774243139691,0.7349243429904981,0.046982142796304256,,0.0002793658997275613,2.0237197899919596e-05,,2.0237197899919596e-05,,5.5010407310280986e-05,0.0001319631070077001,,,,,,,,,,,,,,,,,,,,2.2931749494701116e-05,,,,,,
What is the relationship between culture and social constructivism?,security_studies,"['All of the below.'
 'Culture is the product of shared identity and interaction, although it is important in understanding the dynamics of social identity, its wider reference to security studies is largely disputed.'
 'Social constructivism does not regard culture as being an important feature to study, instead focusing on individualistic aspects of identity such as personal interests and ambition.'
 'Culture is commonly regarded as a set of practices that give meaning to shared experiences and actions; it can impact on how states see security and is crucial in constructing the values and rules that inform identity.']",3,0.8101054623280527,0.002921696496717335,0.1807589615463762,0.003310715865586014,,2.8643318231381107e-05,,,,2.2307438668363053e-05,2.09558992829707e-05,0.0025783881086453115,,,,,5.3512763493222426e-05,,,,,,,,,,,,,,,1.9686245529426225e-05,,,,,,
Which of the following is an impact of common structural adjustment policies on the poor?,security_studies,"['Cost of imports soar, including vital resources such as imported medicines. Basic food prices rise, putting even greater pressure on already stretched household budgets.'
 'Reduced health, education, and social welfare spending and the introduction of cost-recovery and user-fees put healthcare and education beyond the reach of many ordinary people. Public sector redundancies and salary freezes lead to fewer teachers and doctors.'
 'Massive redundancies and increased unemployment with no social security provision push families deeper into poverty. Farmers and small companies can no longer afford to borrow money and are forced to reduce production or go out of business.'
 'All of these options.']",3,0.992700957962098,0.002171524878427197,0.0035916343682376424,0.001317096417094844,,7.430545977513531e-05,,1.139511132021304e-05,,7.357236832377341e-06,,,,,,,1.2130032859118955e-05,6.911484386547712e-06,,,,,,,,,,,,,,,,,,,,
How might the diversity of the current global international system impact upon the case for humanitarian intervention?,security_studies,"['The global political arena is dominated by a paradigm of human-security which promotes human security based on core assumptions of what it is to be secure, and which transcend cultural or political diversity.'
 'Despite the inclusion of a diverse range of political actors, whose cultural, ethical and religious values are often at odds with one another, there exists a general consensus amongst all states that humanitarian intervention is sometimes justified.'
 'The diversity of states, in terms of their cultural, political, ideological and religious values, results in a global system characterised by radical disagreements on how states should govern themselves and each other. In order to protect this diversity there exist rules of engagement that prohibit interference in the sovereign state, such as humanitarian intervention.'
 'Within the contemporary global arena there are a number of radically different views on how states should govern themselves and each other. In order to protect this diversity, there exists a need for unifying principles of humanitarian intervention.']",2,0.10244494500294585,0.7569714682381394,0.10245214860058202,0.03768738911852286,,0.0001540197087186962,2.3619687324021197e-05,,1.2642707578227471e-05,,,,1.5250016315441846e-05,,,1.43260645348447e-05,,,,,,,,,,,,,,,,,,,,,,
Which of the following are economic objectives of IMF adjustment policies?,security_studies,"['Devaluation to promote exports and reduce demand for imports by raising their prices.'
 'Tighter monetary and credit policies with higher interest rates to reduce overall demand, and thus demand for imports; to limit or reduce the rate of inflation.'
 'All of these options.'
 'Public spending cuts to reduce the budget deficit and slow the growth of government debt.']",2,0.0016949546450847448,0.9949380073283598,0.0013338077749940884,0.0019206352340962103,,,,,8.894305685860153e-06,,,,1.6616750641774658e-05,,,,,,8.894305685860153e-06,,,,,,,,,1.0078568729035909e-05,,,,,,,,,,
To what extent have biological agents been weaponized?,security_studies,"['Military professionals believe that the majority of biological agents can be sufficiently stable in their effects to be used as a weapon. Resource requirements would be minimal as fermenters used to make vaccines could be converted for military production and relatively small quantities of the agent are required to produce highly lethal effects, making them an efficient and effective weapon.'
 'Construction of the means to transmit biological weapons in warfare has focused on the use of vectors, for example lice, fleas, or mosquitoes, as a mode of transmission as a military weapon. These are favoured because the target would find it difficult to contain the source of the outbreak, placing the infrastructure of the target country under strain.'
 ""Biological agents comprise bacteria, viral, and toxin agents. However, not every disease provides the basis for an effective biological weapon. An agent's storage, delivery, mode of transmission and its very resilience can shape its effects on a target population.""
 'Inoculation programs against naturally occurring disease have eradicated the potential for viral agents to cause a global pandemic. Vaccination capabilities have undermined calls for the weaponization of viral agents made by some military strategists as most public health authorities have in place programs to deal with a possible outbreak.']",2,0.011722516927660485,0.09815143253813782,0.8218118217249124,0.0674584272814375,,0.0001672126437251316,,,0.0001672126437251316,,0.00011492345731057749,2.408926530307012e-05,6.970460037904122e-05,,,,,,3.731018397323096e-05,,,,,,,,,,,,,,,,,,,
"According to Buzan, Waever, and de Wilde, in what ways does the Copenhagen School's approach to Security Studies differ from that of Critical Security Studies?",security_studies,"['The theory and knowledge that underpin each approach are fundamentally at odds with one another. Whilst Critical Security Studies is post-structuralist and constructivist, the Copenhagen School is based on an objectivist epistemology.'
 'Whilst Critical Security Studies regards security to be a social construction, based on the changeable ideas that form human society, the Copenhagen school disregards this epistemological approach and instead considers security as an issue to be studied objectively from a positivist approach.'
 'Critical Security Studies regards security to be an empirically definable state, which should be studied from a positivist approach. However, the Copenhagen School views security as a socially constructed entity that denies the validity of an objective approach.'
 'Neither Critical Security Studies nor the Copenhagen School account for the changing nature of society and its impact on the construction of security.']",0,0.011173117874838255,0.4750931179878744,0.2244180983749124,0.28815854227811744,,5.1741800878563654e-05,,,8.530780769281847e-05,,0.00010953739331948895,,0.0004909125384332754,,,,,,8.530780769281847e-05,,,,,,,4.029655504175008e-05,,,,,,,,,,,,
What are Fission Nuclear Weapons?,security_studies,"['Fission nuclear weapons are gun-type devices that require a relatively small amount of fissile uranium-235 material to produce a comparatively large explosion because mass and energy becomes interchangeable in the barrel. Implosion devices however are unable to sustain the reaction; the neutron generator is unable to set off the interchange being destroyed in the explosion.'
 'Implosion fissure devices are constructed with relative ease because unlike the gun-type fissure device it uses high-explosive shaped lenses to compress the fissile material to critical tolerance. Detonation is highly volatile with a high potential of ""going critical"".'
 'Fissile weapons are produced by the rapid rearrangement of hydrogen, oxygen, carbon and nitrogen in a chamber, striking each other at high velocities the friction sparking a chemical explosion.'
 'Gun-type devices are of rugged design using two sub-critical masses fired down a barrel at very high velocities with a high probability of producing a reaction. Implosion devices are more complex, requiring the assembling of shaped charges to compress the fissile material to critical tolerances, and are detonated with more than split-second timing.']",3,0.6738900324111736,0.010892420164232615,0.03355100811617918,0.28091915158009406,,8.316461456933819e-05,,,,0.00022606486055463235,,2.69995973168418e-05,,7.339251476208267e-05,1.7432250221765378e-05,2.3827061003144245e-05,,,,,,,,,,,,,,,,,,,,,,
Why is HIV/AIDS considered to be a non-traditional security issue?,security_studies,"['HIV/AIDS is a newly emergent disease that did not exist until relatively late in the 20th century.'
 'Ill health can threaten the state indirectly, but can also be a threat to other referent objects such as the economy.'
 'The overwhelming scale of HIV/AIDS requires a new approach in order to theorize its impact on security.'
 'None of the above - HIV/AIDS is better defined as a traditional security issue.']",1,0.018008455329736182,0.46444412897142523,0.10363150523122949,0.40987050524088314,,8.339565338231606e-05,,,0.00015580359229893083,,0.000329836207485151,,0.0018980772273111664,,,,,,0.0008965881967011991,,,,,,,5.0582020663142277e-05,,,,,,,,,,,,
Which of the following is an important reason to advocate the process of desecuritization?,security_studies,"['To prevent the erosion of established civil liberties through the removal of special rights and the cessation of extraordinary measures.'
 'To prevent stagnation of the security realm and facilitate the recognition and securitization of new or more urgent existential threats.'
 'To prevent the securitization of irrelevant threats and to challenge the legitimacy of currently securitized threats.'
 'To ensure that securitizing actors conceptualise security threats in terms of those that can be addressed using extraordinary measures.']",0,0.00017904448172492438,0.9971306924951202,0.0013229703505107018,0.0013229703505107018,,2.399197427515154e-06,,,3.7159496681405397e-06,,,,4.210722618127639e-06,,,,,,2.2538374036762226e-06,,,,,,,,,6.942307945525171e-06,,,,,,,,,,
Which of the following statements best describes the process of 'medicalization'?,security_studies,"[""The term 'medicalization' refers to the process whereby a medical or health issue becomes securitized.""
 ""'Medicalization' is the outcome of security dialogue that discusses threats or risks to national security in terms of medical language.""
 ""An issue is said to be 'medicalized' when it is dismissed as a security threat, instead deemed to be a medical issue concerning health as mutually exclusive from security.""
 ""The perceived 'medicalization' of societies occurs when social issues are increasingly considered and responded to as medical problems.""]",3,0.9939027748051524,0.002174153439577802,0.0035845730215977676,0.0002596655987560749,,1.4649330643754595e-05,,8.346936994615765e-06,,2.391437488047195e-06,,1.2927988918051028e-05,,,,,2.545671954874684e-06,,,,,,,,,,,,,,,,2.884624237681852e-06,,,,,
How has the conceptualization of health as a security issue changed during the twentieth century?,security_studies,"['Health has long been regarded as a security issue. During the 20th century there was an increasingly sense of panic about the potential damage of a serious pandemic disease outbreak in the newly globalised world. Medical advances and a series of successful contained outbreaks have largely allayed these fears.'
 'Since the early 20th century there has been growing recognition of the success in medical and technological advancements that have the ability to keep infectious diseases at bay in the modern population.'
 'Pandemic disease is a relatively new threat to security, emerging only in the early 19th century. Therefore, human populations are still formulating and testing new ways of controlling outbreaks and minimising their impact on security.'
 'During the 20th century, security analysts were predisposed to focus on the potential threat of nuclear confrontation and military combat. Since the reduction in these threats, there has emerged a series of pandemic diseases, and a sense of growing unease at the future impact of more serious outbreaks in an increasingly globalised population.']",3,0.9738591906710528,0.004509829488849476,0.007435451805496817,0.013891252777301548,,9.359852496435662e-05,,8.706018990431165e-06,,2.6816426381326424e-05,,1.050146345829158e-05,,,,9.267508974547633e-06,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the circumstances that have shaped the emergence of peace studies as a field of research?,security_studies,"['Peace studies developed after the Second World War as a response to the failure of International Relations to prevent global conflict following World War I. Initially, the field was conditioned by the nuclear arms race and East-West divide that characterised the Cold War, but was quick to embrace environmental concerns and the issues surrounding the North-South wealth/poverty divide.'
 'Peace studies developed as a discipline following the Cold War when the security studies paradigm shifted to include areas of concern such as environmental, societal and economic security. As a field of research peace studies adopts a Euro-centric approach to security and has thus been defined by developments within the West and wealthier nations.'
 'Peace studies emerged as a response to the developing nuclear capability of states during the Cold War. The aim of peace studies is to secure the state as a referent object and does this through the study of weapons accumulation. The approach is particularly focused on the nuclear arms race between East and West.'
 'Developed as a response to World War I, peace studies focuses on disparities in wealth and resource allocation that exist within the global system, with the aim of promoting peace through the equal distribution of these resources.']",0,0.030160802742795447,0.07235200454590708,0.777857331730148,0.11928828887262936,,5.8224046406777506e-05,,,1.2991540799233875e-05,,3.116508625384771e-05,1.0117822147747447e-05,1.4721344359606426e-05,,,,,,,,,,,,,,8.38796917305319e-06,,,,,,,,,,,
Which of these statements is commonly regarded as a tangible benefit of the securitization process?,security_studies,"['Securitizing injects urgency into an issue and leads to a sustained mobilization of political support and deployment of resources.'
 'Securitization encourages more efficient handling of complex problems.'
 'Securitization mobilizes popular support for policies in specific areas by calling them security relevant and encourages the allocation of more resources.'
 'All of these options.']",3,0.6749615743423866,0.2813897016484352,0.038123310795650615,0.005153396289296305,1.9784736827137277e-05,3.9346647453952565e-05,4.4585592695812135e-05,2.5404104948522247e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways might a society be threatened?,security_studies,"['Societies are threatened when their linguistic heritage and traditions are under attack. The inability to use and develop traditional language signifies the destruction of a society.'
 ""Threats to societal security exist when a society regards its collective identity as being under question. Such circumstances include the suppression of expression and interference with a society's ability to reproduce itself across generations.""
 'Military threats to societies in the form of external aggression, mainly through de-population policies with the intent of preventing collective identities from being reproduced over generations.'
 'Migratory influxes into a host receiving state results in a shift in the composition of the population resulting in horizontal competition or vertical competition. This is not an outright threat to survival but part of wider uncontrollable processes of evolutionary identity.']",1,0.12613309215138607,0.14292751825187858,0.2079583119691696,0.4402477761342874,,,,,0.0026178094356987033,,0.01329433327396194,,0.01934313616492412,,0.00627979837961157,,0.01707026182168469,,0.011732207936198736,,,,,,,,,,,,,,,,,,,
Which of these statements best defines the concepts of corporate and social identity?,security_studies,"['An actor can have only one social identity, and this forms the basis for developing other identities. In contrast, an actor may have multiple corporate identities which vary in importance.'
 ""Corporate identity refers to the intrinsic, self-realized identity of an actor. Social identity refers to 'sets of meanings that an actor attributes to itself while taking the perspective of others'. Actors can have multiple social identities.""
 'Corporate identity is a type of social identity that is constructed through the interaction of an actor with others within the international system.'
 ""Social identity can also be described as 'role' identity. Like corporate identity, an actor's social identity is formed through interaction and does not exist as an intrinsic concept.""]",1,0.2707120970904938,0.041515049622813015,0.03663690270277826,0.649404561488408,,6.241532293939356e-05,4.566402574821218e-05,,,0.0009763403862289232,,,5.508132916783206e-05,5.508132916783206e-05,0.0001029054705477958,,,,,,,,,,,,,,,,,,,,,,,
In what ways has conflict been a concern of the environmental security agenda for strong states?,security_studies,"['Environmental change can be a cause of war between countries, largely centred on resource scarcity interrelated with conflict. There is therefore a strong connection between environmental degradation and violence; resources as strategic goals and strategic tools may cause violence if there is inequity.'
 'Population growth and its relationship to environmental degradation can lead to environmentally caused conflict. There is therefore a linear link between population growth and environmental change, and environmental change is the critical determinant in the production of violence.'
 'Common findings in research organizations investigating environmental violence have failed to find quantifiable relationships between environmental and social variables and the cause of war. Analysis of aggregated data failed to establish a common causal mechanism. The extensity of possible variables being simply too vast, mitigating any definitive relationship.'
 ""Analysis of environmental violence research shows that there is a tendency among 'strong states' to be less prone to internal violent conflicts whereas states undergoing significant economic and political transitions are more prone to violent conflict. Environmental change is unlikely to be a cause of war but can be a contributory factor.""]",3,0.5835754380839214,0.037306727385818195,0.3539563743556853,0.01996885219390158,,0.0005321520126854906,0.00015246403159266492,,0.00022183385700540566,,0.0006832967098297074,0.0021047020384277197,,,,,0.0004144404041924843,,,,,,,,,,,,,,,,,,,,,
"Threats to IT systems can be classified in many ways; in this chapter three different categories of threat are listed. According to this classification, which of the following would be classified as a 'Failure'?",security_studies,"['Security systems were not adequate to protect the system against attack from a hacking group, and sensitive data was lost.'
 'There is a programming error in the software which causes the system to perform badly.'
 'All of these options.'
 'The IT system has failed due to a random unexpected event, such as a tsunami which destroys key electronic equipment.']",1,0.20939657873479917,0.44334083911342975,0.041232636016009176,0.30467022430955704,,4.827845322264534e-05,0.00011581398866675014,,,0.00016850835920281112,,,0.0003148150608741887,,0.00013123444210122687,,,,,,,,,,,,,,,,,,,,,,,
