question,subject,choices,answer,c,d,a,b,Ñ,e,3,4,all,Ð°,1,ab,ac,cd,ad,f,bcd,2,choice,option,bc,cb,ba,none,bd,wrong,solution,an,not,da,hm,g,abcd,abc,res,band,dc,sol,abd,199,db,h,n,post,v
Can armed forces be linked to environmental security and in what ways?,security_studies,"[""Military warfare enhances the ability of people's access to resources and to aid the development in ecologically sustainable ways; it can secure access routes and rights that would otherwise be denied; rebuild infrastructure and equitable access of resources; benefit the management of environmental problems; and also to bolster social institutions and cohesion.""
 'It is when considering the military and the security institutions that some of the greatest contradictions with the concept of environmental security are raised. War impacts negatively on the sustainable growth of the nation but armed forces may be required to manage the effects.'
 'Stronger militaries and technological advances have reduced the negative impact on the environment having greater impact with fewer materials, whilst the spectre of mass destruction warfare has been reduced with the ending of the Cold War.'
 'All of these options.']",1,0.0002938826732669,0.9926967287323544,0.0046212218338872,0.001916355754973,,9.540973498999296e-05,,1.2912303508400852e-05,0.0002009106500992,,,,,,,,,,,,,,,1.657972589277299e-05,,,,,,,,,,,,,,,,,,,,,
"When considering economic tools for security policy, which of the following is the odd one out?",security_studies,"['Withdrawal of economic trade rights with the domestic market.'
 'Export controls protecting technological advantage and further foreign policy objectives.'
 'Control of munitions and arms sales.'
 'Import restrictions to protect a domestic market from foreign goods.']",0,0.0001788310006918,0.9959457555581944,0.0036002824173711,0.00022962355018,,1.0088954682633504e-05,,6.513918724040104e-06,,,,,,,1.7531974404940585e-06,,,,,4.7656847441959065e-06,,,,,,,,,,,,,,,,,,,,,,,,,
What is the market vision of transnational organized crime?,security_studies,"['Market place scholars argue that transnational crime operates like a capitalist marketplace in its scope and extensity of operations. Criminal organizations are thus very resilient to law enforcement efforts by virtue of their sheer size. Of comparative difference is the development of highly sophisticated networks of collaboration between criminal groups that has enabled them to survive under the conditions of the competitive logic of the marketplace.'
 'Market analysts argue that the criminal alliances create organizations with a high level of wealth and power that far underestimates what government and official estimates attribute to them. Within this perspective the threat to the licit economy is vastly increased.'
 'Market analysts believe that white-collar and corporate crimes contribute significantly to undermining the licit market. Those organized crime groups are more prone to use violence and corruption than ordinary criminal groups as a result of the extent of profits invested in their activities.'
 'Market analysts claim that organized crime is highly disorganized, and resembles more a market for illicit goods and services than an organization. Proponents of this view minimize the threat posed by organized criminals to states and societies.']",3,0.0003351693875846,7.47863991286222e-05,0.9991333701092986,0.0004303658073399,,1.6522467669591827e-06,,,,2.559049853486672e-06,1.2867710759350084e-06,,1.4581026541468907e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What impact did the end of the Cold War have on warlord politics?,security_studies,"['Within the context of state collapse, elites deliberately engender disorder for the pursuit of commercial activities and the exploitation of neo-liberal globalized shadow markets which would not otherwise be permissible in normal conditions. Warlord politics represented a new form of regime security forced upon weak state elites.'
 'Warlord politics represented the entrenchment of traditional patterns of redistributive networks within society but maintained by alternative political sources. Assistance derived from superpowers was superseded by US hegemonic endorsement at the end of the Cold War.'
 'Warlord politics in response to the rapid global changes inaugurated by the end of the Cold War and by globalization, was a temporary aberration in the normal function of the state and was reflective of the immediate need to secure infrastructural survival.'
 'Warlord politics was a new phenomenon which represented the opportunistic exploitation of hollowed out state institutions and fragmented armed forces. Commercial activities accumulated in a shadow economy facilitated by the end of the Cold War, not of strategic design.']",0,0.0004300240558987,0.9983399445960316,0.0010385247783217,0.0001087271603248,,1.889394740982624e-05,,6.950694814649497e-06,,,,,,,3.9603865253335696e-06,2.402095851927594e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways might the effects of chemical weapons affect the decision to deploy them against a target?,security_studies,"['Chemical weapons are a highly complicated means to conduct an assault. The unpredictability of chemicals (the degree of evaporation, stability and concentration) frequently proves to be incommensurate with political objectives.'
 'Analysts are concerned with the potential ease of chemical manufacturing. Weapons could be quickly and effectively deployed being light, concealable and rapidly deployed. Most weapons can be delivered in a line source for example a crop duster or administered through an aerosol. Dispersal in areas of poor ventilation or closed venues where people are in close proximity could have potentially catastrophic effects.'
 'Chemical weapons have the potential to cause mass casualties. Moderate exposure to chemicals produces serious side effects and would generate serious casualties if weaponized.'
 'Wind, temperature and terrain can affect the lethality and persistence of an agent and is dependent on the extensity and degree of contact with the target.']",3,0.1310914180357179,0.3563434195134203,0.0795109642638685,0.3144719639769964,,,,,,,,0.017741294189753,,,,,0.0138169338076798,,,,0.0156566371702991,,,,0.0083803939775778,,,,,,,,0.0258134307303065,0.0138169338076798,,,,,,,,,,,
"What is the relationship between war, military security, and security studies?",security_studies,"['War is best regarded as a rational instrument of political policy; it is a continuation of politics by other means.'
 'War is best regarded as a social aberration, and is the result of catastrophic failure in social cohesion.'
 'War is an anarchic state in which state or other actors must draw upon exceptional (military) means in order to ensure the protection of their interests.'
 'War is a state of mass conflict which is inflicted upon state actors as a result of their failure to effectively control the behaviour of their population.']",0,0.0002304857802673,1.6696333922416676e-05,0.9996835688481268,4.538534110318959e-05,,,,,,1.209478372702595e-06,2.4053349584430665e-06,,,,,,,,3.9657269091436925e-06,1.0026927887798976e-06,,,,,,,,,,,,,,,,,,7.335857153034671e-07,,,,,,,
How has coercive diplomacy featured in contemporary security studies?,security_studies,"[""Compellence and coercion through diplomacy are linked with the 'pre-emptive use of force'.""
 'Coercive diplomacy is a softly-softly approach to international power bargaining, that has been side-lined in recent years.'
 'Deterrence as a strategy has dominated contemporary instances of coercive diplomacy.'
 'All of these options.']",0,0.960471663229932,0.0290033067285347,0.0044478000813094,0.0057110883527471,,1.173605076028174e-05,,,,,,,5.5989566787332205e-05,8.146433898376074e-05,,,,,,,4.941061926687401e-05,,,,,,,,,,,,,,,,1.173605076028174e-05,,,,,,,,
In what ways is defining coercive diplomacy success problematic?,security_studies,"['Isolation of the effect that the threat of force or the limited use of force, in a given case is dependent on the sufficiency of the ""stick"" for success. The question to ask is whether the stick employed was sufficient to produce compliance.'
 'Success is an independent function from the amount of coercion required to produce compliance. Ideally, coercion should be required to solve all disputes. If the threshold from persuasion to coercion is crossed, the degree of success is equated to the production intended outcome: to stop or undo an action.'
 'In protracted diplomatic affairs involving a series of inconclusive exchanges which results in tactical/temporary successes followed by new acts of non-compliance, the production of the intended outcome (compliance and ceasing of actions) is regarded as a success from a policy goal perspective.'
 'Coercive diplomacy success resulting from the use of threats and sanctions (inducements may, but need not, be employed) are classified as cheap successes. Successes resulting from the use of limited force count as costly ones. Compliance can only be considered a success if the outcome is lasting.']",3,0.8467541543574941,0.1011303620470916,0.0289743338346994,0.0225652338794362,,4.936126045962648e-05,,,,,,,6.338111302990402e-05,9.221897530745618e-05,1.414223790074822e-05,,,,,,5.593363593125445e-05,,,,1.705879515039037e-05,,,,,,,,,,,,,,,,,,,,
"In what ways, if any, can the environment be considered a security concern?",security_studies,"['Environmental security entails a consideration of the security of the global environment, as well as its nested sub-systems and social systems beyond the boundaries of the nation state.'
 'Environmental security is a critical security project in that it questions who and what is to be secured and from what threat by orthodox security policies, or whether linkages between environmental, security and development issues can be made.'
 'Environmental security is a practical endeavour to assess how environmental change causes violent conflict within and between countries, and the ways in which environmental security can undermine national security.'
 'All of these options. The environment is both an object to be secured and a source of risk, although it may mean different things to different people. Whilst deepening the concept of security it has both critical and practical dimensions although the utility of the concept is contested.']",3,0.0001397772289197,0.9996142856449772,0.0001128237901121,6.60260877765305e-05,,2.752376830199498e-05,,1.077846253440976e-05,6.012467456789476e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the liberalist attitude towards international organisations?,security_studies,"['Liberalism holds that international organisations can enhance national and international security. It advocates the inclusion of non-governmental organisations and other actors to encourage cooperation and build communities.'
 'The liberalist advocacy of cooperation as enhancing security is undermined by the failure of international organisations such as the league of nations in preventing global conflicts.'
 ""Under liberalism's different schools of thought, there is a general consensus that the involvement of international organisations in the political system ultimately undermines security by disempowering the state as a unitary actor.""
 'All of these options.']",0,4.5387288872520696e-05,2.1439437182973216e-05,0.9997576622469824,0.0001398026919118,,,,,,2.122791748888329e-06,3.499891909658913e-06,2.2597000541281782e-06,,,,,,,,6.960366180226602e-06,,,,,,,,,,,,,,,,,,,,,,,,,
What is the relationship between culture and social constructivism?,security_studies,"['All of the below.'
 'Culture is the product of shared identity and interaction, although it is important in understanding the dynamics of social identity, its wider reference to security studies is largely disputed.'
 'Social constructivism does not regard culture as being an important feature to study, instead focusing on individualistic aspects of identity such as personal interests and ambition.'
 'Culture is commonly regarded as a set of practices that give meaning to shared experiences and actions; it can impact on how states see security and is crucial in constructing the values and rules that inform identity.']",3,0.0003971987547032,0.9221258094444048,0.0757274094071522,0.0010796981571964,,7.744142854914039e-06,,,7.744142854914039e-06,,,,,,0.0005100132965157,,,,,,,,,,1.3591393981682708e-05,,,,,,,,1.4467963582470785e-05,,,,,,,,,,,,
Which of the following is an impact of common structural adjustment policies on the poor?,security_studies,"['Cost of imports soar, including vital resources such as imported medicines. Basic food prices rise, putting even greater pressure on already stretched household budgets.'
 'Reduced health, education, and social welfare spending and the introduction of cost-recovery and user-fees put healthcare and education beyond the reach of many ordinary people. Public sector redundancies and salary freezes lead to fewer teachers and doctors.'
 'Massive redundancies and increased unemployment with no social security provision push families deeper into poverty. Farmers and small companies can no longer afford to borrow money and are forced to reduce production or go out of business.'
 'All of these options.']",3,0.0001233742659908,0.9997227286909272,5.14300456973185e-05,5.827787672307264e-05,,1.147559433288374e-05,,1.078032321985928e-05,8.265214520188942e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How might the diversity of the current global international system impact upon the case for humanitarian intervention?,security_studies,"['The global political arena is dominated by a paradigm of human-security which promotes human security based on core assumptions of what it is to be secure, and which transcend cultural or political diversity.'
 'Despite the inclusion of a diverse range of political actors, whose cultural, ethical and religious values are often at odds with one another, there exists a general consensus amongst all states that humanitarian intervention is sometimes justified.'
 'The diversity of states, in terms of their cultural, political, ideological and religious values, results in a global system characterised by radical disagreements on how states should govern themselves and each other. In order to protect this diversity there exist rules of engagement that prohibit interference in the sovereign state, such as humanitarian intervention.'
 'Within the contemporary global arena there are a number of radically different views on how states should govern themselves and each other. In order to protect this diversity, there exists a need for unifying principles of humanitarian intervention.']",2,0.4323866291040509,0.555170577089567,0.0042512825496167,0.0079187647593442,,5.335621724668728e-05,,,,,,,,6.85107390830593e-05,,,,,,,,,,,8.7101630270402e-06,,,,,,,,,,,,,,,,,,,,
Which of the following are economic objectives of IMF adjustment policies?,security_studies,"['Devaluation to promote exports and reduce demand for imports by raising their prices.'
 'Tighter monetary and credit policies with higher interest rates to reduce overall demand, and thus demand for imports; to limit or reduce the rate of inflation.'
 'All of these options.'
 'Public spending cuts to reduce the budget deficit and slow the growth of government debt.']",2,0.9998336827294606,3.5351195858568886e-05,8.938182072094985e-06,0.0001088893491129,5.713988629451701e-07,8.313804399078248e-07,5.092822628997575e-06,,,,,,,,,,,,,5.713988629451701e-07,,,,,,,,,,,,,,,,,,,,,,,,,
To what extent have biological agents been weaponized?,security_studies,"['Military professionals believe that the majority of biological agents can be sufficiently stable in their effects to be used as a weapon. Resource requirements would be minimal as fermenters used to make vaccines could be converted for military production and relatively small quantities of the agent are required to produce highly lethal effects, making them an efficient and effective weapon.'
 'Construction of the means to transmit biological weapons in warfare has focused on the use of vectors, for example lice, fleas, or mosquitoes, as a mode of transmission as a military weapon. These are favoured because the target would find it difficult to contain the source of the outbreak, placing the infrastructure of the target country under strain.'
 ""Biological agents comprise bacteria, viral, and toxin agents. However, not every disease provides the basis for an effective biological weapon. An agent's storage, delivery, mode of transmission and its very resilience can shape its effects on a target population.""
 'Inoculation programs against naturally occurring disease have eradicated the potential for viral agents to cause a global pandemic. Vaccination capabilities have undermined calls for the weaponization of viral agents made by some military strategists as most public health authorities have in place programs to deal with a possible outbreak.']",2,0.3128297946027383,0.0034752251053008,0.6622607001078432,0.0107044469231306,,9.261161209690915e-05,,,,,,0.0004703205739368,0.0083366316460804,,,,,,,,0.0001960587843476,,,,,,,,,,,,9.261161209690915e-05,0.0009956686628376,,,,,,,,,,,
"According to Buzan, Waever, and de Wilde, in what ways does the Copenhagen School's approach to Security Studies differ from that of Critical Security Studies?",security_studies,"['The theory and knowledge that underpin each approach are fundamentally at odds with one another. Whilst Critical Security Studies is post-structuralist and constructivist, the Copenhagen School is based on an objectivist epistemology.'
 'Whilst Critical Security Studies regards security to be a social construction, based on the changeable ideas that form human society, the Copenhagen school disregards this epistemological approach and instead considers security as an issue to be studied objectively from a positivist approach.'
 'Critical Security Studies regards security to be an empirically definable state, which should be studied from a positivist approach. However, the Copenhagen School views security as a socially constructed entity that denies the validity of an objective approach.'
 'Neither Critical Security Studies nor the Copenhagen School account for the changing nature of society and its impact on the construction of security.']",0,0.0099341655419783,0.0025117504002912,0.3727858261323284,0.6146104616611004,,1.3180456439679483e-05,,,,,,2.46243344605427e-05,,,,,,,4.555043860296864e-06,,,,2.173089888963605e-05,,,,,,,,,,,,,,,,,,,,,,
What are Fission Nuclear Weapons?,security_studies,"['Fission nuclear weapons are gun-type devices that require a relatively small amount of fissile uranium-235 material to produce a comparatively large explosion because mass and energy becomes interchangeable in the barrel. Implosion devices however are unable to sustain the reaction; the neutron generator is unable to set off the interchange being destroyed in the explosion.'
 'Implosion fissure devices are constructed with relative ease because unlike the gun-type fissure device it uses high-explosive shaped lenses to compress the fissile material to critical tolerance. Detonation is highly volatile with a high potential of ""going critical"".'
 'Fissile weapons are produced by the rapid rearrangement of hydrogen, oxygen, carbon and nitrogen in a chamber, striking each other at high velocities the friction sparking a chemical explosion.'
 'Gun-type devices are of rugged design using two sub-critical masses fired down a barrel at very high velocities with a high probability of producing a reaction. Implosion devices are more complex, requiring the assembling of shaped charges to compress the fissile material to critical tolerances, and are detonated with more than split-second timing.']",3,0.0032845929872734,0.6259325170646277,0.0747569739918246,0.2956695677110444,,9.918611382295614e-05,,,,,,1.1128373553732564e-05,,,7.185017986506553e-06,1.2610099277561837e-05,,,,,,,,,1.521068319679674e-05,,,,,,,,,,,,,,,,2.5078176928439807e-05,,,,
Why is HIV/AIDS considered to be a non-traditional security issue?,security_studies,"['HIV/AIDS is a newly emergent disease that did not exist until relatively late in the 20th century.'
 'Ill health can threaten the state indirectly, but can also be a threat to other referent objects such as the economy.'
 'The overwhelming scale of HIV/AIDS requires a new approach in order to theorize its impact on security.'
 'None of the above - HIV/AIDS is better defined as a traditional security issue.']",1,0.0001233596771537,1.4733212406901417e-05,0.0002056451349703,0.999610329257175,,,,,,,,2.560248419640283e-06,,,,,,2.901141536182173e-06,,,,,,,,,,,,,,,,,,,,,,,,1.8731177577947717e-06,,,
Which of the following is an important reason to advocate the process of desecuritization?,security_studies,"['To prevent the erosion of established civil liberties through the removal of special rights and the cessation of extraordinary measures.'
 'To prevent stagnation of the security realm and facilitate the recognition and securitization of new or more urgent existential threats.'
 'To prevent the securitization of irrelevant threats and to challenge the legitimacy of currently securitized threats.'
 'To ensure that securitizing actors conceptualise security threats in terms of those that can be addressed using extraordinary measures.']",0,0.9975262908705383,0.0001086363655529,0.0002995165474084,0.00192562565444,,,4.212289016032729e-06,,,,,,1.5650552333040007e-05,,,,,,,,5.131618549855629e-05,5.408686159020621e-06,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the process of 'medicalization'?,security_studies,"[""The term 'medicalization' refers to the process whereby a medical or health issue becomes securitized.""
 ""'Medicalization' is the outcome of security dialogue that discusses threats or risks to national security in terms of medical language.""
 ""An issue is said to be 'medicalized' when it is dismissed as a security threat, instead deemed to be a medical issue concerning health as mutually exclusive from security.""
 ""The perceived 'medicalization' of societies occurs when social issues are increasingly considered and responded to as medical problems.""]",3,6.604806705109397e-05,0.9998737139326924,1.9990655607821067e-05,1.8923088033481893e-05,,3.0891092032371195e-06,,7.888316696191476e-06,,,,,,,,,,,,2.078544845058502e-06,,,,,,,,,,,,,,,,,,,,,,,,,
How has the conceptualization of health as a security issue changed during the twentieth century?,security_studies,"['Health has long been regarded as a security issue. During the 20th century there was an increasingly sense of panic about the potential damage of a serious pandemic disease outbreak in the newly globalised world. Medical advances and a series of successful contained outbreaks have largely allayed these fears.'
 'Since the early 20th century there has been growing recognition of the success in medical and technological advancements that have the ability to keep infectious diseases at bay in the modern population.'
 'Pandemic disease is a relatively new threat to security, emerging only in the early 19th century. Therefore, human populations are still formulating and testing new ways of controlling outbreaks and minimising their impact on security.'
 'During the 20th century, security analysts were predisposed to focus on the potential threat of nuclear confrontation and military combat. Since the reduction in these threats, there has emerged a series of pandemic diseases, and a sense of growing unease at the future impact of more serious outbreaks in an increasingly globalised population.']",3,0.003090275708051,0.9694874377149708,0.0095130968894988,0.0177633626741665,,8.222943119035869e-05,,,,,,,,,,,,,,,,,,,4.938261181357068e-06,,,,,,,,,,,,,,,,,,,,
Which statement best describes the circumstances that have shaped the emergence of peace studies as a field of research?,security_studies,"['Peace studies developed after the Second World War as a response to the failure of International Relations to prevent global conflict following World War I. Initially, the field was conditioned by the nuclear arms race and East-West divide that characterised the Cold War, but was quick to embrace environmental concerns and the issues surrounding the North-South wealth/poverty divide.'
 'Peace studies developed as a discipline following the Cold War when the security studies paradigm shifted to include areas of concern such as environmental, societal and economic security. As a field of research peace studies adopts a Euro-centric approach to security and has thus been defined by developments within the West and wealthier nations.'
 'Peace studies emerged as a response to the developing nuclear capability of states during the Cold War. The aim of peace studies is to secure the state as a referent object and does this through the study of weapons accumulation. The approach is particularly focused on the nuclear arms race between East and West.'
 'Developed as a response to World War I, peace studies focuses on disparities in wealth and resource allocation that exist within the global system, with the aim of promoting peace through the equal distribution of these resources.']",0,0.0908184229614168,0.0122909399249739,0.8617028613025052,0.0334102306871177,,0.0001753207584518,,,,,,,,,,,,,,,,,,0.0009484975797916,,,,,6.865659548297417e-05,,,,,,,,,,,,,,2.2289533123971696e-05,,
Which of these statements is commonly regarded as a tangible benefit of the securitization process?,security_studies,"['Securitizing injects urgency into an issue and leads to a sustained mobilization of political support and deployment of resources.'
 'Securitization encourages more efficient handling of complex problems.'
 'Securitization mobilizes popular support for policies in specific areas by calling them security relevant and encourages the allocation of more resources.'
 'All of these options.']",3,0.0001794930911248,0.9996388614344384,5.827287490744826e-05,5.142563161052268e-05,,1.3002435910408347e-05,,2.429174832639196e-05,1.3012343476303436e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways might a society be threatened?,security_studies,"['Societies are threatened when their linguistic heritage and traditions are under attack. The inability to use and develop traditional language signifies the destruction of a society.'
 ""Threats to societal security exist when a society regards its collective identity as being under question. Such circumstances include the suppression of expression and interference with a society's ability to reproduce itself across generations.""
 'Military threats to societies in the form of external aggression, mainly through de-population policies with the intent of preventing collective identities from being reproduced over generations.'
 'Migratory influxes into a host receiving state results in a shift in the composition of the population resulting in horizontal competition or vertical competition. This is not an outright threat to survival but part of wider uncontrollable processes of evolutionary identity.']",1,0.091539537445698,0.0336755138806157,0.219591934799661,0.4102517444741868,,,,,,,,0.0712910634447038,0.0096481939632193,,,,0.0109328360643106,,,,0.0231448196479237,,,,,,,,,,,,0.0629141426719129,0.0489975835791519,,,,,,,,,,,
Which of these statements best defines the concepts of corporate and social identity?,security_studies,"['An actor can have only one social identity, and this forms the basis for developing other identities. In contrast, an actor may have multiple corporate identities which vary in importance.'
 ""Corporate identity refers to the intrinsic, self-realized identity of an actor. Social identity refers to 'sets of meanings that an actor attributes to itself while taking the perspective of others'. Actors can have multiple social identities.""
 'Corporate identity is a type of social identity that is constructed through the interaction of an actor with others within the international system.'
 ""Social identity can also be described as 'role' identity. Like corporate identity, an actor's social identity is formed through interaction and does not exist as an intrinsic concept.""]",1,0.0003350409159532,0.0002609301277053,0.0006270054970684,0.9987484144775534,,3.0856201602316665e-06,,,,,,1.0663617933411464e-06,,,,,,3.721968375494649e-06,,,,,8.840449771948808e-07,,,,,,,,,,,,,,,,,,,,,,
In what ways has conflict been a concern of the environmental security agenda for strong states?,security_studies,"['Environmental change can be a cause of war between countries, largely centred on resource scarcity interrelated with conflict. There is therefore a strong connection between environmental degradation and violence; resources as strategic goals and strategic tools may cause violence if there is inequity.'
 'Population growth and its relationship to environmental degradation can lead to environmentally caused conflict. There is therefore a linear link between population growth and environmental change, and environmental change is the critical determinant in the production of violence.'
 'Common findings in research organizations investigating environmental violence have failed to find quantifiable relationships between environmental and social variables and the cause of war. Analysis of aggregated data failed to establish a common causal mechanism. The extensity of possible variables being simply too vast, mitigating any definitive relationship.'
 ""Analysis of environmental violence research shows that there is a tendency among 'strong states' to be less prone to internal violent conflicts whereas states undergoing significant economic and political transitions are more prone to violent conflict. Environmental change is unlikely to be a cause of war but can be a contributory factor.""]",3,0.0242657429092304,0.7091489358075544,0.2608917742723329,0.0054144178105592,,8.751591297904351e-05,,,,,,7.183743596454033e-06,8.140247943550607e-06,,6.815746155928801e-05,,,,,,,,,,,,,,,9.224109364814785e-06,,,,,,,,,,,,,,,
"Threats to IT systems can be classified in many ways; in this chapter three different categories of threat are listed. According to this classification, which of the following would be classified as a 'Failure'?",security_studies,"['Security systems were not adequate to protect the system against attack from a hacking group, and sensitive data was lost.'
 'There is a programming error in the software which causes the system to perform badly.'
 'All of these options.'
 'The IT system has failed due to a random unexpected event, such as a tsunami which destroys key electronic equipment.']",1,0.9875051938835288,0.0058718101730294,5.0801111907633805e-05,0.0058718101730294,,,,,,,,,,0.0002579893338216,,,6.522991888540008e-05,,,,0.0001564784408416,4.772322813148041e-05,,,,,,,,,,,,,,,1.1335260235668636e-05,,,,,,,,
Which of the following reasons might influence a state's decision to join an alliance such as NATO?,security_studies,"['More powerful states may also create alliances in order to extend their protective umbrella over weaker friendly states.'
 'States may seek to join an alliance if they believe that their own resources are inadequate to maintain their sovereignty and security.'
 'An alliance can become attractive to states when a potential hegemonic power threatens the other states in that system.'
 'All of these options.']",3,7.483990966424881e-05,0.9998530472430044,1.4736851984117786e-05,3.119791589519588e-05,,5.421384872543512e-06,,1.3005226229831596e-05,1.8342516605418884e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the 'security dilemma' that faces weak states?,security_studies,"['The inability of the state to provide stability creates a situation wherein each component of society competes to preserve its well-being thereby engendering insecurity. The condition is self-perpetuating - a semi-permanent situation of emergent anarchy because measures to secure the regime will provoke greater resistance.'
 'The weak state insecurity dilemma is primarily an external condition creating a situation for the weak state similar to structural anarchy, wherein a weak state creates insecurity in the region when taking measures to improve its own regional standing.'
 ""The weak state insecurity dilemma emerges out of competition between each component of society to preserve and protect the longevity of their well-being and interests. However, the ruling elite remain separate from the social sphere of contestation producing a policy dilemma; use of the monopoly of instruments of violence to restore order will reduce the regime's infrastructural core.""
 ""Weak state insecurity dilemmas are born out of a lack of political and institutional centring with a monopoly of force. However, the engagement of armed forces to strengthen institutions may stop this process. Inability to foster 'stateness' is reversed by the use of violence. Social disquiet is a semi-permanent situation of emergent but not developed anarchy.""]",0,0.0598245019920125,0.001806543424702,0.9358240065757516,0.0023196476736675,,1.143490033317288e-05,,,,3.487447563546079e-06,,,0.0001308655043556,,4.206664744418778e-06,,,,,3.951795811783911e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following does not constitute a fundamental ontological principle of social constructivism?,security_studies,"['Normative or ideational structures are important and matter as much as, if not more than, material structures.'
 'Identities are important.'
 'Anarchy is an inescapable feature of the international system.'
 'Agents and structures are mutually constituted.']",2,0.9994119647116778,0.0002958683262247,0.0002046342580048,5.825992775678439e-05,3.7244325755485216e-06,2.122117713415904e-06,1.8727623090094392e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical materialism is founded on the ideas and philosophies of which theorists?,security_studies,"['Barry Buzan and Ole Waever' 'Kenneth Waltz and Hans Morgenthau'
 'Karl Marx and Friedrich Engels' 'Adam Smith and Karl Marx']",2,0.9998330916440938,0.0001398181586107,2.259950050032885e-06,1.892233009721343e-05,1.0028467556196946e-06,,1.5532394399907232e-06,3.255766735942499e-07,,,,,,,,,,,,4.73711264879586e-07,,,,,,,,,,,,,,,,,,,,,,,,,
What internal security policy options are available to elites?,security_studies,"['Elites create negative inducements for non support of the regime. Redistribution as a means of denial to the power structure in the form of ""elite disenfranchisement"" which may include diversion of resources, disarmament and denial of access to commercial activity routes.'
 'Lacking infrastructural capacity and wider social legitimacy, weak state elites are often forced to rely on coercive power. However, a key dilemma is that the instruments of violence can be a threat to the regime requiring the deliberate undermining of armed forces.'
 'Elites attempt to foster a new politics of identity in which ethnic consciousness is superseded by ideologies orientated around the myth of the regime.'
 'Weak states have cultivated international sponsorship and have initiated processes of democratic reform so as to gain popular legitimacy internally whilst bolstering its international legitimacy externally.']",1,0.5588704451419684,0.1814386581344121,0.160119053812724,0.0971171153415941,,,,,,,,,0.0003502590080671,0.0001874801370096,,,0.000128853088153,,,,0.000449741468782,,,,0.000128853088153,,,,,,,,,0.0001460096775134,,,,,,,,,,,
Are strategies of Arms Control and Deterrence useful in cyber-security?,security_studies,"['No, arms control does not serve any purpose outside the realm of traditional military weapons.'
 'Yes, successful policies of arms control and deterrence have translated well from other security realms, such as nuclear weapons control strategies.'
 'Effective deterrence requires international cooperation which is achievable in theory, but the verification required for traditional arms control strategies is impossible in cyber(ed) warfare.'
 'Only arms control is unproblematic, deterrence has failed because international cooperation cannot be reached and common rules or practices cannot be established.']",2,0.9744247377129512,0.0084302208263768,0.0074540056584645,0.0095608748472903,,1.1906425899778909e-05,6.3730505356711625e-06,,,,,,,,,,,,,,1.1185052021673e-05,,,,,,,,,,,,,,,,,,,,,,,,
In what ways does the perspective on terrorism influence the response a government will take?,security_studies,"['Within the disease prescription, reform packages become part of the government response to reduce the appeal of the terrorist group within the population. However, reforms may encourage terrorists to continue their violent activities because they are being rewarded. Under these conditions reforms may become concessions that fuel the violence rather than a mechanism for ending it. It is also clear that reforms may not eliminate the presence of terrorism.'
 'Contemporary responses to terrorism have been taken within the context of the war on terror analogy, in which the norms of retaliation and punishment prevail. Implicit within this view is the justification for pre-emptive action taken against training facilities, headquarters, sources of funding, and even the assassination of key individuals.'
 'Whilst the warfare analogy presumes deterrence at times, deterrence is more central to a justice system. The extent of pre-emption available in a normal criminal context is the detention of suspects or judicial harassment.'
 'All of these options. Responses to terrorist attacks vary either explicitly or implicitly, if warfare is seen as warfare, crime, or disease.']",3,0.0001397832276363,0.9995871547301268,7.482057010765376e-05,0.0001233582654223,,2.2818984627972164e-05,,9.512368019029311e-06,9.860505446456149e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How might the period of academic institutionalization be assessed?,security_studies,"['The distinct phenomenon of strategic studies emerged as an imported American specialty. It emerged in the US and was exported to Europe. European security studies was ""theory has already been done"" kind of work.'
 ""The think tanks became routine producers of narrow technical problem-solving succumbing to 'hectic empiricism': the internal logic of its key contribution (deterrence) broke down.""
 'Peace research developed on a parallel but separate track, and particularly the distinct critical branch was seen neither by its representatives nor by security studies as part of the latter.'
 'All of these options.']",3,3.535389304366059e-05,0.999903012643303,2.429835165243065e-05,1.892357529425736e-05,,2.7261995001725755e-06,,8.938864027283382e-06,1.3348956123750265e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
