question,subject,choices,answer,c,d,b,a,e,cho,f,none,the,s,4,bc,',Ñ,Ð´,3,indust,ind,1,ch,fin,financial,2,Ð°,ab,pol,poland,g,not,n,sol,h,false,option,all,r,chart,cd,ad,(,p,ba,Ð±,je,col,m,cl,an,j,bro,pred,fr,ar,art,ii,im,emp,i,t
"This question refers to the following information.
The history of all hitherto existing societies is the history of class struggles. â¦ The modern bourgeois society that has sprouted from the ruins of feudal society has not done away with class antagonisms. It has but established new classes, new conditions of oppression, new forms of struggle in place of the old ones. Our epoch, the epoch of the bourgeoisie, possesses, however, this distinctive feature: it has simplified the class antagonisms. Society as a whole is more and more splitting up into two great hostile camps, into two great classes, directly facing each other: Bourgeoisie and Proletariat.
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
Marx and Engels would be most inclined to view which of the following developments as a significant event in European history?",high_school_european_history,"['The War of the Roses' 'The French Revolution of 1789 to 1793'
 ""The Seven Years' War"" ""Britain's Glorious Revolution of 1688""]",1,0.0112674690277571,0.0003002677356762,0.6152243259336512,0.3731481330238759,2.292572452771692e-06,,,,,,,,,,,,,,6.633778351060074e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
âThomas Paine, The Age of Reason, 1794â1795
Paine's statement in the last sentence, criticizing persecution, was most likely influenced by which of the following?",high_school_european_history,"['New concepts of legal equity and individual rights expressed by Locke and Rousseau'
 'Europeans gaining a more thorough understanding of the rich cultural diversity through trade and travel'
 ""New concepts of a deterministic mechanical universe based upon the discovery of Newton's mathematical laws""
 'Challenges to the monopoly on truth held by the Roman Catholic Church on multiple fronts']",1,6.601406210144497e-05,0.9994550006818717,0.0001583595026295,0.0003149354765438,1.1358346799265368e-06,,,,,,2.6978438353317854e-07,,,,,,,,2.3808388283372458e-07,,,,,,,,,,,,,,,1.9737847143860845e-07,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other â¦ during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. â¦
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. â¦
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. â¦""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that Henry IV decided",high_school_european_history,"['to ban the Catholic Church in France'
 'that the Catholic Church should exist in France'
 'that the Catholic Church is the one true Church'
 'that the Catholic Church caused too much trouble and hindrance in France']",1,0.0746779705192796,0.0007792550154661,0.9097149135549132,0.0147034634653114,5.589212244140568e-06,,,,,,,1.1832362413697347e-05,,,,,,,,,,,,,1.2595484225288776e-05,,,,,,,5.589212244140568e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""After all the slaves had been brought together and severally marked with the letter G, the emperor's fifths and then CortÃ©s' were deducted before we were aware of it; and, besides this, on the night preceding, the finest of the Indian females had been secretly set apart, so that when it came to a division among us soldiers, we found none left but old and ugly women&â¦.Another soldier asked CortÃ©s if the division he had made of the gold in Mexico was not a sufficient imposition, for, at first, he had merely spoken of 300,000 pesos, but when we were obliged to retreat from the city, it was estimated at 700,000 pesos. And now he was going to deprive the poor soldier, who had undergone so many hardships, and suffered from innumerable wounds, of this small remuneration, and not even allow him a pretty Indian female for a companion&â¦
[Later], when CortÃ©s learnt that there were still a great many bars of gold among the men, and heavy gambling in consequence, (for, according to the old saying, gold and love cannot lie long concealed,) he made known, under threats of severe punishment, that everyone should produce the gold he had obtained on the night of our retreat, of which one third was to be returned to him; but that anyone who refused to pay this, should have the whole taken from him. Many of our men refused downright to comply with this; yet CortÃ©s managed to extort a good deal of it under the pretence of a loan&â¦""
The Memoirs of the Conquistador Bernal Diaz del Castillo, 1568
As described by the author, the driving philosophy behind the conquistadores' search for gold was the economic policy known as",high_school_european_history,['protectionism' 'laissez-faire' 'mercantilism' 'supply-side'],2,0.9998566243214266,9.609433003108066e-05,3.763108033190849e-05,4.784254979021495e-06,3.689221301993304e-07,,,,,,,,1.1977147983231097e-07,1.2749607661788717e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.927155633693603e-07,,,,,,,,,,,,
"This question refers to the following information.
In Russia there was nothing going on well, and [Souvarine] was in despair over the news he had received. His old companions were all turning to the politicians; the famous Nihilists who made Europe tremble-sons of village priests, of the lower middle class, of tradesmen-could not rise above the idea of national liberation, and seemed to believe that the world would be delivered-when they had killed their despot&â¦
""Foolery! They'll never get out of it with their foolery.""
Then, lowering his voice still more, in a few bitter words he described his old dream of fraternity. He had renounced his rank and his fortune; he had gone among workmen, only in the hope of seeing at last the foundation of a new society of labour in common. All the sous in his pockets had long gone to the urchins of the settlement; he had been as tender as a brother with the colliers, smiling at their suspicion, winning them over by his quiet workmanlike ways and his dislike of chattering. But decidedly the fusion had not taken place.
His voice changed, his eyes grew bright, he fixed them on Ã©tienne, directly addressing him:
""Now, do you understand that? These hatworkers at Marseilles who have won the great lottery prize of a hundred thousand francs have gone off at once and invested it, declaring that they are going to live without doing anything! Yes, that is your idea, all of you French workmen; you want to unearth a treasure in order to devour it alone afterwards in some lazy, selfish corner. You may cry out as much as you like against the rich, you haven't got courage enough to give back to the poor the money that luck brings you. You will never be worthy of happiness as long as you own anything, and your hatred of the bourgeois proceeds solely from an angry desire to be bourgeois yourselves in their place.""
Ã©mile Zola, French writer, Germinal, 1885
The conflict referred to in the final paragraph of the passage was best described in which book?",high_school_european_history,"['On Liberty, by John Stuart Mill'
 'The Communist Manifesto, by Marx and Engels'
 'Protocols of the Elders of Zion' 'Looking Backward, by Edward Bellamy']",1,0.0006260901798418,0.0001396995354815,0.9990769331939388,0.0001396995354815,,,,,1.5519216560582408e-06,7.803552152030411e-07,,,,,,,,,,,,,1.2086378010036293e-06,,,,,,,,5.709200715725649e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The text below is the government proclamation.
On the basis of the above-mentioned new arrangements, the serfs will receive in time the full rights of free rural inhabitants.
The nobles, while retaining their property rights to all the lands belonging to them, grant the peasants perpetual use of their household plots in return for a specified obligation[; . . . the nobles] grant them a portion of arable land fixed by the said arrangements as well as other property. . . . While enjoying these land allotments, the peasants are obliged, in return, to fulfill obligations to the noblemen fixed by the same arrangements. In this status, which is temporary, the peasants are temporarily bound. . . .
[T]hey are granted the right to purchase their household plots, and, with the consent of the nobles, they may acquire in full ownership the arable lands and other properties which are allotted them for permanent use. Following such acquisition of full ownership of land, the peasants will be freed from their obligations to the nobles for the land thus purchased and will become free peasant landowners.
WE have deemed it advisable:
3. To organize Peace Offices on the estates of the nobles, leaving the village communes as they are, and to open cantonal offices in the large villages and unite small village communes.
4. To formulate, verify, and confirm in each village commune or estate a charter which will specify, on the basis of local conditions, the amount of land allotted to the peasants for permanent use, and the scope of their obligations to the nobleman for the land.
6. Until that time, peasants and household serfs must be obedient towards their nobles, and scrupulously fulfill their former obligations.
7. The nobles will continue to keep order on their estates, with the right of jurisdiction and of police, until the organization of cantons and of cantonal courts.
âAlexander II, ""The Abolition of Serfdom in Russia,"" Manifesto of February 19, 1861
Which of the following was a major impetus in convincing Tsar Alexander II of the necessity of freeing the serfs?",high_school_european_history,"['Recent defeat in the Crimean War convinced the tsar some domestic reforms were necessary.'
 'Enlightened rulers in Prussia and Austria had recently done the same, which pressured Alexander II to act.'
 'The Decembrist Revolt and its aftermath had convinced the young tsar to make reforms.'
 'A labor force to complete the Trans-Siberian Railroad was needed as well as military recruits.']",0,0.0009100215353181,0.0002300895868787,0.9982061837879266,0.000625448044693,,,,,,3.719051792307212e-06,,,2.615857619697665e-06,,,,,,,,,,,,1.3681626950416285e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other â¦ during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. â¦
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. â¦
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. â¦""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that Henry IV",high_school_european_history,"['was banning Protestants from France'
 'intended for Protestants to be able to live peacefully in his kingdom'
 'was converting to Catholicism' 'was converting to Protestantism']",1,0.0052139912320941,0.0002290867866775,0.9936349614309898,0.000906055817517,5.678493711224806e-07,,,,,,,9.966066832404863e-07,,,,,,,,,,,1.129303321430018e-06,,,,,8.262159597795541e-07,,,,7.761580653218864e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The passage below is written by John Calvin.
If we need to be recalled to the origin of election, to prove that we obtain salvation from no other source than the mere goodness of God, they who desire to extinguish this principle, do all they can to obscure what ought to be magnificently and loudly celebrated, and to pluck up humility by the roots. In ascribing the salvation of the remnant of the people to the election of grace, Paul clearly testifies, that it is then only known that God saves whom upon which there can be no claim. They who shut the gates to prevent anyone from presuming to approach and taste this doctrine, do no less injury to man than to God; for nothing else will be sufficient to produce in us suitable humility, or to impress us with a due sense of our great obligations to God. Nor is there any other basis for solid confidence, even according to the authority of Christ, who, to deliver us from all fear, and render us invincible amidst so many dangers, snares, and deadly conflicts, promises to preserve in safety all whom the Father has committed to His care.
âJohn Calvin, Institutes of the Christian Religion, 1559
Which of the following beliefs, supported first by Calvin, does this passage seem to best support?",high_school_european_history,['Salvation' 'Predestination' 'Divinity of Jesus' 'Simony'],1,0.0024705829509801,0.0003788761665352,0.9967380866120868,0.0003788761665352,,,,,,,,1.0641846695652747e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.454606296874968e-07,,,,,,,,,,2.3940065726438287e-05,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
What is tolerance? â¦ We are full of weakness and errors; let us mutually pardon our follies. This is the last law of nature. â¦ Of all religions, the Christian ought doubtless to inspire the most tolerance, although hitherto the Christians have been the most intolerant of all men.
Voltaire, Letters on the English Nation, 1733
From the passage, one may infer that Voltaire was participating in what cultural movement?",high_school_european_history,"['The Scientific Revolution' 'The Reformation' 'The Enlightenment'
 'The Romantic Movement']",2,0.9995091317357024,5.141704974845639e-05,0.0003799232838712,5.141704974845639e-05,1.002472877156269e-06,,,,1.6527983558674972e-06,3.2545529302860655e-07,,,,,,,,,2.381081789031376e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
[T]he the end and measure of this power, when in every man's hands in the state of nature, being the preservation of all of his society, that is, all mankind in general, it can have no other end or measure, when in the hands of the magistrate, but to preserve the members of that society in their lives, liberties, and possessions, and so cannot be an absolute, arbitrary power over their lives and fortunes, which are as much as possible to be preserved, but a power to make law, and annex such penalties to them, as may tend to the preservation of the whole by cutting off those parts, and those only, which are so corrupt that they threaten the sound and healthy, without which no severity is lawful. And this power has its original only from compact, and agreement, and the mutual consent of those who make up the community. â¦
Whensoever, therefore, the legislative shall transgress this fundamental rule of society; and either by ambition, fear, folly or corruption, endeavor to grasp themselves, or put into the hands of any other, an absolute power over the lives, liberties, and estates of the people; by this breach of trust they forfeit the power the people had put into their hands for quite contrary ends.
John Locke, Second Treatise of Government, 1690
From the passage, one may infer that Locke believed a government loses its legitimacy when",high_school_european_history,"['it is weak and can be overthrown'
 'when the people wish to change governors' 'when it becomes corrupt'
 'it tries to exercise absolute power']",3,0.0035916206614063,0.9956894483088106,0.0006240017794278,8.444945755902319e-05,8.279133498709395e-07,,5.021548302821172e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
âHernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following was NOT a result of the European conquest of the Americas realized by the end of the seventeenth century?",high_school_european_history,"['Europeans established overseas colonies on the coasts of the Americas and throughout the continent of Africa.'
 ""Europe's colonial expansion led to a global exchange of goods, flora, fauna, cultural practices, and diseases.""
 'Europeans created vast global trade networks that allowed them to gain large accumulations of wealth.'
 'Europeans expanded the African slave trade in response to the establishment of a plantation economy in the Americas and to demographic catastrophes among indigenous peoples.']",0,0.0010135351090987,0.015854356613332,0.0016710368929724,0.981029766962282,1.7438834842012806e-05,,,0.0001371670610601,,8.319602803564325e-05,,,,,,,,,,,,,,,,,,,1.6382269250833604e-05,,,,1.3581378230812472e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Albeit the king's Majesty justly and rightfully is and ought to be the supreme head of the Church of England, and so is recognized by the clergy of this realm in their convocations, yet nevertheless, for corroboration and confirmation thereof, and for increase of virtue in Christ's religion within this realm of England, and to repress and extirpate all errors, heresies, and other enormities and abuses heretofore used in the same, be it enacted, by authority of this present Parliament, that the king, our sovereign lord, his heirs and successors, kings of this realm, shall be taken, accepted, and reputed the only supreme head in earth of the Church of England, called Anglicans Ecclesia; and shall have and enjoy, annexed and united to the imperial crown of this realm, as well the title and style thereof, as all honors, dignities, preeminences, jurisdictions, privileges, authorities, immunities, profits, and commodities to the said dignity of the supreme head of the same Church belonging and appertaining; and that our said sovereign lord, his heirs and successors, kings of this realm, shall have full power and authority from time to time to visit, repress, redress, record, order, correct, restrain, and amend all such errors, heresies, abuses, offenses, contempts, and enormities, whatsoever they be, which by any manner of spiritual authority or jurisdiction ought or may lawfully be reformed, repressed, ordered, redressed, corrected, restrained, or amended, most to the pleasure of Almighty God, the increase of virtue in Christ's religion, and for the conservation of the peace, unity, and tranquility of this realm; any usage, foreign land, foreign authority, prescription, or any other thing or things to the contrary hereof notwithstanding.
English Parliament, Act of Supremacy, 1534
From the passage and its historical context, one may infer that the Act was, in part,",high_school_european_history,"['an attempt to prevent the spread of Protestantism in England'
 ""a solution to Henry VIII's financial difficulties""
 ""an attempt to legitimize Henry VIII's only heir""
 'an attempt to ally England with the Holy Roman Emperor']",1,0.0005174851386487,0.0014973928983633,0.0019226905402662,0.9960290664716112,,1.2827180254656683e-06,,,,,,,,,,,,,,5.74874335505511e-06,,,,1.365446230462262e-06,1.365446230462262e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
âThomas Paine, The Age of Reason, 1794â1795
The ideas expressed by Paine above best illustrate which of the following characteristics of Enlightenment intellectuals?",high_school_european_history,"['Many were accomplished scientists who added important pieces to the human understanding of the universe.'
 'They utilized new methods of communicating their ideas, such as salons and inexpensive printed pamphlets.'
 'Most rejected religion altogether and adopted atheism as the only credo of a rational person.'
 'Many believed that the new scientific discoveries would allow humans to solve all problems.']",1,0.9582215967999452,0.003915609752038,0.0327895837628011,0.0050277424434471,5.886878358536119e-06,,,2.78076443662739e-06,,,,,,,,,,,,,,,,,,,,,,1.68661888825304e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The substitution of Plato for the scholastic Aristotle was hastened by contact with Byzantine scholarship. Already at the Council of Ferrera (1438), which nominally reunited the Eastern and Western churches, there was a debate in which the Byzantines maintained the superiority of Plato to Aristotle. Cosimo and Lorenzo de Medici were both addicted to Plato; Cosimo founded and Lorenzo continued the Florentine Academy, which was largely devoted to the study of Plato&â¦The humanists of the time, however, were too busy acquiring knowledge of antiquity to be able to produce anything of value.""
Bertrand Russell, British philosopher, History of Western Philosophy, 1946
According to the information in the text, the schools founded by the Medici family most favored a philosophy known as",high_school_european_history,['Neoclassicism' 'Scholasticism' 'Renaissance humanism' 'Neoplatonism'],3,0.0004886512432707,0.9993833577582468,7.026121657074372e-05,4.26155820388654e-05,1.3698756399434944e-06,,,,,,9.415008406100856e-07,,9.415008406100856e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""But you, my dear Pangloss,"" said Candide, ""how can it be that I behold you again?""
""It is true,"" said Pangloss, ""that you saw me hanged&â¦.A surgeon purchased my body, carried home, and dissected me. He began with making a crucial incision on me from the navel to the clavicula. One could not have been worse hanged than I was. The executioner of the Holy Inquisition was a sub-deacon, and knew how to burn people marvellously well, but he was not accustomed to hanging. The cord was wet and did not slip properly, and besides it was badly tied; in short, I still drew my breath, when the crucial incision made me give such a frightful scream that my surgeon fell flat upon his back&â¦[At length he] sewed up my wounds; his wife even nursed me. I was upon my legs at the end of fifteen days&â¦.
One day I took it into my head to step into a mosque, where I saw an old Iman and a very pretty young devotee who was saying her paternosters&â¦.She dropped her bouquet; I picked it up, and presented it to her with a profound reverence. I was so long in delivering it that the Iman began to get angry, and seeing that I was a Christian he called out for help. They carried me before the cadi, who ordered me a hundred lashes on the soles of the feet and sent me to the galleys. I was chained to the very same galley and the same bench as the young Baron. On board this galley there were four young men from Marseilles, five Neapolitan priests, and two monks from Corfu, who told us similar adventures happened daily. The Baron maintained that he had suffered greater injustice than I&â¦.We were continually disputing, and received twenty lashes with a bull's pizzle when the concatenation of universal events brought you to our galley, and you were good enough to ransom us.""
""Well, my dear Pangloss,"" said Candide to him, ""when you had been hanged, dissected, whipped, and were tugging at the oar, did you always think that everything happens for the best?""
""I am still of my first opinion,"" answered Pangloss, ""for I am a philosopher and I cannot retract, especially as Leibnitz could never be wrong; and besides, the pre-established harmony is the finest thing in the world, and so is his plenum and materia subtilis.""
Voltaire, French Enlightenment writer, Candide, 1759
The ""concatenation of universal events"" that brought the men together on the ship illustrates the eighteenth-century fondness of",high_school_european_history,"['demonstrating high social status through large vocabulary'
 'exploiting naval power to European nation-states'
 'drawing universal conclusions from a wide range of concrete data'
 'using cause-and-effect to systematize the understanding of human behavior']",3,0.0158450506137905,0.9799781307583172,0.0035341338287134,0.0006141403720971,1.4300694996309797e-06,,1.0462611964099285e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The situation is critical in the extreme. In fact it is now absolutely clear that to delay the uprising would be fatal.
With all my might I urge comrades to realize that everything now hangs by a thread; that we are confronted by problems which are not to be solved by conferences or congresses (even congresses of Soviets), but exclusively by peoples, by the masses, by the struggle of the armed people. â¦
Who must take power? That is not important at present. Let the Revolutionary Military Committee do it, or ""some other institution"" which will declare that it will relinquish power only to the true representatives of the interests of the people, the interests of the army, the interests of the peasants, the interests of the starving.
All districts, all regiments, all forces must be mobilized at once and must immediately send their delegations to the Revolutionary Military Committee and to the Central Committee of the Bolsheviks with the insistent demand that under no circumstances should power be left in the hands of Kerensky [and his colleagues], â¦ not under any circumstances; the matter must be decided without fail this very evening, or this very night.
Vladmir Illyich Lenin, ""Call to Power,"" 1917
From the passage, one may infer that the immediate context for Lenin's ""Call to Power"" was",high_school_european_history,"[""Russia's entrance into World War I""
 'the onset of the February Revolution' ""Russia's exit from World War I""
 'the onset of the October Revolution']",3,0.0007095001431381,0.9991474693116612,0.0001088053709274,2.5843540824665477e-05,7.331248225247774e-07,,,,,,3.9241343978734353e-07,,4.446626822576605e-07,,,,,,4.446626822576605e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following excerpt.
If civilized education developed in every child its natural inclinations, we should see nearly all rich children enamored of various very plebeian occupations, such as that of the mason, the carpenter, the smith, the saddler. I have instanced Louis the XVI, who loved the trade of locksmith; an Infanta of Spain preferred that of shoemaker; a certain king of Denmark gratified himself by manufacturing syringes; the former king of Naples loved to sell the fish he had caught in the market-place himself; the prince of Parma, whom Condillac had trained in metaphysical subtitles, in the understanding of intuition, of cognition, had no taste but for the occupation of church-warden and lay-brother.
The great majority of wealthy children would follow these plebeian tastes, if civilized education did not oppose the development of them; and if the filthiness of the workshops and the coarseness of the workmen did not arouse a repugnance stronger than the attraction. What child of a prince is there who has no taste for one of the four occupations I have just mentioned, that of mason, carpenter, smith, saddler, and who would not advance in them if he beheld from an early age the work carried on in blight workshops, by refined people, who would always arrange a miniature workshop for children, with little implements and light labor?
âCharles Fourier, On Education, 1838
What nation experimented with utilizing the ideas of Fourier and others like him to create national workshops in 1848?",high_school_european_history,['Germany' 'France' 'Great Britain' 'Austria'],1,0.0129226219533948,0.0088815795224371,0.5495309277550706,0.4280063546958246,,,8.690966464814094e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004421878068981,,,,,,,
"This question refers to the following information.
Read the following quote.
I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .
Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.
âGalileo Galilei, 1610
Which of the following intellectual hallmarks of the Renaissance seem most in conflict with the questioning of the ancient philosophers, such as Aristotle, through experimentation in natural philosophy?",high_school_european_history,['Humanism' 'Secularism' 'Individualism' 'ArÃªte'],0,0.0017773622206944,0.8125806101041382,0.0037626758507367,0.1816244790793507,,,,1.2748137326148344e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001717305262772,,,,,,
"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
The article listed above that was violated by Operation Barbarossa was",high_school_european_history,['Article I' 'Article II' 'Article III' 'Article IV'],0,0.0531607013298533,0.0681975036176595,0.7334382191948223,0.1443741162915282,5.842027480463466e-05,,,,,,,,,,,,,,,,,,,,,,,,6.218805881799223e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0001401429538956,7.04683026488367e-05,,,,
