question,subject,choices,answer,c,the,d,b,a,3,yes,not,none,s,Ð°,option,(,all,e,options,choice,ab,Ð±,other,national,4,n,business,bus,comput,both,cho,con,Ð´,ad,sol,2,ba,bl,and,or,Unnamed: 41,&,',Ñ,state,states,g,1,inc,poss,maybe,possible,trans,wrong,when,cd,bo,f,ac,\,bc,pe,.,in,involved,within,",",that,on,among,towards,multiple,there,correct,db,true,?',an,aid,p,per,no,ap,o,k,soc,res,false,best,intern,global,cl,is,would,to,for,should,can,does,century,-,centuries,siÃ¨cle,cent,third,worldwide,vulnerable,online,ind,h,as,under,according,dis,bb,**,di,agents,agent,ag,agencies,9,bd,eff,correctly,defined,accurate,valid,applicable,appropriate,with,market,mark,w,first,partial,unknown,part,one,any,abc,med,{',:,therefore,comprehensive,act,cor,social,strong,ce,acy,cy,ancy,ity,acies,icity,acity,ality,ency,icy,pre,mal,ve,v
"What problems has the post-Cold War security literature revealed on women, war, development, and security?",security_studies,"[""Technological advancements have to some extent rendered the battlefield gender-neutral. 'Virtual' warfare has resolved the historical tension between the citizen and the state security apparatus; if actual combat could be avoided then male and female soldiers could wage war on equal terms. However, technological advancement remains unequal and so the gender situation is different in different contexts, depending on development and security issues.""
 ""The technological capacity to wage war with minimal civilian costs has abolished the threat of physical and biological gender victimization. The contemporary gender divide is structured on 'soft' issues associated with socio-economic hardship.""
 ""Conflict in warfare and the gender divide between men and women is centred on the historical contract between the individual and the state. The 'right to fight' debate has equal meaning and saliency across the globe, and is universally applicable in all situations.""
 'Nuclear armaments and the threat of mass destruction have rendered the battlefield gender neutral in terms of its destructive capabilities. Whilst historically conventional warfare was conducted on the battlefield in which women were particularly vulnerable to violence, and post-conflict sexual violence, these threats no longer exist.']",0,4.222428439623946e-06,,1.384480984768118e-05,7.030974589660237e-05,0.9999041909903992,,,3.927470245402002e-07,1.8552055808134504e-07,8.314454574761823e-07,1.0029146615514368e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How might weapons belonging to state military or police forces arrive on the illicit arms market?,security_studies,"['States are strong enough to ensure that their weaponry is kept within their control and not traded illegally.'
 'There is no evidence to suggest that state-owned weapons could be traded illicitly as part of the black or grey arms markets.'
 'Illegal trading by states is the primary way in which weapons purchased legally might end up on the illegal arms market.'
 'Looting and theft, especially where corruption is endemic, states are weak, and weapons stockpiles are not properly secured.']",3,0.9999496497997652,,1.221852615845609e-05,1.5688898141921647e-05,6.961906348613784e-06,9.421915675564184e-07,,,,8.85107066235205e-07,,,,,,,,,,,,,,,,,,,,,,6.143860788735694e-06,,,,,,,,,7.337795306162131e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways has human security been significant as a concept?,security_studies,"['Human security has put particular emphasis on the nexus between conflict and development, a concept which is very useful. The significance of the nexus between development and conflict is not just that it raises ethical issues about human suffering and inequalities, but that its frequent outcomes, so called state future, has dire local, regional, and global effects.'
 'From a normative perspective, the concept serves to highlight good global norms. Human security often serves as an umbrella norm. Developing good global norms is not only important for moral and ethical reasons but also because they serve to enhance state and international society.'
 'The development of the human security concept highlights the view that the threats to humans as well as to state entities are changing and increasing. These changes have spurred debates about the meaning of security and the arguments for its broadening and deepening. Like internal violence, these transnational issues have serious local, regional, and global effects.'
 'All of these options.']",3,1.3709303228194976e-06,,0.9999833613949134,1.4593477322038276e-06,1.2218968961273646e-05,,,,,,,,,8.530813352527242e-07,1.6373427774118477e-07,,,,,,,,,,,,,,,4.6910655983288085e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements is not accurately applied to Critical Security Studies?,security_studies,"['The referent object can be objectively studied and should be considered accordingly.'
 'The security analyst and the object of the security should not be regarded as separate.'
 'Critical Security Studies is a post-positivist approach.'
 'Critical Security studies questions the epistemological principles of other approaches in Security Studies.']",0,4.222718380730183e-06,6.59309169065512e-07,8.315025502651219e-07,1.0129774796914384e-05,0.9999813791921052,,,,,5.043317903650416e-07,1.067670408581093e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can armed forces be linked to environmental security and in what ways?,security_studies,"[""Military warfare enhances the ability of people's access to resources and to aid the development in ecologically sustainable ways; it can secure access routes and rights that would otherwise be denied; rebuild infrastructure and equitable access of resources; benefit the management of environmental problems; and also to bolster social institutions and cohesion.""
 'It is when considering the military and the security institutions that some of the greatest contradictions with the concept of environmental security are raised. War impacts negatively on the sustainable growth of the nation but armed forces may be required to manage the effects.'
 'Stronger militaries and technological advances have reduced the negative impact on the environment having greater impact with fewer materials, whilst the spectre of mass destruction warfare has been reduced with the ending of the Cold War.'
 'All of these options.']",1,6.143696732143438e-06,,0.999918895426125,1.3006206084010892e-05,5.144054293637948e-05,,,,,,,,,9.059952853374558e-06,2.699351955225313e-07,8.763512725324836e-08,,,,,,,,,,,,,,8.763512725324836e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When considering economic tools for security policy, which of the following is the odd one out?",security_studies,"['Withdrawal of economic trade rights with the domestic market.'
 'Export controls protecting technological advantage and further foreign policy objectives.'
 'Control of munitions and arms sales.'
 'Import restrictions to protect a domestic market from foreign goods.']",0,6.143895944289702e-06,,6.143895944289702e-06,1.3006627816127845e-05,0.9999667235330636,,,,,,1.1365064726595185e-06,,1.444905833835703e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.184296316094088e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the market vision of transnational organized crime?,security_studies,"['Market place scholars argue that transnational crime operates like a capitalist marketplace in its scope and extensity of operations. Criminal organizations are thus very resilient to law enforcement efforts by virtue of their sheer size. Of comparative difference is the development of highly sophisticated networks of collaboration between criminal groups that has enabled them to survive under the conditions of the competitive logic of the marketplace.'
 'Market analysts argue that the criminal alliances create organizations with a high level of wealth and power that far underestimates what government and official estimates attribute to them. Within this perspective the threat to the licit economy is vastly increased.'
 'Market analysts believe that white-collar and corporate crimes contribute significantly to undermining the licit market. Those organized crime groups are more prone to use violence and corruption than ordinary criminal groups as a result of the extent of profits invested in their activities.'
 'Market analysts claim that organized crime is highly disorganized, and resembles more a market for illicit goods and services than an organization. Proponents of this view minimize the threat posed by organized criminals to states and societies.']",3,2.9021847862660946e-06,,,1.0129620229996762e-05,0.9999599939347866,,,,,6.893293076002999e-07,,,,,,,6.540174374771574e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0124228544216651e-05,1.7602640530219424e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What impact did the end of the Cold War have on warlord politics?,security_studies,"['Within the context of state collapse, elites deliberately engender disorder for the pursuit of commercial activities and the exploitation of neo-liberal globalized shadow markets which would not otherwise be permissible in normal conditions. Warlord politics represented a new form of regime security forced upon weak state elites.'
 'Warlord politics represented the entrenchment of traditional patterns of redistributive networks within society but maintained by alternative political sources. Assistance derived from superpowers was superseded by US hegemonic endorsement at the end of the Cold War.'
 'Warlord politics in response to the rapid global changes inaugurated by the end of the Cold War and by globalization, was a temporary aberration in the normal function of the state and was reflective of the immediate need to secure infrastructural survival.'
 'Warlord politics was a new phenomenon which represented the opportunistic exploitation of hollowed out state institutions and fragmented armed forces. Commercial activities accumulated in a shadow economy facilitated by the end of the Cold War, not of strategic design.']",0,3.9668654581311545e-06,,5.043303474622794e-07,2.429999697082004e-05,0.9999683798909016,,,,,6.475729845485267e-07,5.043303474622794e-07,,,,,,7.26556752513233e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26556752513233e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways might the effects of chemical weapons affect the decision to deploy them against a target?,security_studies,"['Chemical weapons are a highly complicated means to conduct an assault. The unpredictability of chemicals (the degree of evaporation, stability and concentration) frequently proves to be incommensurate with political objectives.'
 'Analysts are concerned with the potential ease of chemical manufacturing. Weapons could be quickly and effectively deployed being light, concealable and rapidly deployed. Most weapons can be delivered in a line source for example a crop duster or administered through an aerosol. Dispersal in areas of poor ventilation or closed venues where people are in close proximity could have potentially catastrophic effects.'
 'Chemical weapons have the potential to cause mass casualties. Moderate exposure to chemicals produces serious side effects and would generate serious casualties if weaponized.'
 'Wind, temperature and terrain can affect the lethality and persistence of an agent and is dependent on the extensity and degree of contact with the target.']",3,8.293998445469246e-07,,0.9974914262709969,2.8663291646419736e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002472753015283,2.423861642515147e-05,1.3674491656198945e-06,6.523735109076742e-06,3.680439499993636e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What is the relationship between war, military security, and security studies?",security_studies,"['War is best regarded as a rational instrument of political policy; it is a continuation of politics by other means.'
 'War is best regarded as a social aberration, and is the result of catastrophic failure in social cohesion.'
 'War is an anarchic state in which state or other actors must draw upon exceptional (military) means in order to ensure the protection of their interests.'
 'War is a state of mass conflict which is inflicted upon state actors as a result of their failure to effectively control the behaviour of their population.']",0,1.8924170852243967e-05,,3.2885277955244054e-06,7.88876808220758e-06,0.9999616470508126,,,,,6.47549517172266e-07,7.337697336679235e-07,6.893128729048124e-07,,,,,5.043120710512708e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How has coercive diplomacy featured in contemporary security studies?,security_studies,"[""Compellence and coercion through diplomacy are linked with the 'pre-emptive use of force'.""
 'Coercive diplomacy is a softly-softly approach to international power bargaining, that has been side-lined in recent years.'
 'Deterrence as a strategy has dominated contemporary instances of coercive diplomacy.'
 'All of these options.']",0,0.0001383675193634,,0.9894590380380508,5.090256569972006e-05,0.0004829503270404,,,0.0010964686464428,0.0038875603090041,,,,,,0.0045821051250426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41854991320543e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways is defining coercive diplomacy success problematic?,security_studies,"['Isolation of the effect that the threat of force or the limited use of force, in a given case is dependent on the sufficiency of the ""stick"" for success. The question to ask is whether the stick employed was sufficient to produce compliance.'
 'Success is an independent function from the amount of coercion required to produce compliance. Ideally, coercion should be required to solve all disputes. If the threshold from persuasion to coercion is crossed, the degree of success is equated to the production intended outcome: to stop or undo an action.'
 'In protracted diplomatic affairs involving a series of inconclusive exchanges which results in tactical/temporary successes followed by new acts of non-compliance, the production of the intended outcome (compliance and ceasing of actions) is regarded as a success from a policy goal perspective.'
 'Coercive diplomacy success resulting from the use of threats and sanctions (inducements may, but need not, be employed) are classified as cheap successes. Successes resulting from the use of limited force count as costly ones. Compliance can only be considered a success if the outcome is lasting.']",3,2.452415737024097e-06,,0.9575263467859388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0420729661960282,0.0003639705934098,1.3973443660561589e-06,2.6365953926487232e-05,1.022318977227223e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways, if any, can the environment be considered a security concern?",security_studies,"['Environmental security entails a consideration of the security of the global environment, as well as its nested sub-systems and social systems beyond the boundaries of the nation state.'
 'Environmental security is a critical security project in that it questions who and what is to be secured and from what threat by orthodox security policies, or whether linkages between environmental, security and development issues can be made.'
 'Environmental security is a practical endeavour to assess how environmental change causes violent conflict within and between countries, and the ways in which environmental security can undermine national security.'
 'All of these options. The environment is both an object to be secured and a source of risk, although it may mean different things to different people. Whilst deepening the concept of security it has both critical and practical dimensions although the utility of the concept is contested.']",3,1.370918556080649e-06,,0.9999875040963466,2.406036996162631e-06,5.422088070174463e-06,,,,,,,,,2.414946596342098e-06,3.9277474242175145e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the liberalist attitude towards international organisations?,security_studies,"['Liberalism holds that international organisations can enhance national and international security. It advocates the inclusion of non-governmental organisations and other actors to encourage cooperation and build communities.'
 'The liberalist advocacy of cooperation as enhancing security is undermined by the failure of international organisations such as the league of nations in preventing global conflicts.'
 ""Under liberalism's different schools of thought, there is a general consensus that the involvement of international organisations in the political system ultimately undermines security by disempowering the state as a unitary actor.""
 'All of these options.']",0,6.537673737226466e-06,,0.0002611464613473,0.0001397816279534,0.9995824216410922,,,,,,1.0025847392153244e-06,1.3703708608013417e-06,,,,5.041312664692259e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73587497093892e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the relationship between culture and social constructivism?,security_studies,"['All of the below.'
 'Culture is the product of shared identity and interaction, although it is important in understanding the dynamics of social identity, its wider reference to security studies is largely disputed.'
 'Social constructivism does not regard culture as being an important feature to study, instead focusing on individualistic aspects of identity such as personal interests and ambition.'
 'Culture is commonly regarded as a set of practices that give meaning to shared experiences and actions; it can impact on how states see security and is crucial in constructing the values and rules that inform identity.']",3,1.1454677585784004e-05,2.6938819632499217e-07,0.9979048728900768,0.0003793270061715,0.0017002634318917,,,,,,,,,3.052568179401274e-07,5.032834087641245e-07,,,,,,,,,,,,,,,2.5306679059545885e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is an impact of common structural adjustment policies on the poor?,security_studies,"['Cost of imports soar, including vital resources such as imported medicines. Basic food prices rise, putting even greater pressure on already stretched household budgets.'
 'Reduced health, education, and social welfare spending and the introduction of cost-recovery and user-fees put healthcare and education beyond the reach of many ordinary people. Public sector redundancies and salary freezes lead to fewer teachers and doctors.'
 'Massive redundancies and increased unemployment with no social security provision push families deeper into poverty. Farmers and small companies can no longer afford to borrow money and are forced to reduce production or go out of business.'
 'All of these options.']",3,5.093308341571716e-06,,0.99992399894469,1.3006218487701503e-05,5.144059199392749e-05,,,,,,,5.043058187469232e-07,,3.7547684678297112e-06,7.337606366187761e-07,3.6895801876398137e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How might the diversity of the current global international system impact upon the case for humanitarian intervention?,security_studies,"['The global political arena is dominated by a paradigm of human-security which promotes human security based on core assumptions of what it is to be secure, and which transcend cultural or political diversity.'
 'Despite the inclusion of a diverse range of political actors, whose cultural, ethical and religious values are often at odds with one another, there exists a general consensus amongst all states that humanitarian intervention is sometimes justified.'
 'The diversity of states, in terms of their cultural, political, ideological and religious values, results in a global system characterised by radical disagreements on how states should govern themselves and each other. In order to protect this diversity there exist rules of engagement that prohibit interference in the sovereign state, such as humanitarian intervention.'
 'Within the contemporary global arena there are a number of radically different views on how states should govern themselves and each other. In order to protect this diversity, there exists a need for unifying principles of humanitarian intervention.']",2,0.997589761079699,,0.0016995004870358,0.0003792098158446,0.0002953290423519,,,,,6.87694990265126e-07,,,,,2.7469880023445186e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0651228371415323e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.440092570965221e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are economic objectives of IMF adjustment policies?,security_studies,"['Devaluation to promote exports and reduce demand for imports by raising their prices.'
 'Tighter monetary and credit policies with higher interest rates to reduce overall demand, and thus demand for imports; to limit or reduce the rate of inflation.'
 'All of these options.'
 'Public spending cuts to reduce the budget deficit and slow the growth of government debt.']",2,0.9999747399804966,,1.892491081403411e-05,8.315025502651219e-07,1.653640277765481e-06,,,,,,,1.444934771486722e-07,,2.2379587536286227e-07,1.653640277765481e-06,1.855332972044845e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To what extent have biological agents been weaponized?,security_studies,"['Military professionals believe that the majority of biological agents can be sufficiently stable in their effects to be used as a weapon. Resource requirements would be minimal as fermenters used to make vaccines could be converted for military production and relatively small quantities of the agent are required to produce highly lethal effects, making them an efficient and effective weapon.'
 'Construction of the means to transmit biological weapons in warfare has focused on the use of vectors, for example lice, fleas, or mosquitoes, as a mode of transmission as a military weapon. These are favoured because the target would find it difficult to contain the source of the outbreak, placing the infrastructure of the target country under strain.'
 ""Biological agents comprise bacteria, viral, and toxin agents. However, not every disease provides the basis for an effective biological weapon. An agent's storage, delivery, mode of transmission and its very resilience can shape its effects on a target population.""
 'Inoculation programs against naturally occurring disease have eradicated the potential for viral agents to cause a global pandemic. Vaccination capabilities have undermined calls for the weaponization of viral agents made by some military strategists as most public health authorities have in place programs to deal with a possible outbreak.']",2,0.0002953611519377,,0.0001086572955186,0.001323716846442,0.9977221453336838,,,0.0001086572955186,3.7550956531262026e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.132607211429691e-05,3.11308363799427e-05,2.5808369832282225e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to Buzan, Waever, and de Wilde, in what ways does the Copenhagen School's approach to Security Studies differ from that of Critical Security Studies?",security_studies,"['The theory and knowledge that underpin each approach are fundamentally at odds with one another. Whilst Critical Security Studies is post-structuralist and constructivist, the Copenhagen School is based on an objectivist epistemology.'
 'Whilst Critical Security Studies regards security to be a social construction, based on the changeable ideas that form human society, the Copenhagen school disregards this epistemological approach and instead considers security as an issue to be studied objectively from a positivist approach.'
 'Critical Security Studies regards security to be an empirically definable state, which should be studied from a positivist approach. However, the Copenhagen School views security as a socially constructed entity that denies the validity of an objective approach.'
 'Neither Critical Security Studies nor the Copenhagen School account for the changing nature of society and its impact on the construction of security.']",0,0.994196968235752,,0.0040630117713651,0.0010272902540219,0.0007060455777957,,,,1.6637112493537208e-06,,,3.905027736908021e-07,,,8.800115850154695e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are Fission Nuclear Weapons?,security_studies,"['Fission nuclear weapons are gun-type devices that require a relatively small amount of fissile uranium-235 material to produce a comparatively large explosion because mass and energy becomes interchangeable in the barrel. Implosion devices however are unable to sustain the reaction; the neutron generator is unable to set off the interchange being destroyed in the explosion.'
 'Implosion fissure devices are constructed with relative ease because unlike the gun-type fissure device it uses high-explosive shaped lenses to compress the fissile material to critical tolerance. Detonation is highly volatile with a high potential of ""going critical"".'
 'Fissile weapons are produced by the rapid rearrangement of hydrogen, oxygen, carbon and nitrogen in a chamber, striking each other at high velocities the friction sparking a chemical explosion.'
 'Gun-type devices are of rugged design using two sub-critical masses fired down a barrel at very high velocities with a high probability of producing a reaction. Implosion devices are more complex, requiring the assembling of shaped charges to compress the fissile material to critical tolerances, and are detonated with more than split-second timing.']",3,5.771788210868897e-06,,0.999977292724492,4.784980490780672e-06,7.889099115035232e-06,,,,,2.382301508333925e-07,,,,,,,,,,,,4.737772273466087e-07,,,,,,,,1.5381294583627432e-07,,,,,,,,,,,,,,,,,,,,,,,,,3.466228241657852e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why is HIV/AIDS considered to be a non-traditional security issue?,security_studies,"['HIV/AIDS is a newly emergent disease that did not exist until relatively late in the 20th century.'
 'Ill health can threaten the state indirectly, but can also be a threat to other referent objects such as the economy.'
 'The overwhelming scale of HIV/AIDS requires a new approach in order to theorize its impact on security.'
 'None of the above - HIV/AIDS is better defined as a traditional security issue.']",1,4.005991025159896e-05,,1.892296170866224e-05,0.9998738829277518,6.604762613414933e-05,,7.264833089829655e-08,,9.929849503474037e-08,,,,,,,,,,,,,,,,,,8.76306142994702e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.197769626610414e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is an important reason to advocate the process of desecuritization?,security_studies,"['To prevent the erosion of established civil liberties through the removal of special rights and the cessation of extraordinary measures.'
 'To prevent stagnation of the security realm and facilitate the recognition and securitization of new or more urgent existential threats.'
 'To prevent the securitization of irrelevant threats and to challenge the legitimacy of currently securitized threats.'
 'To ensure that securitizing actors conceptualise security threats in terms of those that can be addressed using extraordinary measures.']",0,0.3437132220538996,,0.0002440963856063,0.086904312136855,0.5666873339983369,,,,,,,,,0.00123962373157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8065428201032935e-05,,7.444519151458332e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002440963856063,0.0001901024562551,0.0001017545123,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the process of 'medicalization'?,security_studies,"[""The term 'medicalization' refers to the process whereby a medical or health issue becomes securitized.""
 ""'Medicalization' is the outcome of security dialogue that discusses threats or risks to national security in terms of medical language.""
 ""An issue is said to be 'medicalized' when it is dismissed as a security threat, instead deemed to be a medical issue concerning health as mutually exclusive from security.""
 ""The perceived 'medicalization' of societies occurs when social issues are increasingly considered and responded to as medical problems.""]",3,6.9621520104252455e-06,,0.999981837073906,6.9621520104252455e-06,1.7603077002471222e-06,,,,,,,,,,,,9.930967007758825e-08,,,,,2.1023877370327674e-07,,,,,,,,9.329280133458297e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.287868625255915e-06,,,,,,,,,,,,,,,,,,,,,,,
How has the conceptualization of health as a security issue changed during the twentieth century?,security_studies,"['Health has long been regarded as a security issue. During the 20th century there was an increasingly sense of panic about the potential damage of a serious pandemic disease outbreak in the newly globalised world. Medical advances and a series of successful contained outbreaks have largely allayed these fears.'
 'Since the early 20th century there has been growing recognition of the success in medical and technological advancements that have the ability to keep infectious diseases at bay in the modern population.'
 'Pandemic disease is a relatively new threat to security, emerging only in the early 19th century. Therefore, human populations are still formulating and testing new ways of controlling outbreaks and minimising their impact on security.'
 'During the 20th century, security analysts were predisposed to focus on the potential threat of nuclear confrontation and military combat. Since the reduction in these threats, there has emerged a series of pandemic diseases, and a sense of growing unease at the future impact of more serious outbreaks in an increasingly globalised population.']",3,0.0002759585049559,1.0594506404491317e-06,0.8226261916164407,0.0150668166720854,0.1619866489557533,,,,,,,1.0594506404491317e-06,,,1.0700072424091935e-05,,1.640909251834952e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the circumstances that have shaped the emergence of peace studies as a field of research?,security_studies,"['Peace studies developed after the Second World War as a response to the failure of International Relations to prevent global conflict following World War I. Initially, the field was conditioned by the nuclear arms race and East-West divide that characterised the Cold War, but was quick to embrace environmental concerns and the issues surrounding the North-South wealth/poverty divide.'
 'Peace studies developed as a discipline following the Cold War when the security studies paradigm shifted to include areas of concern such as environmental, societal and economic security. As a field of research peace studies adopts a Euro-centric approach to security and has thus been defined by developments within the West and wealthier nations.'
 'Peace studies emerged as a response to the developing nuclear capability of states during the Cold War. The aim of peace studies is to secure the state as a referent object and does this through the study of weapons accumulation. The approach is particularly focused on the nuclear arms race between East and West.'
 'Developed as a response to World War I, peace studies focuses on disparities in wealth and resource allocation that exist within the global system, with the aim of promoting peace through the equal distribution of these resources.']",0,5.368691481567205e-07,,4.4508015647462877e-07,2.902287194419277e-06,0.9999933719482292,,,,,,6.083524447330926e-07,2.2380035740369085e-07,,,,1.1253388686375845e-07,,8.764147921156396e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
