question,subject,choices,answer,a,b,d,c,1,the,ab,ad,e,s,g,f,cd,none,option,(,2,',n,Ð°,4,cont,bc,w,h,cl,sol,not,Ð±,Ñ,3,cho,he,false,Unnamed: 38,ke,ind,europe,q,m,both,what,r,p,bd,cap,bl,ac,all,pol,correct,mor,dec,pro,abs,ch,mar,ba,l,output
"This question refers to the following information.
Every two months His Majesty sends from Lima 60,000 pesos to pay for the mita of the Indians. Up on the Huanacavelica range there are 3,000 or 4,000 Indians working in the mercury mine, with picks and hammers, breaking up the ore. And when they have filled up their little sacks, the poor fellows, loaded down, climb up those ladders and rigging, so distressing that a man can hardly get up them. That is the way they work in this mine, with many lights and the loud noise of the pounding and great confusion. Nor is that the greatest evil; that is due to thievish and undisciplined superintendents. According to His Majesty's warrant, the mine owners at PotosÃ­ have a right to the mita of 13,300 Indians. These mita Indians earn each day 4 reals. Besides these there are others not under obligation, who hire themselves out voluntarily: these each get from 12 to 16 reals, and some up to 24, according to how well they wield their picks or their reputation for knowing how to get the ore out.
Antonio Vasquez de Espinosa, report on mining in Huanacavelica and PotosÃ­, 1620s
The third principal reason the local Yakut and Tungus natives are ruined is that from the time they first came under Russian control, they have been forced to pay yasak tribute. Some have paid in sables, others in red foxes, still others in cash. At first there were plenty of furbearing animals there, but now there are no sables and not many foxes in those lands, from the shores of the Arctic Ocean all the way south to the great Lena River. Moreover, almost half the natives cannot hunt because they no longer have horses, many of which have been pawned to the yasak collectors.
Heinrich von FÃ¼ch, ""On the Treatment of Natives in Northeast Siberia,"" 1744
The system of labor described in the first passage came into being in which of the following ways?",high_school_world_history,"['Spanish colonists enslaved native American populations outright.'
 'Spain refused to purchase slaves from Africa, relying instead on native American labor.'
 'Spanish authorities adapted local forms of labor mobilization for their own purposes.'
 'Spanish landowners came to depend heavily on plantation monoculture.']",2,6.20102733553643e-05,0.0004581973885328,5.140832223792324e-05,0.999403819587445,,,,,1.6525178105011143e-06,1.0669456892458908e-06,,,,,,,,,,,,,,,,,7.333003332709452e-07,,,,4.781718834137623e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
At the peak of their power, the domains of the Mongol khans, or rulers, made up a vast realm in which once-hostile peoples lived together in peace and virtually all religions were tolerated. . . . The law code first promulgated by Chinggis Khan ordered human interaction. The result was an important new stage in international contact. From eastern Europe to southern China, merchants and travelers could move across the well-policed Mongol domains without fear for their lives or property. The great swath of Mongol territory that covered or connected most of Europe, Asia, and the Middle East served as a bridge between the civilizations of the Eastern Hemisphere. The caravans and embassies that crossed the Mongol lands transmitted new food, inventions, and ideas from one civilized pool to others and from civilized pools to the nomadic peoples who served as intermediaries. Secure trade routes made for prosperous merchants and wealthy, cosmopolitan cities. They also facilitated the spread of foods [and] inventions . . . a major force for economic and social development and the enhancement of civilized life.
âRobert Guisepi, 1992
The legacies or adaptations of legacies from the Mongol empire are varied. Most notably, they include which of the following selections?",high_school_world_history,"['Public libraries' 'Universal health care' 'The game of chess'
 'Religious tolerance']",3,0.0602113693460336,0.0195477696212147,0.8312472949844039,0.0876070254608844,,,,,0.0007579492819396,,8.503959315577889e-05,0.0001402065860876,,,,,,,,,,,,,4.016985946549366e-05,,,,,,,,,,,,,,,,,,,,,,,,3.773609071326629e-05,,,,,,,,,,,
"This question refers to the following information.
""Thereupon it was declared by the above-mentioned representatives of the aforesaid King and Queen of Castile, Leon, Aragon, Sicily, Granada, etc., and of the aforesaid King of Portugal and the Algarves, etc.:
[I.] That, whereas a certain controversy exists between the said lords, their constituents, as to what lands, of all those discovered in the ocean sea up to the present day, the date of this treaty, pertain to each one of the said parts respectively; therefore, for the sake of peace and concord, and for the preservation of the relationship and love of the said King of Portugal for the said King and Queen of Castile, Aragon, etc., it being the pleasure of their Highnesses, they, their said representatives, acting in their name and by virtue of their powers herein described, covenanted and agreed that a boundary or straight line be determined and drawn north and south, from pole to pole, on the said ocean sea, from the Arctic to the Antarctic pole. This boundary or line shall be drawn straight, as aforesaid, at a distance of three hundred and seventy leagues west of the Cape Verde Islands, being calculated by degrees, or by any other manner as may be considered the best and readiest, provided the distance shall be no greater than abovesaid. And all lands, both islands and mainlands, found and discovered already, or to be found and discovered hereafter, by the said King of Portugal and by his vessels on this side of the said line and bound determined as above, toward the east, in either north or south latitude, on the eastern side of the said bound provided the said bound is not crossed, shall belong to, and remain in the possession of, and pertain forever to, the said King of Portugal and his successors. And all other lands, both islands and mainlands, found or to be found hereafter, discovered or to be discovered hereafter, which have been discovered or shall be discovered by the said King and Queen of Castile, Aragon, etc., and by their vessels, on the western side of the said bound, determined as above, after having passed the said bound toward the west, in either its north or south latitude, shall belong to, and remain in the possession of, and pertain forever to, the said King and Queen of Castile, Leon, etc., and to their successors.""
Treaty of Tordesillas, 1494
Which of the following historical developments provides the best context for the treaty above?",high_school_world_history,"['European maritime exploration'
 'European engagement in the African slave trade'
 'The Scientific Revolution' 'The Protestant Reformation']",0,0.9980482068146544,0.0019266056336441,2.5561814341428563e-06,1.219485958699486e-05,6.46303880612277e-07,,1.2853287441100754e-06,,,,,,,,2.867956085166613e-07,,,,,3.920031190825994e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Know the self to be sitting in the chariot, the body to be the chariot, the intellect the charioteer, and the mind the reins. He who has understanding, who is mindful and always pure, indeed reaches that place from whence he is not born again.
from the Upanishads, India, circa 600sâ400s B.C.E.
Which of the following changes to Indian religious practice took place under the Mauryan emperor Ashoka?",high_school_world_history,"['The rise of Sikhism as a syncretic faith'
 'The arrival of Islam as a new religion borne by external invaders'
 'The eradication of traditional Hinduism by armed force'
 'The official encouragement of Buddhist edicts']",3,1.8920543653265396e-05,6.203807425983045e-05,0.999818479958946,8.479599369569375e-05,,6.891807521916757e-07,,,7.887256040715596e-06,,,5.367345094846169e-07,,,,,,,,,2.259736689729529e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
While some theorists in the Middle Ages argued that the jihad was a defensive warâ¦ most authorities held that the obligation of jihad did not lapse until all the world was brought under the sway of Islam. The Bahr [al-Fava'id, or ""Sea of Precious Virtues,"" written in the 1150s or 1160s] insists that the first duty of a Muslim ruler is to prosecute the jihad and bring about the victory of Islam, and if he does not do so and he makes peace with the infidel, that ruler would be better dead than alive, for he would be corrupting the world.
Robert Irwin, ""Islam and the Crusades,"" 1995
It is strange how the Christians round Mount Lebanon, when they see any Muslim hermits, bring them food and treat them kindly, saying that these men are dedicated to the Great and Glorious God and that they should therefore share with them. Likewise, not one Christian merchant was stopped or hindered in Muslim territories.
Ibn Jubayr, Muslim scholar, traveling to Mecca and Jerusalem, ca. 1185
The second passage undermines traditional historical assumptions by",high_school_world_history,"['showing that state-level antagonisms in the Middle East during the crusading era were not always reflected in personal or economic life.'
 'showing how Middle Eastern Muslims during the crusading era did not take religious obligations as seriously as Christians did.'
 'showing how Muslims were on the whole kinder than Christians in the Middle East during the crusading era.'
 'showing how, in the Middle East during the crusading era, economic factors trumped all other considerations.']",0,0.9748319689912156,0.0006922567097383,0.0014655074660164,0.0229341974819022,,,,,3.866914316083205e-06,1.118928758147808e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""In Northern India the existence of separate States at this period is usually little more than a question of words. A zamindar who paid revenue to the Mogul was clearly in a position of dependence, and if he wished to establish a claim to sovereignty, the first step was to refuse, or omit to pay revenue. Such an omission might, however, arise from various other causes, and it is probable that in Rajputana, Central India, and Chota Nagpur there were numerous chiefs and tribes occupying what constitutional lawyers would regard as an anomalous position, sometimes paying the stipulated revenue, sometimes in open rebellion, and sometimes enjoying practical independence because the Mogul authorities found it inconvenient to undertake active measures of coercion.""
W.H. Moreland, India at the Death of Akbar, 1920
Moreland's description of revenue collection in the Mughal Empire is best seen as evidence for which of the following generalizations?",high_school_world_history,"['Only people of certain religions were required to pay revenue to the empire.'
 'Geographical differences may have influenced which groups pay taxes.'
 'Revenue collection was the only source of funds by which the Mughal Empire operated.'
 'The case of Rajputana was a typical one in the Mughal Empire.']",1,7.887496744340837e-06,0.99985908268441,0.0001159059185567,1.0780929811049852e-05,,,,,,3.2555587115337614e-07,,,,,,,2.2375105989117054e-07,,,,,,,,1.357118779671926e-07,,2.901647894549678e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""We proclaim Him also by our senses on all sides, and we sanctify the noblest sense, which is that of sight. The image is a memorial, just what words are to a listening ear. What a book is to the literate, that an image is to the illiterate. The image speaks to the sight as words to the ear; it brings us understanding.""
John of Damascus, Apologia Against Those Who Decry Holy Images, ca. 730 C.E.
Source 2:
""To make our confession short, we keep unchanged all the ecclesiastical traditions handed down to us, whether in writing or verbally, one of which is the making of pictorial representations, agreeable to the history of the preaching of the Gospel, a tradition useful in many respects, but especially in this, that so the incarnation of the Word of God is shown forth as real and not merely fantastic, for these have mutual indications and without doubt have also mutual significations.""
Decree of the Second Council of Nicaea, 787 C.E.
The late eighth-century religious debate in Byzantium that occasioned the writing of the passages is best understood in the context of which of the following?",high_school_world_history,"['Disagreement about the true nature of divinity'
 'Disagreement about the role of the priesthood'
 'Disagreement about the appropriate use of religious iconography'
 'Disagreement about the best form of ascetic practice']",2,0.0002931299971587,0.2209511378106867,0.7711715977636723,0.0075609794584917,,,,,,,,,,,,,1.7430146768079684e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
By what principle of reason then, should these foreigners send in return a poisonous drug? Without meaning to say that the foreigners harbor such destructive intentions in their hearts, we yet positively assert that from their inordinate thirst after gain, they are perfectly careless about the injuries they inflict upon us! And such being the case, we should like to ask what has become of that conscience which heaven has implanted in the breasts of all men? We have heard that in your own country opium is prohibited with the utmost strictness and severity. This is a strong proof that you know full well how hurtful it is to mankind. Since you do not permit it to injure your own country, you ought not to have this injurious drug transferred to another country, and above all others, how much less to the Inner Land! Of the products which China exports to your foreign countries, there is not one which is not beneficial to mankind in some shape or other.
Lin Zexu, Chinese trade commissioner, letter to Queen Victoria, 1839
The passage is most closely related with which of the following broad developments?",high_school_world_history,"[""Europe's enslavement of Chinese citizens""
 ""Europe's expansion of missionary activity in China""
 ""Europe's economic domination of China""
 ""Europe's colonization of Chinese territory""]",2,0.0001226518460406,0.0027918485035536,0.0031632343092056,0.9939102384113854,,,,,5.388946018274374e-06,,,,,,,,,,,,,,,,,,,,,,2.2242836636814965e-07,,,,,,,2.0895211290650137e-07,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Al-Zawawi also said 'This sultan Musa told me that at a town called ZKRY he has a copper mine from which ingots are brought to BYTY. ""There is nothing in my kingdom, Musa said, on which a duty is levied except this crude copper which is brought in. Duty is collected on this and on nothing else. We send it to the land of the pagan Sudan and sell it for two-thirds of its weight in gold, so that we sell 100 measures of this copper for 66 2/3 measures of gold.' He also stated that there are pagan nations in his kingdom from whom he does not collect the tribute (jizya) but whom he simply employs in extracting the gold from its deposits. The gold is extracted by digging pits about a man's height in depth and the gold is found embedded in the sides of the pits or sometimes collected at the bottom of them.""
From N. Levtzion & J.F.P. Hopkins, eds. Corpus of Early
Arabic Sources for West African History. Cambridge
University Press, 1981. Reprinted with permission of
Cambridge University Press.
Al' Umari, ca. 1300â1384
Which of the following inferences is most supported by the discussion of copper and gold in the passage?",high_school_world_history,"['Mali was able to forge advanced bronze tools from its mineral resources.'
 'International trade with Sub-Saharan Africa involved the exchange of mineral resources.'
 'The jizya could only be collected on unbelievers who had minerals to exploit.'
 ""Mali's relatively advanced mining technologies accounted for its mineral wealth.""]",1,7.88794056090767e-06,0.9999408797548616,3.5351296999296204e-05,1.3005015384786774e-05,,,,,,,,,,,,,1.9747072803432538e-07,4.339701457890907e-07,,,,,,,,,4.450071550816708e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
O ye who believe! Strong drink and games of chance and idolsâ¦ are only an infamy of Satan's handiwork. Leave it aside in order that ye may succeed.
the Qur'an, Sura 5: 89
When once you hear the roses are in bloom,
Then is the time, my love, to pour the wine.
the RubÃ¡iyÃ¡t of Omar KhayyÃ¡m
The tone of the first verse best reflects which of the following modes of religious discourse?",high_school_world_history,"['A puritanical injunction to adhere to a strict code of conduct'
 'An ecumenical call for religious tolerance'
 'A sermon about respecting political authority'
 'A spirited attempt to convert non-believers']",0,0.9998430489087988,0.0001398133584176,5.770786495880496e-06,5.092701208091549e-06,3.058404797419715e-07,,2.3818880511798158e-07,,,,,,,,,7.336731707480602e-07,,,,5.042457043917201e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Whether the question be to continue or to discontinue the practice of sati, the decision is equally surrounded by an awful responsibility. To consent to the consignment year after year of hundreds of innocent victims to a cruel and untimely end, when the power exists of preventing it, is a predicament which no conscience can contemplate without horror. But, on the other hand, to put to hazard by a contrary course the very safety of the British Empire in India is an alternative which itself may be considered a still greater evil. When we had powerful neighbours and greater reason to doubt our own security, expediency might recommend a more cautious proceeding, but now that we are supreme my opinion is decidedly in favour of an open and general prohibition.
William Bentinck, Govenor-General of India, ""On the Suppression of Sati,"" 1829
I have made it my study to examine the nature and character of the Indians [who trade with us], and however repugnant it may be to our feelings, I am convinced they must be ruled with a rod of iron, to bring and keep them in a proper state of subordination, and the most certain way to effect this is by letting them feel their dependence on [the foodstuffs and manufactured goods we sell them].
George Simpson, Head of Northern Department, Hudson's Bay Company, 1826
Which of the following resources would the author of the second passage have been most likely interested in obtaining from local natives?",high_school_world_history,['Ivory' 'Tobacco' 'Silver' 'Furs'],3,9.606977292729776e-05,7.481921438527156e-05,0.9996189224196008,0.000203379710883,1.6366636693720268e-07,,,,1.3703617126194196e-06,2.101517750043105e-07,,1.552823254796702e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""In the days of a great struggle against a foreign enemy who has been endeavoring for three years to enslave our country, it pleased God to send Russia a further painful trial. Internal troubles threatened to have a fatal effect on the further progress of this obstinate war. The destinies of Russia, the honor of her heroic Army, the happiness of the people, and the whole future of our beloved country demand that the war should be conducted at all costs to a victorious end.
The cruel enemy is making his last efforts and the moment is near when our valiant Army, in concert with our glorious Allies, will finally overthrow the enemy. In these decisive days in the life of Russia we have thought that we owed to our people the close union and organization of all its forces for the realization of a rapid victory; for which reason, in agreement with the Imperial Duma, we have recognized that it is for the good of the country that we should abdicate the Crown of the Russian State and lay down the Supreme Power.""
Tsar Nicholas II, Abdication, March 15, 1917
Source 2:
""History will not forgive revolutionaries for procrastinating when they could be victorious today (and they certainly will be victorious today), while they risk losing much tomorrow, in fact, the risk losing everything.
If we seize power today, we seize it not in opposition to the Soviets but on their behalf. The seizure of power is the business of the uprising; its political purpose will become clear after the seizureâ¦.
It would be an infinite crime on the part of the revolutionaries were they to let the chance slip, knowing that the salvation of the revolution, the offer of peace, the salvation of Petrograd, salvation from famine, the transfer of the land to the peasants depend upon them.
The government is tottering. It must be given the death-blow at all costs.""
Vladimir Illyich Lenin, Call to Power, October 24, 1917
What was the principal philosophical underpinning of Lenin's call to power in Source 2?",high_school_world_history,['Capitalism' 'Mercantilism' 'Fascism' 'Marxism'],3,2.4297355246163325e-05,2.0143214993842706e-05,0.999916749573167,3.535244328109615e-05,,,,,2.102133118317492e-07,,,,,,,,,1.8551259657356838e-07,,,3.0585856395365384e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.892629138366349e-07,,,
"This question refers to the following information.
The following poem refers to an incident in Sharpeville, South Africa, in 1960. To protest the requirement that they carry papers documenting their identity and residence, black South Africans gathered in front of police stations without their papers. Though other protests ended peacefully, in Sharpeville, police fired into the crowd.
What is important
about Sharpeville
is not that seventy died:
nor even that they were shot in the back
retreating, unarmed, defenceless
and certainty not
the heavy caliber slug
that tore through a mother's back
and ripped through the child in her arms
killing it
Remember Sharpeville
bullet-in-the-back day
Because it epitomized oppression
and the nature of society
More clearly than anything else;
it was the classic event
Nowhere is racial dominance
more clearly defined
nowhere the will to oppress
more clearly demonstrated
What the world whispers
apartheid declares with snarling guns
the blood the rich lust after
South Africa spills dust
Remember Sharpeville
Remember bullet-in-the-back day
And remember the unquenchable will for freedom
Remember the dead
and be glad
âDennis Brutus, 1973
What event symbolized the end of South Africa's institutionalized discrimination?",high_school_world_history,"['The election of F. W. de Klerk' 'The election of Nelson Mandela'
 'The bombing of Lesotho' 'The Boer War']",1,0.7542314650103007,0.244859385680997,9.307237865292902e-05,0.0007792854854371,,2.188852547373832e-06,,,,,,4.669147425421872e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Thereupon it was declared by the above-mentioned representatives of the aforesaid King and Queen of Castile, Leon, Aragon, Sicily, Granada, etc., and of the aforesaid King of Portugal and the Algarves, etc.:
[I.] That, whereas a certain controversy exists between the said lords, their constituents, as to what lands, of all those discovered in the ocean sea up to the present day, the date of this treaty, pertain to each one of the said parts respectively; therefore, for the sake of peace and concord, and for the preservation of the relationship and love of the said King of Portugal for the said King and Queen of Castile, Aragon, etc., it being the pleasure of their Highnesses, they, their said representatives, acting in their name and by virtue of their powers herein described, covenanted and agreed that a boundary or straight line be determined and drawn north and south, from pole to pole, on the said ocean sea, from the Arctic to the Antarctic pole. This boundary or line shall be drawn straight, as aforesaid, at a distance of three hundred and seventy leagues west of the Cape Verde Islands, being calculated by degrees, or by any other manner as may be considered the best and readiest, provided the distance shall be no greater than abovesaid. And all lands, both islands and mainlands, found and discovered already, or to be found and discovered hereafter, by the said King of Portugal and by his vessels on this side of the said line and bound determined as above, toward the east, in either north or south latitude, on the eastern side of the said bound provided the said bound is not crossed, shall belong to, and remain in the possession of, and pertain forever to, the said King of Portugal and his successors. And all other lands, both islands and mainlands, found or to be found hereafter, discovered or to be discovered hereafter, which have been discovered or shall be discovered by the said King and Queen of Castile, Aragon, etc., and by their vessels, on the western side of the said bound, determined as above, after having passed the said bound toward the west, in either its north or south latitude, shall belong to, and remain in the possession of, and pertain forever to, the said King and Queen of Castile, Leon, etc., and to their successors.""
Treaty of Tordesillas, 1494
Which of the following inferences best explains the reason the King and Queen of Castile and Aragon insisted on Spanish control of territory west of the demarcation line?",high_school_world_history,"['The Spanish desired to convert the Barbary states to Catholicism.'
 'The Spanish believed Portugal did not know about their discovery of the New World.'
 'The Spanish wanted to preserve the independence of Native states in the New World as a buffer against Portuguese expansion.'
 'The Spanish thought India would be harder to conquer than the New World.']",1,0.1928001756942119,0.1927961933644023,0.5938434753865727,0.0203196467683312,,,,,,,,,,0.0001240342466929,,,,,,,,,,,,,,7.724087991887232e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The city of Ghana consists of two towns. One is inhabited by Muslims and has twelve mosques, salaried imams and muezzins, and jurists and scholars. In the environs are wells with sweet water, from which they drink and with which they grow vegetables. . . . The king's interpreters, the official in charge of his treasury and the majority of his ministers are Muslims. Only royalty may wear sewn clothes. All other people wear robes of cotton, silk, or brocade, according to their means. . . . The king adorns himself like a woman, wearing necklaces round his neck and bracelets on his forearms. . . . He sits . . . in a domed pavilion around which stand ten horses. When people who profess the same religion as the king approach him they fall on their knees and sprinkle dust on their heads, for this is their way of greeting him. As for the Muslims, they greet him only by clapping their hands. [The people's] religion is paganism and the worship of idols. . . . On every donkey-load of salt when it is brought into the country their king levies one golden dinar, and two dinars when it is sent out. From a load of copper the king's due is five mithqals, and from a load of other goods ten mithqals. . . . The nuggets found in all the mines of his country are reserved for the king, only this gold dust being left for the people. But for this the people would accumulate gold until it lost its value. Beyond this country lies another called Malal, the king of which was sincerely attached to Islam, while the common people of his kingdom remained polytheists. Since then their rulers have been given the title of al-musulmani .
âThe Book of Routes and Realms , by Abu Ubaydallah al-Bakri, eleventh-century Muslim historian and geographer
Based on the excerpt, which of the following statements correctly describes Islam's influence in Africa during this time period?",high_school_world_history,"['Imams and muezzins ensured that all Africans adhered to Islamic law.'
 'Some elites converted to Islam, but lower classes kept their traditional beliefs.'
 'Muslim merchants refused to do business with anyone who was not Muslim.'
 'African kings required Muslims to conform to pagan customs at court.']",1,4.2223358237439095e-06,0.999936467508166,4.539438811711334e-05,1.2217733814516508e-05,,,,,,,,,,,,,,1.5174456729018338e-07,,,,,,,6.824770223650358e-08,,,,,,,,,,7.264930086463406e-08,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Upon their arrival they were honorably and graciously received by the grand Khan, in a full assembly of his principal officers. When they drew nigh to his person, they paid their respects by prostrating themselves on the floor. He immediately commanded them to rise, and to relate to him the circumstances of their travels, with all that had taken place in their negotiation with his holiness the pope. To their narrative, which they gave in the regular order of events, and delivered in perspicuous language, he listened with attentive silence. The letters and the presents from pope Gregory were then laid before him, and, upon hearing the former read, he bestowed much commendation on the fidelity, the zeal, and the diligence of his ambassadors; and receiving with due reverence the oil from the holy sepulchre, he gave directions that it should be preserved with religious care. Upon his observing Marco Polo, and inquiring who he was, Nicolo made answer, This is your servant, and my son; upon which the grand Khan replied, ""He is welcome, and it pleases me much,"" and he caused him to be enrolled amongst his attendants of honor. And on account of their return he made a great feast and rejoicing; and as long as the said brothers and Marco remained in the court of the grand Khan, they were honored even above his own courtiers. Marco was held in high estimation and respect by all belonging to the court. He learnt in a short time and adopted the manners of the Tartars, and acquired a proficiency in four different languages, which he became qualified to read and write.""
Marco Polo's Travels, ca. 1300 C.E.
Which of the following best characterizes one way in which the Mongol Empire was very different from the other major empires of the ancient and medieval worlds?",high_school_world_history,"['The Mongols generally ignored or assimilated to the cultural identities of the people whom they conquered.'
 'The Mongols often took over territory without major destruction or bloodshed.'
 'The Mongols imposed their religious beliefs on the people whom they conquered.'
 'The Mongols had little interest in trading with their geographic neighbors.']",0,0.2013314358947492,0.7962391668685217,0.0017414463686849,0.0006406423169418,,,,,2.618157474714388e-06,,,,,,,,,,,,,,,,,,,2.039023091511817e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The real grievance of the worker is the insecurity of his existence; he is not sure that he will always have work, he is not sure that he will always be healthy, and he foresees that he will one day be old and unfit to work. If he falls into poverty, even if only through a prolonged illness, he is then completely helpless, exam_ins to his own devices, and society does not currently recognize any real obligation towards him beyond the usual help for the poor, even if he has been working all the time ever so faithfully and diligently. The usual help for the poor, however, leaves a lot to be desired, especially in large cities, where it is very much worse than in the country.""
Otto von Bismarck, 1884
This speech led to the creation of laws that did which of the following?",high_school_world_history,"['Limited work hours in factories'
 'Established public health care and pensions'
 'Displaced citizens in the overpopulated city to the countryside'
 'Forced early retirement for aging workers']",1,0.0019254539568504,0.9974348731295202,5.7570003346542845e-06,0.0006251033778763,,,6.067833710749551e-07,,,,,,,,,,3.247877340031491e-07,,,,,,2.894801562653449e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.457347431708398e-07,,
"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understandâas though speaking in our nameâwhat he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The interactions described in the letters are best understood in the context of which of the following?",high_school_world_history,"['Portuguese exploration of the coast of West Africa'
 'Catholic missionary efforts in Sub-Saharan Africa'
 'State formation in Sub-Saharan Africa'
 'Development of the slave trade in Sub-Saharan Africa']",3,0.0002304103983265,6.60136843670324e-05,0.999470338998684,0.000216450537996,,6.079650145252174e-07,,,8.392698145546723e-06,9.416346350061976e-07,,4.734836293922573e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understandâas though speaking in our nameâwhat he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The two letters best support which of the following conclusions?",high_school_world_history,"['Diplomatic relations between Portugal and Kongo were often cordial.'
 'Kongolese noblemen were frequently taken as slaves by the Portuguese.'
 'Trade between Portugal and Kongo was highly regulated.'
 'Trade between Portugal and Kongo was brisk with both parties.']",3,1.0124878104246984e-05,0.9996252887317714,0.0002958923109689,5.826465063293152e-05,,,,,,1.00249869036977e-06,,,,,4.17903628792602e-07,,,6.719179502143803e-07,,,,,,,,,4.448560972113909e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Oh, shame on you, poor Winter King!
What's this that you have done?
Is 't not a very naughty thing
To snatch the kaiser's crown?
Now you will have to stay away
Alike from Rhine and Prague,
And more than that-shame and dismay
Your days and nights will plague.
Right well you knew, and all the world,
Right well they know this thing,
That Ferdinand alone can be
Bohemia's lawful king.
So come, dear Fritz, rouse up and go
To Ferdinand, your king,
And beg him graciously to show
Full pardon for your sin.
""Poor Winter King,"" seventeenth-century song
Based on the song, the Winter King did which of the following?",high_school_world_history,"['Gave over his crown to King Ferdinand'
 'Successfully defended his land from the Holy Roman Empire'
 'Rebelled against King Ferdinand'
 'Claimed the lands of Bohemia for the Catholic Church']",2,0.92911055101924,0.0524133674340351,0.0150166811894467,0.0033506744786991,,3.92323833375932e-06,,,1.3693447288681172e-05,,1.4576598762284892e-05,2.5582727540389828e-05,,,,,,,,,,,,,3.92323833375932e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""After the Tencteri came, in former days, the Bructeri; but the general account now is, that the Chamavi and Angrivarii entered their settlements, drove them out and utterly exterminated them with the common help of the [neighboring] tribes, either from hatred of their tyranny, or from the attractions of plunder, or from heaven's [favorable] regard for us. It did not even grudge us the spectacle of the conflict. More than sixty thousand fell, not beneath the Roman arms and weapons, but, grander far, before our delighted eyes. May the tribes, I pray, ever retain if not love for us, at least hatred for each other; for while the destinies of empire hurry us on, fortune can give no greater boon than discord among our foes.""
Germania, Publius Cornelius Tacitus, ca. 98 C.E.
Which of the following is a treatment of barbarian peoples by civilized societies in the period 600â1450 C.E. that is similar to the treatment of barbarian peoples by civilized societies between 600 B.C.E. and 600 C.E.?",high_school_world_history,"['Barbarian peoples were converted to the religions of their host societies.'
 'Barbarian peoples were utilized as soldiers in their host societies.'
 'Barbarian peoples were uniformly relegated to a servile status through the laws of their host societies.'
 ""Barbarian peoples were often invited by their host societies to rule instead of the societies' own ruling classes.""]",1,0.1118638086171888,0.0249580726329001,0.0363137814062872,0.8265559546068032,,,,,2.7452359606677024e-05,,,,,0.0001846758748564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
