question,subject,choices,answer,d,b,a,c,e,option,4,children,с,3,sol,6,ab,б,ter,а,ac,an,1,ad,ne,cho,options,cont,park,p,un,ch,s,f,cross,not,none,production,produ,parent,parents,д,cl,decl,the,there,ratio,r,dr,pre,correct,refer,re,dec,de,be,π,pi,sch,in,invest,t,sh,false,dis,add,er,m,prov,choice,da,as,asper,rel,social,aff,relief,support,seek,both,com,aph,2,less,more,true,first,all,ign,eth,ignore,behavior,inn,class,classical,function,functional,mathemat,mat,rele,relev,ach,el,linear,line,lin,medi,med,special,i,cor,th,thal,thumb,ass,effect,setting,set,settings,actor,act,prevent,prev,cb,and,or,&,,(,',\,two,dc,inc,ba,qu,su,0,norm,di,bc,one,9,between,chronic,chron,l,acc,number,sub,health,h,you,5,br,cere,lim,est,em,u,unt,uc,high,adoles,adj,group,no,seem,nothing,do,fixed,ey,bil,imag,content,con,st,cd,**,le,.,",",;,-,unless,mentioned,although,alliance,allo,alloc,co,wrong,g,ap,k,q,o,emic,amic,fore,is,are,for,fo,by,after,may,good,elect,electro,ob,bo,ret,retro,ag,ca,whe,whenever,cle,clearly,pro,object,grand,gr,compare,compar,det,inter,school,sec,secure,ex,making,make,during,directly,like,within,legal,author,auth,secondary,second,condition,).,"),",),):,);,.),.).,)).,punishment,ent,enter,based,according,from,when,that,progress,cons,maybe,should,low,x,domin,gen,ref,fr,fl,flu,best,bing,internal,intern,int,ethical,{',8,7,leg,legitimate,equ,eq,ec,organ,sem,se,job,j,cluster,sam,cat,major,therefore,were,aren,"""""""","""""",''',"\""",'',on,state,reg,increase,super,sup,{,this,"{""",unfortunately,abc,univers,primary,pr,sens,age,ages,exact,specific,current,aged,actual,program,sc,science,rating,res,inst,hom,per,project,perform,measure,sf,increases,bas,dep,depression,product,productivity,working,work,stud,learning,studying,allow,long,longitud,report,multiple,respectively,/,tasks,char,accept,prim,prime,ps,aut,dem,cover,demo,through,with,using,via,(',rein,cre,test,only,under,fac,must,self,am,sym,sympt,...,since,however,appro,bar,random,pain,emp,mes,start,perm,sk,bd,n,undefined,unknown,mot,motivation,depend,dependency,im,ver,par,memory,learn,bl,sl,pop,popup,ct,they,ben,pos,to,behave,it,action,al,alpha,power,so,thus,soc,sat,term,termin,base,und,cannot,ind,integr,integrate,selection,hyper,hy,v,used,air,member,results,result,evalu,eval,cell,ur,urg,he,manager,cm,develop,development,chem,chemistry,release,'},"'},","',",'.,supp,any,separ,separation,compet,comp,alone,:,without,provided,cap,client,crit,old,older,given,list,available,presented,medium,median,neither,ar,lat,construct,constructor,construction,cond,us,cr,private,db,apache,her,prod,here,could,might,would,likely,priv,four,identity,init,indust,id,address,direct,_,exactly,specifically,...',hire,over,bel,cop,ther,eng,min,mod,symbol,ant,who,w,prof,stat,life,ultural,ultur,cultural,entric,ulture,ult,icult,ular,scal,productive,my,among,large,moderate,small,resolve,resolved,general,external,have,trans,transfer,help,hel
"A researcher interested in examining the potential impact of parent alcoholism on child and family development recruits 12-year-olds (n = 100), 13-year-olds (n = 100), and 14-year-olds (n = 100)—half of whom have an alcoholic parent and half of whom do not—into a multiple-year longitudinal study assessing various outcomes. This study is best characterized as:",professional_psychology,"['A true experiment' 'A cross-sequential cohort design'
 'A natural experiment' 'A cross-sectional cohort design']",1,0.705842957029827,0.05112968133346001,0.011436853025353787,0.22916448610747864,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001982512890393296,0.00032363648706069785,2.202373933813465e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focal damage to the portion of the left frontal lobe known as Broca's area is likely to impair,professional_psychology,"['recall of words' 'verbal comprehension' 'verbal learning'
 'production of speech']",3,0.9999261161721625,6.893076138850111e-07,5.421824360374768e-06,5.829010519097913e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.097493000519062e-06,1.7151650942446705e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to Gerald Patterson and his colleagues (1992), which of the following is a key contributor to aggressive behavior in children?",professional_psychology,"['the child’s intelligence.' 'the child’s “basic personality.”'
 'the strength of the parent-child attachment.'
 'the parents’ childrearing behaviors']",3,0.9999728808444401,2.144463115713681e-05,2.5611959524818274e-06,1.7602825190235923e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1487265987146023e-07,1.6373177937343945e-07,1.1978872874485172e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A person who received a Level 4 rating on the Rancho Los Amigos Scale of Cognitive Functioning:,professional_psychology,"['is nonresponsive to visual or auditory stimuli and seems to be in a state of deep sleep.'
 'is confused and incoherent, may exhibit bizarre behavior, and is unable to care for him/herself.'
 'is alert and oriented and can remember and integrate remote and recent events but may have some impairment in judgment, planning, and abstract reasoning.'
 'is functioning at an intellectual level that is superior for his/her age, education, and demographic background.']",1,8.939008949463842e-06,3.7634633391321e-05,2.7534085978767597e-05,0.9999227128635367,,,,,9.328692943677734e-08,,,,,,,,,,,,,,,,,,,,,,,9.328692943677734e-08,2.3821651958481476e-07,,,,,,1.2750811456978995e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A psychologist who already has an established therapeutic relationship with a child is asked to act as an expert witness in a divorce proceeding involving custody of the child. The psychologist's best course of action would be to:,professional_psychology,"['decline the request to testify.'
 'agree to testify only if she obtains consent from both parents.'
 'agree to testify only if she can evaluate all of the involved parties.'
 ""agree to testify only if her familiarity with the child won''t bias her testimony.""]",0,3.927788628143875e-07,4.222770733329556e-06,0.9999847716112654,3.288697153848069e-06,,,,,,,,,,,,5.043380429913811e-07,,,1.1253302830161258e-07,,,,,,,,,,,,,,,,,,,,,5.257368384951561e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motivation is a complex process involving weighing alternatives, costs, and benefits. From your knowledge about GOAL-SETTING THEORY, which one out of the following statements is incorrect?",professional_psychology,"['goals serve 2 purposes: they are a basis for motivation and they direct behaviors'
 'goal attainment is maximized when goals are specific and highly difficult'
 'goal attainment is maximized when frequent feedback is given'
 'worker participation in goal-setting is also good']",1,0.0577461615422516,0.09520732483599594,0.7971611353347463,0.024072181529184413,0.0011258709122595964,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000773799007298632,0.016134216458988198,,,,,,,,0.001445646867250736,0.0012757788825798983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The STATISTICS are a method of measuring variables and organizing and analyzing data statistical method can be descriptive or inferential and have a scale of measurement. From your knowledge about statistics measurement, what is the RATIO DATA?",professional_psychology,"['Ratio Data is scaled and at equal distances but no absolute zero'
 'Ratio Data orders the amount of variable, but no info about how much'
 'Ratio Data is an interval data with an absolute zero'
 'Ratio Data divides variables into unordered categories']",2,0.9387243395584693,0.00021643113507377728,0.000969977052541009,0.060010355263841214,,5.448931828000309e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3655809700693045e-05,1.2210209109283098e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aronson and Mills examined the effects severity of initiation into a group on subsequent attitudes toward the group. Results of their study indicated that, compared to women who underwent a mild initiation, women who underwent a severe initiation as a precondition of group membership:",professional_psychology,"['rated the group as less interesting and enjoyable.'
 'rated the group as more interesting and enjoyable.'
 'were more likely to drop out of the group.'
 'were more likely to dislike fellow group members.']",1,7.338180198936997e-07,7.811452160309189e-07,0.9999968813989103,7.338180198936997e-07,,,,,,,,,,,,2.8736726554720006e-07,2.8453185278936072e-08,,,2.510984787732669e-08,,3.2241682883650204e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A graduate student’s dissertation chair, Dr. X, turns out to be of little help, and the student ends up obtaining advice and assistance from an associate professor, Dr. Z. Dr. X does review the dissertation when it is completed and she is listed as the dissertation chair. Several months later, the student decides to write an article for a professional journal that is based his dissertation research. In terms of publication credit:",professional_psychology,"['Dr. Z should be listed as first author if her contribution was substantial.'
 'Dr. Z should be listed as second author if her contribution warrants it.'
 'Dr. X should be listed as second author since she was the student’s official dissertation chair.'
 'Dr. Y and Dr. Z should be listed as co-authors.']",1,1.5688509132165043e-05,4.264578928957802e-05,0.9999230969860541,2.72625409875464e-06,,,,,,,,,,,,5.368312616180764e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2159400454945371e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The TRANSTHEORETICAL MODEL OF CHANGE was originally developed to treat addictive behaviors and 5 stages people pass through in the process of change. Which stage is correctly defined?,professional_psychology,"['PRECONTEMPLATION: intend to take action in next 6 months'
 'PREPARATION: consider change in next 6 months'
 'ACTION: time and effort into modifying behavior'
 'MAINTENANCE: behavior change lasted at least 8 months']",2,,0.9998493589492068,0.00012339062165769236,6.961222524898183e-06,,,,,,,,,,,,,,,,,,,,,,1.0028591887562898e-06,,,,,,,,,,,,,,,,,,,,1.4681082319134193e-05,8.313994689137386e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When a psychologist doesn’t feel he or she is competent to accept a case, the most justifiable option is to:",professional_psychology,"['Try his or her best' 'Refer out' 'Read a chapter on the issue'
 'Charge the client less']",1,6.691101963544053e-06,0.8481350894225594,0.012097796149537895,0.13006356592614568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00956372997545822,9.965516335207675e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A personnel director decides to raise a selection test’s cutoff score when using the test to assist in hiring decisions. Most likely the personnel director has made this decision in order to:,professional_psychology,"['increase the number of true positives.'
 'decrease the number of false positives.'
 'increase the number of false negatives.'
 'decrease the number of true negatives.']",1,3.535588234951305e-05,0.9999594346265546,4.784898351851704e-06,2.2379267396008376e-07,,,,,,,,,,1.6211486927713922e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6533149744055504e-08,2.5108842139554497e-08,1.522928258752436e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Jones, a clinical psychologist, has been seeing Lisa L. in therapy for one month. Dr. Jones considers Lisa to be a very attractive woman and finds himself having sexual fantasies about her. As an ethical psychologist, Dr. Jones should:",professional_psychology,"['recognize that such attraction is normal but proceed with caution.'
 'confess his attraction to Lisa and make it a topic for mutual examination in therapy.'
 'recognize that such attraction is inappropriate and refer Lisa to another therapist without explaining the reason to her.'
 'continue working with Lisa but consult with a colleague if he believes his attraction might be interfering with his objectivity.']",3,0.9999570696925794,1.5533964640908133e-06,1.1364891310792898e-06,4.494901708183932e-06,,9.421825821602731e-07,2.726295698408243e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.421825821602731e-07,,,,,,,,,,,,,,,2.1443976728915942e-05,1.4592809300951745e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parametric Tests are used when data is interval or ration. When is it used the ONE-WAY ANOVA?,professional_psychology,"['used when there is 1 IV and means of more than 2 groups'
 'used when there is 2 IV and means of more than 4 groups'
 'used when there is 3 IV and means of more than 5 groups'
 'used when there is 4 IV and means of more than 6 groups']",0,9.419166532385857e-07,0.00033534555684942337,0.999658426101638,1.759731979651076e-06,,,,,,,,,3.9264927843785805e-07,,,4.7362543706506563e-07,,7.731722718491666e-08,3.688598612688095e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A father brings his 22-year-old son to you for evaluation. Within the past 6 weeks, this formerly socially active young man has quit his job as a restaurant manager, has become withdrawn, and now spends most of his time in his room watching TV. He reports that he occasionally receives messages from aliens through the TV. Based on this information, which of the following is the most appropriate DSM-IV diagnosis",professional_psychology,"['Schizophreniform Disorder' 'Brief Reactive Psychosis' 'Schizophrenia'
 'Antisocial Personality Disorder']",0,0.00013980229193371037,1.0127244060509473e-05,4.538715901863139e-05,0.9997215497073755,,,,,,,,,,,,,,,,,,,,,,,,,3.2553972689149556e-07,,,,,,,,,,,,,,,,,,,,,,,,,,8.138212705643459e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identify the only construct that is not pertinent to developmental models on intelligence:,professional_psychology,"['Investment theory' 'The positive manifold' 'G theory'
 'Primary mental ability theory']",0,5.36739628208189e-07,1.012753380743101e-05,0.999750405334676,1.0674342100272939e-06,,,,,,,,,,,,2.237463654563574e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00023528551524565938,2.3817676623130278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
